,"Linear","Linear_with_delta","Linear_MAR","Linear_MAR_with_delta","Standard_Beran_delta_obs_only"
0,"0,00886792502354","0,007800480188821","0,002606745052116","0,005716102469098","0,006342198608594"
1,"0,002532676186784","0,002227563602161","0,002322685402883","0,002846458088656","0,004509198955969"
2,"0,002468191221257","0,001244728642805","0,001629272248064","0,0009404958751","0,018757042858028"
3,"0,004058743745944","0,00225115057477","0,003315130567936","0,001869106241924","0,007644551083446"
4,"0,010777661772295","0,001783350423518","0,00215925629916","0,001381222249711","0,007667658449104"
5,"0,005400564527476","0,002747914759937","0,002559438948843","0,001656470005807","0,010935235712027"
6,"0,005997168784584","0,004344522585153","0,003770887099919","0,002301050296089","0,005640473659461"
7,"0,001946131927502","0,001840042671874","0,002487522391462","0,00258558844975","0,005417525218101"
8,"0,001825236487577","0,001659858388289","0,00178816853965","0,001714211683823","0,007488555978174"
9,"0,011723739299491","0,003043119674269","0,001397382551556","0,001575707857282","0,007504037190258"
10,"0,004888744827275","0,003178523037145","0,004706972345913","0,003104302240969","0,008107887651139"
11,"0,003200136075121","0,004157646132158","0,003744407208075","0,004673858296655","0,011612655582571"
12,"0,003274050350412","0,001913931422963","0,003737370337535","0,002243309637306","0,00518245949354"
13,"0,006959162865189","0,00480936379668","0,003486533661229","0,003267974262702","0,002514850607003"
14,"0,003138425774402","0,001785633226731","0,002339401912122","0,00251511981778","0,006057953071721"
15,"0,006960820130269","0,004608891903301","0,003502412413204","0,004919011450079","0,003976032920243"
16,"0,004221034865292","0,004000271108674","0,002091388109953","0,001756391414429","0,017221456594578"
17,"0,005515711455983","0,003148798973823","0,001877331834001","0,002707859773591","0,005679694817793"
18,"0,002833902062963","0,015196089283303","0,004639695550263","0,002756526295909","0,010374418629438"
19,"0,011431664004452","0,003931116236889","0,001577840312269","0,002124996011308","0,005771323928329"
,,,,,
,,,,,
,"2,66037750706198","2,3401440566464","0,782023515634923","1,71483074072949","1,90265958257831"
,"0,759802856035096","0,668269080648252","0,696805620864945","0,85393742659689","1,35275968679082"
,"0,740457366377184","0,373418592841534","0,488781674419244","0,282148762529951","5,62711285740834"
,"1,21762312378331","0,675345172431146","0,994539170380914","0,560731872577087","2,29336532503373"
,"3,23329853168861","0,535005127055536","0,647776889748042","0,414366674913371","2,30029753473121"
,"1,62016935824287","0,82437442798113","0,76783168465294","0,496941001741958","3,28057071360809"
,"1,79915063537531","1,30335677554591","1,1312661299758","0,69031508882666","1,6921420978384"
,"0,583839578250608","0,552012801562231","0,746256717438523","0,77567653492498","1,6252575654304"
,"0,547570946273055","0,497957516486556","0,536450561894996","0,51426350514687","2,2465667934521"
,"3,51712178984713","0,912935902280847","0,419214765466658","0,472712357184668","2,25121115707744"
,"1,46662344818248","0,953556911143469","1,41209170377382","0,931290672290687","2,43236629534171"
,"0,960040822536286","1,24729383964737","1,12332216242262","1,40215748899645","3,48379667477116"
,"0,982215105123456","0,574179426889014","1,12121110126052","0,672992891191777","1,55473784806186"
,"2,08774885955667","1,44280913900402","1,04596009836865","0,980392278810454","0,754455182101022"
,"0,941527732320641","0,535689968019158","0,701820573636541","0,754535945333953","1,8173859215164"
,"2,08824603908066","1,38266757099023","1,05072372396112","1,47570343502377","1,19280987607287"
,"1,26631045958752","1,20008133260222","0,627416432985951","0,526917424328595","5,16643697837331"
,"1,65471343679503","0,944639692146961","0,563199550200387","0,812357932077402","1,70390844533796"
,"0,850170618888784","4,55882678499078","1,39190866507893","0,826957888772606","3,11232558883137"
,"3,42949920133565","1,17933487106678","0,473352093680728","0,637498803392514","1,73139717849865"
,,,,,
,"Linear","Linear_with_delta","Linear_MAR","Linear_MAR_with_delta","Standard_Beran_delta_obs_only"
,"1,62032537081712","1,13509494949898","0,836097641792312","0,789836436269507","2,37607816514276"
,"0,945150766129845","0,92854361947144","0,301678114013156","0,369503638434909","1,23921467529943"
