,t,true_cdf_0.3,Linear_cdf_0.3,Linear_mise_0.3,Linear_with_delta_cdf_0.3,Linear_with_delta_mise_0.3,Linear_MAR_cdf_0.3,Linear_MAR_mise_0.3,Linear_MAR_with_delta_cdf_0.3,Linear_MAR_with_delta_mise_0.3,Standard_Beran_delta_obs_only_cdf_0.3,Standard_Beran_delta_obs_only_mise_0.3,true_cdf_0.5,Linear_cdf_0.5,Linear_mise_0.5,Linear_with_delta_cdf_0.5,Linear_with_delta_mise_0.5,Linear_MAR_cdf_0.5,Linear_MAR_mise_0.5,Linear_MAR_with_delta_cdf_0.5,Linear_MAR_with_delta_mise_0.5,Standard_Beran_delta_obs_only_cdf_0.5,Standard_Beran_delta_obs_only_mise_0.5,true_cdf_0.7,Linear_cdf_0.7,Linear_mise_0.7,Linear_with_delta_cdf_0.7,Linear_with_delta_mise_0.7,Linear_MAR_cdf_0.7,Linear_MAR_mise_0.7,Linear_MAR_with_delta_cdf_0.7,Linear_MAR_with_delta_mise_0.7,Standard_Beran_delta_obs_only_cdf_0.7,Standard_Beran_delta_obs_only_mise_0.7
0,2.51236500042358e-11,5.656827882803663e-12,0.0,3.1999701695664964e-23,0.0,3.1999701695664964e-23,0.0,3.1999701695664964e-23,0.0,3.1999701695664964e-23,0.0,3.1999701695664964e-23,6.184441443564315e-19,0.0,3.824731596887585e-37,0.0,3.824731596887585e-37,0.0,3.824731596887585e-37,0.0,3.824731596887585e-37,0.0,3.824731596887585e-37,5.615690651562406e-26,0.0,3.1535981494045396e-51,0.0,3.1535981494045396e-51,0.0,3.1535981494045396e-51,0.0,3.1535981494045396e-51,0.0,3.1535981494045396e-51
1,0.12492510763431279,0.10076123743861186,0.10014523164515796,0.001945946963097938,0.12287088212121881,0.0014020414553158245,0.12093202923775419,0.001312502117308836,0.12961563365842788,0.001714556446397026,0.14482127627745106,0.0038667573463893818,0.017438889491779148,0.03208421061628181,0.0006943478253752917,0.030487471659211264,0.0005746247165596943,0.04311382586267458,0.0009460262171504506,0.03438678552301537,0.0007192574264759694,0.031984031771268864,0.00048244657799421367,0.002520718068472674,0.0152366127669681,0.0002652685783826781,0.009190131113545441,8.003971320571806e-05,0.01927528414901809,0.0003395009309450553,0.010608476358675156,9.992072341147347e-05,0.005243661026060486,6.359152910312562e-05
2,0.24985021524350193,0.19737791982770098,0.19559469459250847,0.0027754192051596344,0.21985530787372504,0.0016051297590935828,0.2238592279781048,0.0017025446625417232,0.22858284125494138,0.001974689078807693,0.2571833482487137,0.005498657808513971,0.05245140424315659,0.08750707576862052,0.002472186861287583,0.08646763704757779,0.0022490893854758354,0.1029440355374223,0.0030635342134551907,0.09477251579879198,0.0028436644324630065,0.09754868862041657,0.0037125298776993186,0.011706375780977135,0.03520413576746689,0.0009801413244327727,0.021898877848432037,0.0002934226582560735,0.04459916130411789,0.001314660435674714,0.02573796796473702,0.00037545360781369395,0.018898227007163825,0.00030133092547856313
3,0.37477532285269105,0.28537905070990904,0.28802382271128546,0.003925163453956997,0.3181752293746332,0.0026302769761283535,0.3241898242888479,0.0028560585421512057,0.3300742481741167,0.0029903923509067443,0.3533827795240871,0.006753102498263277,0.09683620395635639,0.13502369621496615,0.003549933368312423,0.1413409040281473,0.005024233462614709,0.15515370436383152,0.004548608319780366,0.153427843807906,0.0060106181127590995,0.1666913792766626,0.010766308819821865,0.02775259973280221,0.055225681528299486,0.0015952054430339753,0.040505182928815456,0.0006408473364315528,0.07092809887137358,0.00228982993090692,0.04599111780818248,0.000730518342525547,0.04317740996574916,0.0010523108111526863
4,0.4997004304618802,0.36465010746327825,0.35799821359735384,0.006286862961904822,0.3928799115978389,0.0035974283657304595,0.4071073451579702,0.003727950487875907,0.4085276440629698,0.0038901569646372764,0.4397588564751114,0.009148054252204873,0.14648806642206397,0.17887781566893773,0.004621157852914821,0.19059890817203934,0.005912216555297658,0.20984659613423315,0.006194893565704158,0.20726903150628764,0.007276239033243902,0.23331899184943197,0.016826904584362822,0.04998428901250646,0.08058635509395422,0.0022595949766276383,0.06993490220474519,0.0013116186534027946,0.10208884923236357,0.003220102293887893,0.07688334960383983,0.0013751370364830221,0.07695562101539953,0.0016778317548320702
5,0.6246255380710694,0.43568302665439557,0.4351837857552253,0.006875768401579298,0.4657617202366383,0.004041292214694741,0.4846108845265188,0.00463655555818585,0.48445948110895226,0.005003881128791763,0.5144280428393939,0.010423496058504718,0.19877674562750183,0.21248581717015053,0.00411821440493111,0.2228431699762002,0.00470720157896776,0.25219102003854815,0.004756356183824938,0.24500687367041946,0.005548301211756333,0.2779483900811933,0.01603777818328743,0.07746890533493078,0.10955511186277009,0.002596557935891581,0.09358037613696904,0.0014451530395512278,0.13448707604811047,0.003947446504643205,0.10306215684555908,0.001533301178478059,0.10805480082119696,0.002378868057904631
6,0.7495506456802585,0.49913749104491345,0.4980965405426169,0.007186984446830688,0.5268013245118406,0.004600669477280744,0.5514804444525149,0.005569548610421782,0.5485451365643039,0.005374499581582383,0.575095565406384,0.009932904550013739,0.25190788294420896,0.2720820318338341,0.008046265245134764,0.27694610140736453,0.00571212541515131,0.30793845955210397,0.005767514537845668,0.3027629198531966,0.005998882850122485,0.3294778660745418,0.014616668856989154,0.10921765256108261,0.13267882638038037,0.002555916890324551,0.12987935724077385,0.0021688398516533512,0.16414598606422923,0.0037444058585011306,0.14389766658380934,0.0023893502922221815,0.16013171172559082,0.006068014965506578
7,0.8744757532894476,0.5557064495184986,0.5455739416608071,0.010110957872239878,0.5659428081744973,0.0054185852117542045,0.5982202099198041,0.005366796794946172,0.5877436574319488,0.004821906413153402,0.632282856162961,0.010567341519198598,0.30463145535205377,0.30427061453305376,0.010433275680557427,0.32628845080234614,0.0056992123417480625,0.35235040867705136,0.0062011272926527925,0.3517974830663665,0.005581787082606797,0.4007530430360461,0.016632326112772104,0.1442752540717735,0.16310033321617276,0.002449425612473796,0.16201728183798053,0.0026797223043479616,0.19630957776405422,0.003298693801485025,0.17800358375921346,0.0028651993636720214,0.2062577956573625,0.009422383072613625
8,0.9994008608986368,0.6060639755467301,0.5915287541322138,0.01393571942917857,0.6099759721384731,0.00686739502702873,0.6549167833155856,0.007649609469135114,0.6335339394200302,0.005283463524448787,0.6809230266836968,0.010419863345136208,0.35607626453674857,0.353391370891951,0.01086223347863827,0.38063546666438003,0.006234765497256339,0.4049661083227673,0.005065493918799874,0.40722726183400926,0.006628522256637482,0.45522347749628284,0.016471172407674713,0.1817623512567925,0.19157538685645642,0.00317689006307175,0.19348362053353713,0.0030131972559602903,0.2281721426404509,0.0032614797118662524,0.21096288867774082,0.0030601228624321363,0.24924681964894874,0.010190353381436939
9,1.124325968507826,0.6508435388765155,0.6371312683434593,0.016320100341602996,0.6526637387383378,0.00559812085423927,0.6909965571815802,0.005891416338514565,0.6771755618122555,0.004548840792202162,0.7184248094540993,0.00863940448157801,0.4056443732133351,0.4013622850695421,0.016064989681355602,0.4257696789281436,0.007507470473346089,0.45408198042079473,0.006759120836258884,0.4573160714599317,0.007559022662368768,0.5019723251628854,0.014775864162487457,0.2208941111955379,0.22080778949445135,0.003533856031983419,0.224140637189766,0.004318500621207331,0.2639359772516451,0.002874684939338508,0.24507273755239392,0.0038822604459054603,0.28515580909781085,0.013471470870791244
10,1.249251076117015,0.6906295169359093,0.6973112548083155,0.011127302664408522,0.6979488512330712,0.005492956096887282,0.7445848436037154,0.005932932663217178,0.7232088527452606,0.004864812763896974,0.7586921641825648,0.008211874023515892,0.4529389220959037,0.4395839240992311,0.014601268751906468,0.4658673225176983,0.007414344635912456,0.49874336076585957,0.006361604841294936,0.5040746846751254,0.00697393195519867,0.5573809789332884,0.015716887004096566,0.2609859198025301,0.2579577968914673,0.004152304610393034,0.2746252273493147,0.0061254441827563125,0.3062136421204211,0.004198226426517604,0.293093186168195,0.005364134967186131,0.3454795424402082,0.017191912619577247
11,1.374176183726204,0.7259550296534082,0.7419145733151169,0.006896150436897576,0.7401818221552446,0.003633436139798133,0.785389922087534,0.0051109596826521605,0.7643985343276035,0.00427426320410468,0.795717746368397,0.00824444547970066,0.49771254086900585,0.4786457329713062,0.018436218325093314,0.5241759465332524,0.008638617708964428,0.5502818537268832,0.007715247655700697,0.5592346306662641,0.008649487955827442,0.6197567408710264,0.018888697306906475,0.3014518540544659,0.2893609334019066,0.005588729248403204,0.32357226470732636,0.007365002896690123,0.35194278418037983,0.005083926812667173,0.3485361628984166,0.008344451194347369,0.42773822079980733,0.0339337699901409
12,1.4991012913353934,0.7573029325567405,0.780357090450675,0.009486915764246654,0.7736730457655393,0.004380613082763143,0.8205515517710701,0.005692614412051279,0.7962129590284245,0.004797111678520519,0.8344771385213587,0.010286657339687626,0.5398293891583327,0.5211184667062424,0.020437893863703024,0.5592983266837499,0.007885567961934152,0.5893552990405194,0.007050336181615903,0.5974264277106025,0.007175054039084486,0.6523143424685108,0.01672248153188182,0.34179915411112877,0.3051941896587965,0.00721039768856898,0.34457707262118115,0.0069035189138495585,0.37432926604922073,0.0041122437809462675,0.37386134761023154,0.008075826669456467,0.46800997897737134,0.03518652372525841
13,1.6240263989445824,0.7851083880713232,0.7984538018648087,0.008932107010870109,0.7965820871755558,0.0037564337108953435,0.8386113532031553,0.0041549148228534555,0.8200192129552273,0.0039504651486717,0.8620123872465278,0.01070972833735458,0.5792366774618275,0.586761613949897,0.024641782587088924,0.6077625224445403,0.009082519955436354,0.6438662445507772,0.009945252957745444,0.6476490673376522,0.008339176866117976,0.6895343342971786,0.016829779189592935,0.38162060555771565,0.35669199301363325,0.008826813112002228,0.3997592734787963,0.013505707540946394,0.42222469648331706,0.005775192634323169,0.4263918045569194,0.012043905544504355,0.5283425906750966,0.04956922979879705
14,1.7489515065537715,0.8097621782952937,0.8145801073408752,0.007859230959481938,0.8140312321240668,0.0035782170942128566,0.8573536929011147,0.003372758834166463,0.8361776916958321,0.003625539287365376,0.8817129629412401,0.008942332315227348,0.615943021827158,0.6311571398890891,0.020123913322511743,0.6542360367997287,0.00877685268083499,0.6888597595079973,0.010261132328662537,0.691534575573713,0.009970201645430356,0.7232263886436955,0.015701212028988804,0.420585994575638,0.3801231663758518,0.011638465060336934,0.42601080248906537,0.012887801544514924,0.45315094064139394,0.005324592978316444,0.4557518227103589,0.010987359011200057,0.5680336037941387,0.04335575812678118
15,1.8738766141629608,0.83161429939854,0.8257998908487953,0.008237110356327966,0.8269123937244995,0.0045615378278623785,0.8678492607896111,0.002667915579735794,0.849764712498793,0.0040071343091566585,0.8897346196381569,0.0070275294944886465,0.650001855321169,0.6562493081831697,0.018113303245416396,0.6796559755391487,0.009021106436764632,0.7164631831222331,0.008512252370783471,0.7158793722664427,0.009705752366927297,0.7486515734545475,0.01655753002726433,0.4584333499264159,0.4130806936352326,0.013771084990955248,0.4557861824438755,0.014942057920823398,0.49364299562493985,0.00624982129986169,0.490083582430045,0.014050645705148001,0.5979639769655408,0.04604502150332121
16,1.9988017217721499,0.8509775804841808,0.8411763959290465,0.009165174044668406,0.8499156424192538,0.004288152438378006,0.8838694314979071,0.0024808705982082777,0.870838945583651,0.003933353245365508,0.9100935299967091,0.0062042997805346846,0.681498654313516,0.6849409455247448,0.023360369292389972,0.7105218044059629,0.011762714975000177,0.7509102409202889,0.011476527760118663,0.7467181236852938,0.010658084339712822,0.7702232424892562,0.016144952523291248,0.4949604060329565,0.4389587336413728,0.018691611588446507,0.4894291127646701,0.01588909593366588,0.5321455423295269,0.007028135098714902,0.5270184300603964,0.013949989865884967,0.6352159463084528,0.044608335392442404
17,2.1237268293813387,0.8681311837238885,0.8733555897151095,0.010892129819132188,0.8763522298341687,0.004726845656384239,0.9073234345537771,0.0039727066715681035,0.8937082255016323,0.004648417630793936,0.9152242609144026,0.005255189027518526,0.710541084010644,0.7337365652735184,0.02779376922448511,0.7418666456286042,0.012075136616533224,0.7875794508565248,0.012762409440601741,0.7793334887382696,0.011730537982891307,0.7999898881887395,0.016108890580368924,0.5300165430180681,0.5144627789127443,0.025630628465016105,0.5296380312770612,0.016808103087263288,0.5751779385292534,0.007987837497761694,0.5694990407134848,0.015418823794111428,0.6945480415288692,0.049194054062108514
18,2.248651936990528,0.8833239087786591,0.8864134562811626,0.01115226647897986,0.8917162952292571,0.0033896154239864444,0.9242594458225678,0.0037836002864400425,0.909991048757574,0.0030345491340165193,0.9293952613005443,0.0054042298490768964,0.7372514015025065,0.7635199159751863,0.03144497838878217,0.7772452260527191,0.011285552893183112,0.8180321365532764,0.012387829663393812,0.8132993834398574,0.010639864173014369,0.8537135000670855,0.0186255701469718,0.5634953440590462,0.5369651070704222,0.028132672206445674,0.5527465338889638,0.017072719711849364,0.6004620087805759,0.0073584184893806335,0.5948447176666143,0.014462013507008594,0.7152565422974503,0.03899207332639726
19,2.373577044599717,0.8967772638095367,0.9031570704967964,0.012502303684293623,0.9055263618305375,0.004120154826472843,0.9399814474859738,0.00410117268847854,0.9236624053121071,0.003352332919211179,0.9380619394039899,0.00536962284334915,0.7617606178852749,0.7907481469290192,0.026616468041800782,0.7998050070290208,0.011494111199651207,0.8437000374866186,0.013030789281974098,0.8352196886702968,0.010392101555901428,0.8821606517742628,0.019421570771128265,0.5953278352626944,0.5921206342315415,0.038119256392519806,0.5822369747230562,0.02166859867565565,0.6490817149032309,0.011780394465056122,0.6223358457077843,0.016533917154994478,0.7321026592078637,0.03652696019990674
20,2.498502152208906,0.9086882889619472,0.9184706236274618,0.012372973078490914,0.9190462126185258,0.004341273270759507,0.949481492475931,0.003856378730836612,0.935417577939471,0.003491509062235517,0.9552966661068851,0.003911854990758147,0.7842040383105174,0.8150629465911674,0.02560925637289265,0.8155532837345996,0.009704329689733417,0.8594329069483019,0.012384577155621263,0.8482787366343756,0.009311523341109367,0.8977060960474267,0.018408420647590264,0.6254764245778565,0.6187879178790197,0.03955081973768609,0.6261765650172275,0.02051608320895401,0.6839930825243241,0.012267781451157147,0.6669647904378027,0.016376892388407713,0.7909784720007481,0.05184979498398885
