,t,true_cdf_0.3,Linear_cdf_0.3,Linear_mise_0.3,Linear_with_delta_cdf_0.3,Linear_with_delta_mise_0.3,Linear_MAR_cdf_0.3,Linear_MAR_mise_0.3,Linear_MAR_with_delta_cdf_0.3,Linear_MAR_with_delta_mise_0.3,Standard_Beran_delta_obs_only_cdf_0.3,Standard_Beran_delta_obs_only_mise_0.3,true_cdf_0.5,Linear_cdf_0.5,Linear_mise_0.5,Linear_with_delta_cdf_0.5,Linear_with_delta_mise_0.5,Linear_MAR_cdf_0.5,Linear_MAR_mise_0.5,Linear_MAR_with_delta_cdf_0.5,Linear_MAR_with_delta_mise_0.5,Standard_Beran_delta_obs_only_cdf_0.5,Standard_Beran_delta_obs_only_mise_0.5,true_cdf_0.7,Linear_cdf_0.7,Linear_mise_0.7,Linear_with_delta_cdf_0.7,Linear_with_delta_mise_0.7,Linear_MAR_cdf_0.7,Linear_MAR_mise_0.7,Linear_MAR_with_delta_cdf_0.7,Linear_MAR_with_delta_mise_0.7,Standard_Beran_delta_obs_only_cdf_0.7,Standard_Beran_delta_obs_only_mise_0.7
0,3.885542463529803e-13,6.812460941378444e-14,0.0,4.64096240778069e-27,0.0,4.64096240778069e-27,0.0,4.64096240778069e-27,0.0,4.64096240778069e-27,0.0,4.64096240778069e-27,5.166871421278658e-22,0.0,2.6696560284026136e-43,0.0,2.6696560284026136e-43,0.0,2.6696560284026136e-43,0.0,2.6696560284026136e-43,0.0,2.6696560284026136e-43,3.254816135582907e-30,0.0,1.0593828076450849e-59,0.0,1.0593828076450849e-59,0.0,1.0593828076450849e-59,0.0,1.0593828076450849e-59,0.0,1.0593828076450849e-59
1,0.11150512776452208,0.08993319404655951,0.09935035577954787,0.001953168747960094,0.13321752403115633,0.002481027159981635,0.13573905599260783,0.002763534431432061,0.14562392851092942,0.0038122162154668265,0.16906981875787325,0.0074853162730471115,0.014495774622914676,0.029694936714126423,0.00044468339375079306,0.031034226154856258,0.00047982930929037665,0.04709747432489873,0.0013582758546053335,0.039970386029886264,0.0008570547800531394,0.04107200777157086,0.0010228801320837978,0.001950219422426768,0.012825134352429952,0.00016638597433244097,0.008963905815322016,8.411482606568863e-05,0.020227336925396293,0.0003769183376117945,0.011319988699840428,0.00011781465117821123,0.00725599423824152,7.464479762359742e-05
2,0.2230102555286556,0.17731897538281582,0.17900946755614744,0.0032355760306164243,0.2266082678266239,0.0036917409328425534,0.2379670186058061,0.005674874631735776,0.24798326868820655,0.006404837796458053,0.2797666058889364,0.012236205651778756,0.04395589925945432,0.06516459734935905,0.0009590133732923793,0.07995338265415255,0.001671304082461436,0.10276217081229855,0.004257179081391895,0.093460417896384,0.002893178981257678,0.09930101826725002,0.0038151919658533833,0.009140352826897177,0.027875948773552733,0.00048364204399510975,0.025334383902435764,0.00036586527033267844,0.044433671976861835,0.0014458772146143275,0.03134254809326634,0.0006040667175998538,0.02754363585998309,0.0007051139407977202
3,0.3345153832927892,0.2579861753981184,0.2722429475602065,0.003893357697634321,0.33565979202438545,0.009395125530286453,0.3488159595853303,0.011236471371272353,0.35887196319093373,0.012096285553546322,0.38411817426136047,0.019016701437598208,0.08179848900611215,0.11898866104232422,0.002961057903982179,0.14044009139461472,0.004448232986489683,0.17205156481915387,0.009813095879525079,0.16087085151662517,0.00718657908315008,0.16400743116134497,0.00824582684222552,0.021865297634579912,0.044462680941501534,0.0007258414525792023,0.044339931922580636,0.0008472486885656433,0.07068735681985237,0.002759929467479389,0.05652893302949562,0.0016394325993446383,0.05259022752699083,0.0020948235133519968
4,0.4460205110569227,0.33163201271906406,0.3486740728704684,0.005616698351132777,0.4249440052636511,0.0136080970933929,0.43745534712395867,0.014629308775180535,0.44963161443004884,0.016547485055829245,0.4889842546678135,0.02907853415552438,0.12469984777617263,0.15837814815166132,0.0030264929180307083,0.19796391199807525,0.007374873130807319,0.2293643344811777,0.013269689439462416,0.221690516255161,0.010653351204496349,0.23859772389436368,0.015747398431863294,0.03973056287827951,0.06228658777589079,0.0008444421687628255,0.06718196868242463,0.0014255066350963267,0.09973585766374646,0.0040298436248737135,0.08471815082746706,0.002740232587796645,0.08985407245450756,0.004537785776126158
5,0.5575256388210562,0.39851560213545895,0.4124683645321082,0.004636343332903985,0.500812461291275,0.013590625220020311,0.5193372170034543,0.016941976592649892,0.5342769830425019,0.02037774004831997,0.5697154389851949,0.031886837293131555,0.17048763546044407,0.21398186856640095,0.00567103583007514,0.2605556713055109,0.010464939100274306,0.29488076348453685,0.017737388718451895,0.29150560535334347,0.01638271085186416,0.3095470343396402,0.02270165903078212,0.062113319016023,0.08321589766270915,0.0008090519748987377,0.0935972064039123,0.0015701348755083164,0.12919103446541186,0.005011963574885184,0.11652173937397561,0.0036190747163484514,0.12855711728182864,0.0064490637472432305
6,0.6690307665851898,0.4590704795701867,0.4861094888545313,0.007669636785847577,0.5621994301258928,0.014541694615897549,0.5866341832049268,0.02005236197928354,0.5955673510881292,0.020674763822022324,0.6297440518614214,0.03090454489769549,0.21764022200236535,0.25286742832229325,0.0038565438093058476,0.31329895711285616,0.01154696516780641,0.3535612311398286,0.02021488901278965,0.352926249606005,0.019940772609659724,0.375771511448275,0.028265049611626424,0.08831640107846364,0.10704748021740204,0.0009570266332795049,0.12828881247066998,0.0027683231982703702,0.16494263455055086,0.006536504676199116,0.15867277410782063,0.006064655112988516,0.18268745445139292,0.011753802004157557
7,0.7805358943493232,0.5137837321859368,0.5394161413118767,0.007767634991585531,0.6242849357899759,0.015310243136556217,0.6475711841774479,0.021434213279888654,0.6552579911175915,0.021286377550388105,0.6945340112644254,0.0342381962804541,0.26506222751869074,0.3051563926413565,0.004191583480672316,0.3697590613230228,0.012593901186205634,0.41372461975896674,0.02369212083260323,0.41489802587916014,0.023773923163218,0.4513100276944438,0.03804321308196472,0.11764004794062777,0.13480145657619963,0.0012263041195022125,0.17145280177250957,0.004600299969145065,0.20549774053218778,0.00886554339887316,0.20602042150557898,0.00949844233114994,0.24032941698129964,0.019216350028842644
8,0.8920410221134568,0.5631472794013083,0.5883765040169681,0.006836969785882489,0.6697770926017771,0.014182093191931542,0.6963993892410902,0.02076006804352357,0.7042912890432586,0.02121276156195245,0.7414245164164217,0.03407653901887814,0.3119584517994746,0.3464342215982984,0.004334519393526413,0.41887767459049163,0.013022100059834544,0.467319120592198,0.02607135253048039,0.4689092497949533,0.025884239955766865,0.510523771730078,0.04196726221277593,0.1494184788678789,0.1626494475849709,0.0014678927816399623,0.21455653167386174,0.006795817229763555,0.25105480197060254,0.012203154508031087,0.2528734117243601,0.013054637180782081,0.2983223950808178,0.028469650656151545
9,1.0035461498775904,0.6076359668898974,0.6188018484219664,0.005846342370718053,0.7031307099430324,0.01143309950398069,0.7337368694302526,0.018199290148073893,0.7409837219843902,0.019133482878204693,0.776726274290613,0.03138421016334504,0.357753818830844,0.3879585015854519,0.003962804497868486,0.46240471841708286,0.012258017252568197,0.5175065582001979,0.02689182537005049,0.5159267215805576,0.026124824979870016,0.5642122995785893,0.045877242596511755,0.1830385030384774,0.19669230805793164,0.002347591713415575,0.25121734009145674,0.007192660627153948,0.29753488532054456,0.016282312244164588,0.2966508085337474,0.015842427855881434,0.3468495882653992,0.03188919952143874
