,Standard_beran,True_proba,NN,NN_with_delta,Linear,Linear_with_delta,Linear_MAR,Linear_MAR_with_delta,NN_MAR,NN_MAR_with_delta,Standard_Beran_delta_obs_only
0,0.00021337474425254846,0.0002345343524038535,0.0014911327418804772,0.00039431340468811167,0.010288657264076436,0.002332454752532123,0.016742187065543257,0.0064000714154628545,0.0012277394882182712,0.000601898272139051,0.00034728484139936615
1,0.00028576641008034274,0.00017212937566870757,0.00703336070853983,0.002493351940534048,0.01802978032765497,0.006397137276624384,0.018918042345969423,0.006114175852706832,0.0013712583271346653,0.000639702703040001,0.0008017998758464744
2,0.0006251941866593806,0.0001893162182835174,0.00026585250004891364,0.0005184334647592447,0.02357854525275333,0.009421535312518726,0.02191538564770261,0.008912374978790315,0.0020835101001507065,0.001433081089848434,0.0002756038733850332
3,0.00030779390439422,0.00015923819041708672,0.003370609262382149,0.0003103175686965758,0.004940535099025451,0.0014782014233480426,0.014253194845292295,0.005948468935823986,0.0018282622324111216,0.0010798350135195203,0.0004253397658816323
4,0.00043814820234123716,0.00013721812073342406,0.009230433728622683,0.002036600614553134,0.01982418285963997,0.002467508414013315,0.01979718328446088,0.007747507739473416,0.0010959388071188289,0.000516651035819296,0.001089373190280571
5,0.00020314708145126824,8.525985870703234e-05,0.0009262991033403323,0.00115869135447065,0.01812871513723714,0.005639189333960429,0.0125599476942078,0.0032227723264352955,0.0009100672065243476,0.0003795170501330411,0.002957007848924118
6,0.0003565563142808689,0.0002620673130519059,0.0005193138710178965,0.0005956944927918921,0.01782127384043572,0.007422981783254317,0.012063021806787004,0.004745594988653836,0.0020996141791588653,0.0012451283956102014,0.0005619072332722988
7,0.00034815414032293316,0.0002522136535334268,0.0010357816351113085,0.0005842735331555186,0.020249228821936156,0.005769426411057686,0.0137793835462387,0.0039699072329614305,0.0006718916477905422,0.0003350114887674394,0.0007891161141689042
8,0.0007702144821761158,0.0006286456132138205,0.0010296667679475242,0.0008054774178866758,0.03473400068699949,0.01216487474456929,0.009872860749961151,0.0030876014205712438,0.0016658305608136202,0.00116315306127734,0.00023586351056459852
9,0.00016706473724114153,9.7393054617213e-05,0.00022450724039775206,0.00022078732048201992,0.021184629163660183,0.006936706380459364,0.01418901101168664,0.004120633757189667,0.0008086987003927248,0.0003441924723865102,0.0006679887809295724
10,0.0004295264737424184,0.0002933323731328059,0.0009433131783970666,0.0003708163293662262,0.015527166360957564,0.006300369235620205,0.015885494023527014,0.006467029164372992,0.0008835571473717576,0.0005073970079010603,0.0004949041459786322
11,0.00033888832390480475,0.00013969629537264296,0.003712933809486901,0.0012134931569441282,0.020926550447969695,0.006694516555648342,0.015772338830414602,0.004002967586166218,0.0006518265133527024,0.000298097444152212,0.0007795629352191626
12,0.00024055271373151199,0.000153662819193733,0.007548488931107613,0.001047957670863479,0.008940052059766208,0.002832601534438087,0.012248805891244163,0.0052500428013090815,0.0013782582201549095,0.0007257099957882759,0.00030041709779528053
13,0.0002209639674931799,0.0001934681602876492,0.004330807294959219,0.0017971911419147261,0.020641254988939334,0.0018211773632717716,0.020395791920901695,0.006481390988263152,0.00111252951966828,0.0005573407785956591,0.0007379371319834408
14,0.0001739717998196097,0.0001461804312943499,0.0006794083659890235,0.0005093582014945198,0.028904330090240505,0.009699228341395643,0.012657306487283259,0.003772077174584668,0.0011104385910731104,0.0008261920240793903,0.0005281048821004157
