,t,true_cdf_0.3,Standard_beran_cdf_0.3,LogisticRegression_cdf_0.3,Standard_beran_mise_0.3,LogisticRegression_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,LogisticRegression_cdf_0.5,Standard_beran_mise_0.5,LogisticRegression_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,LogisticRegression_cdf_0.7,Standard_beran_mise_0.7,LogisticRegression_mise_0.7
57,1.9116536852073154,0.8478260869565217,0.9971739716418788,0.999991408667079,0.022376668586518753,0.02315428577964278,0.8478260869565217,0.8576903021378495,0.8394416544686939,0.0010745787041201748,0.0016960014240462629,0.8478260869565217,0.8576903021378495,0.8394416544686939,0.0010745787041201748,0.0016960014240462629
58,1.9611252658975953,0.8537549407114624,0.9971739716418788,0.999991408667079,0.020640896359547776,0.02138510520849947,0.8537549407114624,0.8626801450896269,0.8433617412756563,0.0010158083546780489,0.0016290658420041871,0.8537549407114624,0.8626801450896269,0.8433617412756563,0.0010158083546780489,0.0016290658420041871
59,2.010596846587875,0.8636363636363636,0.9971739716418788,0.999991408667079,0.01790417067836266,0.0185926989536938,0.8636363636363636,0.8729021374915034,0.8548084196073434,0.0012536322044108786,0.0017484925670341208,0.8636363636363636,0.8729021374915034,0.8548084196073434,0.0012536322044108786,0.0017484925670341208
60,2.0600684272781553,0.8695652173913043,0.9971739716418788,0.999991408667079,0.016355872087911543,0.01701099201907035,0.8695652173913043,0.8805571437004905,0.8623256604223174,0.0013556334173036584,0.0017648834344381984,0.8695652173913043,0.8805571437004905,0.8623256604223174,0.0013556334173036584,0.0017648834344381984
61,2.1095400079684357,0.8754940711462451,0.9971739716418788,0.999991408667079,0.01487787611115535,0.015499587698141823,0.8754940711462451,0.8891940649791479,0.8718530844294292,0.0015571202375786039,0.0017307661073137602,0.8754940711462451,0.8891940649791479,0.8718530844294292,0.0015571202375786039,0.0017307661073137602
62,2.159011588658715,0.883399209486166,0.9971739716418788,0.999991408667079,0.013016574430117046,0.013593741558207074,0.883399209486166,0.898453364105076,0.8826361081115255,0.0013038963876391126,0.0013590661072023522,0.883399209486166,0.898453364105076,0.8826361081115255,0.0013038963876391126,0.0013590661072023522
63,2.2084831693489955,0.8932806324110671,0.9971739716418788,0.999991408667079,0.010865703863056539,0.011387190417526014,0.8932806324110671,0.9026950233498667,0.8855419719267376,0.0009350526470919956,0.001326511214788478,0.8932806324110671,0.9026950233498667,0.8855419719267376,0.0009350526470919956,0.001326511214788478
64,2.257954750039275,0.8952569169960475,0.9971739716418788,0.999991408667079,0.010458963954209397,0.01096931439395476,0.8952569169960475,0.9045078066907404,0.8883159988026691,0.0008542965010332627,0.0011507464276187657,0.8952569169960475,0.9045078066907404,0.8883159988026691,0.0008542965010332627,0.0011507464276187657
65,2.3074263307295553,0.8952569169960475,0.9971739716418788,0.999991408667079,0.010458963954209397,0.01096931439395476,0.8952569169960475,0.9045078066907404,0.8915393326359444,0.0008542965010332627,0.0010669639789943077,0.8952569169960475,0.9045078066907404,0.8915393326359444,0.0008542965010332627,0.0010669639789943077
66,2.3568979114198347,0.9051383399209486,0.9971739716418788,0.999991408667079,0.00854243543279872,0.008997105298923527,0.9051383399209486,0.9132382401438942,0.9049864236257574,0.0013739179772421918,0.0014865348972352551,0.9051383399209486,0.9132382401438942,0.9049864236257574,0.0013739179772421918,0.0014865348972352551
