,Standard_beran,True_proba,Subramanian,NN_MAR,NN_MAR_with_delta,NN_two_steps,NN_two_steps_with_delta,Standard_Beran_delta_obs_only
0,7.246626186146717e-05,5.1409630669128685e-05,8.969998539948339e-05,0.0001422546763032201,8.25858801217064e-05,7.855258081174388e-05,6.841483172051344e-05,0.00011419674595542715
1,9.403956773862603e-05,0.00010230978927197456,0.00020207787792554473,0.00018865608726180105,0.00015072785078930922,7.559839555941018e-05,9.186205816523436e-05,0.0005130376620777637
2,0.0002341817617726838,0.0002571175604872089,0.0002472011065309546,0.00033799495410837053,0.00026937882667292946,0.00023953248089440374,0.00023388656801546915,0.00032040505317582177
3,0.00019890491819329277,4.353436742415368e-05,0.0011545829330312754,0.00016263640931312538,9.669261062238557e-05,0.0001933658416153898,0.00010814804577434717,0.00021449606825336336
4,0.00021937188046688996,0.0001983192731584862,0.0006129648017995682,0.00033091725427461164,0.0002478640726423549,0.0008526007059270781,0.00039458296327752105,0.00045564175419369503
5,0.0001199132326000802,0.00010344895154760926,0.0001837773897535455,0.00020110033903281775,0.0001623958254386129,6.34818590394519e-05,0.00010213548033432885,0.00016009553493315898
6,3.667171997799123e-05,4.155821724823848e-05,0.00031352451221556036,0.00016344839693954356,0.0001007128865051616,6.496363747251695e-05,5.724405329819587e-05,0.000218535759513172
7,0.0001237734346434542,0.00012039047412462527,0.00020384012641510107,0.0003337432586189999,0.00020941786100659856,0.00030143741099021803,0.0002523911384923422,0.00028229928843066874
8,0.000319227397731843,0.00023456403586795752,0.00035129060117346646,0.0003082378930312103,0.0003057192532981586,0.00042485567440769166,0.0003862556595900977,0.0004739966872543557
9,8.513328737504402e-05,0.00010285920776083074,0.0001357404154130936,0.0001837766614096985,0.00013527385905374187,0.0002274640778252173,6.613250817298379e-05,6.328263483674845e-05
10,4.1512812284241366e-05,4.008371610270029e-05,6.345254127792323e-05,0.00011302603142709241,6.873734211856575e-05,6.235504257645058e-05,6.337248610810653e-05,0.00015863595826085154
11,3.2476752558695304e-05,2.2584663917184795e-05,0.00010506339399890796,0.0001371373408464029,8.278563701911766e-05,2.4062655749378173e-05,3.7407809813836455e-05,0.00034090722356297114
12,0.00010743693671589461,4.815766136636568e-05,8.921024537511261e-05,0.00012189147728923292,6.243484936824836e-05,5.418482306113787e-05,5.332412895598604e-05,0.00019183072159906144
13,0.00012897483426767888,0.00014321692516639517,0.0002154736545878258,0.00020872969776578523,0.00013587804096667732,0.0008883051481956772,0.0003078337346200727,0.00026267769188124685
14,0.00010813922192186312,3.981424925183548e-05,5.659558292932284e-05,0.00014416405108186686,4.6359680656992894e-05,0.00010749136336585567,5.035118029298639e-05,5.9266615159090664e-05
15,7.763959975237817e-05,8.437806519030972e-05,0.00014454999485485933,0.00025325597164141145,0.00014645849851530401,0.0020614947405164846,0.0005590504511081057,9.55647906760305e-05
16,0.00011217359198921822,7.189203973753207e-05,9.167101576543769e-05,0.00017072436375010217,0.0001340275021470394,0.00018963891549163942,6.623876307161794e-05,0.00010741322936698439
17,7.80585605619133e-05,0.00010362567790145376,0.000137914388183698,0.0001359611022183868,8.033420591273282e-05,0.00023267499741738029,0.00011363688352284363,0.00014932200254527168
18,8.724545552370621e-05,9.60698611547184e-05,0.00011304096233470689,8.312185469565495e-05,8.789323228907107e-05,8.481920326309432e-05,9.622397760765449e-05,0.00018873129908284067
19,0.0002117873478967404,0.00017291265748599322,0.00015709583084360876,0.0005217334953705638,0.0002684674563735007,0.0018901074274305285,0.0005755854825225639,0.0001159574639005202
20,5.8087327389035825e-05,3.593784379006154e-05,8.259683250836893e-05,0.00015055967289691894,0.00010313033557347638,0.00020586583902404155,4.572844168941493e-05,0.0002762081995119952
21,3.5134926851712925e-05,1.9346868354395846e-05,3.361456960104906e-05,0.00010825297873669024,5.703269646525884e-05,4.190173625645444e-05,5.4851589939988164e-05,0.0001548747309096667
22,6.249069552703411e-05,6.522051845787975e-05,0.00010662272906072222,0.00010912597638203891,4.704344294190923e-05,6.403770815783323e-05,4.104646312505945e-05,7.125458462386498e-05
23,0.00018586621513816016,0.00014045658589598194,0.00010328858109721962,0.0001848283912337484,0.00013232072495980321,5.401834748138298e-05,7.296906574673565e-05,0.0002529870194715884
24,0.00013139176411656033,0.00010846998454099723,0.0001613296483496241,0.00019361743274075386,0.0001492804481552738,0.00011660824922224593,0.00012136386633948398,0.00024198684628136356
25,0.00023413805251442404,0.0001227558461319827,0.0002133836058827701,0.00028111209843949194,0.00016425379080816193,0.0002506267940400598,0.00016185190788731317,0.0001553971046361109
26,9.453477157300942e-05,0.00012209033801720832,0.000165179741220122,0.0003197120451769966,0.00015747985659181734,8.236680791583194e-05,8.692189563851438e-05,5.63924043048031e-05
27,0.0004990417450631242,5.371878364890501e-05,0.00027141784516185454,0.0001539916697199466,9.476320917547165e-05,0.0011729415679012807,0.0003014215094631351,0.0001263315244871507
28,8.210089578025592e-05,4.6331590186709204e-05,7.217473146903692e-05,0.00012415097510643338,6.961625286861527e-05,0.0012025776419765793,0.00011835015949727474,0.00016350457545507484
29,4.6117800969669184e-05,7.143241768138781e-05,0.00010760761691675038,0.0001431226028959555,5.982867993641801e-05,0.0005419528403214443,0.00016241076590822943,0.00010558043104558002
30,0.00023655407842447637,0.00017228440599239284,0.0003347844315272995,0.00025968007201904246,0.00024313636069775075,0.0003091508344239124,0.00026981360673081195,0.000264809536716651
31,0.00016244437448554127,0.00016566757511847345,0.0003519278640389713,0.00015189779596393524,0.00011229758807024301,0.0011837790122227949,0.000290984579357612,0.00022580799311152657
32,7.918597755707291e-05,8.01939788741015e-05,9.549681518795868e-05,0.00014394807944971753,6.020206777863022e-05,9.971481738268713e-05,9.031335264368797e-05,8.846251996011562e-05
33,6.890799536743277e-05,3.148645102111075e-05,5.9111266721044384e-05,0.00012437916721561848,5.7923573545588675e-05,7.126224916758024e-05,3.658022496203367e-05,7.96692070657528e-05
34,0.00011545186452700203,0.00012536113497866702,0.00011955428812731832,0.0002755630888167157,0.00014012724155925088,7.187457115902983e-05,6.974695304571944e-05,8.594516037944371e-05
35,7.35735288339765e-05,8.34389107357798e-05,0.0016101309095204297,0.0002326977591692945,0.00011550335489413704,0.0003007011700382153,0.00017813440944638274,9.101612744214796e-05
36,0.00013095856086802157,0.00012048770124378392,0.00012442887192654618,0.00012984428319336608,7.733881156756701e-05,8.356411505813784e-05,7.191719849099118e-05,0.00013288130071285577
37,0.0001602834116517466,0.00013207264759177207,0.00014412832462997797,0.00021210538869050454,0.00015607032452857585,0.00016893256062278648,0.00016869778083910433,0.00030051125803273455
38,0.00018764306641827746,0.00011165628574645585,0.002980117707068344,0.00021829301753411367,0.0001568641973211922,0.00012130306968458245,0.00038028469079292665,0.0002034906801556482
39,6.909192620092767e-05,8.367014914338928e-05,0.00015133460756192255,0.00016809791004921798,0.00010439936255052614,0.0003851862463148141,0.0001505530182246498,0.00012514062780804322
40,7.362141737827336e-05,6.341889075389501e-05,0.0004058635387041796,0.00019634795389879387,0.00013151337167803686,0.0001283155834971994,0.0001314985281404839,0.00023572612631119112
41,0.00011312770870784259,9.995670963947464e-05,0.00013124667269342254,0.00018884455494045874,0.00017066176074071037,0.00029656022579235857,0.0002464923574467848,0.00013764680698122794
