,Standard_beran,NN_BCE
0,3.827120685141468e-05,3.624786896732514e-05
1,0.00012167619608622964,7.310855231261882e-05
2,0.0001266085185340711,0.00014280483577160758
3,2.7684759430976053e-05,3.058343908816624e-05
4,0.0001602338231576862,0.00015555423382694624
5,6.224061230793637e-05,4.1640254786154496e-05
6,9.011129517994583e-05,8.613590251203273e-05
7,0.00013096449029870625,3.131601587945037e-05
8,0.00010723763176054541,7.663178260424481e-05
9,7.715125005533456e-05,7.255750766807097e-05
10,0.00011243400127605506,9.60179054260499e-05
11,0.000676042758241707,0.0001923873429301529
12,0.0004885933483610996,0.0001713376943093491
13,0.00013396985206821362,0.00015493145911907771
14,9.100104977347654e-05,8.628737793080629e-05
15,6.243269538574297e-05,4.9252090637218355e-05
16,0.00013681855659481527,0.0001374987647248906
17,0.00026954095162348273,0.0002594264637907823
18,0.00026714708934012934,0.00026456334057571075
19,0.00011686358504686844,0.00012933937523254305
20,0.0001238539365028455,0.0001240510445104157
21,0.00016194300870634343,0.00026426888305645685
22,6.40587741000342e-05,7.825907653221053e-05
23,0.00011803856528983825,0.00011883373732119092
24,3.838266049231199e-05,2.1649002862898092e-05
25,0.00012256720636150513,7.61242099656681e-05
26,7.842725199016655e-05,8.908304756003497e-05
27,0.00019400787425220427,0.00012644373434546937
28,3.2949091067237816e-05,3.343738861079602e-05
29,8.420166141225567e-05,8.782783993138726e-05
30,7.14845407101506e-05,3.667820771525706e-05
31,5.1645101631278986e-05,9.853223559411825e-05
32,8.660598432001417e-05,0.0001969212799586168
33,0.0001196207641645335,7.417332497721591e-05
34,0.00022812452440768572,0.00027210581604280605
35,9.292168099962384e-05,0.00010573383164111575
36,6.120618605367908e-05,7.988234368182599e-05
37,4.771846349871412e-05,4.253459510748086e-05
38,0.00012998511709785935,0.00017035004521770327
39,0.00010611459157226046,0.00010065178212836641
40,9.493789368778239e-05,8.85048608543944e-05
41,0.00010113529829392857,0.00011605827011292089
42,6.421255038055851e-05,6.38801607808622e-05
43,6.831477489693744e-05,6.864960095981972e-05
44,0.0002842791937126142,0.00028577805492665067
45,0.0006236041827940771,0.0005472605900240572
46,0.0004116410777645536,0.00026697918845628306
47,9.984156440079125e-05,0.0001063092117098978
48,3.57077832169509e-05,3.5722852483796866e-05
49,7.060252040488467e-05,6.66269151552341e-05
50,0.00014831850009758255,0.0001537185685338351
51,0.00016912806835004378,0.00014039203486509465
52,4.725178310966142e-05,5.145190117817815e-05
53,0.00027227527185637074,0.0002702717777316153
54,9.998297163231473e-05,5.623783307582518e-05
55,0.0001449714691156949,7.164865163112619e-05
56,0.0001988838501239679,0.00022262236041730433
57,0.0001036248170863114,7.229225025014404e-05
58,0.00011156794814844243,0.00010005396176973732
59,0.0001570864587663214,0.00020029130792743597
60,6.718154392394906e-05,5.613291775419089e-05
61,5.282731756121894e-05,4.978082023865297e-05
62,0.0004313812289380062,0.00036787830645592246
63,0.00012085969347274105,0.00010318473121764395
64,0.00043601609515230076,0.00028970561021030895
65,9.407409366660803e-05,9.097860637131494e-05
66,0.00010261162024906635,9.228264880748619e-05
67,6.163766983849915e-05,5.631414084406325e-05
68,0.00017591280676608863,0.00029757722985502194
69,0.00010704877474425671,6.643703314589341e-05
70,9.675019666405245e-05,9.845880745759087e-05
71,0.0002044784327525164,0.00011193249428612692
72,0.0001351519215760852,0.00011934122148501325
73,0.00012005657101436705,0.00011139906352523228
74,0.00022499489841078265,0.000224899723426757
75,0.00010862424959942856,0.00011309121451292421
76,5.785925699732864e-05,0.00047393244308842987
77,0.0002381769773366243,0.0003192630968674113
78,4.849185444990382e-05,4.8518382486468915e-05
79,0.0001324322789669782,6.885174067361811e-05
80,0.00017213878320046305,0.00014038692688483093
81,6.904977867422618e-05,6.0115578293431726e-05
82,2.9335386339290972e-05,4.955218215708384e-05
83,0.00014734953411077155,0.0001574958449602877
84,8.833698508321985e-05,4.86340003085835e-05
85,0.0020221209753845306,0.0006344828326931514
86,4.023818533521773e-05,5.951949625312824e-05
87,0.00014855663007929494,0.0001296014102585955
88,0.00019562044720067008,0.00020179174613458727
89,4.109815713518313e-05,3.5720079885022476e-05
90,0.0007149604136867754,0.00015464089900594984
91,0.0001478797274621837,0.00016621735784016069
92,0.00017884580022683292,0.00018170670064007063
93,0.00013973100735784302,7.943849957241778e-05
94,0.0004701778642559955,0.00015907271942468027
95,4.6682559665660785e-05,5.067049708347074e-05
96,0.00010584446106990254,9.604750288044182e-05
97,3.881517761904542e-05,2.594697290171855e-05
98,6.395627015452151e-05,5.688399402730412e-05
99,7.236117325187088e-05,7.294216624695292e-05
100,0.00014321518709857318,0.00015008809235988367
101,4.1750172318015954e-05,5.3739458331242664e-05
102,0.0005171243595851043,0.00016383298090507116
103,4.50216866530558e-05,4.481312108356693e-05
104,0.00023852200811687153,0.00022566725574371611
105,0.00031029629344796525,0.0002348606803106854
106,0.00011644288052469726,9.711828303269224e-05
107,0.00012125487275883866,9.265304664433693e-05
108,2.145481708894349e-05,3.183495762509504e-05
109,7.443037441386553e-05,7.278169858459137e-05
110,0.00011064391129339746,9.884846049325343e-05
111,7.059758155710896e-05,5.573160995913075e-05
112,5.8230591683315485e-05,5.326013672440145e-05
