,Standard_beran,True_proba,Subramanian,NN_two_steps,NN_two_steps_with_delta,NN_MAR,NN_MAR_with_delta,Standard_Beran_delta_obs_only
0,8.593186465403002e-05,7.081288067382519e-05,0.005865973064852862,0.0001566537634246391,0.0011798527907544345,0.0060519941952610805,0.006077888926150667,0.013339659169384642
1,0.000685829105262215,0.0004740076238714639,0.00547731422487037,0.0001908650144030262,0.0016867473558059706,0.005858109461955697,0.0057824535269667965,0.011986260741323314
2,0.00018319888945063877,0.0001832631135626894,0.007317635943801436,0.0012603740253580948,0.003514020213573923,0.00696789042659898,0.007201152869384755,0.016717752951778183
3,0.00027002435228427234,0.000151310470352282,0.006147336936370314,0.0005038376538848697,0.002366143921998354,0.005989583780642149,0.006151742822740596,0.012261202745521524
4,0.0001911477096493535,0.0001442396402048888,0.007724397452645488,0.00015202941086316392,0.0019652839878772778,0.007417932360927661,0.00744339437484196,0.018666040728160044
5,0.0002853781473502393,0.0003402707221895923,0.005155835887588011,0.0009902911753535892,0.0026469222951491524,0.00555676066122872,0.005572197623566845,0.010144435418295301
6,0.0001716838172947061,0.00010805784370695101,0.0057721616138291945,0.0001345857638470354,0.0011338217143991118,0.006349761816651906,0.006128654184753639,0.009434909130957087
7,0.0004259626927034941,0.0005644734096576229,0.004257050491691672,0.0004641620550280585,0.0005777484407775497,0.004755067026768705,0.004657748297675909,0.014258997779138444
8,0.0002750874003115649,0.00010664786335036319,0.00827451503230978,0.0011713753026018176,0.0036363131098084067,0.007885287451373438,0.008233402832362765,0.01717213193908892
9,0.00045236562003597887,0.00023611325246669776,0.009343015792917518,0.0012822377969585262,0.004373389668552191,0.010312614781314289,0.010086723481531779,0.018325908018986117
10,0.00030926589904588334,0.0001438883496122785,0.006134277122986342,0.000356183223254246,0.0008820214086939861,0.005553475873705553,0.005880586019997678,0.017686927931625976
11,0.00020578507041236138,0.0001723308741898188,0.006663343589883948,0.0001366133554041979,0.001259538991503317,0.007428398660949509,0.00731108305395573,0.014559960597575711
12,0.00035112147035220844,0.00017059067258507607,0.011710730244747666,0.003384112239486613,0.007014457765323574,0.012844874804243582,0.012478656882096427,0.02076388056294923
13,0.00014948773618966377,8.821027095310113e-05,0.008255094446779883,0.001400866182404262,0.004035093220950334,0.007678491764080575,0.00815051089398587,0.014312910681360157
14,0.00014158684995318555,0.0001234094161118449,0.006981689481288254,0.00031477811972126034,0.0010351727694380619,0.00674290571239182,0.00692537081102716,0.012541246883140246
15,0.0004961215054740779,0.00016048153564351362,0.004937372776839215,0.0003354862325564638,0.0008491759193347637,0.005133133698817579,0.00511684160876766,0.009948013794340911
16,0.00025927661895325336,0.00012279306953919114,0.0059297399987906065,0.00032301844296425464,0.002352446708038744,0.005426077253940161,0.005825082387974565,0.017775208027206155
17,0.0004933905872462257,0.00010292552537391171,0.0060425876744309446,0.00017968292980297045,0.0014394929004478022,0.005880112468064787,0.005958051943315226,0.011471116868345996
18,0.000271779885638292,0.00013541962646047853,0.009605836725558859,0.0007659116711442775,0.0037127007358013302,0.009282272184102831,0.009588170198149872,0.022973447570347638
19,0.00032706363021638195,8.417729918219329e-05,0.005826170920941179,0.00047795117735399564,0.0020522193017448436,0.005881750039998889,0.00615619022025608,0.015468147414421827
20,0.00021494104606829966,0.0001744020852208065,0.007069249428969977,0.0002110446742545875,0.0022841242486526313,0.007139675095701931,0.007221299024107203,0.018297890222103503
