,Standard_beran,True_proba,NN,NN_with_delta,Linear,Linear_with_delta,Linear_MAR,Linear_MAR_with_delta,NN_MAR,NN_MAR_with_delta,Standard_Beran_delta_obs_only
0,0.00015253470893389608,0.00020714236098829368,0.000328886185794547,0.0003902639045256365,0.012355511364583977,0.00553647171537286,0.025014524277759784,0.01067037786022948,0.0017728555156136508,0.0010452237064463544,0.00017413715028004567
1,0.000355337817115415,0.00013509335032036744,0.000555121908925524,0.00022095955792789514,0.016646195093151153,0.0053485139818456005,0.00909324672318756,0.003319733620705615,0.0007532307608694605,0.0005346785090406431,0.00026694917542921607
2,0.0001730430373247052,9.656022666845791e-05,0.00018775659938058067,0.0003402668871325321,0.01866874597711877,0.002139664708342013,0.013588773845830283,0.005861231058348274,0.0014027142622414501,0.0009388843415615772,0.0002410244967762168
3,0.0017064121866217205,0.0003933587071257412,0.0014400567769096225,0.0017677432265392483,0.0066985570356361546,0.0025870985290885416,0.011492598026600999,0.004766843118005398,0.001602778016468347,0.0013138521406215685,0.0009150478114656655
4,0.00042815088598720225,0.0004850302058168272,0.002999593491428917,0.0019174057435409468,0.010903802427077452,0.005671511720236846,0.011416689689777024,0.005353389856048195,0.002294918923029747,0.0016439152410756019,0.0005170865778370546
5,0.00011940436803441856,0.0001101208931863861,0.0010527487624734128,0.0009094230566602212,0.024824063099107178,0.010974294712563445,0.01124434105325653,0.004920573768193035,0.0016644524873381816,0.0012581376725547752,0.000243328360263876
6,0.00047540531797495846,0.0004345406758831092,0.0002900360383241658,0.00042312502899380795,0.02013280511739917,0.00818291190610372,0.01860009936972746,0.007256536091250398,0.002499317278330629,0.0014617952531464048,0.0005278576119040196
7,0.00015718207987432237,0.0004989395434302431,0.003002572723372013,0.0002411740262711969,0.030687613132411466,0.01275089675673341,0.01829359870766484,0.00801176993593186,0.0026733744834796574,0.0018304216225389913,0.00023517240360059038
8,0.00032833367002128746,0.0001845184531145444,0.00022812509201798189,0.0003330389990182701,0.012594525515248213,0.005901770664427267,0.01680596130401263,0.00740662365051022,0.0015740731006760114,0.001101541664364009,0.00039347063925619235
9,0.00016704414814935542,0.0001138127514007437,0.0010043592479331944,0.00012196963271259113,0.010290655972062978,0.003106353979884201,0.011285081454299361,0.004657533572573008,0.0013125358754811315,0.0009700410319068488,0.0002376587211159065
