,Standard_beran,Standard_beran_test_mode,True_proba,True_proba_test_mode,Prior_proba,Prior_proba_test_mode,LogisticRegression,LogisticRegression_test_mode,NN_BCE,NN_BCE_test_mode
0,0.0005192121874046172,0.00046556679395975834,0.0001615447877337021,0.00039245802715783315,0.00013642324072981845,0.000339728512794574,0.00018376229843914812,0.000236025617100214,0.00021649505672360504,0.0003113662590541446
1,0.0005918078841570573,0.0002330559504148973,0.000671390035599241,0.0002539106676974874,0.0005759093104263043,0.0002513059149675549,0.0004932342367931769,0.0002867239511374622,0.0005037120605437384,0.0002734436907853074
2,0.000740918714065306,0.0003443512868848719,0.0005419263402930687,0.0005735313838186201,0.0005543207061084474,0.0004566317849604204,0.0005234363341279372,0.0005028523308860457,0.000530904829433034,0.0004777117923606576
3,0.0011678927158566778,0.002396557220842251,0.0006028338924649206,0.0016588320758723323,0.0007346063881816942,0.0017732517897501372,0.0009157129628192741,0.00198927706050167,0.0009312441445725404,0.0020177793645158003
4,0.0006666182384547726,0.00039485594525488337,0.00019244476427986962,0.00039688117670053937,0.0002659290007019186,0.00034859759253138867,0.0003047223929447443,0.0004804592970763899,0.0003286243660848955,0.0005083959171641717
5,0.0005308814549251691,0.0005477584147209144,0.0004763239417408033,0.00026663916758680424,0.0004668402164494348,0.00027631292415727276,0.0005126777847385036,0.0002590476548821855,0.0005625584388326774,0.0002765812084220183
6,0.0002746552164869178,0.0009477984267760209,0.0004741067802780219,0.00035556326922849793,0.0004582556004114491,0.0004343395007043555,0.0005466431162089236,0.00044264842927544616,0.0005487365591124688,0.0004656747466177743
7,0.0014162354599477748,0.0008144480598230466,0.0005623519055067582,0.0006733481309774544,0.0004451290877904825,0.0007154306482355794,0.0005904402590846024,0.0007347489410726833,0.0005539136315176083,0.0006643982213657334
8,0.0010868548095284152,0.0007108809978170542,0.00071692836907861,0.00020785907279439116,0.0007302886490766431,0.0002235326001556015,0.0009468930771913267,0.00024287654655204998,0.0009916989368311923,0.00023672133216056794
9,0.0009816430082208749,0.0010257776209354785,0.0006882946938787768,0.0005074921544212238,0.0007771395108588748,0.0005255067862576001,0.0009176379844337494,0.0010879015766531938,0.0009781036443322615,0.0010806533414814635
10,0.000884622678661879,0.0006063634482570369,0.00020088623824793776,0.0005406579696385082,0.0002872535152913617,0.0005298983802598285,0.000197882317177853,0.0006304902647199203,0.0002688338959169536,0.0006733165869031556
11,0.0009062501876258374,0.00037041012650349697,0.0006044277220479703,0.001029686234310374,0.0005929882139992968,0.0010549729880657628,0.0003975473456891787,0.001032859515266136,0.00046076192206446543,0.0010109752774918705
12,0.0007135590282453688,0.00037826747675758025,0.000594831198023569,0.000427459242124494,0.0006198167197881809,0.00023225030985719593,0.0007066489252691341,0.0005554202905380425,0.0007562534865251683,0.0005526488255783206
13,0.0008155142118307172,0.001522900186403088,0.0002661121676372188,0.00036551630778385784,0.0003116034992812222,0.0004099109791968102,0.0004581017908590157,0.0001939321565705017,0.00046419058223902144,0.00019959493773808853
14,0.0030372991853326453,0.0004517178281944388,0.003006422550799233,0.00027110496521461986,0.0027277873648047673,0.00029634433222993647,0.003252134603068476,0.0002694116289411017,0.0032457012770306373,0.00027256481644818075
15,0.000685234269734625,0.0014809749742270924,0.0003204479484729593,0.0007415484248086524,0.00045054273141353646,0.000839958389545736,0.000720693364604843,0.0008437727621709987,0.0006586665838019025,0.0008588907671009579
16,0.0012982625572880207,0.0008948463420465145,0.0006576457939375842,0.0006578021285519041,0.0007268011611926043,0.0006815290280759149,0.0012521843714290617,0.0009036432817219927,0.0012934338010896238,0.0009050115666098765
17,0.0005134585012875348,0.0003373844919353224,0.00030639128753292156,0.00024057335266483936,0.0003192430122359368,0.0002608782226833462,0.0004213248055787484,0.00021876599147399857,0.0004397372582713239,0.00022967138230005024
18,0.00036886087813480135,0.0006078888502945469,0.0003950672167896124,0.00044042032217140204,0.0003735059716927427,0.0004775122269885814,0.00039243715745648127,0.00042541479259542786,0.0003862272699027073,0.0004171462555128456
19,0.0005143158519866582,0.0011023414444118536,0.0004007982741041889,0.0003230427551702905,0.00039667567867820986,0.00029663595261778046,0.00035914117921796387,0.0003406003091472188,0.00039622851527219594,0.00033742986171380777
20,0.0003728645790862069,0.0005081036386398318,0.000244235768879933,0.00022293160689020806,0.0002720702026499269,0.0003716955729840667,0.00021878353230037173,0.00019081329193099207,0.00021841041618555406,0.00018848485045000387
21,0.0003897782999760246,0.00018763642962293635,0.0012974939949886544,0.00023089814131783273,0.0013630046189239,0.00022904683131250107,0.0013163250126861023,0.00032809351339771394,0.0013143857182667336,0.00031190420187310086
22,0.0003339737790511112,0.0008399340994933237,0.00024353540236261045,0.000652233987576963,0.00023952321909752688,0.0006614524365264662,0.000228535591772015,0.0006282610089341092,0.0002359933248660955,0.0006451243876435153
23,0.0013682954484603408,0.0004530993335447279,0.0013915135702433376,0.00019478031382508325,0.0014202929127467541,0.0002174592770249592,0.001657049315790224,0.00021954752949401306,0.0016510928326189485,0.00020683202671159122
24,0.0006475882567851487,0.000449814670652541,0.00016884987109400064,0.00030759599847240824,0.00020268622806567785,0.00037369199606619453,0.0003046550493947808,0.0005101912440758924,0.0003051390590772783,0.0005143840000541852
25,0.0003373633996644096,0.00069276044659078,0.00044688122507744946,0.0004991815898565475,0.00035184927851718615,0.0005184151489838893,0.00034295047445336333,0.00045955761263156877,0.00033648628775289344,0.0004533482126345962
26,0.00018712223804725778,0.0004037481425448551,0.00018282466580194127,0.00024114904141990523,0.0001664495405548217,0.0002967729749231629,0.0002620333119669045,0.0002781167694280708,0.0002686948352974106,0.00033363191565865657
27,0.0015793272408909337,0.0013925171971960275,0.001626679968914132,0.0004472135079313606,0.0014418236448174426,0.0007528277453328073,0.0009990563635665108,0.000496381824503484,0.0009532339414000607,0.0005167053571381915
28,0.0003523505590033161,0.0003366672957299123,0.00029215938896494755,0.0003584228308851271,0.00031742257778951614,0.0003256300809500153,0.00039634458923908274,0.0003063089190552346,0.00040269988822895503,0.00029984929513204276
29,0.0013939182138323133,0.001034891680436665,0.0008094840144965753,0.00016811373860313797,0.0008495994877682675,0.00017687926495823746,0.0007656653751480101,0.00016595859246829335,0.0007699992139992151,0.00017381471585026757
30,0.00021408867837338207,0.002368238779059663,8.5012811328619e-05,0.000529259185301808,9.663020532814753e-05,0.0005378877397209384,9.924287329102592e-05,0.0005791883939651779,0.00010383535887224676,0.0006479303096471433
31,0.00017002426036930292,0.0002565518099151964,0.00019578723760362414,0.0006064078551398493,0.00020130731284736064,0.0005330617981484365,0.00017919415923233812,0.0005639618357289212,0.00019431556027254477,0.0005632429741633966
32,0.0007198177649654619,0.0008834866692391726,0.0010521584066055367,0.0003465551555301354,0.0010052828370114481,0.0002938577218091862,0.0009132821977489774,0.000585269572247576,0.0009052717349088971,0.0005621385181826747
33,0.0013549073392272282,0.0005803836790073775,0.0003162702322680162,0.0007846253784531484,0.0003136321710721988,0.0006781515299255551,0.0002942348636321974,0.0009765996314662052,0.0003022127214255775,0.0009287835121285637
34,0.0006196713781348449,0.0002750782057374566,0.0003417721915632095,0.00032423305779252256,0.0004314042258847465,0.0005071695136193575,0.00048792183171907923,0.0005169181516561658,0.0004932482991597578,0.0004813140327401667
35,0.00020311964301602517,0.000985985928619249,0.00013505510779671963,0.0007638784118342075,0.0001550669641582049,0.0007304336470238337,0.00015340182249694903,0.000716661906453959,0.000153465125732079,0.0007254453252796526
36,0.0008367937030066068,0.0006730296543517655,0.0007548123006888014,0.00037835625651438715,0.000702792226353307,0.0003981276916910835,0.0008593977513384904,0.0003469286655326988,0.0008752953623843718,0.00032382861656894967
37,0.00043806871598849403,0.0002495212014434964,0.0003567137238594415,0.00030157192926767316,0.00038727271170612944,0.00028291061624692365,0.0003905822098830565,0.00038816689293120403,0.0003648196415465009,0.00039966541876086675
38,0.00020065639557774874,0.00043991117598000506,0.00015497569035333647,0.00024811172993177954,0.0001602067170574176,0.00026126424100531785,0.000161544278181774,0.0003413173142244366,0.00014486883587436233,0.00033411270446941484
39,0.0005820501842442562,0.00041217759241432637,0.00038942358998982676,0.00040584256387876655,0.00038386409240137066,0.00036017944331133395,0.00043865632870216005,0.0004004351806004319,0.00044559815363481425,0.0003874443740247861
40,0.00031200153191794086,0.0005389017975748254,0.00043666507168515215,0.0004107172713686478,0.0004614178345091552,0.00043373335947194576,0.0006195763481897859,0.0006502322588324501,0.0006413126620257644,0.000706526710428829
41,0.0023941069936632884,0.0003832154904803068,0.0024272075792163713,0.00023646930735389746,0.00252373156935089,0.00022279458678416307,0.0022259885882529784,0.00024102461726538039,0.0022264891506811107,0.00025079070582825357
42,0.0003542688740092724,0.0003252215380071396,0.00015811993994961298,0.00022857787434803225,0.0001797647417280484,0.00022110941122246638,0.00014301596746730077,0.00024147629727318395,0.00014612333633870817,0.0002490133063826046
43,0.0005871206291310337,0.0039853213633908435,0.0001931634282899145,0.0018565079560663325,0.00017929403720262432,0.0018844224338175764,0.000257956638147484,0.003106240714462403,0.00030579728209248773,0.0035520728295813917
44,0.00022829480986146243,0.0004624283695630838,0.00020506973289219775,0.00034203529860796103,0.00020415013746227916,0.0003292873794185805,0.0001919426374783915,0.0003146202744677618,0.0001827096671014316,0.0003431800907339737
45,0.0009858083514309984,0.0004921484467166278,0.0013321737380210799,0.0003794314466152369,0.0014534725223119443,0.00036256048856507945,0.001388963722581214,0.00046353526025204236,0.001412487550110005,0.00048316899422468513
46,0.000551075242497606,0.00020997270209214487,0.0006522833062269323,0.00021091753095771058,0.0006565258852553572,0.00020155048207266588,0.0005847120167281323,0.00046477814891556326,0.0005877412105168171,0.00048787274723837267
47,0.0010434228829366106,0.0007670897712913076,0.0007815009883192746,0.00040125286417666675,0.0008278632487500006,0.0005037692236154709,0.0008384102455672197,0.0004292487406539198,0.0008543032821161383,0.0004525974650012895
48,0.0002570721312697723,0.00010827290831272767,8.025357955440087e-05,0.0001354785155513736,8.699587584838402e-05,0.00010743327611047594,0.0001041977638135556,0.0001896563872353491,9.797227185184026e-05,0.00017140835575727117
49,0.00045659465143303506,0.00020398232793413776,0.00020264173359198478,0.0005097459387848938,0.00018204240444246678,0.000335767998226999,0.00027602128108699303,0.000709901266822051,0.0002333890470349086,0.0006252282637261757
