,Standard_beran,True_proba,LogisticRegression,NN_BCE,RandomForest,KNN
0,0.0010538970104860819,0.0008469361594880084,0.00065481005977678,0.0006880688698868706,0.0008801148568455156,0.0032574831734055155
1,0.0006797023776336147,0.0006527494357681723,0.00048485534947130743,0.0004912135475899988,0.0007919413475397117,0.0013788171799583497
2,0.000986795936043515,0.0006636028855250386,0.001299449284817698,0.0010739109660916645,0.0011862251107636875,0.0017509335760434697
3,0.000678844905896731,0.0005111523317229199,0.00043759992353797797,0.00041142330939329214,0.000762585793018159,0.0009605556902277538
4,0.0007983571369104157,0.0006055510488569544,0.0006282298755815587,0.0005510966605878628,0.0011812924524240323,0.0015958982975562822
5,0.0013392567891613368,0.0005325624885645469,0.0014188577728457095,0.0012550242355551047,0.0015198888900973544,0.0019061230285553328
6,0.0006632887556799575,0.0003268802882676966,0.0005324537648795593,0.000388035688407607,0.000510058001378376,0.0011517577773568904
7,0.0005283505812023344,0.00038042491378407985,0.00026507801501836787,0.0003646464201958216,0.0005525370565548346,0.001066526289674307
8,0.0009324787887136064,0.00039096889116072627,0.0006612238355163312,0.0004485719842504949,0.0009531527850463025,0.0010739441857364849
9,0.0004404980332013304,0.0007372168967065481,0.0010822947523667084,0.0008431627521368209,0.00045515298677364664,0.0011767375282562293
10,0.0006401654553492771,0.0003717556982457557,0.00064080195621642,0.00039241988029188086,0.000599991324512389,0.0006761531034634685
11,0.0010420707388535085,0.0008345805016282592,0.0015263208929172335,0.0012500609654781099,0.0012039536174471945,0.0020840662777818425
12,0.00045784945793690706,0.00021707655374715164,0.00030212952673409107,0.00025496549782179405,0.00034294301795632275,0.0008992760802524085
13,0.0012584060341033388,0.0005489088117642698,0.0006494917474836874,0.0007097629079936145,0.0012446823034242896,0.001344807892378092
14,0.0013372879659390392,0.0006930973540316233,0.0009274429020597086,0.0010552045179836338,0.001134517597350645,0.0024406791866586376
15,0.000723438272294899,0.0006144584234066262,0.0006210501416748555,0.0005632536682583741,0.0011056191574990142,0.0018258198128129574
16,0.0003615006463075027,0.0005140362128888596,0.0003953432429340975,0.00028297525552989746,0.00047319701547968645,0.0007441456427255794
17,0.0006878087753242415,0.0005761712746370831,0.0008840073717029615,0.0005733709970615205,0.0008761085877292897,0.0013774760273677598
18,0.0009513298182016374,0.0006163653927486115,0.0006494577314304189,0.0007059231961061953,0.0008887892787461865,0.0031614159058813707
19,0.0004590447906982098,0.0003941324068296951,0.0010295527340928807,0.0006029109655757603,0.000712828159925791,0.0014467992332687497
20,0.0011321535372329856,0.0002843389368415841,0.0008246729155579827,0.0006283068130114838,0.0009637947221746846,0.001321494275117693
21,0.0004709302934872119,0.0006547084449448647,0.0006348274704306709,0.0005444439087558685,0.0006209060162997939,0.0008754950657827351
22,0.001627982104506302,0.0007225308672400582,0.00121443023876136,0.0010630562690355499,0.0024592499455478116,0.004059812562456223
23,0.0007833949916193707,0.0008825889575035223,0.0010969177186888842,0.0008081300128151435,0.0007996913986318799,0.0016403816207672017
24,0.0007183800782732924,0.000487176789387614,0.0007312760765310215,0.000477590499743919,0.0005918916323614961,0.0009739749125617102
25,0.0009907957548886707,0.0009334589061153945,0.0010469272683588996,0.0008541663152571038,0.0010018589972404512,0.0018636249933390284
26,0.0010267178359174205,0.0011653731894261828,0.0011109309020202406,0.0008706871852726831,0.0010309422161560052,0.0011048987683052376
27,0.0010441503573407481,0.0007234436436339858,0.0014632374154874253,0.001173473308895734,0.0011938411683571416,0.001682095487970613
28,0.001310770249128295,0.0007407065034533709,0.0009476005840333583,0.0009714928489375274,0.0012652516850894973,0.0018024692738019988
29,0.0007209275497413398,0.0005170855247430102,0.00031500670210029354,0.0003668525257780325,0.0005467332470221134,0.0008238958230786651
30,0.001194455352866186,0.0006602894976047596,0.001315159783557696,0.0010132123256361611,0.0010644499503250971,0.002491490849651597
31,0.0007369914820360444,0.0006143592588106194,0.0005066409267095496,0.0005762369022315173,0.0010124421307536454,0.002216146339464843
32,0.0008014910848331581,0.0007550642452065259,0.001018676862421368,0.0008448528871837418,0.0007983324280650387,0.0015603452310512416
