,Standard_beran,NN_BCE
0,4.2980146635493636e-05,3.7712956381747154e-05
1,2.7383535806902565e-05,2.3091077362420364e-05
2,5.960213261954087e-05,5.210953120508766e-05
3,4.9164594232476755e-05,4.12738528911751e-05
4,1.5085530780442983e-05,1.4987628637941955e-05
5,2.372295636742843e-05,3.685882237879397e-05
6,4.28928875363126e-05,5.1800114177296624e-05
7,5.684387778672181e-05,6.842240426894928e-05
8,0.00012871067286553524,0.00014256377779203736
9,0.00010974440663788797,7.544569978601536e-05
10,8.792140996297858e-05,7.826034524197368e-05
11,2.0854085860194372e-05,1.763176196196644e-05
12,0.00014427933240829686,0.00012251126030881818
13,7.481758149236966e-05,0.00013901457483819722
14,4.936486016450004e-05,4.593962763724841e-05
15,0.0001458690446680886,0.00013936050777344977
16,3.953237776647532e-05,5.029847193408381e-05
17,4.149118466276108e-05,3.7377941630830355e-05
18,3.392768954605859e-05,3.10657417731458e-05
19,5.761147713131948e-05,7.529651204881763e-05
20,8.906045820286037e-05,8.582974847038957e-05
21,8.244937865134259e-05,8.708331123776883e-05
22,4.536715603026097e-05,4.638455458700252e-05
23,3.45728905971214e-05,2.679560783603891e-05
24,7.49805943029589e-05,7.585480947547479e-05
25,6.93335509026672e-05,6.232948527912918e-05
26,6.370975721260045e-05,0.0001007608522241687
27,5.642035338569565e-05,0.00014138633461898995
28,0.0003061725158229455,0.00030782421883211665
29,3.916258967285577e-05,3.4781442029785216e-05
30,8.433889370030352e-05,7.680738821051033e-05
31,0.00018151006474167273,0.00015865390590949312
32,3.92485697919213e-05,5.930131167549625e-05
33,3.6693793048555545e-05,3.493765483575787e-05
34,0.00016022412981674567,0.0001484320949128054
35,2.608190924705596e-05,2.1332866750720755e-05
36,7.953250168445919e-05,8.343455566748157e-05
37,2.616758112053071e-05,4.689847527704571e-05
38,7.340813283260363e-05,6.791428045489873e-05
39,0.00017094163926683503,0.00013540065205971093
40,4.047093846351742e-05,3.581296675758443e-05
41,7.153546038131804e-05,7.072061883559255e-05
42,0.00012143128400354477,0.0001683597387182962
43,0.00035623101175110273,0.00017789052808673124
44,3.940435626786365e-05,3.6565084087092784e-05
45,4.005191872482429e-05,3.749897930666998e-05
46,6.214044702161024e-05,5.878585724559246e-05
47,4.078871841468711e-05,5.440513194828794e-05
48,5.9511053508716514e-05,4.13865352877315e-05
49,0.00016627162374977786,0.00011827527316879518
50,6.161420883008052e-05,4.452468365426587e-05
51,4.7434165985674695e-05,4.8026901316014205e-05
52,2.4204499734160707e-05,2.1069889747650476e-05
53,8.679426381688298e-05,7.252266222626103e-05
54,0.00018920597531718508,0.0001665819986363971
55,1.5064207676270712e-05,0.00011379585480632389
56,0.00015344588779199784,0.00011967436316641149
57,3.366506981881986e-05,0.0003669374915147106
58,6.156320865242145e-05,7.07695020510996e-05
59,0.0001191995368060016,0.00010383526592391655
60,6.786144466983804e-05,3.7208291161292525e-05
61,0.00017281417688580857,0.00016480713216247107
62,0.0001765434292144107,0.0001666491583966697
63,0.0001028968509330947,9.846251628065051e-05
64,3.90651547170223e-05,6.416839148660732e-05
65,5.869552306404455e-05,5.828351761727771e-05
66,7.569996401165992e-05,5.755952521876409e-05
67,6.46042366114365e-05,5.71063383344981e-05
68,0.0001157807977580271,9.817423741291288e-05
69,6.083399537593313e-05,5.9529728579446075e-05
70,0.00010770616988202234,0.0001076706091446284
71,5.641129948243725e-05,5.7693997494222534e-05
72,2.1361502454624285e-05,2.1036895684457304e-05
73,3.098429656556314e-05,2.6786579785474368e-05
74,8.314232866788247e-05,0.00011435084741269618
75,5.8295899765061384e-05,8.755795566049573e-05
76,2.241386545332111e-05,2.7142140003234197e-05
77,4.223164308097259e-05,3.822404262005117e-05
78,0.00017181969718491598,0.0001560533668177077
79,0.00024316965967709062,0.00021424044182223083
80,3.579040992703587e-05,3.2769238107768105e-05
81,0.00011051241552408416,0.00010944340525299627
82,6.470422920739862e-05,5.034337631821499e-05
83,7.74796553511617e-05,8.105852458367792e-05
