,Standard_beran,True_proba,NN,NN_with_delta,Linear,Linear_with_delta,Linear_MAR,Linear_MAR_with_delta,NN_MAR,NN_MAR_with_delta,Standard_Beran_delta_obs_only
0,0.00020565591942654717,0.0002185246562157022,0.0010325198221249746,0.0027021952042846297,0.01462551191975391,0.006085255497099113,0.016271055394181725,0.009110642500022356,0.005968567859108948,0.005505367777376996,0.002529370025425636
1,0.000206706479424843,0.00012572342926783873,0.0009329063302207843,0.00322494456019537,0.018676530088307133,0.004931334534581433,0.02458436267052551,0.014143806795214573,0.009394454964860811,0.00911948521686316,0.002807317432574684
2,0.00036907230906278797,0.0005792102760733945,0.0015979135481727779,0.0028749986752579382,0.009869307091807751,0.005793582142353971,0.02239761208867689,0.013462154254048588,0.00534757520614444,0.005155434990233402,0.0015172603819919622
3,0.00013378588097744264,0.0005673331500240806,0.0009776909333646432,0.0006959201576640898,0.02042736633470949,0.010557409857254627,0.014984964671348106,0.00764989013033694,0.003884458005006194,0.0036937106540057573,0.0032344356791216924
4,0.00023662494381782964,0.00016566084760823936,0.00027483414293079313,0.0010159784675721607,0.013943305085154935,0.007890920019934723,0.018867399668438783,0.009982025767443935,0.006249089374815607,0.004283609618459508,0.0009998456249578427
5,0.0010899715372106138,0.0003159212303470941,0.0016986870364959009,0.00363085358533,0.02397680679192842,0.013471852001190705,0.0179483864879785,0.010005893864874478,0.007639292438350843,0.006753240367696405,0.004505384821595886
6,0.0002834873435314567,0.00023633427884249973,0.0006920904039011167,0.00174411338914853,0.01039044070239052,0.007624945287442477,0.017765699077462893,0.011175480484684686,0.0052717961731978845,0.005047709410044093,0.0033624467447253403
7,0.0010620492887274354,0.00022748325265368135,0.0008228226423192993,0.0008561802655772936,0.008438133950042621,0.002310761899892874,0.016699254795960038,0.00830824078754124,0.003626264429692845,0.003091732579908258,0.0010166841240189157
8,0.0002569683162124832,0.00015680281948410982,0.000507522683535099,0.001323804789074563,0.03242447907750666,0.01634726733556565,0.017410282609881856,0.008864585564700597,0.003333269069214386,0.0029581995593942704,0.0009711206065629337
9,0.0008102185763260256,0.00020699284747986938,0.0008984088050061474,0.003199058460999686,0.01516555160395922,0.007371123955751659,0.028536142089871923,0.005914654732872652,0.009018756251523874,0.007305029700182898,0.004067255091069947
10,0.0005296634900386933,0.00012171530791460703,0.0004569456004600168,0.0007977049934055214,0.006531874416002965,0.003405868367507597,0.017327627627570816,0.008730452565951391,0.004559400668951838,0.0033894784439924205,0.0009622923481297947
11,0.0001287009511549764,9.035244014526447e-05,0.0011964351935344385,0.0025918651034776514,0.036703864325186956,0.017217295563828443,0.023873591162843433,0.011332090143208608,0.006020998663951145,0.005068203246999129,0.002258120814734382
12,0.00027537339762045895,0.00015313861110487044,0.0006766237270887922,0.0015521060130610134,0.027849776743079774,0.014135344270587522,0.017620430062508012,0.009588555800993053,0.0039116089186489586,0.003446124534751063,0.001103683870815582
13,0.00035966473447766813,0.00018327929066778187,0.00015622829490809223,0.0014042077732363935,0.04161798599577982,0.021919619265666112,0.02265056311543402,0.013693033481453227,0.0070976058977972245,0.006116863448991611,0.00391343588809667
14,0.00032046598735710144,0.00012722304875828795,0.0001916750912806552,0.0018075399357734441,0.01581332704340616,0.010806300568882427,0.023012184058747297,0.014006597161149215,0.00677200039159477,0.00654199195041405,0.0024223193876292846
15,0.0001995853294338267,0.00020171428539345114,0.000801522678277436,0.0012377981819126141,0.026186879628212787,0.013221298659163069,0.020107738677724706,0.007724237414799061,0.0054472870287407636,0.004596541609091557,0.003669332233758413
16,0.00018185211987166203,9.292772715794086e-05,0.0006683163215227489,0.0009226662873031065,0.008187472973734611,0.005165072731612311,0.012718747196196988,0.00689411794301898,0.004874342991700148,0.004608133441279736,0.0033481840030237307
17,0.00032785469347516464,0.0001890264360058317,0.0018730048578425088,0.0010080992539747335,0.012898199195509455,0.0034222489435164075,0.016356657530169932,0.008146211986159795,0.004391137404714455,0.004081864395426123,0.0037703200395584552
18,0.0006409011877816662,0.0001371827533914778,0.0014172570128660003,0.003601990348941929,0.017159131871426637,0.01043748728388998,0.013192739222502787,0.008291659664865869,0.006416502190929089,0.006408969043418402,0.004051731341971191
19,0.0001618420438609258,0.00018694799787629616,0.00028732481453999295,0.0013741488102090547,0.010939609269505683,0.0054286322132415625,0.019213669394108342,0.011153390163074765,0.006252963123916521,0.0059010081526097114,0.002483709078925
20,0.00023650700397116373,0.00020601544086014688,0.00099798687646287,0.0025430694891163358,0.013947005038900239,0.008094401626071866,0.01709184801374173,0.009542951314326743,0.0065183693871232185,0.005164373098247231,0.001987999610790394
21,0.00027655853759497444,0.0002574936127031892,0.001276747476775473,0.002679185802449442,0.026714135184992334,0.014727355028344895,0.029230793751405387,0.016282713971033404,0.007841191749266138,0.006051489469394439,0.0028851795857291864
22,0.00016472963444187768,0.00013406487877528603,0.001128725248738034,0.0029916556857167032,0.02438208312307561,0.014001998203574865,0.019476834011001018,0.011830642570042434,0.008733087565569925,0.007022049889170138,0.003522908720121615
23,0.0002914580202345174,0.00019185253864751885,0.0002476379247652825,0.0010174688589841344,0.030057294441744306,0.014607600451263227,0.019946575118047778,0.009686011946145353,0.0042786691767135255,0.0038363913291155458,0.0014519119562188458
24,0.0002982173647572608,0.0005934151101594831,0.0012501116637392872,0.0028423777949612198,0.025124273167995273,0.01632069296281927,0.021571457274264308,0.013712102593252595,0.00924837238393935,0.007809619192230599,0.0045757950911549244
25,9.787470798126586e-05,0.00010819211779708755,0.00027985809413708746,0.0020583959415400397,0.02741994275257623,0.015616007533202454,0.02265512016705153,0.013246878148467036,0.007138291473208241,0.00657075044042847,0.002395433013823292
26,0.0003101212359034715,0.0002933088927277125,0.0022443793941170974,0.0029747479175705562,0.012684009493487415,0.005630511623235644,0.023582289079899794,0.010954174027510323,0.005821489846455322,0.004505820015324053,0.002665647788517449
27,0.000731230765781887,9.095862548467719e-05,0.0010261712440997864,0.0004935564565092723,0.025411906980871278,0.011104154744948096,0.023281576397512865,0.01015593327995353,0.00491855119192794,0.0033581090536312953,0.001458668462672548
28,0.0005018510014422104,0.00027800533280488945,0.003110580416289819,0.00432803759697189,0.012184608079104618,0.007925642727023095,0.017036264363523894,0.011470120941151947,0.006654812710485794,0.006359799000858675,0.0041685286098608965
29,0.0003110977599288962,0.0007269423820878871,0.0015183419035344052,0.0016026590767607221,0.010350609446878928,0.004397247862944408,0.014125616500165108,0.0063359731849148854,0.002744492828433026,0.002210177256383595,0.000876287720513882
30,0.0004978936033140399,0.0008700541252994708,0.0029238603596116347,0.0007447629098683373,0.024664798993264216,0.009199468360273617,0.015524996105531545,0.005664821532679837,0.0025522695252029742,0.0014912964619925465,0.000681374853118331
31,0.00045137261276025965,0.00025498579604030523,0.00042332684930253126,0.0007655583285334825,0.011855289651141465,0.0018209188060971555,0.017031468287203724,0.00667701873511742,0.0035842585578137413,0.0025172194398265174,0.0010501403888149876
32,0.00043903582396869856,5.086549848526791e-05,0.0005546970294031566,0.0004563459710632518,0.01166721740037421,0.004141972409044556,0.015978397316800157,0.006574626320557419,0.0036129702787554676,0.0022555848265464603,0.0006569086399830292
33,0.0002564789865491349,0.0002945878815229901,0.00072773531067602,0.0028112100410532513,0.014720361037388328,0.008935230808513585,0.019999432130870166,0.013427925477233326,0.01145172622105776,0.009079867297412347,0.0035664571498324514
34,0.0002464241895982405,0.00014152185621545376,0.0004749313739775114,0.0011412684907640262,0.03022380600076799,0.016976996650666674,0.011644911913294292,0.007830230418383988,0.005135583749478002,0.005086245114498884,0.0032697088509202523
