,t,true_cdf_0.3,Standard_beran_cdf_0.3,Standard_beran_mise_0.3,True_proba_cdf_0.3,True_proba_mise_0.3,NN_cdf_0.3,NN_mise_0.3,NN_with_delta_cdf_0.3,NN_with_delta_mise_0.3,Linear_cdf_0.3,Linear_mise_0.3,Linear_with_delta_cdf_0.3,Linear_with_delta_mise_0.3,Linear_MAR_cdf_0.3,Linear_MAR_mise_0.3,NN_MAR_cdf_0.3,NN_MAR_mise_0.3,Standard_Beran_delta_obs_only_cdf_0.3,Standard_Beran_delta_obs_only_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,Standard_beran_mise_0.5,True_proba_cdf_0.5,True_proba_mise_0.5,NN_cdf_0.5,NN_mise_0.5,NN_with_delta_cdf_0.5,NN_with_delta_mise_0.5,Linear_cdf_0.5,Linear_mise_0.5,Linear_with_delta_cdf_0.5,Linear_with_delta_mise_0.5,Linear_MAR_cdf_0.5,Linear_MAR_mise_0.5,NN_MAR_cdf_0.5,NN_MAR_mise_0.5,Standard_Beran_delta_obs_only_cdf_0.5,Standard_Beran_delta_obs_only_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,Standard_beran_mise_0.7,True_proba_cdf_0.7,True_proba_mise_0.7,NN_cdf_0.7,NN_mise_0.7,NN_with_delta_cdf_0.7,NN_with_delta_mise_0.7,Linear_cdf_0.7,Linear_mise_0.7,Linear_with_delta_cdf_0.7,Linear_with_delta_mise_0.7,Linear_MAR_cdf_0.7,Linear_MAR_mise_0.7,NN_MAR_cdf_0.7,NN_MAR_mise_0.7,Standard_Beran_delta_obs_only_cdf_0.7,Standard_Beran_delta_obs_only_mise_0.7
0,-0.5930122317529392,1.6816374076304875e-06,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,0.0,2.8279043707422306e-12,3.9437341620364404e-07,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,0.0,1.5553039140813387e-13,7.949569093620078e-08,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15,0.0,6.319564877424006e-15
1,-0.5623160566713427,2.7471878709692496e-06,5.925078007824713e-06,1.7597508918264833e-08,4.485082086894687e-06,1.2283362083751188e-08,7.188470419564608e-07,4.631125611016785e-10,7.319301212180829e-07,4.6431848105749464e-10,3.3945734431570784e-06,5.476020845868138e-09,3.2833523585574785e-06,5.466106992759155e-09,2.5649834521404013e-06,3.0382044555658224e-09,1.3182704538098334e-06,9.089959612051744e-10,0.0,7.547041198400698e-12,6.63019898927923e-07,3.436610507758675e-06,5.729423840930669e-09,3.197385754475701e-06,8.19163325745214e-09,4.2196034974906204e-07,4.898750429741421e-11,5.65899960120908e-07,1.309933083747159e-10,2.5720717912980363e-06,2.3320763276090932e-09,2.3095640735406597e-06,2.143027281564577e-09,1.8232268958010556e-06,1.1473156418773356e-09,7.639340138254624e-07,2.329744637048587e-10,4.906579352698115e-07,2.405341728803196e-10,1.3772797177197522e-07,2.775339315486125e-07,4.891333792356577e-11,2.1681526436145848e-07,4.6968104801118754e-11,1.647222287053385e-07,2.3035826318069838e-11,8.955259742637889e-08,4.053708222059638e-12,8.199511743510745e-07,3.873382865993069e-10,1.9390290319554193e-07,2.1909188146567252e-11,3.9375964430032885e-07,9.333620291856121e-11,1.2258933311815046e-07,1.290330875708918e-11,5.5991822450973674e-08,3.138629895305725e-12
2,-0.531619881589746,4.442948032632146e-06,5.925078007824713e-06,1.7589606641806702e-08,4.485082086894687e-06,1.2280343582724394e-08,7.188470419564608e-07,4.728673227717696e-10,7.319301212180829e-07,4.740288711983783e-10,3.3945734431570784e-06,5.476700827068779e-09,3.2833523585574785e-06,5.467164182528599e-09,2.5649834521404013e-06,3.0416980080812176e-09,1.3182704538098334e-06,9.167177661917174e-10,0.0,1.9739787220669946e-11,1.1034578244245588e-06,3.436610507758675e-06,5.727174637509024e-09,3.197385754475701e-06,8.18959478133862e-09,4.2196034974906204e-07,4.9393833399155364e-11,5.65899960120908e-07,1.3127284454967572e-10,2.5720717912980363e-06,2.3305886754650255e-09,2.3095640735406597e-06,2.1417708661297812e-09,1.8232268958010556e-06,1.1464876291178508e-09,7.639340138254624e-07,2.330795564642352e-10,4.906579352698115e-07,2.408799879379506e-10,2.3620870842855637e-07,2.775339315486125e-07,4.88954999912416e-11,2.1681526436145848e-07,4.696222610694136e-11,1.647222287053385e-07,2.304020794494463e-11,8.955259742637889e-08,4.072895370260496e-12,8.199511743510745e-07,3.8721361336769355e-10,1.9390290319554193e-07,2.1907822304802182e-11,3.9375964430032885e-07,9.32954729986201e-11,1.2258933311815046e-07,1.2915988941154711e-11,5.5991822450973674e-08,3.1644272231914747e-12
3,-0.5009237065081495,7.113566890201669e-06,5.925078007824713e-06,1.758882243836609e-08,4.485082086894687e-06,1.2287250739806302e-08,7.188470419564608e-07,4.998908365205643e-10,7.319301212180829e-07,5.009825051107907e-10,3.3945734431570784e-06,5.489432650048432e-09,3.2833523585574785e-06,5.480490063760034e-09,2.5649834521404013e-06,3.0588608684086053e-09,1.3182704538098334e-06,9.405396170057645e-10,0.0,5.060283390137287e-11,1.8180287300184372e-06,3.436610507758675e-06,5.7243508430361234e-09,3.197385754475701e-06,8.187112872962909e-09,4.2196034974906204e-07,5.08784015135541e-11,5.65899960120908e-07,1.325517025486128e-10,2.5720717912980363e-06,2.3290004294195816e-09,2.3095640735406597e-06,2.1405577808395436e-09,1.8232268958010556e-06,1.1459695886226561e-09,7.639340138254624e-07,2.340753957169886e-10,4.906579352698115e-07,2.4226637746054703e-10,4.0102336953455796e-07,2.775339315486125e-07,4.8909041858470585e-11,2.1681526436145848e-07,4.699578262728087e-11,1.647222287053385e-07,2.309093585731943e-11,8.955259742637889e-08,4.148401397243774e-12,8.199511743510745e-07,3.870483586068179e-10,1.9390290319554193e-07,2.1948931411223086e-11,3.9375964430032885e-07,9.327070346292768e-11,1.2258933311815046e-07,1.2980605091344743e-11,5.5991822450973674e-08,3.2509958656828127e-12
4,-0.47022753142655294,1.1275704868606846e-05,1.5760551855236616e-05,6.215317314604175e-08,1.5896789780921904e-05,9.229274873926885e-08,1.8371618365439214e-06,1.3624658029797867e-09,3.537199211348763e-06,7.273566726493466e-09,1.1310067604418107e-05,5.19049308557986e-08,8.009822324335335e-06,1.491471394818223e-08,6.328031064718243e-06,1.402079835986248e-08,3.2408916814308242e-06,2.99381582575603e-09,3.807669653640433e-06,1.4539621393034654e-08,2.9652918270689014e-06,8.625213303656288e-06,2.055669339752398e-08,9.799554741781292e-06,3.958783165504495e-08,1.014232325023845e-06,2.7429372166304173e-10,2.003538918669445e-06,1.914383815086695e-09,8.0295333604532e-06,2.65976612683319e-08,4.697629473207843e-06,4.794561871749861e-09,3.878750213381243e-06,4.969482973604326e-09,1.7863213077221607e-06,9.172950943837219e-10,2.3977685473108857e-06,3.872388884669552e-09,6.739823973364361e-07,5.752864046092432e-07,1.373061389657045e-10,2.1681526436145848e-07,4.717085178874253e-11,1.647222287053385e-07,2.3294443547515103e-11,9.726816942889905e-08,4.442075278285025e-12,8.199511743510745e-07,3.868941649850369e-10,4.585556820919656e-07,9.182085959317659e-11,5.54963001924369e-07,1.1911840155095024e-10,1.8821881569941468e-07,1.7425876641848672e-11,5.5991822450973674e-08,3.513861447847273e-12
5,-0.43953135634495644,1.7694863618621207e-05,2.366670881832611e-05,8.543752473001437e-08,2.3943267187339413e-05,1.252921746782456e-07,2.8132132169073066e-06,2.0996128406651378e-09,5.621923992096378e-06,9.417982983976621e-09,1.553566400543449e-05,5.790822403244358e-08,1.2477871981533162e-05,2.1757225452657226e-08,1.1487399994967174e-05,2.525933078023321e-08,5.522075998633746e-06,5.1974087005508615e-09,5.736286964995952e-06,1.8328015492350446e-08,4.788086683952472e-06,1.320722845699751e-05,2.7976202648907835e-08,1.397460871525702e-05,4.737353375473586e-08,1.3433559032256514e-06,3.2231852308893565e-10,3.4292229423024125e-06,3.2426074926456284e-09,1.1006612896525714e-05,2.938798400187705e-08,7.788599734014135e-06,7.926987596017754e-09,6.351691300268913e-06,7.283929190325694e-09,2.6918124610306736e-06,1.2076648050214487e-09,4.051647119979962e-06,6.597256927983437e-09,1.1213413708454912e-06,7.151022177791066e-06,4.3363148243664046e-08,1.4721651049868e-05,2.104055114371051e-07,7.377617402545278e-07,3.510393537849536e-10,4.909805020241187e-07,1.5928463088354016e-10,8.300638781537972e-06,5.478421586772872e-08,3.8297870731238694e-06,1.1223940107541423e-08,4.712130541020376e-06,1.7000746928764658e-08,2.6036282876557015e-06,5.846846548166729e-09,5.5991822450973674e-08,4.266918757464469e-12
6,-0.4088351812633598,2.7491947842861393e-05,3.735904450485683e-05,1.405377509217268e-07,3.8941574152581814e-05,2.247166770690923e-07,4.513124910178745e-06,3.0520469901305908e-09,1.634353289759094e-05,5.9569719795341005e-08,2.1830806281296742e-05,6.835383365498864e-08,2.432572843399039e-05,7.140178056387514e-08,1.7827604054157064e-05,3.9376125845700205e-08,9.26857838132622e-06,1.009660223912743e-08,2.1412607027853636e-05,1.3401279968883632e-07,7.654043500078314e-06,1.9425723073764554e-05,4.184463428152739e-08,2.08146646840891e-05,7.108421295474649e-08,1.913107663606195e-06,4.240734746097645e-10,7.3156598792991635e-06,1.3387694147916183e-08,1.413538534246106e-05,3.206795990875134e-08,1.3478077155598566e-05,1.9527737527603783e-08,9.646069387722832e-06,1.0890621681760537e-08,4.3452282188871645e-06,2.2652046419280405e-09,1.018366887577904e-05,2.7493673499452295e-08,1.846899004076738e-06,9.045864576061824e-06,4.662618019977578e-08,1.653310444290046e-05,2.136525143384254e-07,8.535781480754068e-07,3.6023983234029967e-10,7.045603090869435e-07,1.7483309442666953e-10,9.557979957283913e-06,5.5896741604009375e-08,5.1218861066691935e-06,1.2449100343408895e-08,5.973936608102415e-06,1.7911006612166245e-08,2.9975591605604368e-06,5.959597421235867e-09,5.577769261011501e-07,2.414792338751335e-10
7,-0.3781390061817633,4.228891300720407e-05,5.262563064939218e-05,1.8673765203543983e-07,5.549927429032842e-05,2.937348886641702e-07,7.5812244558666196e-06,5.944948309380539e-09,2.7214091116357532e-05,8.919176526352531e-08,3.179521005199093e-05,8.64524938319431e-08,3.7119110822309454e-05,9.96455629086107e-08,2.594437822418305e-05,5.110723259251392e-08,1.3679163111172454e-05,1.4756421074312859e-08,3.4788569645546e-05,1.7662021769457022e-07,1.2113260111288813e-05,2.598932675186949e-05,5.100546290677609e-08,2.684936642130753e-05,8.420253627121433e-08,3.356504754317591e-06,1.0468460203240606e-09,1.1131942962977149e-05,1.6176690485189257e-08,1.95018380123424e-05,3.667796290629429e-08,1.9311910591449434e-05,2.446900982200965e-08,1.3327606960228944e-05,1.3544913631383544e-08,6.343968780423536e-06,3.2309416843799793e-09,1.5758892306622197e-05,3.43489451472064e-08,3.0114131041138537e-06,9.14804184622897e-06,4.662059449763326e-08,1.653310444290046e-05,2.1361966584488993e-07,8.768708544477643e-07,3.640561060131876e-10,8.21187602863982e-07,1.8879629835010185e-10,1.0323560613308635e-05,5.615638456447374e-08,5.286690275667305e-06,1.2454293444189566e-08,6.105105728648197e-06,1.7907185936973475e-08,3.1601004617901605e-06,5.977839965488271e-09,1.3055288542749288e-06,8.004670948146124e-10
8,-0.3474428311001667,6.440486034340179e-05,6.46424795212186e-05,2.243777338002568e-07,6.576027307315779e-05,3.2873870434405756e-07,8.800230336620474e-06,8.205155159531897e-09,3.604792965763248e-05,1.200271554705636e-07,3.7539886034434035e-05,9.350868376531929e-08,4.783266424738186e-05,1.245313751099183e-07,3.1293868635701494e-05,5.657300587798976e-08,1.605324797560259e-05,1.7624294962675825e-08,4.7683961112392815e-05,2.2373016465841546e-07,1.897927241328072e-05,3.754165919022379e-05,7.608990650195004e-08,3.679123604359824e-05,1.0792304435453921e-07,4.77730644864427e-06,1.5122592662659292e-09,1.8825763700752394e-05,2.984067290673566e-08,2.457317832013739e-05,4.0423903131687885e-08,2.9185802822669694e-05,3.822210457346576e-08,1.7654962008260776e-05,1.6026212110638635e-08,8.585046151104448e-06,4.208368525757431e-09,2.6757308208197328e-05,5.566097103405314e-08,4.8609996723343555e-06,1.1400495338759753e-05,4.855931768202187e-08,1.7377913862326456e-05,2.1384805777194702e-07,1.4375875908760882e-06,4.836331482341792e-10,3.2675386525656826e-06,2.4147039382896793e-09,1.2900907876579936e-05,5.780660306411845e-08,8.864016100580518e-06,1.5343029183667646e-08,8.13628060476035e-06,1.8633250520599257e-08,3.6579832393777155e-06,6.0387069156773916e-09,5.690602749420792e-06,6.028532616048326e-09
9,-0.3167466560185702,9.711598909763142e-05,9.527553301529234e-05,3.4134203947552075e-07,9.652276770550294e-05,5.142791218121588e-07,1.2746636623589103e-05,1.4777328927273342e-08,4.6458871986567284e-05,1.382633627151087e-07,5.2069130792977705e-05,1.1872914405349692e-07,6.724027917075936e-05,1.592155680038658e-07,4.259881260723797e-05,7.087882713408532e-08,2.357611705448559e-05,2.7616198284079542e-08,5.5977796983508245e-05,2.4651337928938444e-07,2.944110264113123e-05,5.7096039504819565e-05,1.0385369587269853e-07,5.2772189294321594e-05,1.3359059447601606e-07,7.535055275599834e-06,2.5142072892679095e-09,2.5521966322577195e-05,3.534716841972999e-08,3.3799200944000906e-05,4.73397478779332e-08,4.3235699835829867e-05,5.0862069796861705e-08,2.686213377478608e-05,2.1267506784432905e-08,1.3345416942653898e-05,5.9180098775644765e-09,3.291673153987162e-05,6.558613762450906e-08,7.768110923070473e-06,1.6832106302474446e-05,5.645617284219416e-08,2.058751789485469e-05,2.1861327839642217e-07,2.0647459359082186e-06,6.288708375478551e-10,3.917539390769775e-06,2.5502703265711363e-09,1.6135850214734625e-05,6.01283888935437e-08,1.2566777382149951e-05,1.8318215081680765e-08,1.299275087909113e-05,2.214336735171756e-08,4.467975990053552e-06,6.231631456704481e-09,5.755793753504657e-06,6.0353974601058766e-09
