,t,true_cdf_0.3,Standard_beran_cdf_0.3,True_proba_cdf_0.3,LogisticRegression_cdf_0.3,NN_BCE_cdf_0.3,NN_MSEloss_cdf_0.3,RandomForest_cdf_0.3,KNN_cdf_0.3,Standard_beran_mise_0.3,True_proba_mise_0.3,LogisticRegression_mise_0.3,NN_BCE_mise_0.3,NN_MSEloss_mise_0.3,RandomForest_mise_0.3,KNN_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,True_proba_cdf_0.5,LogisticRegression_cdf_0.5,NN_BCE_cdf_0.5,NN_MSEloss_cdf_0.5,RandomForest_cdf_0.5,KNN_cdf_0.5,Standard_beran_mise_0.5,True_proba_mise_0.5,LogisticRegression_mise_0.5,NN_BCE_mise_0.5,NN_MSEloss_mise_0.5,RandomForest_mise_0.5,KNN_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,True_proba_cdf_0.7,LogisticRegression_cdf_0.7,NN_BCE_cdf_0.7,NN_MSEloss_cdf_0.7,RandomForest_cdf_0.7,KNN_cdf_0.7,Standard_beran_mise_0.7,True_proba_mise_0.7,LogisticRegression_mise_0.7,NN_BCE_mise_0.7,NN_MSEloss_mise_0.7,RandomForest_mise_0.7,KNN_mise_0.7
0,-0.8397979687648744,1.4761235502713584e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1789407356656183e-14,2.1789407356656183e-14,2.1789407356656183e-14,2.1789407356656183e-14,2.1789407356656183e-14,2.1789407356656183e-14,2.1789407356656183e-14,8.678085476505052e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.530916753753833e-17,7.530916753753833e-17,7.530916753753833e-17,7.530916753753833e-17,7.530916753753833e-17,7.530916753753833e-17,7.530916753753833e-17,2.6854067679423575e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.211409509312219e-20,7.211409509312219e-20,7.211409509312219e-20,7.211409509312219e-20,7.211409509312219e-20,7.211409509312219e-20,7.211409509312219e-20
1,-0.8064319301999838,2.648226181924545e-07,8.784471301606977e-07,8.784471301606977e-07,1.1764396051121562e-07,7.536471740809958e-07,7.536471740809958e-07,6.943162393892476e-07,2.1841522257234347e-07,7.716298470556975e-09,7.716298470556975e-09,1.3840883590347628e-10,5.679511595386262e-09,5.679511595386262e-09,4.820452792526755e-09,4.770065429502028e-10,1.644996261863501e-08,2.361021143163833e-07,2.361021143163833e-07,1.5564366209408485e-08,9.998447607149074e-08,9.998447607149074e-08,9.208934059095064e-08,0.0,5.574345867060448e-10,5.574345867060448e-10,2.4222534897913425e-12,9.996593567238334e-11,9.996593567238334e-11,8.480170737361217e-11,2.706012701544434e-16,5.415778083258919e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.933065224711256e-19,2.933065224711256e-19,2.933065224711256e-19,2.933065224711256e-19,2.933065224711256e-19,2.933065224711256e-19,2.933065224711256e-19
2,-0.7730658916350932,4.6945076340809695e-07,8.784471301606977e-07,8.784471301606977e-07,1.1764396051121562e-07,7.536471740809958e-07,7.536471740809958e-07,6.943162393892476e-07,2.1841522257234347e-07,7.716089213542889e-09,7.716089213542889e-09,1.385109423727651e-10,5.6793534135396174e-09,5.6793534135396174e-09,4.82031889223835e-09,4.770674081465524e-10,3.0809330216026986e-08,2.361021143163833e-07,2.361021143163833e-07,1.5564366209408485e-08,9.998447607149074e-08,9.998447607149074e-08,9.208934059095064e-08,0.0,5.574284847654809e-10,5.574284847654809e-10,2.422485114437903e-12,9.996374285825057e-11,9.996374285825057e-11,8.479974129778457e-11,9.492148283599572e-16,1.0791077149095268e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1644734603775126e-18,1.1644734603775126e-18,1.1644734603775126e-18,1.1644734603775126e-18,1.1644734603775126e-18,1.1644734603775126e-18,1.1644734603775126e-18
3,-0.7396998530702025,8.223074568607945e-07,8.784471301606977e-07,8.784471301606977e-07,1.1764396051121562e-07,7.536471740809958e-07,7.536471740809958e-07,6.943162393892476e-07,2.1841522257234347e-07,7.71592508717841e-09,7.71592508717841e-09,1.3888372498928697e-10,5.679277360174093e-09,5.679277360174093e-09,4.820284709507695e-09,4.773690751344454e-10,5.701395516679578e-08,2.361021143163833e-07,2.361021143163833e-07,1.5564366209408485e-08,9.998447607149074e-08,9.998447607149074e-08,9.208934059095064e-08,0.0,5.574184122070468e-10,5.574184122070468e-10,2.4239707739350848e-12,9.996080412311218e-11,9.996080412311218e-11,8.479721634077461e-11,3.250591083761535e-15,2.1243495355173507e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512860949053324e-18,4.512860949053324e-18,4.512860949053324e-18,4.512860949053324e-18,4.512860949053324e-18,4.512860949053324e-18,4.512860949053324e-18
4,-0.7063338145053119,1.4232938257767855e-06,1.4589873964969025e-06,1.3852553588452721e-06,2.562492774419112e-07,1.26045540276557e-06,1.26045540276557e-06,1.168260125691778e-06,6.24067706912712e-07,1.1084836243059372e-08,1.0283321926015246e-08,3.3181168254789393e-10,8.246824205156185e-09,8.246824205156185e-09,7.0656786868984976e-09,2.122840776914712e-09,1.0424785834973692e-07,9.910994649805604e-07,1.0815271499979518e-06,1.9594216848598523e-07,9.454095117530592e-07,9.454095117530592e-07,8.827795963428198e-07,6.769137660165958e-07,6.257456306568881e-09,7.70466236725869e-09,3.2775402500945284e-10,7.247217617909469e-09,7.247217617909469e-09,6.336542083768175e-09,4.5819922002227714e-09,4.131889288579067e-09,6.665592955052202e-07,6.219576099057877e-07,1.5919496590739434e-07,6.219576099057877e-07,6.219576099057877e-07,5.816481739910006e-07,4.978763254800955e-07,4.443007453017037e-09,3.8683075625485366e-09,2.5342907322307184e-10,3.8683075625485366e-09,3.8683075625485366e-09,3.3831411935302428e-09,2.4788042574685284e-09
5,-0.6729677759404212,2.434324090882498e-06,3.1271014870914547e-06,3.0533694494398243e-06,8.933259867234699e-07,2.9285694933601224e-06,2.928243838764355e-06,2.6177873788311713e-06,2.889110480642287e-06,3.8903710982473154e-08,3.8102345756071045e-08,4.390759332193474e-09,3.606610038827734e-08,3.605523845388683e-08,2.807145190039667e-08,5.341863901457437e-08,1.883414647232054e-07,1.5852414204584276e-06,1.6756691054758188e-06,4.2209259420052936e-07,1.5395514672309262e-06,1.5394348441526762e-06,1.398697497827217e-06,1.159455818128896e-06,9.787137050660982e-09,1.1234327902568237e-08,8.391006384371683e-10,1.07769060464652e-08,1.0775520413129238e-08,8.997936689670629e-09,6.910189512087621e-09,7.940308654783448e-09,6.665592955052202e-07,6.219576099057877e-07,1.5919496590739434e-07,6.219576099057877e-07,6.219576099057877e-07,5.816481739910006e-07,4.978763254800955e-07,4.44300242191874e-09,3.868302871174086e-09,2.534279066367242e-10,3.868302871174086e-09,3.868302871174086e-09,3.383136809186265e-09,2.4788005112012103e-09
6,-0.6396017373755305,4.1142764550188935e-06,3.1271014870914547e-06,3.0533694494398243e-06,8.933259867234699e-07,2.9285694933601224e-06,2.928243838764355e-06,2.6177873788311713e-06,2.889110480642287e-06,3.890420555634091e-08,3.810308806256073e-08,4.398759178953858e-09,3.606726201072955e-08,3.605640117050745e-08,2.8073657721170522e-08,5.341993321560406e-08,3.3622008164265767e-07,1.5852414204584276e-06,1.6756691054758188e-06,4.2209259420052936e-07,1.5395514672309262e-06,1.5394348441526762e-06,1.398697497827217e-06,1.159455818128896e-06,9.786745775483432e-09,1.1233909882748701e-08,8.390533729351167e-10,1.0776528284421828e-08,1.0775142685577987e-08,8.997600586205556e-09,6.909924166079956e-09,1.5076370662006734e-08,6.665592955052202e-07,6.219576099057877e-07,1.5919496590739434e-07,6.219576099057877e-07,6.219576099057877e-07,5.816481739910006e-07,4.978763254800955e-07,4.442993072950804e-09,3.868294158766939e-09,2.5342579883492994e-10,3.868294158766939e-09,3.868294158766939e-09,3.383128672080386e-09,2.478793569696231e-09
7,-0.6062356988106399,6.871443366699246e-06,6.159963794081846e-06,5.478175804837993e-06,1.457534885729528e-06,5.851645420888718e-06,5.8510348700596684e-06,5.254443784946084e-06,5.44612605318312e-06,9.580398377805688e-08,7.34018632439339e-08,6.411818428249692e-09,9.208835360566639e-08,9.20760771508931e-08,7.417447404862692e-08,1.0680582933750691e-07,5.930709544765294e-07,2.454249837944844e-06,2.5982975444209133e-06,6.115501634303077e-07,2.3269318732567433e-06,2.3263799854787214e-06,2.091285796659703e-06,1.4596806270725904e-06,1.2554925171642958e-08,1.4160723794287037e-08,9.606175899794333e-10,1.3078014788531718e-08,1.3073333689527e-08,1.0754785178830792e-08,7.47989916514502e-09,2.8283417211424085e-08,6.786539834195637e-07,6.219576099057877e-07,1.5919496590739434e-07,6.219576099057877e-07,6.219576099057877e-07,5.816481739910006e-07,4.978763254800955e-07,4.444438169645701e-09,3.868278302975666e-09,2.534221664990545e-10,3.868278302975666e-09,3.868278302975666e-09,3.3831138810263064e-09,2.478780991399557e-09
8,-0.5728696602457493,1.1340979285109953e-05,1.3511165408023873e-05,1.3387432957234057e-05,4.085757758623121e-06,1.2445508063964484e-05,1.2444718573945412e-05,1.1267825235001072e-05,1.1431141176035598e-05,1.9927490774314422e-07,2.1002398684867442e-07,2.6812210541355703e-08,1.8845028731034115e-07,1.8843570703303654e-07,1.5435340204182774e-07,1.9875654787946942e-07,1.0337171034032854e-06,5.238554832405451e-06,5.12520159130333e-06,1.4292942862229374e-06,4.760062972490253e-06,4.759471943043225e-06,4.293029621550115e-06,3.0091191758242265e-06,2.7500218588680647e-08,2.8982004177139705e-08,2.9607691109566214e-09,2.594638773437593e-08,2.5941535168081217e-08,2.1382047095948432e-08,1.4694285422385316e-08,5.242612897348728e-08,7.264373826657011e-07,6.597610837722034e-07,1.750611032757754e-07,6.697410091519251e-07,6.697410055830022e-07,6.263125199175157e-07,5.281202480282521e-07,4.459689354370678e-09,3.882537282620913e-09,2.559321077995666e-10,3.88353222530905e-09,3.8835322245970725e-09,3.3963863569774663e-09,2.487902677145499e-09
9,-0.5395036216808586,1.849738727414385e-05,2.0505785754676752e-05,2.1187638387868934e-05,6.3708783618706355e-06,2.0241111564656976e-05,2.024448304057809e-05,1.7511825164967265e-05,1.7364650536802715e-05,3.05272574967453e-07,3.789081238654438e-07,4.6034296910100554e-08,3.5731359089942364e-07,3.5732392276424004e-07,2.5296617280768515e-07,3.1495921579750314e-07,1.7803930870209551e-06,7.562049482214106e-06,7.425984521052275e-06,1.888379526406081e-06,7.0563847291022715e-06,7.0598788250320624e-06,6.432957128710681e-06,4.513646991189213e-06,4.025023162402439e-08,4.506415174084963e-08,3.6626885951148825e-09,4.1996700476205555e-08,4.2017447697675176e-08,3.279596425791691e-08,2.2183496491765333e-08,9.601741097832876e-08,1.425422676696897e-06,8.263102514828424e-07,1.9300220725080307e-07,8.361883582490903e-07,8.362878894094372e-07,9.971462466438319e-07,6.244381426537604e-07,5.988956983959532e-09,4.093906820200824e-09,2.5792093162041687e-10,4.094883486978997e-09,4.094898519739867e-09,3.850970531807202e-09,2.5639172114715445e-09
