,t,true_cdf_0.3,Standard_beran_cdf_0.3,True_proba_cdf_0.3,NN_BCE_cdf_0.3,RandomForest_cdf_0.3,Standard_beran_mise_0.3,True_proba_mise_0.3,NN_BCE_mise_0.3,RandomForest_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,True_proba_cdf_0.5,NN_BCE_cdf_0.5,RandomForest_cdf_0.5,Standard_beran_mise_0.5,True_proba_mise_0.5,NN_BCE_mise_0.5,RandomForest_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,True_proba_cdf_0.7,NN_BCE_cdf_0.7,RandomForest_cdf_0.7,Standard_beran_mise_0.7,True_proba_mise_0.7,NN_BCE_mise_0.7,RandomForest_mise_0.7
0,4.309669360769951,8.73811386889406e-06,0.0,0.0,0.0,0.0,7.63546339857586e-11,7.63546339857586e-11,7.63546339857586e-11,7.63546339857586e-11,7.740603481652556e-07,0.0,0.0,0.0,0.0,5.991694226017166e-13,5.991694226017166e-13,5.991694226017166e-13,5.991694226017166e-13,3.801381422753404e-08,0.0,0.0,0.0,0.0,1.4450500721254684e-15,1.4450500721254684e-15,1.4450500721254684e-15,1.4450500721254684e-15
1,4.3391273425945585,1.3540467934820396e-05,6.035181710539739e-07,0.0,0.0,0.0,2.0342385328665732e-10,1.8334427189389953e-10,1.8334427189389953e-10,1.8334427189389953e-10,1.2586193822493973e-06,2.2976067098238185e-05,2.784609298883134e-05,1.3929765842863872e-05,1.0404051924253199e-05,5.2733713806268235e-08,7.747197833230218e-08,1.937035721989098e-08,1.0799824284193407e-08,6.52589745063032e-08,3.1746281204366735e-05,3.31742841526883e-05,1.6597363381366525e-05,1.2396882429898115e-05,1.0077849782989536e-07,1.1004898732353715e-07,2.7545085126218904e-08,1.536665564113657e-08
2,4.368585324419167,2.0789484027974297e-05,0.00012507418805083215,0.00012447066987977817,6.242711037053983e-05,5.4877036567367864e-05,1.5445629364269114e-06,1.5445516066713875e-06,3.875509587397838e-07,2.992993863373327e-07,2.027578974665872e-06,2.2976067098238185e-05,2.784609298883134e-05,1.3929765842863872e-05,1.0404051924253199e-05,5.270090542563489e-08,7.743168024542107e-08,1.9351461319510318e-08,1.0786350646888272e-08,1.1098817530584009e-07,3.1746281204366735e-05,3.31742841526883e-05,1.6597363381366525e-05,1.2396882429898115e-05,1.0077560242540049e-07,1.1004596131617515e-07,2.7543575217534596e-08,1.53655299017259e-08
3,4.398043306243774,3.162675306891485e-05,0.00012507418805083215,0.00012447066987977817,6.242711037053983e-05,5.4877036567367864e-05,1.5424200600384767e-06,1.5424218112605347e-06,3.8676592882224915e-07,2.9867800078196496e-07,3.2361613019458577e-06,2.2976067098238185e-05,2.784609298883134e-05,1.3929765842863872e-05,1.0404051924253199e-05,5.265173015181799e-08,7.737073331715515e-08,1.9324152445342157e-08,1.0767564003786533e-08,1.8700570336705848e-07,3.1746281204366735e-05,3.31742841526883e-05,1.6597363381366525e-05,1.2396882429898115e-05,1.0077079853051375e-07,1.1004094031478003e-07,2.7541074489219293e-08,1.5363667793768055e-08
4,4.427501288068381,4.767311380243422e-05,0.0002556784431550996,0.0002550749249840456,0.00012793995229575805,0.00011326472034592472,3.2329730853292975e-06,3.232994205091919e-06,8.089817906016899e-07,6.335344379180119e-07,5.117490768838282e-06,5.941574979934527e-05,6.428577568993843e-05,3.216514530436698e-05,2.6651954578572613e-05,1.8499308307553628e-07,2.0969376199444795e-07,5.235372309762489e-08,3.697727015939409e-08,3.121611527572215e-07,3.1746281204366735e-05,3.31742841526883e-05,1.6597363381366525e-05,1.2396882429898115e-05,1.0076291456378466e-07,1.1003269890334947e-07,2.7536982461726283e-08,1.5360627192437188e-08
5,4.456959269892989,7.120458896931852e-05,0.0002556784431550996,0.0002550749249840456,0.00012793995229575805,0.00011326472034592472,3.2237374711683468e-06,3.2237869942766786e-06,8.057579266917629e-07,6.310012337204764e-07,8.01796743218745e-06,5.941574979934527e-05,6.428577568993843e-05,3.216514530436698e-05,2.6651954578572613e-05,1.8468651417405378e-07,2.09358942300074e-07,5.220523368094236e-08,3.6860762504793e-08,5.162417307113417e-07,3.1746281204366735e-05,3.31742841526883e-05,1.6597363381366525e-05,1.2396882429898115e-05,1.0075012602589266e-07,1.1001932751012343e-07,2.7530377123642624e-08,1.535573632751418e-08
6,4.486417251717596,0.0001053818821040705,0.00032218660030210677,0.0003215830821310528,0.00016125315424367015,0.00014241420882411316,3.640611911712202e-06,3.6407026880554215e-06,9.070036183326214e-07,7.081199301454046e-07,1.2446805425000441e-05,6.607900158293489e-05,7.094902747352805e-05,3.549769175557494e-05,2.9567428635328684e-05,1.8852488391368735e-07,2.1315417492832762e-07,5.303858787979966e-08,3.7492745511246196e-08,8.458282799143508e-07,3.1746281204366735e-05,3.31742841526883e-05,1.6597363381366525e-05,1.2396882429898115e-05,1.0072964865130248e-07,1.0999790883440529e-07,2.7519885508151867e-08,1.5348013556066867e-08
7,4.5158752335422045,0.000154545301563892,0.00036019503612967684,0.00034762444349146327,0.00017557562221296786,0.00015344680330103277,3.7360958105946975e-06,3.6816274593603103e-06,9.166418903781434e-07,7.156574431424456e-07,1.9144511958984316e-05,8.865734210126374e-05,8.930860188539613e-05,4.67929036977266e-05,3.685921843641471e-05,2.3796496120125192e-07,2.4541979984612116e-07,6.510036965023535e-08,4.234609130040189e-08,1.373001301609585e-06,3.21844865103571e-05,3.31742841526883e-05,1.6816461878825794e-05,1.2396882429898115e-05,1.0071534586852665e-07,1.0996410136626214e-07,2.750775462094953e-08,1.533611265922154e-08
8,4.545333215366812,0.0002245879259284703,0.00041635729743853876,0.0004256481715727156,0.00021466271355995435,0.0001853005973692179,4.002386513571712e-06,4.233209728810623e-06,1.053824915351414e-06,8.078757603410852e-07,2.917629979435414e-05,9.106756459700271e-05,8.930860188539613e-05,4.67929036977266e-05,3.685921843641471e-05,2.371111965404615e-07,2.4411269408568766e-07,6.464628081758477e-08,4.2091307713680916e-08,2.2081287727500954e-06,3.21844865103571e-05,3.31742841526883e-05,1.6816461878825794e-05,1.2396882429898115e-05,1.0066458027097002e-07,1.0991168255430155e-07,2.748265754248758e-08,1.5318397405176966e-08
9,4.574791197191419,0.00032342016829846966,0.000511826771557189,0.0005079860849205898,0.000255866372513861,0.00022067411703920902,4.269569162125781e-06,4.451697125369809e-06,1.114486660301358e-06,8.608722207649704e-07,4.405779152143991e-05,0.00011964165505110036,0.00010238626926773465,5.333283553183965e-05,4.1889801872115886e-05,2.6917349964622987e-07,2.5418374564058354e-07,6.696632978305784e-08,4.3455847539555874e-08,3.518421285779758e-06,3.21844865103571e-05,3.31742841526883e-05,1.6816461878825794e-05,1.2396882429898115e-05,1.005877415432172e-07,1.0983224997766841e-07,2.744609202996376e-08,1.529341377637862e-08
