,Standard_beran,True_proba,Subramanian,NN_two_steps,NN_two_steps_with_delta,NN_MAR,NN_MAR_with_delta,Standard_Beran_delta_obs_only
0,0.0003790854479735324,0.00023970218216405197,0.0005623093538065117,0.009351417148791997,0.002462113620421461,0.0004306646161236309,0.0004991656630962317,0.002949979286533053
1,0.00026226266811779034,0.00025086301785806094,0.0018167363972891493,0.008794345148626741,0.0023847475073960848,0.00033686609016416586,0.00037325250354165994,0.0034013241748427872
2,0.00029761834887624905,0.00015609551391606745,0.0004699681211180484,0.012957082647160948,0.004060156654439947,0.0006633975511778961,0.0005829241153339485,0.004542376686180078
3,0.00021939931953934432,0.00013810044246063182,0.0008159126146997139,0.01648677676061975,0.006710467227199341,0.00032986096698598506,0.0003067967586799013,0.0012895699905983128
4,0.00024025507284745123,9.040564713356536e-05,0.00043922603264850166,0.023075693242993682,0.005871154144111895,0.00020433422084419623,0.0002460362139577043,0.0038308902538816965
5,0.00010431736670426859,0.00017255543869917585,0.00044395228653537454,0.006404411160530515,0.0018527298840001452,0.00012817976018366845,0.0001537933761852914,0.004036574977488538
6,0.0005917078348111149,0.00020916122959989004,0.0009724071249550105,0.013582444634266902,0.00461760895035607,0.00025632041570614213,0.0003544352407134567,0.0030390402357952755
7,0.0009283851789932875,0.00034049736875190194,0.000673104142328209,0.009811401177305529,0.002059500408979256,0.0006678263686305085,0.0006410940581686745,0.003949489804588513
8,0.00043864106211748485,0.00012223044413840742,0.00022199780292397192,0.02348761379271268,0.007314766602589981,0.00030006208980459695,0.00018803160264738234,0.0017313606672073002
9,0.00039705570555425255,0.00023842084825058214,0.0007866752264645071,0.018093486578816476,0.006323052353329602,0.00012685417529105793,0.00010740977429710858,0.0017486761529954523
10,0.0001867636668988931,0.00019748469600484102,0.0004003012984230636,0.024040354715220723,0.008159877916866363,0.0004403819464715685,0.0003722012404951882,0.0025438366534571016
11,0.00030478076555294736,0.00020054013860643585,0.0002750014289426586,0.019625735652221615,0.006431954882822971,0.0001789822532856306,0.00015346603610077336,0.002181856225631524
12,0.00044134564336848517,0.00019976272511496281,0.0012971450789386989,0.02124084314822137,0.0065211525459828446,0.0003403988342624124,0.000408471757050475,0.0027289114966514262
13,7.114118306433367e-05,6.749265418988957e-05,0.0009627415310147151,0.009711257534978009,0.0022446842946566292,0.00034467367098652344,0.0003549193263503475,0.003742998550796009
14,0.000456604995640316,0.00015454178453724727,0.0010251310687550519,0.02851655890023744,0.011050592064081861,0.0012494596160336664,0.001108136762153196,0.0006006294268287302
15,0.00034297133301306994,0.00018235431755377442,0.00046123072574713456,0.013742923248501739,0.0032158465380972105,0.0005025385211282675,0.0005192910205096297,0.00435996965764334
16,0.00014903647461512106,0.00011738954052928466,0.00030014830042407703,0.020525268711182043,0.006320378961972467,0.00022527485067460319,0.00019765603409630018,0.0012196448004107828
17,0.00021533708616435296,0.00019399749370130107,0.0004799784069406831,0.007520203508255836,0.0018933788064454818,0.0002053644865250398,0.0002701076019407507,0.0029404331479109336
18,0.0001459526521114323,0.0001034896878451657,0.0002420064167721561,0.01114034108800509,0.004143522334147446,0.0003940181529272003,0.00020638997781687726,0.0014619748111809393
19,0.00017766276580618415,0.0002934619445677344,0.0004330970415267999,0.029216550189133664,0.010783464491247844,0.00010596358167437383,9.915386108210398e-05,0.002818947122446057
20,0.0007306059685267489,0.0002685775986870753,0.001843535872722933,0.013447412079300695,0.006396018151736495,0.0007861006035373194,0.0008510819367245439,0.0011967581295950168
21,8.913943313735292e-05,0.00014192914417778937,0.0004433126875569746,0.012774817969296992,0.003282604381428914,0.0003329699275562037,0.0002572017420660076,0.001875441842169765
22,0.0003535287536652553,0.0002231252367164252,0.0003042209650329315,0.015616917514398884,0.005430434496298517,0.00022935866550102463,0.00024144636700513164,0.0018455047377546163
23,0.00032103112771528913,0.00011763555579656801,0.0008892373804617308,0.0037931422197658355,0.0005223933506435553,0.0008017981894988696,0.0009104698923065224,0.003209891043925624
24,0.00022114687988141924,0.00019504768541954938,0.00048474242514436717,0.02151313251109962,0.007791799936101404,0.0009066081840493871,0.0007022099805056134,0.0006409596180420812
25,0.0003949275234051675,0.0001874156140050782,0.00035731831204080343,0.04238079734742625,0.013289788331090721,0.00017741218373341992,0.00016944699786707648,0.002823486260132134
26,0.0003232050595214867,0.00010621889951638426,0.0004732895527450199,0.006330815227301064,0.002219923809916004,0.000125670386382185,8.023800659646995e-05,0.0037480108534767567
27,0.00040081176970327084,0.000249827256809305,0.00048727846764374215,0.02213123298404672,0.008072304979281535,0.00015876710303722077,0.00015766983287621286,0.0026731534311229188
28,0.00015398909315532806,0.00015126786712563533,0.0004448162420546418,0.0028087904969435495,0.0005791701359059965,0.0004360765940746033,0.0004351486631116946,0.0032792716024946764
29,0.00017701902475217367,0.0002612651124753528,0.00022733720903308225,0.0062758996638256044,0.001636085897626881,0.00017239577179107044,0.00016699031612728833,0.0013671286576968692
30,0.0003318948427909298,0.0003576689787743671,0.0002826545096870206,0.01727488891227549,0.0056001260518520335,0.00011868795138110916,9.723281866291863e-05,0.0018184446088433
31,0.00012303060204610166,0.000286416106628048,0.0004914744059976001,0.019322238227531766,0.006188351485167077,0.00035121614303991233,0.00024739287254755464,0.004535246422973015
32,0.00022769160451584656,9.272753562984753e-05,0.0008195932122867966,0.006431757466343912,0.0014853824190721083,0.00011231777546908614,0.00016650594559805242,0.0024487781032389313
33,0.00048328812348551013,0.00037752756035491645,0.0007768140743528581,0.035184596373581775,0.015127241076835354,0.0006581916840261955,0.00047687169801839105,0.0029967561080464743
34,0.0001619314119844791,0.00023062243803422284,0.0004619525736356715,0.008638125828642101,0.002398747015057668,0.00028387269811095116,0.000266577037619892,0.0019340623955894935
35,0.0005198774649261689,0.0004514841116340144,0.0009263688380788193,0.0034950639016456757,0.0006542588670247607,0.001008896069648377,0.0009717265967532612,0.0021858048611784514
36,0.0006365767784721922,0.00026716196723986223,0.0028830492769487165,0.013345973215904477,0.004378218322133304,0.00036527942465208095,0.000458723229196094,0.004036727445967182
37,0.0001916648764417419,9.163778196005605e-05,0.0005812054633177517,0.008575349874352819,0.00252275059990922,0.0001612739476346772,0.00015833285323097295,0.00454634581296099
