,Standard_beran,True_proba,NN_BCE,RandomForest
0,0.002772201608066788,0.0032340657148841882,0.002639203407321126,0.009414190143266582
1,0.005379901907559967,0.0018684566162630988,0.002511732152428895,0.008613683534227406
2,0.006588559501677947,0.006043483418564833,0.006428981335191841,0.008763980242519181
3,0.0022121894299117037,0.0020759450328220064,0.0022025476404321323,0.007124316342241161
4,0.001080628927257505,0.0008113473975630901,0.0009285646446187721,0.0069410772933649134
5,0.006861339145822057,0.006132609352526047,0.002760067581440624,0.006776374133797578
6,0.003345640520727175,0.002732116340956624,0.0031392662005405056,0.007360968662152527
7,0.002568237136333579,0.00117771075234927,0.0024051298117690268,0.00796942822728217
8,0.002758306158157679,0.00107169759793008,0.001982891015964641,0.007867572124492022
9,0.004286171908041963,0.004206144935107654,0.004275728160327973,0.007770740904112102
10,0.0036044168799572434,0.0013701905775762475,0.0026537470440356277,0.004991636581596947
11,0.003910814557621945,0.0031388303477506365,0.004243986807934508,0.005386232346576489
12,0.002226398660479083,0.0018280223278262146,0.0016893991528741056,0.011292435667286342
13,0.0018055837970078555,0.0012436120899522523,0.0018702733141847305,0.005532877586739304
14,0.0031190216888418772,0.0019256653305775248,0.003473856868843508,0.011636568736979951
15,0.003164102238077915,0.0013019470940022085,0.002091753278324028,0.010751556607981971
16,0.001533445512958838,0.0011334573431560629,0.0010449906353006179,0.004285683090404842
17,0.003133400110404851,0.002397547646369116,0.0030128121208380662,0.007976839814197204
18,0.003140159574182248,0.003100437274360007,0.0036476456096671064,0.011551227680612508
19,0.003539433019525739,0.002238489898214331,0.0035088053459386118,0.005611662336265555
20,0.003669812202812266,0.003272283865289388,0.0037208359955100065,0.010008886021307752
21,0.004114013662874935,0.0013271684250124878,0.001859450745789634,0.00749890099681717
22,0.0023864310672483263,0.002875037864189638,0.0022789132621039015,0.007402009940955173
23,0.06624903099092677,0.07920815074409238,0.0027361823790130507,0.006867765081153925
24,0.005862509857668381,0.0019461155926280439,0.0024875679563904135,0.010050128399864503
25,0.004166757537659083,0.0030627968494838335,0.0036293045855635272,0.009532568030539153
26,0.006598494469731997,0.0044810216290548585,0.006760183759370245,0.010088714809321697
27,0.00348390926830465,0.0033530338561641435,0.0033364219565700393,0.010029642213039525
28,0.005485919430540737,0.0026402606064639634,0.0037027581613075446,0.007389558606180266
29,0.0023699289209556202,0.0013349782652200945,0.00227193252204317,0.00842166483490491
30,0.002412911595486593,0.0016456960651449277,0.002549725500681968,0.005606635920890805
31,0.002298220818656246,0.0029233737130053912,0.0022163704031300763,0.007941646937385834
32,0.006081562031220263,0.0019034692940031069,0.0033191989443956153,0.007419286706975975
33,0.0028131869939670793,0.0010581227256625974,0.00196087089601291,0.008576952093216827
34,0.0030633548366356816,0.004092296495791331,0.003629293125068085,0.007117638177324966
35,0.002508514384139592,0.0024820728197228973,0.0024391282964318925,0.009198186979454997
36,0.00461537443120835,0.004709109781856442,0.0052499081035026094,0.0073508903482449595
37,0.0056125804524014755,0.003101214614706449,0.0035539415678309404,0.014088489516710575
38,0.002821052151896229,0.0029955968127689317,0.0025988721666647097,0.012028245824783268
39,0.00552927543690635,0.0058582677208968,0.003660892131368231,0.007719143490320219
40,0.002958321023068669,0.0017646311993286324,0.003920647981850976,0.0032042886014555885
41,0.003685827160198184,0.0014607876483670509,0.0024380401376033513,0.005882081621440285
42,0.0028336375942918783,0.002447603884509843,0.002805291618754817,0.00948552702335634
43,0.004559753442604955,0.008006529902692319,0.004556772933913541,0.007894293809966084
44,0.002818815726386129,0.002396235963474082,0.0027450781284604374,0.00848695504270369
45,0.0031324731735617034,0.002115807705706642,0.0027078772062973967,0.010599746258394823
46,0.0023341245324868683,0.002047266145887435,0.002722914420451829,0.008774826974156026
47,0.00328126956039265,0.004020173569995393,0.003259300954820461,0.010834290580909426
48,0.0023585964420290003,0.005268511967068128,0.008601210366803827,0.022712609763615905
49,0.00341456722600725,0.003913750390770968,0.0029294286322636295,0.010393755233357792
50,0.0024625942479183246,0.002763568866840784,0.0026005383779889152,0.008068077061628192
51,0.0017432327031012991,0.0015637889891018818,0.0017548878798571014,0.008339213554959386
52,0.002660964960440696,0.004726773573940724,0.002712398569531746,0.009439957087634215
53,0.0034914102130998953,0.0019471727913245313,0.006754396029621126,0.016641586762888072
54,0.005591461746734835,0.004242029917631893,0.005204766472055035,0.012839388769897535
55,0.0067897093782679436,0.0016062910759278304,0.003535967060335238,0.0083001028476951
56,0.0022625855916506166,0.00286210784501844,0.0018313604425092592,0.0075670989447248205
57,0.004504232138815377,0.003192510177240985,0.004040150536466717,0.008560385016052099
58,0.002246850193035077,0.00881964666547643,0.001593188631503364,0.016762901914558967
59,0.005957321373830198,0.001841356353516564,0.0038198499291815556,0.007018364899712436
60,0.00286049490109971,0.001847526335725318,0.0022256945718751447,0.01356358714709251
61,0.004399181342120517,0.002547957196543414,0.0037197036522267114,0.008498014118336476
62,0.003826036003539435,0.0022858045417004295,0.003658843862117312,0.0063539473973642365
63,0.0020568086621673737,0.0007107316867149201,0.0017727100491867235,0.007063231549344671
64,0.0019370896853289847,0.0012999391669488247,0.0014899274442353955,0.005729997477340295
65,0.0051342664981024085,0.003944266527316311,0.007411860174810606,0.007584860777548176
66,0.0012793828995927388,0.0013154261360453386,0.0007953980708152712,0.0055163461199494316
67,0.005973197440028624,0.00536560492889539,0.006005660191509691,0.007972852396238921
68,0.004287140324076146,0.0027083774539836164,0.004462478507185347,0.010494749061565025
69,0.004184702711075767,0.0015248545914571536,0.004309628849977998,0.005571361093112014
70,0.0016250686438054522,0.002912172987386767,0.0016045694053893292,0.011828742278420219
71,0.0057139516628660425,0.0026859832965537,0.0031331639413042845,0.006997687743243099
72,0.005435092110301222,0.0018760260860042476,0.005390220193054477,0.007948958419041037
73,0.0023971588666067177,0.0020725592496661466,0.0027728999840875403,0.008664122344205515
74,0.006161522458435455,0.004390369913501262,0.005792189845385648,0.014627145220229548
75,0.004906719496511167,0.0019427034058185067,0.004773114981856811,0.010786837974521483
76,0.0024756379817419275,0.0016261999157791201,0.0021482682799991906,0.005232648856767132
77,0.002187586097389979,0.002929001046368422,0.0023066408673295385,0.010532811285271384
78,0.0031901225188349347,0.0021465454434363407,0.0027587777734127254,0.006527976713787466
79,0.003982656322638375,0.001902334682078685,0.0035595881791212476,0.016110911383318098
80,0.0015514290479620922,0.0010745269256615703,0.002566493082783763,0.010520371672821266
81,0.005665753644445585,0.0030927692919012198,0.004178157429692195,0.008845989316986491
82,0.001166118560281442,0.001599698933360322,0.0012448122550265972,0.008056060543563514
83,0.0026484076097492873,0.0015710733054367294,0.0027790103407884193,0.011028158599409792
84,0.0018570574920531353,0.0018296942491609165,0.001264483098100279,0.006063391451502701
85,0.0034906212217015666,0.0018989244193876288,0.0024380662206611946,0.007122303512684211
86,0.002785588188607571,0.001878645487463092,0.0030698936696225204,0.0070157392873108765
87,0.0013784828860121153,0.0013078558735391767,0.000658182166283702,0.007249893277710395
88,0.004278165541270457,0.0034070036011329815,0.0042337710399209085,0.00818198936462079
89,0.006193630939698445,0.006239193438361909,0.006134062138619145,0.0129661569645756
90,0.004448840780926209,0.0032087963262930996,0.0047764924686877624,0.005564169652935021
91,0.0021977003422511575,0.001436148838997832,0.0007937528226869839,0.007422688792339733
92,0.003074841842471891,0.0027023976387642807,0.0025676825810414913,0.010229050390092946
93,0.0031720395162605614,0.003978178695700774,0.0028652449634038553,0.007976572369389597
94,0.002655783940969304,0.0029543104956733903,0.007858999723265484,0.006639653317201436
95,0.0013285681580834615,0.0012747529959155287,0.0017839818914254502,0.0050217321210698955
96,0.003907580981844978,0.0014770356322977819,0.003724189920481603,0.011827923162285868
97,0.0023910641379741074,0.0021163307725320948,0.0030460771838359477,0.010239967752343293
98,0.010562720862512857,0.003140036870689449,0.010092723632970675,0.017679192707740012
99,0.0048562598035439405,0.0015786425485841663,0.004552648980312927,0.008876137476780878
100,0.004377490566949625,0.0029263901444534397,0.0038094761853925824,0.013069866203339778
101,0.0032872862076573995,0.0021930275112166608,0.001708335050879306,0.008935536080351882
102,0.00284004891640762,0.002032783795549425,0.002720606927995624,0.014878389684994275
103,0.00514128003552154,0.00604836676833222,0.0058067897966729495,0.009163591603137894
104,0.00342725599006709,0.0017897882970981886,0.003736562975796019,0.008923717351059457
105,0.0013855384687373612,0.0008179444706311547,0.0013169888520383345,0.006636768239483413
106,0.003902104370106955,0.002803256770337352,0.006037311809360076,0.013936382027539647
107,0.003306402788404433,0.00488186466324853,0.005785846005496473,0.007490579067403728
