,t,true_cdf_0.3,Standard_beran_cdf_0.3,NN_BCE_cdf_0.3,Standard_beran_mise_0.3,NN_BCE_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,NN_BCE_cdf_0.5,Standard_beran_mise_0.5,NN_BCE_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,NN_BCE_cdf_0.7,Standard_beran_mise_0.7,NN_BCE_mise_0.7
0,-0.4702474857864438,4.917329513354199e-05,0.0,0.0,2.4180129542904536e-09,2.4180129542904536e-09,5.297873866840292e-06,0.0,0.0,2.8067467508949653e-11,2.8067467508949653e-11,3.2450236747651113e-07,0.0,0.0,1.0530178649786178e-13,1.0530178649786178e-13
1,-0.4425392541745822,7.168686793810469e-05,3.544397562079504e-05,3.544397562079504e-05,7.474531672273445e-07,7.474531672273445e-07,8.078843922856625e-06,1.7372963994412462e-05,1.7372963994412462e-05,1.5414515885285773e-07,1.5414515885285773e-07,5.206396733886508e-07,0.0,0.0,2.7106566950624326e-13,2.7106566950624326e-13
2,-0.41483102256272053,0.0001036649364564867,3.544397562079504e-05,3.544397562079504e-05,7.507937194811524e-07,7.507937194811524e-07,1.2219289292111538e-05,2.7372963994412468e-05,2.7372963994412468e-05,2.538409527620445e-07,2.538409527620445e-07,8.284720022782537e-07,0.0,0.0,6.863658585589463e-13,6.863658585589463e-13
3,-0.3871227909508589,0.00014870073825077546,3.544397562079504e-05,3.544397562079504e-05,7.589667142652114e-07,7.589667142652114e-07,1.8331462643527476e-05,2.7372963994412468e-05,2.7372963994412468e-05,2.536930676517373e-07,2.536930676517373e-07,1.3075057415856845e-06,0.0,0.0,1.709571264279531e-12,1.709571264279531e-12
4,-0.35941455933899724,0.0002115878187028771,5.852362999364591e-05,5.852362999364591e-05,1.3000699719594584e-06,1.3000699719594584e-06,2.7277735224495465e-05,3.593840646299529e-05,3.593840646299529e-05,3.26510840912712e-07,3.26510840912712e-07,2.0466272337671645e-06,0.0,0.0,4.188683033997328e-12,4.188683033997328e-12
5,-0.3317063277271356,0.00029865667325556237,9.252960010750477e-05,9.252405392987528e-05,1.7324224345670991e-06,1.7323358016649165e-06,4.0261075803623916e-05,6.352229768168283e-05,6.351889732152405e-05,6.081159549809751e-07,6.080824725097347e-07,3.177368946356585e-06,1.4457698371077131e-05,1.4457698371077131e-05,1.1978929555724468e-07,1.1978929555724468e-07
6,-0.303998096115274,0.0004181825929676516,0.00023262564287024267,0.00023262009669261318,5.111930211887848e-06,5.11184490480963e-06,5.894330232743005e-05,0.00013796469743841667,0.00013796129707825788,1.8328221186297517e-06,1.8327887632111084e-06,4.892545578858673e-06,3.889664862334752e-05,3.889664862334752e-05,3.439786645060133e-07,3.439786645060133e-07
7,-0.27628986450341236,0.0005808719799997017,0.0003418069939454648,0.00034180144776783526,7.837110376874183e-06,7.837026874404442e-06,8.559768810710159e-05,0.000182100772468059,0.00018209737210790023,2.2991732560563386e-06,2.299140081906719e-06,7.472144254565081e-06,5.6699600607711176e-05,5.6699600607711176e-05,5.516971160865812e-07,5.516971160865812e-07
8,-0.24858163289155072,0.0008004324834470806,0.0003799590827060457,0.00037990712753408726,8.48772281997599e-06,8.4869313060745e-06,0.00012330335157130037,0.00020530382281397786,0.00020522283224369474,2.556300700564569e-06,2.554087205722308e-06,1.1318888356021578e-05,7.26609035612934e-05,7.257385530009664e-05,8.057350462357851e-07,8.029657868775744e-07
9,-0.22087340127968907,0.0010942292961951088,0.0004568857906953232,0.000456719233926426,9.847200767317258e-06,9.846023433233317e-06,0.00017618955094686966,0.00028139685204308485,0.000282807885177547,3.47909117732734e-06,3.5303833035069744e-06,1.700653105238457e-05,0.00012002140411977113,0.00011743131639224635,1.5987884430493034e-06,1.4719806392211053e-06
10,-0.19316516966782743,0.0014840256836113727,0.000835297959796981,0.0008351092596763154,2.0303103930906462e-05,2.0301715451149934e-05,0.0002497384189234922,0.00048329118950966263,0.00048466496500118393,5.667165508388131e-06,5.7173506776458866e-06,2.5344670881056268e-05,0.00019403846867767949,0.00019140722510650998,2.2421497427395846e-06,2.1142587028900594e-06
11,-0.16545693805596579,0.001996800169529709,0.0011289120476586183,0.0011287232016461088,2.7499203353397068e-05,2.7498006059673403e-05,0.0003511546558846638,0.0006375616842511644,0.000638935313850842,7.4889507986572775e-06,7.538854506279083e-06,3.746470665558028e-05,0.0002486665656695225,0.00024603517620650926,2.703705582491418e-06,2.575875417290293e-06
12,-0.1377487064441042,0.002665625749597325,0.001571282156973995,0.0015710487959388311,3.7889674540602475e-05,3.7886803197277944e-05,0.0004898100778108682,0.0008990488236215942,0.0009004046844101586,1.0707555931080231e-05,1.0756734442016532e-05,5.49324374515162e-05,0.0003529147039691302,0.0003502807598787264,3.761504563318479e-06,3.6337542134432753e-06
13,-0.11004047483224255,0.0035305881144071273,0.002343405094543586,0.002350675140043257,6.133647984404918e-05,6.222173274245776e-05,0.000677769493987466,0.0012916997753625256,0.0012863843057459375,1.5279914190312634e-05,1.526275289132399e-05,7.989372251150289e-05,0.0005675400057933922,0.0005648917225816941,6.953602352290128e-06,6.825631993640511e-06
14,-0.08233224322038091,0.004639710365031932,0.0030429014414339816,0.003064874404537174,7.945151751535301e-05,8.125877573849754e-05,0.000930401973590395,0.0016085687800212044,0.0015984988808730946,1.947898801613791e-05,1.943040427718142e-05,0.00011526048061369831,0.0007113690343067797,0.0007087028780373111,1.0040861268724634e-05,9.911841060972265e-06
15,-0.05462401160851926,0.006049841478880477,0.004028539934864512,0.00406538657498734,0.00010612783480057237,0.00010828860523101399,0.0012670779663414052,0.0021454951464606625,0.0021390285836291214,2.5442533367089486e-05,2.5569246948422234e-05,0.0001649450381908924,0.0010240248694948475,0.0010187117865058898,1.593772241835211e-05,1.573829962096884e-05
16,-0.02691577999665762,0.0078274554035458,0.005178656303898013,0.005211944135846734,0.00014880322155229778,0.0001508653588650755,0.0017119478251237017,0.0027133811793550807,0.0027051964947855706,3.228801937933547e-05,3.241200921456331e-05,0.00023415131182989685,0.0012774298914266333,0.0012717923373732599,2.0167532958812498e-05,1.995073192964858e-05
17,0.0007924516152040262,0.01004929787217765,0.006651196956342024,0.006676151900348006,0.00018038254429572224,0.00018229466447547155,0.0022947909571335826,0.003619259862947985,0.0036217260744212747,4.411433449732357e-05,4.474218808857262e-05,0.00032973138721411493,0.0017943482325029915,0.0017855765722451567,2.859168841489413e-05,2.8457496951685662e-05
18,0.02850068322706567,0.012802809760982331,0.0084966993288789,0.008536266230527879,0.0002297728557566821,0.0002325748407726875,0.0030519171200494677,0.004748220402292821,0.004748263646670281,5.774942668801934e-05,5.836675774899959e-05,0.00046061556134960563,0.0023984885513217754,0.002387417958104323,3.920235355655841e-05,3.901743229120729e-05
19,0.056208914838927315,0.016186250084863296,0.010500287718924698,0.010538864439630759,0.00029647869401153116,0.00029934555428189004,0.004027092423109568,0.005978498293209315,0.005981015007416019,7.573697869960234e-05,7.656942560122495e-05,0.0006383226578525997,0.0030908153733668884,0.003078058964269342,5.4543986318623044e-05,5.454520997387207e-05
20,0.08391714645078896,0.020308439644606418,0.013148573083437514,0.013196097081780107,0.0003821791638226384,0.00038450114479800706,0.005272452687327109,0.0076079453082234785,0.007614822030417317,9.62971297032438e-05,9.715733731987477e-05,0.0008775552091517175,0.0040310891158790475,0.0040242287708137595,7.821379473251644e-05,7.83490980436939e-05
21,0.1116253780626506,0.025288048959880197,0.016438876819223545,0.016469751678734344,0.000494239482428714,0.00049687607047777,0.006849356437575467,0.009748158136198249,0.009736192561445688,0.0001218166628691521,0.00012263513894077204,0.0011968807377399939,0.005276589784195812,0.005238875338835101,0.00010303096305407179,0.00010272076065585196
22,0.13933360967451225,0.0312523623682427,0.020888333495319263,0.020986485240384056,0.000639861319991484,0.0006449486428211171,0.008829119599498893,0.01238450464046986,0.012361024154318608,0.00015345995740082642,0.00015462776995360945,0.0016194957065840982,0.00659254554569958,0.0065390103421377995,0.00013103109091604177,0.0001305793960312723
23,0.1670418412863739,0.038335464703508376,0.025631324810879538,0.025834498741830393,0.000800609252143772,0.000814212873855194,0.011293564789623695,0.01558661194794308,0.015562606600322599,0.0002013633843501142,0.0002034638406139865,0.002174062651464818,0.008419861779813468,0.008331665930303071,0.00016746897679401868,0.00016553464168855416
24,0.19475007289823543,0.046675818069423634,0.031647225804278534,0.031834405520588104,0.0010811383415422632,0.0010905927251411204,0.014335310897735851,0.01923346964931023,0.019186730231070006,0.0002606541050471207,0.00026208278032852864,0.0028956035503497537,0.010536107160134358,0.01042598329062709,0.0002186529180348283,0.00021613599008299636
25,0.22245830451009707,0.05641322369033343,0.03921389252140613,0.03943527530870814,0.002012616514363735,0.0020202944859304874,0.01805772454035226,0.023600236131647013,0.023524366408669242,0.00032821498752335753,0.00032968404319178544,0.0038264237431969725,0.01310972299008271,0.012934635573897658,0.00029396474281128586,0.00028949267764767883
26,0.2501665361219587,0.06768519687284046,0.04650174655162544,0.04679477148713392,0.0024080284011298607,0.002415866856339673,0.0225744550035862,0.028635552470363246,0.028559838324223787,0.00042036264252723305,0.0004225694842398954,0.005017030956495025,0.01627656219310551,0.01607536241913943,0.00038796789007241987,0.00038245713398977804
27,0.27787476773382036,0.08062282036409646,0.05489828986902418,0.0552475846866389,0.002816431339806265,0.002828106417259665,0.02800847950187549,0.034446567492251105,0.034351344414640446,0.0004966016349215481,0.0004981717990258655,0.006527003649735458,0.019854217483867558,0.019644215627312767,0.0005076965574501945,0.0005017857776377676
28,0.305582999345682,0.09534618085870006,0.06518347606148786,0.06552137206259318,0.003318990639313663,0.003327144091205014,0.03449059676872996,0.041682941792917885,0.04157977281865051,0.0005978384829998388,0.0006007850736377491,0.008425752609137879,0.0246297951095869,0.024439936244462203,0.0006811601896500684,0.0006753261352111332
29,0.33329123095754365,0.11195953258100388,0.07738720954603032,0.0777580688786413,0.003919068211832743,0.003931102466388103,0.04215732466201874,0.050305307195690714,0.05019664895911163,0.0007160978146741301,0.0007187724763377401,0.010793110269524822,0.030293649415473578,0.030118053488622957,0.0008821715815499673,0.000874959756672812
30,0.3609994625694053,0.1305463678659745,0.08995867000661309,0.09040726301759408,0.004601774475206723,0.0046109710545307395,0.05114818167025969,0.05934415838457451,0.059228645081653764,0.0008306891893679208,0.0008313675034362345,0.013719674604293549,0.03645068377629754,0.03629717452869308,0.0011452746604997885,0.0011383326084231965
31,0.38870769418126694,0.15116460441329188,0.10470247704697828,0.10534772014746205,0.005384488575423228,0.005384530921433449,0.061602362476960465,0.06997238633813319,0.06990522052258805,0.0009649452137914182,0.0009658239275668772,0.017306829647400167,0.043729756998730496,0.04353269920183479,0.0015119021769551242,0.0014964202606424228
32,0.4164159257931286,0.17384211940016653,0.12122455365595525,0.12198577820902042,0.006607976520658738,0.006562685123111368,0.07365485301076942,0.08268120120007738,0.08269598249227722,0.0011937390528377369,0.0011948309980496618,0.021666363894539332,0.052661597465009806,0.05264064432655219,0.001958588439448389,0.001955153567551301
33,0.4441241574049902,0.19857286926088646,0.1397175887015407,0.14058160988819215,0.007719288633601077,0.007639221772313812,0.08743206900181405,0.09746627195057989,0.09752183447729754,0.002253086153661048,0.0022523593719500565,0.026919612005788508,0.06329993859722881,0.06334244580125564,0.0034296528906239336,0.0034281631384060155
34,0.47183238901685187,0.2253138286570116,0.15986135315613131,0.16082554763114204,0.00895379538099199,0.008834690615063989,0.10304714173169433,0.11301782160251529,0.11308520319487482,0.0023911274914436664,0.0023859810852310363,0.03319605525744924,0.07550164570259811,0.0755163976618826,0.004970430079845294,0.004964018294802039
35,0.4995406206287135,0.2539829618356392,0.1830672692362198,0.1839887061936103,0.010096424962337085,0.009943237915844696,0.12059501269641898,0.131409080932431,0.1314325241623319,0.0025632674186223214,0.002561795985482073,0.040631332630230985,0.08943723298501693,0.08928248836645575,0.00582717072924348,0.005808259674493494
36,0.5272488522405752,0.2844584041473063,0.20675962797974448,0.20774533701231362,0.01146911013313374,0.01126577471772596,0.14014753229694554,0.1508524003606086,0.15081716389560368,0.002750154441086787,0.0027471154919435554,0.049364637424342446,0.1045864666778365,0.10521682759581347,0.006774374213745482,0.0076191014999025235
37,0.5549570838524367,0.316578982103742,0.23322556009868683,0.2342954258256067,0.012850126054443174,0.012610661048080986,0.16174878336477644,0.17204236951606786,0.17192721807099245,0.002941176646996162,0.002932792550936166,0.0595355034937824,0.12035781068322823,0.12083901890775225,0.007794828210892364,0.008585488758622294
38,0.5826653154642985,0.3501461393310241,0.2625210629728354,0.26352040717297365,0.014491510103309816,0.01423328385608185,0.18541086545541047,0.19587667795384675,0.1954111242802817,0.0031307963872126182,0.003107868278281172,0.07128001963952234,0.14023124462692438,0.13915745151834902,0.00989635375563444,0.009741496956840878
39,0.61037354707616,0.3849272665393318,0.2931346628680506,0.2931251083025493,0.01625670251371704,0.01573281723561707,0.21111037801952842,0.22079118005745704,0.22018112795043873,0.003463853823201774,0.0034364478442360804,0.08472654882886282,0.15965669405926583,0.15830054193090606,0.011087516960887675,0.01089596230643758
40,0.6380817786880217,0.4206603604818039,0.32440003546662877,0.3243236737830863,0.017783632426080043,0.017297174600448415,0.23878582816542915,0.24711452689215582,0.2463107292538448,0.0037498441688066887,0.0037190465536442834,0.09999106856859569,0.18140874304794427,0.1796310533027166,0.012582396480999465,0.012286697107172602
41,0.6657900102998833,0.45705986466174064,0.35779450198023866,0.35756212095791684,0.01883400269021859,0.01840743614983458,0.2683361611164883,0.2765646369980208,0.275429902027835,0.004501783204763247,0.0044654835356652345,0.11717228731807633,0.20377651200277933,0.20148710218827418,0.013894326004282052,0.013508521628389183
42,0.693498241911745,0.4938234782853075,0.39197064951301297,0.3915788284697554,0.019931359401856075,0.01953509701428837,0.2996205691487648,0.30653045498320486,0.30502904392905356,0.004743115497767908,0.004709109701343825,0.13634672632240097,0.22929738312997922,0.22644931816755773,0.0155800818383178,0.01509699839780772
43,0.7212064735236066,0.5306396644044361,0.4254948362741334,0.42504245757729747,0.020609907230235584,0.02032855464687909,0.33245967947902166,0.3373369162951082,0.335648560411982,0.005020421816594146,0.004990004589569047,0.15756398360228807,0.25597479062520334,0.25282438586634737,0.0170998462285103,0.016574328727706835
44,0.7489147051354683,0.5671955474370932,0.46104781813114587,0.46046933724996875,0.021085661828593342,0.02090380451834882,0.36663815613684003,0.37043679309006505,0.3684330392204369,0.005337798460641778,0.0053099605854535345,0.18084241413227353,0.28493969376936557,0.282344814206801,0.018746622168824206,0.01877942392229541
45,0.7766229367473299,0.6031848673353789,0.49434551873996263,0.4937780729238576,0.021414191572971704,0.021249919646594936,0.40190867917042106,0.40221896736677326,0.4001469795403491,0.005457665584647635,0.005464255106742894,0.2061654649800107,0.3157880308755331,0.3121962147708004,0.021132801718504228,0.02054523146999888
46,0.8043311683591916,0.6383156543253306,0.5272116879052671,0.5266258878166529,0.021673784225140335,0.021520689244437275,0.43799719120926184,0.4349908627763269,0.4326292030515843,0.005538426367163046,0.005570691405760025,0.23347889458163745,0.3457562228560693,0.34176590862576844,0.021981249946455342,0.021324688834050275
47,0.8320393999710531,0.6723173046192512,0.5617844852583035,0.5610583493274469,0.02144722151081008,0.021355750978380484,0.4746092314187446,0.4691040383620273,0.46664019838341597,0.005954928943860436,0.006053704210959144,0.2626890805530943,0.37585855932079903,0.37160129647988116,0.022642325948411344,0.021914025369824543
48,0.8597476315829147,0.7049467725562528,0.5957819767081513,0.5950406398495419,0.020983656682878764,0.020984394248777953,0.5114371151779781,0.5036184763937649,0.5012303569146276,0.006093829719733976,0.0062028094925756306,0.29366258076805474,0.40902350801682685,0.4046811546219325,0.023645832968964404,0.022865074774337253
49,0.8874558631947764,0.7359936456293928,0.6299213630467587,0.6290521814894164,0.019766623399844658,0.019833406142012722,0.5481676688793493,0.5385719523527525,0.5361479526566801,0.006013342005990062,0.006111793611914729,0.3262270593571849,0.44294437273474,0.4386707230249291,0.02421795991947507,0.023429939257534192
50,0.915164094806638,0.7652839320344156,0.662809239336776,0.662024783559948,0.0186296720032803,0.018659745557294438,0.5844901967156655,0.5731849448983569,0.5717440345010999,0.005890501957847518,0.005836068801283738,0.3601736254675004,0.47645864390886605,0.47196657930150976,0.02412957689889029,0.023315184472080457
51,0.9428723264184997,0.7926824611481285,0.6950819637935098,0.6945760856003991,0.017308972880722393,0.017347082659300978,0.6201043426328285,0.6059080718028397,0.6046860090476095,0.005966400767814888,0.005879470473958309,0.3952605617697954,0.509237111860045,0.5050171461025548,0.023743956484559098,0.023013452129994397
52,0.9705805580303613,0.8180938707366806,0.7257593028530287,0.7255105236689638,0.01578248553782024,0.01579381217416485,0.6547275168181214,0.6396809399552281,0.6376758881068856,0.005487823385994629,0.005656765972492339,0.4312183463100737,0.5412884235216732,0.537136782617372,0.022929563774667632,0.022291963676680626
