,Standard_beran,True_proba,NN,Linear,Linear_MAR,NN_MAR,Standard_Beran_delta_obs_only
0,0.001176827927001374,0.0005954716959135856,0.00045422537841233824,0.005322694575250916,0.0012194879837320867,0.0008207940795418668,0.0010234364767100718
1,0.000801843230514868,0.0005135355872898672,0.0006057114448526324,0.006619340272250504,0.0019239444500367686,0.001749856107196303,0.001366912056759897
2,0.0008752668184129282,0.00041511569839032856,0.0005607365934309446,0.008580868804778725,0.0016198294234677731,0.0011819822010488963,0.0012515952503999307
3,0.0006456834213779106,0.00038655140002552654,0.00019384759252954632,0.006326828425525942,0.0018775800721874472,0.001737143706323214,0.0014078842851983713
4,0.0003376034263722021,0.00032142488650498135,0.00022797279893171628,0.006295302017788437,0.0011741064923776138,0.0008067692039800072,0.0007574474514142343
5,0.0008911825964747366,0.0006812547435545335,0.0008219785662310562,0.004586372709259147,0.0012851342312615935,0.0010900972829152988,0.0016059616218215985
6,0.0005324368141967057,0.0004087778759877593,0.0005166222346463491,0.0052010789255105185,0.0014985254323355705,0.0013948631883353986,0.001818394318958787
7,0.0008700156026645686,0.0007462902425751306,0.0006522716436513074,0.009184456147327243,0.0018131759135491306,0.0016686713050114192,0.0012060558009470716
8,0.0004535232943530058,0.0002773299418939444,0.0003153201120690638,0.0061742388119149965,0.001481738138330447,0.0014252209885235708,0.0015470553249088367
9,0.0007905887084599853,0.00043205260505807704,0.0006798931340209572,0.0041329634530704274,0.001240018128353589,0.0013041294918887832,0.0009946829835062174
10,0.0007825249026311006,0.0004713875634273175,0.00037167864365482287,0.0038065684768100756,0.0012048812399040301,0.0007259384829833732,0.00041849514019384266
11,0.0003146286887147514,0.00027043572931415065,0.0007934836730891852,0.0064172763103567225,0.0017648781772553242,0.0013951637303457629,0.0010565079746691162
12,0.0012236121510889816,0.0010713853278997065,0.0021148590550442085,0.004923788932387659,0.0014073281997364134,0.001163478915321529,0.0009457563287361592
13,0.00023375873990659246,0.0003526604466592962,0.0003634744296097333,0.004792331556515727,0.0014326489741207594,0.0009234317809822268,0.0009194511151519002
14,0.000474330979870188,0.0006648758103983092,0.0010801121345634342,0.010591072353235052,0.0010813779083637762,0.000593893944009783,0.00037624560149278525
15,0.0003883548316577785,0.0004381800592946528,0.0011043217750039813,0.0067084681878288085,0.0016033094768649464,0.0013993607096031817,0.0006348520659636169
16,0.0005288683433281159,0.0005301156678771136,0.0006088127536227129,0.0047391789749307925,0.0014200005955908109,0.0012414725976737466,0.001108520027477861
17,0.0005021230419130492,0.0007530999879839334,0.0016399768578280944,0.008255347059621216,0.0014749795448506834,0.0009140115643668506,0.0005648769766765574
18,0.000486512226245675,0.00040264596444248337,0.0005014772092373528,0.004383183299504846,0.0015083378593417972,0.0010793228979122374,0.00039650386518834163
19,0.0009908408365875815,0.0006576915505264577,0.0007301400754817659,0.004557868206926412,0.002340959673752765,0.0016863417880635537,0.0011469584002086254
20,0.0005102292055465076,0.00032534619483836534,0.0006498457632036921,0.003680007887952771,0.001802962118830598,0.001642070129011634,0.0010387207439291185
21,0.0005410636433874016,0.00047799164763464604,0.0007328545395901465,0.005338852615714829,0.0012151484707544357,0.0009804517034517355,0.0009679765550305526
22,0.00028354068480105976,0.00042118716634496455,0.0006263167493378202,0.003915242068137065,0.001400389487793834,0.0012342442396476364,0.001142504802755661
23,0.00016495802134579998,0.00022086098458154734,0.0002810594984534307,0.00538694154989057,0.0012061188487179988,0.0009825271929639228,0.000331884147295175
24,0.0007500570496946288,0.000561098314214874,0.0004677017681058195,0.008212264565068727,0.001783421067447269,0.0015581646237733198,0.0009009844643138158
25,0.0004293195434035501,0.0004082839424312311,0.0005984645877541486,0.004303608997211749,0.0015950571137641123,0.001416131196773264,0.0012686336752496246
26,0.0007443691015603666,0.0006288048483054774,0.0008112492949817039,0.0036138122392936588,0.0016603046499247527,0.001337664787827565,0.000785844193468702
27,0.0007924219725323101,0.0006016746049282033,0.0007392318288121782,0.004103305678657017,0.002238908637584758,0.0018612168482198266,0.0020612340383966282
28,0.0005397804365987479,0.0011468484737511251,0.002454272702199727,0.012991011861741154,0.002248838207984707,0.001862003852474551,0.002687727315938139
