,t,true_cdf_0.3,Standard_beran_cdf_0.3,Standard_beran_mise_0.3,True_proba_cdf_0.3,True_proba_mise_0.3,Subramanian_cdf_0.3,Subramanian_mise_0.3,NN_MAR_cdf_0.3,NN_MAR_mise_0.3,NN_MAR_with_delta_cdf_0.3,NN_MAR_with_delta_mise_0.3,NN_two_steps_cdf_0.3,NN_two_steps_mise_0.3,NN_two_steps_with_delta_cdf_0.3,NN_two_steps_with_delta_mise_0.3,Standard_Beran_delta_obs_only_cdf_0.3,Standard_Beran_delta_obs_only_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,Standard_beran_mise_0.5,True_proba_cdf_0.5,True_proba_mise_0.5,Subramanian_cdf_0.5,Subramanian_mise_0.5,NN_MAR_cdf_0.5,NN_MAR_mise_0.5,NN_MAR_with_delta_cdf_0.5,NN_MAR_with_delta_mise_0.5,NN_two_steps_cdf_0.5,NN_two_steps_mise_0.5,NN_two_steps_with_delta_cdf_0.5,NN_two_steps_with_delta_mise_0.5,Standard_Beran_delta_obs_only_cdf_0.5,Standard_Beran_delta_obs_only_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,Standard_beran_mise_0.7,True_proba_cdf_0.7,True_proba_mise_0.7,Subramanian_cdf_0.7,Subramanian_mise_0.7,NN_MAR_cdf_0.7,NN_MAR_mise_0.7,NN_MAR_with_delta_cdf_0.7,NN_MAR_with_delta_mise_0.7,NN_two_steps_cdf_0.7,NN_two_steps_mise_0.7,NN_two_steps_with_delta_cdf_0.7,NN_two_steps_with_delta_mise_0.7,Standard_Beran_delta_obs_only_cdf_0.7,Standard_Beran_delta_obs_only_mise_0.7
0,1.0000002361321898,1.2751128614096885e-06,0.0,1.6259128093324067e-12,0.0,1.6259128093324067e-12,0.0,1.6259128093324067e-12,0.6267395540053088,0.573252507669527,0.29089718411610305,0.23103780701625706,0.02136897058986162,0.0007696586275893211,0.012393965426056952,0.00027872785707051145,0.0,1.6259128093324067e-12,1.6529237674145492e-06,0.0,2.732156980883913e-12,0.0,2.732156980883913e-12,0.0,2.732156980883913e-12,0.6338792429302963,0.5802165820470818,0.2660000171023283,0.21105489383388815,0.02384103226165346,0.0008802653572919622,0.013389906225549884,0.00030073960728889225,0.0,2.732156980883913e-12,2.0307345305337066e-06,0.0,4.123882733501959e-12,0.0,4.123882733501959e-12,0.0,4.123882733501959e-12,0.5822793785283041,0.5277582308587264,0.23265686386959358,0.17799110881151192,0.026365440337358034,0.0010875463671089292,0.014743430211731917,0.00038141200618484173,0.0,4.123882733501959e-12
1,1.0672928807561948,0.2964928878120354,0.33122524476044346,0.003914868399782168,0.33264045565175576,0.003946134474341262,0.33123822219765303,0.005305397298836505,0.7496274027729861,0.3548748106118129,0.46964299143203697,0.1514831412561453,0.31605166738973817,0.008265346633721781,0.32560869348866667,0.007022234729415553,0.34860081083778693,0.009883127164817117,0.36610881520745453,0.3636733177015087,0.0017814996971850894,0.36471635451702333,0.0016166195365776468,0.3608171784364145,0.003048749957588841,0.7572503204039047,0.30007625803592414,0.45611853200617936,0.12496404607416926,0.3491634001357851,0.0055661789594427255,0.3576201681947536,0.0032278519331474104,0.38009067327353535,0.004930915643233861,0.4288358607946263,0.3958484920712925,0.003777355643520148,0.397579682554653,0.003768614730891093,0.3884630609534181,0.005334019030868565,0.7622758182351899,0.2498318685158035,0.45735717139750187,0.10863351196179981,0.3846876476156334,0.008341096679128166,0.3935617045518676,0.005492447791926036,0.4088674884569891,0.006070877297006096
2,1.1345855253801997,0.4943163511755261,0.5401011598817881,0.005529372117082863,0.5379530635613216,0.004952962271460727,0.5351363258915939,0.005676230142733932,0.8346445544993623,0.22371792182393221,0.5792028369462962,0.0994724159906479,0.524109406872688,0.01015672342019328,0.5346075543799826,0.007525357097804326,0.5634081655389848,0.0108661005664368,0.5868199640239797,0.5814039566415329,0.0021730476406686865,0.5823286220634529,0.0018930081675507212,0.5723021920135405,0.0030400557233338874,0.8198943022135871,0.17111472113204815,0.5697738570223266,0.08912952757895884,0.5686051276280051,0.007286457464968215,0.5765799068528223,0.0038328200182831517,0.598920025102135,0.004299562990375291,0.6624020916515679,0.6207214662732767,0.004497561383569468,0.624794252076628,0.004143257037622005,0.6064010609869535,0.006969841028194959,0.8454941640792345,0.13229177021075958,0.5978513069516578,0.08826497407757346,0.6132730716406228,0.010089896640617421,0.6193720164806462,0.0065592047362834725,0.635156063691684,0.006534177800212899
3,1.2018781700042047,0.6295295388795645,0.6746627798557617,0.005612657050694376,0.6725438284251346,0.004934055987115189,0.6624311149201796,0.006495253462446896,0.8693187724574578,0.14563976064226086,0.6491726538782059,0.07374736641771917,0.6563056429094872,0.01096979061747598,0.6688520023739838,0.00759015697997573,0.694027593722004,0.010508670507604574,0.723956916095712,0.716446768558124,0.002439426063533906,0.7171027088752695,0.0021829669216490806,0.7012029493549907,0.003978173689029888,0.8532316999096643,0.11603583770004856,0.6577468080937737,0.07605095155027594,0.7013057628848403,0.008442041866079036,0.7108159571810844,0.00449427796039787,0.7308581255167644,0.004603838239693545,0.7943161677696668,0.7548721677568344,0.0044095288643742694,0.760533227644343,0.0039866892094477194,0.7354590935209403,0.007338847112575575,0.9168252709553397,0.06911534330768361,0.6926424889207418,0.07604603291199923,0.7464618742144681,0.01038296438073068,0.7531623195932883,0.006649852391305702,0.7668774673002845,0.006828114426992719
4,1.2691708146282097,0.7239475626732114,0.7635372586685749,0.004964356309718529,0.7609815854035789,0.004316697936740079,0.7542364161120755,0.00658357106513075,0.902448332620984,0.09945900019607387,0.7031534772318656,0.06076591946553412,0.7425866856917707,0.010069318665981375,0.7565130189990079,0.006637314213175091,0.7808885423645306,0.00935676508439803,0.8114791178490103,0.7999911027834176,0.002047680365446691,0.8020691228800061,0.0015999583221387409,0.7876347289823776,0.003978332541746193,0.9202844263906482,0.06760635267178991,0.7312742614412394,0.0643085038127173,0.7838955608506069,0.00733855193144631,0.7945567873044912,0.003734987385031107,0.8125870595254368,0.003667004159186598,0.8712558985128059,0.8342261465146781,0.003243873902277242,0.8398728809757369,0.002733926857808403,0.8150612282918089,0.006473511427396613,0.9562054036489052,0.03164574180426306,0.7563267529496298,0.06353257770538157,0.8237630602584487,0.008060704398471659,0.8299923387616914,0.005092774705496413,0.8422334514033685,0.005058397372888556
5,1.3364634592522147,0.791151327484112,0.8270552282175688,0.003894212738726342,0.8238775432811712,0.003450985370448503,0.8144593732969078,0.004892396226430238,0.9347480770219454,0.06642803347755265,0.7531352063982716,0.050631280398564245,0.8029721614362029,0.00859056005689546,0.8176361083322756,0.005324827073796864,0.8423043535667748,0.008013615045635586,0.8686892213375783,0.8596654384450619,0.0017754814686510966,0.8602106257839836,0.0014268514889554764,0.8451273011856586,0.003389428366496392,0.9256068654866436,0.05468358840784973,0.7722717559836201,0.060342268165611,0.8407340963436237,0.006487082038409523,0.8524627145853071,0.0030758145771062205,0.8719646891536681,0.003324683855606057,0.9174401235822086,0.887436517548538,0.0025086672364031354,0.8918776023952704,0.002017412301477371,0.868973661656393,0.005313286500996565,0.9712573763043659,0.01695796766361067,0.8042700431735824,0.05369326381045141,0.8760078906990181,0.006455928186677451,0.8819782783821892,0.004067365705655156,0.8950932351446268,0.003797817781735485
6,1.4037561038762194,0.8398138186420393,0.8734104572219188,0.0033649247168458176,0.8719597158001372,0.00286933402359835,0.8562305607564065,0.004398509789909249,0.9650134854860473,0.03790854654802601,0.7961409117593616,0.04062738746823233,0.8495668308547001,0.0076443558554334535,0.8635586781320448,0.0046944941627314616,0.8824573557673604,0.0064110480867840295,0.9068981317044017,0.9009558027365593,0.0013515484704447905,0.9020892354652217,0.0010606056680631045,0.8834276161409594,0.003189111723323905,0.9563915351208717,0.030874460918459266,0.8135414916149322,0.050547743318394164,0.8823603447304784,0.005609969538037578,0.893909801975399,0.002625608728092177,0.9080629166442017,0.0026106244979779087,0.9458882295173698,0.9236224684368353,0.001704762329682873,0.9270100483646718,0.0013580251230349023,0.9033759139493952,0.004385735303601674,0.9738177022936041,0.013440557607035181,0.8345644093406601,0.050690264912092206,0.9102545375718498,0.0053118578289410336,0.9173201332377683,0.0031495506516985776,0.9261030373233023,0.0031521846611299582
7,1.4710487485002244,0.8756018706493898,0.9062938777132713,0.0030575890510219305,0.9039801052677361,0.002402554126681876,0.8849728184265689,0.0038941566541560784,0.9700996768856142,0.02686026819011221,0.8216919882546224,0.03868440969437428,0.8817856593740444,0.00689099303339993,0.8966270621104765,0.003990798746018351,0.9115996450760511,0.005163364182950426,0.932917298189349,0.9275255682167051,0.001134032538205714,0.9284983346018256,0.0008681149457108711,0.9080607168418844,0.003091392459956131,0.9716362627769226,0.016279677905730313,0.8531228790528083,0.03598685226672028,0.908183869644322,0.004863938946764781,0.9203389999500219,0.00222883104004547,0.9322400004406808,0.002058156263911019,0.9638251080968152,0.9459198465256012,0.001232303625802721,0.9500343466517467,0.0008582182791112533,0.9245006749074424,0.003875231121124062,0.9747469383218338,0.011833893420701052,0.8596855235799584,0.04806505027419079,0.9336336478996468,0.004156174661871175,0.9400399947732009,0.0023097007860814677,0.9468948142732395,0.0022996640174837973
8,1.5383413931242294,0.9022953396344564,0.9280210144081419,0.0025494031039811627,0.9297326334267482,0.00210550496340443,0.9050164055193964,0.00345185455512788,0.975147129639439,0.01887065402286262,0.8440618024756439,0.0375876935974296,0.9088832872131778,0.006004583191709316,0.9204401204378041,0.0033124148896492454,0.9322127975350603,0.004010811057077757,0.9509509141385356,0.9454423130396268,0.000982716063585431,0.9479524770362734,0.0006781416833680703,0.9252851670766981,0.0028922873053294474,0.9751491559272994,0.01300965016771547,0.8756188780061939,0.03331021002549733,0.9289998920802103,0.004171455791950429,0.939164452974751,0.0018975459994891109,0.9490222989503269,0.001717915988385798,0.9753766830072956,0.9603877790786041,0.0009328721381171015,0.964558606289758,0.0005723573484972882,0.9386941514854754,0.0034369550080241384,0.9796447520436246,0.007408036728492177,0.8791997240588606,0.0454932690014601,0.9499701106115785,0.0033156431210210977,0.9556634604660106,0.0017845681291225502,0.9601830047816192,0.0018923094767640191
9,1.6056340377482343,0.9224630805005715,0.9440442937244131,0.0020202181301680095,0.9459503554881274,0.0018610230004355857,0.9175504379536592,0.0037052151027003382,0.9756692696952289,0.015927788815260562,0.8605384949325255,0.03800620239518834,0.9252051858646861,0.005964741873683014,0.9354395969540732,0.0032115701236084737,0.9447884315710965,0.003541382823118851,0.9636525425458751,0.9583072100326073,0.0008342306424785296,0.9603431256557325,0.0006651107781888129,0.937959739585634,0.0028007266204501335,0.9785747079189937,0.01054740758082727,0.8932212672318259,0.031753432963501756,0.9428220222311147,0.003953006892783113,0.9520153056351774,0.0017491363192574732,0.9609933834740534,0.0014160428976505105,0.9829611793722453,0.9701967783148981,0.000762111381361455,0.9737665005392364,0.0005015656941937008,0.951713641362475,0.002583873146769347,0.9800151688926677,0.00711046104859076,0.8932783421301399,0.043905244627626114,0.9615562297265527,0.002827212400504604,0.9667951069157564,0.0014048965531596321,0.9713063530231137,0.0013065953118586925
