,t,true_cdf_0.3,Standard_beran_cdf_0.3,Standard_beran_mise_0.3,Standard_beran_test_mode_cdf_0.3,Standard_beran_test_mode_mise_0.3,True_proba_cdf_0.3,True_proba_mise_0.3,True_proba_test_mode_cdf_0.3,True_proba_test_mode_mise_0.3,Prior_proba_cdf_0.3,Prior_proba_mise_0.3,Prior_proba_test_mode_cdf_0.3,Prior_proba_test_mode_mise_0.3,LogisticRegression_cdf_0.3,LogisticRegression_mise_0.3,LogisticRegression_test_mode_cdf_0.3,LogisticRegression_test_mode_mise_0.3,NN_BCE_cdf_0.3,NN_BCE_mise_0.3,NN_BCE_test_mode_cdf_0.3,NN_BCE_test_mode_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,Standard_beran_mise_0.5,Standard_beran_test_mode_cdf_0.5,Standard_beran_test_mode_mise_0.5,True_proba_cdf_0.5,True_proba_mise_0.5,True_proba_test_mode_cdf_0.5,True_proba_test_mode_mise_0.5,Prior_proba_cdf_0.5,Prior_proba_mise_0.5,Prior_proba_test_mode_cdf_0.5,Prior_proba_test_mode_mise_0.5,LogisticRegression_cdf_0.5,LogisticRegression_mise_0.5,LogisticRegression_test_mode_cdf_0.5,LogisticRegression_test_mode_mise_0.5,NN_BCE_cdf_0.5,NN_BCE_mise_0.5,NN_BCE_test_mode_cdf_0.5,NN_BCE_test_mode_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,Standard_beran_mise_0.7,Standard_beran_test_mode_cdf_0.7,Standard_beran_test_mode_mise_0.7,True_proba_cdf_0.7,True_proba_mise_0.7,True_proba_test_mode_cdf_0.7,True_proba_test_mode_mise_0.7,Prior_proba_cdf_0.7,Prior_proba_mise_0.7,Prior_proba_test_mode_cdf_0.7,Prior_proba_test_mode_mise_0.7,LogisticRegression_cdf_0.7,LogisticRegression_mise_0.7,LogisticRegression_test_mode_cdf_0.7,LogisticRegression_test_mode_mise_0.7,NN_BCE_cdf_0.7,NN_BCE_mise_0.7,NN_BCE_test_mode_cdf_0.7,NN_BCE_test_mode_mise_0.7
0,4.324990460785376e-05,0.0001389522887413829,0.0,1.9307738546468672e-08,0.00014458278038001704,1.0588945565103533e-06,0.0,1.9307738546468672e-08,6.209333695981644e-05,3.876099654546862e-07,0.0,1.9307738546468672e-08,6.892320275705299e-05,4.7519445283449417e-07,0.0,1.9307738546468672e-08,5.856128515409953e-05,3.459757012288463e-07,0.0,1.9307738546468672e-08,5.6120935023749044e-05,3.1866740860474166e-07,0.00014811995243839667,0.0,2.193952031035286e-08,0.00014711923903689805,1.097077733300991e-06,0.0,2.193952031035286e-08,0.00026278653908145655,4.34475578909548e-06,0.0,2.193952031035286e-08,0.00029371986820875496,5.432646748639243e-06,0.0,2.193952031035286e-08,0.0002709659958241795,4.771216246300023e-06,0.0,2.193952031035286e-08,0.00027169620602342183,4.874866605337111e-06,0.00015970914285358485,0.0,2.55070103110268e-08,0.00015857613419452797,1.15455969330873e-06,0.0,2.55070103110268e-08,8.071796986002133e-05,4.2661377649194924e-07,0.0,2.55070103110268e-08,9.087452914822048e-05,5.371110168910208e-07,0.0,2.55070103110268e-08,7.84171421376878e-05,3.9266572119226793e-07,0.0,2.55070103110268e-08,7.633021807647356e-05,3.661234891734553e-07
1,0.028641462010818707,0.08791766870602738,0.09182990489356124,0.0006386117965812042,0.09146355374580932,0.0007590399861094484,0.0897099972016549,0.0005910086525790636,0.09345923645403649,0.0005545167113562475,0.09043376454860295,0.0006238488803545833,0.09406974435493182,0.000636214483141335,0.08943747907636768,0.0005624116761553433,0.09312342633598499,0.0005565405196700772,0.08942030290015511,0.0005741644332483489,0.09318197936654349,0.0005618588762539015,0.09343904362136617,0.09341995431968465,0.0007850901562003412,0.09384642609839691,0.0005438760511982133,0.0936999363183935,0.0007744805399999874,0.09425089300894428,0.0004457489677811176,0.09419771496256274,0.0007966921102602991,0.09468442518279474,0.000452297104995493,0.09358914102944256,0.0007225805965178683,0.09451796419601802,0.0004434260325681607,0.09352418748526337,0.0007289236135833333,0.094242508864336,0.0004448293324896379,0.10037108666932548,0.10340068229496482,0.0009313153223802148,0.09934888786888166,0.0008426725585973695,0.10178855596670551,0.0007192549656389854,0.10093860308958622,0.0005284376819666166,0.1033092576051091,0.0007541532199833603,0.10008929925582276,0.0005844514431730613,0.10248224714882019,0.0006999216761621969,0.10174807161977506,0.0005299260343324383,0.10230443137528474,0.0006996241068773691,0.10146797061860038,0.0005227866527866186
2,0.057239674117029564,0.16799021127695368,0.17585565124545952,0.000987235638206245,0.17181683510074194,0.0011469099337699648,0.1723946157258052,0.0009354593599434219,0.17686392673865087,0.000742116287042406,0.17312972369358867,0.0009935940898502856,0.1761227848854729,0.000801598086134114,0.17171261636193144,0.0009693117340092297,0.175990159000664,0.0008256240609244821,0.17170451205392406,0.0010234414290959566,0.1760499876861724,0.0008279629728789312,0.17802548154327735,0.18069397138635399,0.0010573139367513547,0.1755116769053516,0.0009698978552257195,0.18171516676245683,0.0010141062411644008,0.17859834004751865,0.0007466240982371058,0.18254113463932525,0.001042475130722065,0.17860806587012085,0.0006836176341788566,0.18196533419489117,0.0009990687192162858,0.17900326494271104,0.0007807127085270203,0.18175934613588893,0.0010343291170423303,0.17866268127251658,0.0007756688263832427,0.19053853990350472,0.19419811653830274,0.001392503474730476,0.18487615664413443,0.001154140173044122,0.1943334044824863,0.001102333771272604,0.19094513590815776,0.0007697195424687139,0.19593017457140877,0.0011812567578205829,0.19004663560742535,0.0008134863588770509,0.19579868852390805,0.0010856114689040412,0.19274945365677376,0.0008400458382118561,0.1954891320408005,0.0010753625678223328,0.1921716101541066,0.0008209239544440586
3,0.08583788622324041,0.24103311205591954,0.2489189532634991,0.001166279329376709,0.2491633747847202,0.001462666746390853,0.24480667811349888,0.0012315332202064992,0.25484644607666157,0.00091788091749298,0.2463174055103038,0.0012738887804438512,0.2543161569693894,0.0009929772039019278,0.24416858082611625,0.0013013922273595136,0.2535318648311698,0.0010176363815133185,0.24418727313842484,0.001382566184967757,0.25354080898156206,0.0010359919498259488,0.25471960353212847,0.25829919806596857,0.0013830520628707239,0.25436654260556724,0.001237584059209995,0.2586457686317264,0.0013935169499635735,0.2573445049891578,0.0007973076929794602,0.2595846034201317,0.0013238956683056637,0.2583626792217888,0.0008273673594647993,0.25922304262656526,0.001353836219252687,0.2575921430771644,0.0008703624297764462,0.25895616502216234,0.0014050484979176152,0.25717337233160603,0.0008693937697100572,0.2716687451098968,0.27596532279498337,0.0016718939910325744,0.2680098861341623,0.0014589787853953665,0.2767665799507116,0.0014785161506072556,0.2727719774495316,0.0012458911964336949,0.27868064770505396,0.0015165276340415954,0.27170398906465293,0.0011259631310667766,0.2783566592998038,0.001382644547001485,0.27490607857995664,0.0014169940356195624,0.27798982026000973,0.0013861674803179352,0.2741668437644173,0.001419277886700059
4,0.11443609832945127,0.3076635097291295,0.32193218855166605,0.0017457852176953385,0.31458480945216466,0.0019136236374153914,0.3152999248701678,0.0017220601653624317,0.32035279113388726,0.0010619859710206683,0.31687901940289787,0.001815938615921527,0.3203470504945034,0.0011142087874073583,0.3142339053753338,0.001793752248690786,0.31850790270687146,0.0012505403965893502,0.3142437658774984,0.0019285755028387182,0.3185404784603661,0.0012544305836598099,0.32425780010533,0.3299792321164807,0.0015585131279810835,0.3215113804091172,0.0015825342002813076,0.3281069885607323,0.0016735490569186593,0.32274067454375394,0.0011341275400019652,0.33016733826239125,0.0016250917306520848,0.3253174186103027,0.0010682579734402086,0.3290812242103802,0.0015534521804509754,0.3235949825696085,0.001232931279742811,0.32879243393681074,0.0016305734556933448,0.3230867851957886,0.0012522897324047406,0.34466748202371994,0.3464722004163559,0.0017627652600137522,0.34034691104274356,0.0016647842386489462,0.34758575533081143,0.0013383610902355783,0.34299624251181543,0.001303373811931921,0.34978479741933766,0.0014537390319728871,0.3425080999621701,0.0012629225125159046,0.34928599348508266,0.0013016936722101949,0.3459538746042456,0.0015067486329931653,0.3488877498974986,0.001329692930616261,0.34530890402389053,0.0015463581166333255
5,0.14303431043566212,0.36844436381274187,0.38504822797940014,0.0017914550295100573,0.3736635316473351,0.002276221853352257,0.3779924883271814,0.0017854468494354209,0.3797115426675711,0.0012500847624371295,0.3802712841755411,0.001799268691471024,0.3797892345363321,0.0013176658799468582,0.3771322461138269,0.0018914161657543822,0.3778981746174612,0.0015278195100296374,0.3772556111565016,0.00200043273152451,0.37794462877491314,0.001528165565606697,0.3873077530516086,0.3940000672873849,0.0016103514111880238,0.3822461361466597,0.0014912438352859211,0.39412464692567584,0.0016586739707125278,0.38524944258745586,0.0011098701852838226,0.3970013456685141,0.001670096570209096,0.3875507502099066,0.0010704925624014203,0.39481788764010717,0.0015534191176881122,0.38616353897711436,0.0013075040867836381,0.39454436742747584,0.0016265822111574146,0.3856284788335303,0.001319649074013055,0.41034974644616584,0.41208869105060536,0.0015027452849035725,0.40271633205274676,0.0018302635586838203,0.41191447577674806,0.0013915452504573802,0.40694343210766526,0.0017058508528360358,0.41422563602367796,0.0015394662844702778,0.40644469577239767,0.001457339150664726,0.41393993388360856,0.0013146502567855302,0.4100170403286696,0.0020659024780409845,0.4134949191887174,0.0013199913309527803,0.4093084701045981,0.0021243166451767903
6,0.17163252254187297,0.42388921109179023,0.4389663884649282,0.0020493604025420575,0.43099972906301187,0.002724517432243393,0.4319955255869413,0.002162343283603626,0.43765554698336856,0.0013906649608649577,0.43446706022569015,0.00222745386917255,0.43809046111088706,0.001388015227233036,0.43125766423119033,0.0022481990724743215,0.43593871782515287,0.0017187846555981629,0.43141724832639083,0.0023666706684805296,0.43596727843183236,0.0017520535207951357,0.44447484628134504,0.4487349100969363,0.0018380882540214544,0.4384091087169131,0.001951651386444643,0.4501281025715195,0.0019240469454469705,0.4420165292632932,0.0012857268418727925,0.45288444943476563,0.0018658331934723667,0.4449526214464134,0.0012190447015481374,0.45067691236837815,0.0018654553712557686,0.44337939918951363,0.001557981607342529,0.4503754456269743,0.0019408918334149338,0.4429630266488314,0.0015677266803029533,0.4694488492806862,0.47019100081779336,0.0019984766938827623,0.46097929527356074,0.002061402564036902,0.47029139931877195,0.0019461365418641985,0.46423959776020124,0.0019147629039658182,0.4725193831342398,0.0020328613372235294,0.46377233218102043,0.0016926967967571054,0.4721479241155362,0.0017733272762286713,0.46715067180414604,0.002320108911341592,0.47175568066783574,0.0017919543689059697,0.4666453508842791,0.002411670429343479
7,0.20023073464808383,0.4744665044869786,0.4884861051409658,0.0024035875779798615,0.4829977688420852,0.0026966005744593806,0.4827343168190059,0.0023996341000320676,0.4914335456775349,0.0017100951705252283,0.4846709630556646,0.002608195835211592,0.491547128997267,0.0016558288141910636,0.48174199110087373,0.0025344150763902795,0.48991794668205096,0.001938239889314113,0.481962534173113,0.0026382433514775556,0.4900954692038242,0.0019159360869165322,0.49630797851416253,0.49799517389057135,0.0020000670995934068,0.4918667031455773,0.0020967256088114893,0.5011226947437445,0.0021051779591331776,0.4956134393026656,0.0015530979709390369,0.5034147499521026,0.0020409324384790244,0.4989995552191783,0.0015056337317756318,0.5013897118635058,0.0020584279355028534,0.4969442068572385,0.0018429010294845744,0.5011804748765838,0.0021236657087746412,0.4966244732502576,0.0018210760748905471,0.5226246035966658,0.518931200398018,0.002105005157417381,0.5171439291896939,0.002633741735068741,0.5210939984226669,0.0018272577219646982,0.5204286388271313,0.0020332123784911494,0.5234115533388111,0.0018693278959222256,0.5197972688012441,0.0018740956554931737,0.5231290335747546,0.0016854075569455293,0.5228697715682855,0.002497062316690713,0.5227440139289504,0.0016901179123576895,0.5224089338504365,0.0026339039747831183
8,0.2288289467542947,0.52060357100839,0.5318125027999944,0.0025591374322163924,0.53060772869318,0.0022831138788533905,0.5257466199915783,0.002436703199670227,0.5379519580509282,0.0019336238862615058,0.5275441674951677,0.0026695419178130275,0.538304236053918,0.001871696394922257,0.5249419688930689,0.002581706489597734,0.5361759910798752,0.0022252197926186986,0.5251564902310213,0.0026949352734038966,0.5364753221457257,0.0022049683857150405,0.543304833615188,0.5439159655205276,0.002128394828342883,0.5397651305546346,0.0021483465530782024,0.5461986175999836,0.0019014121964797863,0.5425553494802551,0.0018704451207002734,0.5493534734095136,0.0019910586771101015,0.5465468242904777,0.0018555658332165559,0.5467322733628408,0.0018730860525187742,0.5439743030499818,0.0022131409288310157,0.5466554244437869,0.0019340647869918867,0.5435998474385275,0.002180283385934173,0.5704706911251176,0.5666839484907694,0.0021516318756956546,0.5664779896165206,0.002607827884787324,0.5673985064174516,0.002054296432359942,0.5694076701386463,0.001805719953947701,0.5697688557242505,0.002084774135339461,0.5689440638781922,0.0017261429988408821,0.5693401829351631,0.0019590961446365298,0.5719996383397311,0.0023138420071812608,0.5689289478985586,0.0019772573614455944,0.571525256363321,0.002442537816582319
9,0.25742715886050554,0.5626902222368177,0.5743915113623789,0.0025701405541981794,0.5718186956463813,0.002192109759374791,0.5689138455566624,0.002508829664949401,0.5778748043624709,0.0021091543334048547,0.5701765933043295,0.0026558848088661722,0.577863507649636,0.0018798419357529553,0.5681944686359308,0.002615046354568799,0.5758997970341946,0.0024268953964777626,0.5684983190414047,0.002728657315422802,0.5762630599199997,0.0024086070949144033,0.5859166591839384,0.5863502558991154,0.0022078584906483913,0.5798415204281914,0.0023526313100208337,0.5889262643223474,0.0016799648076233113,0.5821349496977055,0.0021136980952405353,0.5923341203943667,0.0018906443459820732,0.5868654336559898,0.0019270125037379497,0.589392629349282,0.0017224872103870296,0.5833787502773965,0.002428781286561422,0.5893904341225147,0.0017858636301569639,0.5830668795122855,0.002383734957940239,0.6135212904297773,0.6104689725168282,0.002246147490778034,0.6066534166654751,0.0025257249138936583,0.6105519020662625,0.0020208395016899925,0.6112371894950064,0.0016178144619738704,0.6132254928492683,0.0020956999784477594,0.6109612149923708,0.0016586745347355603,0.612309811598183,0.0019806953246250367,0.6137444433443521,0.0021441945166079095,0.6119353679755887,0.0019971275402758744,0.6133310881837766,0.0022828255818416513
