,Standard_beran,True_proba,NN_MAR,Standard_Beran_delta_obs_only
0,0.00033994407476237826,0.0004299844271472879,0.0023902134073690616,0.0029820499961276553
1,0.000521765686495993,0.00027297229385934394,0.004627678847973196,0.0022565452425614427
2,0.00051326831081548,0.00040344083812625533,0.0020681969993257628,0.0009837148169771963
