,Standard_beran,True_proba,LogisticRegression,NN_BCE,RandomForest,KNN
0,0.0003618937497449371,0.0003054785755871401,0.0006496726025857507,0.0004751825965784537,0.00039432814474178355,0.0004714534895955661
1,9.428928987995464e-05,9.79190236371958e-05,0.0003291796498266652,0.0002387174497669478,0.00015652740838713772,0.00012913982448010337
2,0.000269850289470199,0.00011829525619403118,0.000510077020540771,0.0004507703876924825,0.00043833299598627565,0.0005079711977973679
3,8.216563410508406e-05,7.937715982957528e-05,0.00044446813699795297,0.00022765452128526936,0.00017680948494412985,0.0002749950695178469
4,8.557276180146875e-05,0.00014459183273946797,0.00044905735300546833,0.0001618016148132663,0.00024176884797865738,0.00022589237835681295
5,0.00016975169306940763,0.0001147740625955813,0.00042508983955298016,0.00019807662294453238,0.00020873576577555,0.0001595548596556129
6,5.2021970931339447e-05,0.00015159301712078975,0.00021389572924153865,0.00047953697830526256,0.0001481241476950289,0.00015382967877077764
7,0.00012548803207366245,0.00010891352679718939,0.000623182983666572,0.00016462031674486076,0.00021903212612397758,0.0002724309854096694
8,0.0005036270511589023,0.00039753822867681226,0.0007635920384337238,0.0005137299232315584,0.00048098373124980906,0.0005558357973928783
9,0.00023767969916259118,0.0002937816159359065,0.00048784025092314236,0.00026098219447346727,0.00035014551406981824,0.00025051939307097696
10,0.00024565873157915836,0.0002373517258046127,0.0003959511994009913,0.0005452493913902155,0.0003756721818631677,0.0003627011615210732
11,0.00012952028644599948,0.0001123313186920083,0.0005031580358217066,8.915622860786767e-05,0.00015820647995355144,0.00018212435687414388
12,0.0002533511261581082,0.00015658126505592527,0.00016654783043602053,0.0002877064875611482,0.00023055093913869646,0.00040801615136901566
13,0.0003043134756236234,0.0002585210611097682,0.000658166648576946,0.0004770656139830688,0.00029553900479746493,0.00026195689978627694
14,0.0003399391003814663,0.00013469275794223483,0.00041443118798415736,0.0005961979059625291,0.00026902754727225857,0.0002547706121968935
15,0.0002035967198163952,0.00019326019025329318,0.00049855080519354,0.00015141536629578037,0.00014156376846234653,0.00015592223841031917
16,0.00011209272951670517,0.00024218467598656807,0.0004827282258125956,0.00040303930926837404,0.00015600139457698213,0.0007114411933966197
17,0.00017668095515958638,9.488982513918839e-05,0.0003661948606700833,0.00017700581928006864,0.00016760755314876576,0.00021030452346333314
18,0.0001093637284761774,0.00019550991293886197,0.0005370474341501323,0.00018319555106841208,0.00016367276769780863,0.0002149842219592049
19,0.0002469323346486258,0.00024641406194274713,0.0006447838806783006,0.0005511743652896297,0.000270091124941154,0.00033680715363021847
20,0.0001615838697645817,0.00013544609933577526,0.00034468972190621424,0.00021215498637407038,0.00020089602342569232,0.00044984070480110514
21,0.0002301710908192827,0.0002020539920982468,0.0006145724453194963,0.00024763513226434136,0.0002722818465043179,0.0002604771756069004
22,0.00014691510108654743,0.00012596048673233168,0.0004175883406446771,0.00014444156784816498,0.00023698742503341355,0.00021731197068584017
23,0.0002503458086698815,0.0002544099057360579,0.0005263756850970148,0.0007865808534876591,0.00024099066618477567,0.00032483605319719405
24,0.00020086981742745532,0.00020874641807922206,0.0006500180866289093,0.00018162314905580888,0.0002597960601747494,0.0002465257156976857
25,0.000242333834013909,0.000239747234116874,0.0006627890263914093,0.0001438508932318474,0.000307493311693607,0.00045916672947506586
26,0.00018003233005343524,0.00017044970787444085,0.0004241153648493846,0.0005701878275424055,0.00021626043534215303,0.00033737504142557716
27,0.0003415301083424451,0.00027696675664872487,0.0006080058819107328,0.0002491559634126687,0.00031134488634483777,0.00028019068404609227
28,0.0002748023006306195,0.00015430052448323485,0.0005947952476120558,0.0003774633371180604,0.00044620458258225085,0.00029164575729463286
