,Standard_beran,True_proba,NN,Linear,Linear_MAR,NN_MAR,Standard_Beran_delta_obs_only
0,0.0012071906889236607,0.00040354767198789006,0.0005754258001854005,0.006211095443459605,0.006522466755822944,0.00133536968390042,0.0013432595839992264
1,0.0004954887383333588,0.0002688583570339347,0.0005276317070358462,0.007019931526846982,0.006910276062966389,0.0013277441099005438,0.0010206199996066823
2,0.0008042384479296853,0.0006980221925250515,0.0005407562923989003,0.0038333324534086427,0.005540384234745941,0.0009522039064450597,0.0011805772245671216
3,0.00051626342289181,0.0003757924486704047,0.0008763757373231549,0.007241272404972583,0.005865525004606276,0.001620377330000065,0.0013181856281365921
4,0.0007776134185434723,0.0009286772365397384,0.002176097637605941,0.003514345087590096,0.006095917301845396,0.0024283437280128214,0.001118663771744351
5,0.0003277638882504357,0.0004222939982667546,0.0004544477356165137,0.00921971978132168,0.005601322979710496,0.0013056204165313985,0.0008254254088872382
6,0.0008156882822948441,0.00032932577511109016,0.0003890450610591471,0.006849104331491298,0.004531900101542141,0.0008650413327091394,0.0010226230529022642
7,0.00042872523968813764,0.0008100470434602295,0.0005029022392807273,0.006240736435219838,0.005970656619086897,0.0010489273008706924,0.0003664172988239067
8,0.0008979319837424467,0.0005059012868133021,0.001027062297213789,0.003726386962084921,0.004216106235070272,0.0013114780700391815,0.0008917159146671682
9,0.0004109033005626442,0.00034010341295369974,0.0007092899652694991,0.005261351320941122,0.00546047592613424,0.0011142232961783476,0.00045994639576908653
10,0.0005583037086031299,0.00033247826697435987,0.0007459305251214647,0.004120142611519107,0.003972486712671617,0.000820437104426658,0.0005127466285937302
11,0.0008424367865412804,0.0005754781278779056,0.003506973250791499,0.010059905398190004,0.005209134161653008,0.001516767440897932,0.0009769718745526715
12,0.0003707828025842596,0.0004860652399806471,0.0004308860843748869,0.004478580756699775,0.004852960218077056,0.000508623462610262,0.0004968395063290372
13,0.0009987788572338211,0.0008042754483444744,0.0031077828492452543,0.005024908636357732,0.007499322560213757,0.002202424411885855,0.0008927982312356364
14,0.00043686670668615545,0.000368098937110798,0.0007883227983471364,0.011267461427118864,0.005372103264447908,0.0007351518174617146,0.0002990958161508817
15,0.0005337053693600075,0.0005213418699537479,0.0007541935117268349,0.005472015180452168,0.005701198887412432,0.0011839622839548082,0.0006504254379941412
16,0.000806485218480175,0.0005041249238533618,0.001958143993606887,0.004780859481878811,0.0069446042246756505,0.001307011682000404,0.0010882535430556757
17,0.0002215471845957039,0.0001935498644012743,0.0015485490052705106,0.0049529965276298386,0.005930672539947627,0.000868649034036761,0.0001287818350729556
18,0.000302749709216857,0.00026826501652428385,0.0009139800577121419,0.010947766628123495,0.005655750622208368,0.0011794465478444293,0.000411491227115462
19,0.00039291248569832296,0.000371840645893846,0.00036862529076615337,0.009388900839537393,0.005340068754876214,0.0008253056546036863,0.0006557187527610163
20,0.0007830689709193299,0.0005729139878448798,0.0015221816588226202,0.006294667303698615,0.005257650511252428,0.0017256109226657002,0.0011904810054990129
21,0.0009020778436029819,0.0005203598955446885,0.0024453256418902457,0.0050173416987717885,0.0057071971917786535,0.0010675854472997702,0.0007348391637706864
22,0.0010911449216019602,0.00034693714865911905,0.0011224578548225358,0.005095524352326337,0.005408846676850346,0.0009740821208427779,0.0012017497205093427
23,0.0005833648638435752,0.0004998515461016106,0.0004734332736412973,0.006944696444510227,0.0046537283509612915,0.0010991777325787848,0.0006928623507744617
24,0.0008374315158265775,0.0004896138396054578,0.0007349789659125925,0.0065627736247516385,0.004343434271722729,0.001087750985685686,0.0007717467077283162
25,0.0002620901643313616,0.0005120787834884794,0.0014677210782555634,0.0030062824575261223,0.004209233608122246,0.0011521731796495184,0.0003950433971766639
26,0.0006537419026963155,0.0005574610568614696,0.0009450336059497498,0.005920954948708698,0.006437648768636028,0.0017348775077561014,0.0008751796436577875
27,0.00021781227076763618,0.0005545989975428853,0.0010877878793082378,0.006240686766024964,0.004894104518735415,0.001356957883745203,0.0005120656820072164
28,0.0005151282876000965,0.0005581562115437473,0.0016181917489915142,0.007977296122103275,0.005728194059699743,0.001869641167123427,0.00041968458712764926
29,0.0008073761653906001,0.00030295330017320184,0.002021805913210393,0.009742339612277802,0.007027956471300967,0.001333890179514758,0.0005715936903395604
30,0.0011275785564614134,0.0007232202414353175,0.004802608798018137,0.006245179850428833,0.007994950837429852,0.0015880297536173835,0.0012105862720074411
31,0.0011036480145612962,0.00043326580280420355,0.00026887212444119153,0.01367847870110474,0.006539505780369229,0.002386379342521647,0.0010771614521292601
32,0.0002904582897893736,0.00013550183140542294,0.0001315755645427682,0.0070498977475638575,0.004581567761877974,0.0008189121836450895,0.00032531995937933126
33,0.0005717952138396201,0.0004365207455642369,0.001137215842675073,0.0037940772583628097,0.005135181600386199,0.0018885172800940605,0.0005554026601068951
34,0.0009539265483260497,0.00039800948854684795,0.0015578282812946328,0.006697593077425201,0.006285831576434807,0.0012991374312534632,0.0007369443331257061
35,0.000490828981662986,0.00032734257483228675,0.0012936903155422207,0.006666560888921855,0.006418993044432339,0.0012843404357775411,0.000532984984215138
36,0.0004406814142402606,0.00019999454855817273,0.0006040471410965859,0.009678090586992427,0.005374794029614294,0.001112063565405639,0.00037200153267580175
37,0.0002891606630243023,0.00013992544094161257,0.001359508826572998,0.005599651149572678,0.005656137467189376,0.0006699099992355232,0.00044574495230871917
38,0.0011942429174556855,0.0008288574113302638,0.0011844561376887,0.0055623898672976764,0.005862636785442325,0.0019330035818767534,0.0016840871530902398
39,0.00048225787739513006,0.0006554076962677045,0.0005329502339581185,0.007937047306975843,0.006027617768293184,0.0021321364075740324,0.0005151844313044244
40,0.00040437971693849204,0.0005628371997690114,0.0016534784519725025,0.0029423267854989453,0.003691635660925922,0.0012721452964328272,0.0005265016667754089
41,0.0005666329720747968,0.0005385504651838444,0.0005991089878090877,0.006927381053381892,0.005685262211964604,0.0013754135206344473,0.0006212183422202974
42,0.0003653330594770523,0.0009245232827845306,0.002475023167008829,0.008374753845860679,0.004206804521406206,0.0012526995412001987,0.0007172702000083325
43,0.0010448965168625634,0.00048505773942671783,0.0026206330262361814,0.012842575572413422,0.005614759634658052,0.0019826512727857478,0.0013059907620911351
44,0.0011216032223077936,0.0009120369082753721,0.0012534296469180384,0.009729627586350102,0.005281897208231595,0.0016116031983297223,0.0013695801106349984
45,0.00040455214572927714,0.00020653243465149952,0.0023482971701985853,0.009831953285309225,0.006483087346201419,0.0012415114954228833,0.00030151017955643185
