,t,true_cdf_0.3,Standard_beran_cdf_0.3,True_proba_cdf_0.3,LogisticRegression_cdf_0.3,NN_BCE_cdf_0.3,Standard_beran_mise_0.3,True_proba_mise_0.3,LogisticRegression_mise_0.3,NN_BCE_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,True_proba_cdf_0.5,LogisticRegression_cdf_0.5,NN_BCE_cdf_0.5,Standard_beran_mise_0.5,True_proba_mise_0.5,LogisticRegression_mise_0.5,NN_BCE_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,True_proba_cdf_0.7,LogisticRegression_cdf_0.7,NN_BCE_cdf_0.7,Standard_beran_mise_0.7,True_proba_mise_0.7,LogisticRegression_mise_0.7,NN_BCE_mise_0.7
0,1.7596910140032806e-06,5.6538712448022694e-06,0.0,0.0,0.0,0.0,3.196626005280196e-11,3.196626005280196e-11,3.196626005280196e-11,3.196626005280196e-11,6.026923560984457e-06,0.0,0.0,0.0,0.0,3.6323807609949637e-11,3.6323807609949637e-11,3.6323807609949637e-11,3.6323807609949637e-11,6.498517799255844e-06,0.0,0.0,0.0,0.0,4.2230733587244916e-11,4.2230733587244916e-11,4.2230733587244916e-11,4.2230733587244916e-11
1,0.034101392762671726,0.10377857905513337,0.10494233029968193,0.10551740972890322,0.10569748544097032,0.10215614413779112,0.0001053039027956253,8.523132199132736e-05,8.988456918778194e-05,7.326762032899209e-05,0.1102344431371752,0.11016951202857905,0.11019252171639936,0.1102189200772107,0.1085480581764764,0.00010785256806780377,0.00010854539683859126,9.07915058509696e-05,8.574533915567998e-05,0.1183291190577217,0.1170351017989142,0.11723151056742535,0.11764391384522423,0.11767429364995691,0.00011338624623178617,0.0001168309779308925,0.00010456361275893254,0.0001007608411002993
2,0.06820102583432945,0.196782623351935,0.19793022205242555,0.1981693850095329,0.19842244524210872,0.19273921024838578,0.00024998369986350846,0.00018123300184981158,0.00019272582191439777,0.000180032420232789,0.20831248238043443,0.2082538238233811,0.20710700717053526,0.20760264363892003,0.2049014975732495,0.00021200142514660265,0.00018299566263572443,0.00017274127795099736,0.0001575635904874669,0.22265140608479314,0.2205108126983737,0.2202710715853626,0.22104723875146795,0.22114472678349234,0.0001946943405588755,0.00016924639718658686,0.00016834395964967035,0.0001667994814845287
3,0.10230065890598718,0.2801353113505998,0.2831120675664872,0.2825363434947698,0.2827493867023954,0.27559865652412624,0.0003772605078204637,0.0002813578358255842,0.00031081611887834467,0.00030404008351138633,0.29557946953518793,0.2967296171409166,0.29543687200900914,0.29617713292908404,0.29234676889698086,0.00023627716549775205,0.00022651461394097104,0.0002230198025566779,0.0002084651284106238,0.31462992651391664,0.3143916964143718,0.31347513870684196,0.3143549538010669,0.31482601682284317,0.00023721158115601074,0.0002284429363630533,0.00023662305882051588,0.00023534381354842988
4,0.13640029197764492,0.354838198188841,0.35887626216597873,0.35873639996704126,0.35902394429867973,0.35051948998495935,0.00040564906753195345,0.00029618343689087064,0.0003357740562305401,0.00032643833947096086,0.3732270969329932,0.3748083374078118,0.3741158931881528,0.3747619715062923,0.3706784973048793,0.00028707182855865687,0.00031388022097403453,0.00034127864192204816,0.000286036136717945,0.3957252366477455,0.39476483152867475,0.39453200708625674,0.39580411260677567,0.3963335288964104,0.00035816399006312864,0.00029918691136444,0.0003176452708150575,0.0003167368618448638
5,0.17049992504930264,0.4217889041103642,0.42615219015676176,0.42604341691007014,0.4264103110293474,0.41721907051053486,0.0003500776880513381,0.0003142327460143156,0.0003648298481205151,0.0003455281087853955,0.4423156977553946,0.4445243303551699,0.4432055964444352,0.44390962392217764,0.4396705696194952,0.00026719255963960297,0.0002885836108977932,0.00032484945681717956,0.00027934140443111176,0.46722507481669673,0.46593568797997137,0.46471387948181025,0.46599159039249094,0.46677497994328687,0.0003559191081094397,0.0003054532831758104,0.0003240752334405551,0.0003178948628325385
6,0.20459955812096037,0.48179190015382756,0.48649519461755747,0.4857657769634661,0.48623966976655647,0.476753741651922,0.0004200991287524572,0.000337570496513503,0.0004025744365227563,0.0003891800225687965,0.5037887256322521,0.5063317795281376,0.5049376102068703,0.505533276621191,0.5014175095803859,0.0003385191386315674,0.00030202943300770753,0.0003378781625438663,0.00028312333590509793,0.5302648097871862,0.528814479156165,0.5269682846344671,0.5284173390735011,0.5296058952507852,0.00041663846144810487,0.00032007874957053456,0.0003600068453015967,0.00034613877058358307
7,0.2386991911926181,0.535568174572981,0.5405307953286848,0.5397653331757708,0.5402393983625222,0.5310153733222492,0.0004177813932368553,0.0003361085235236637,0.0003993541524710101,0.0003894621141930557,0.5584856381672589,0.5610719788250913,0.5605643515542793,0.5612442598725522,0.5570871272940523,0.00030717476050813803,0.00027377088762559824,0.00031312999842401815,0.0002632622799753973,0.5858454696448926,0.5832690499929019,0.5820518126998002,0.5834239146358996,0.5851651439480183,0.00038717768943146764,0.0003133449990649103,0.0003480299603631072,0.00031922231546633684
8,0.2727988242642758,0.5837638961384402,0.5892766793022574,0.5881618626956961,0.5885781255012672,0.5795133024604293,0.00047912609865749257,0.0003979986597256959,0.0004607584789169414,0.0004560972253390892,0.607153360324288,0.6092058962113726,0.6083661534754051,0.609132609252333,0.6051864496279888,0.0003324938506397113,0.000271019475056883,0.00031714995059523227,0.0002702188267466128,0.6348496374394463,0.6334791462520281,0.6314213408130681,0.632643921532619,0.6351276127623298,0.0003281657554778998,0.0002879452280416028,0.0003232752699926372,0.0002921736537094434
9,0.30689845733593357,0.6269581784182097,0.6321263236842677,0.63110424725396,0.631531376981726,0.6230204976472321,0.0004926938702385199,0.00038936660960528247,0.0004580825087977792,0.0004495122405762006,0.6504564842151996,0.6521782227953044,0.6516043884814029,0.6522097825516431,0.6485559514688743,0.00033345916989783737,0.0002480174084275915,0.00029346482547184524,0.0002633651413601079,0.6780554660025598,0.676570496093243,0.6748475177056205,0.6760211140350089,0.6788581235685319,0.00029610164642699326,0.00025117443821419416,0.00028395325872197417,0.0002729012447341343
