,Standard_beran,True_proba,Subramanian,NN_two_steps,NN_two_steps_with_delta,NN_MAR,NN_MAR_with_delta,Standard_Beran_delta_obs_only
0,0.0005558851401030609,0.0003709721135647569,0.004348017526316662,0.003867040381253522,0.0005552562145972913,0.004367692064361063,0.004483342656370602,0.01031811815071571
1,0.00013845111230438554,7.1140242470921e-05,0.004117598579063126,0.0005167552409563423,0.0005069805658193909,0.003537684287704222,0.0038372815747192285,0.00779561666435956
2,0.0003473770199494495,0.000275267594180455,0.003846381851902595,0.0003818291840776661,0.001283128721836505,0.003711169745155016,0.003912701162039028,0.008456665127926003
3,0.0005434343810286148,0.00011383757016646739,0.0031682131953258545,0.0035890593566911657,0.0005642279593131835,0.003236450998648222,0.003314203763591626,0.011410832384374632
4,0.00031640325940813716,0.00022522703103492503,0.004493090018176945,0.0006130037985864181,0.0006346703568562541,0.005238793507778452,0.0050643938507574805,0.010703209470641843
5,0.0002020935745992238,7.696059080446057e-05,0.0034445439549768966,0.0008156263052390166,0.00027927425479206514,0.0030984119974086437,0.003409080837980151,0.013372831083108029
6,0.0004584154739544061,0.00010754450314167154,0.00505253133970116,0.0001951589039998347,0.001091172346562296,0.0046065028443221636,0.004900662735153851,0.008713127015129262
7,0.0002600695361964119,0.0003430479166337609,0.004284175442013487,0.019062938970576176,0.002452605916756915,0.004742774414095787,0.004612189768500794,0.009572763797657726
8,0.00020638813667069234,0.00021480879472508254,0.002919280282999777,0.0026709229892082926,0.0003769352317246311,0.0029006250818825598,0.0029681900184985654,0.009514325155269043
9,8.754599857051512e-05,0.00011033213188166839,0.0035977134430487992,0.00012174540142545191,0.0007307483474583851,0.003653325759064503,0.003635202312990914,0.011402225347988579
10,0.0003085502952946971,0.00011099530387818052,0.00369607278906454,0.00012534883448409132,0.0013231173898054765,0.003724547357853481,0.003840509637165362,0.010956745700364855
11,0.00023751156064169988,0.00021510434273396415,0.003726238996408,0.0010146626218316527,0.00034579474024352855,0.003831587551628537,0.003942827187142523,0.01232010733449237
12,0.0002603026911010975,0.000393981826268091,0.004383779811884574,0.002549950706102008,0.00031237307460307975,0.00487930438282758,0.004700496210319391,0.00922694855246389
