,Standard_beran,True_proba,Linear,Linear_with_delta,NN,NN_with_delta,Standard Beran delta obs
0,0.0008940277071801146,0.0003790410101824479,0.0039090454159226825,0.003341011462939818,0.0009285298847013827,0.002896777531609197,0.003564914645881986
