,Standard_beran,True_proba,True_proba_test_mode,Prior_proba,Prior_proba_test_mode,LogisticRegression,LogisticRegression_test_mode,NN_BCE,NN_BCE_test_mode
25,0.0020784226716099715,0.0012245299783783343,0.0013028442564848933,0.0014392491982862105,0.0010209458734719535,0.002104430441101425,0.0030634520429927616,0.0018681831458158464,0.002267112023897348
26,0.003074611074713997,0.0029707637504985483,0.003770166573226383,0.0031801574837398037,0.004156844167835186,0.003351474521913455,0.0040968025872462855,0.0027937416238591434,0.004112321018758444
27,0.0018662717790615747,0.0011817166090393927,0.0009511344321486334,0.0015885129032501822,0.0011947020079297972,0.0019397987625988588,0.001759957910632645,0.0016120719675418872,0.0015474228074970457
28,0.0012988456298187211,0.0012489702685008334,0.001529135154845788,0.0010782511523941116,0.0031703235069019883,0.0021166359230045304,0.0026395699409102174,0.0011340914022702716,0.002600385504552196
29,0.002880378075732764,0.003409866954372617,0.0015993963402539109,0.0043408730063411735,0.0021917039635684804,0.0037914159191226324,0.0017855857986623029,0.0030129007220883164,0.0013189275708990363
30,0.002770198051481101,0.0009835172830984932,0.002917783585223489,0.0027331245740656986,0.0027048670053178214,0.0013624178191874808,0.0031587039973048673,0.0011596260558805508,0.002517524747860301
31,0.0018769604975636064,0.0011009573542606396,0.0017243826950886995,0.0016201686588096478,0.0020488303417934323,0.0020659670219344744,0.00179837247025414,0.0009854934105514165,0.001194454791163465
32,0.0016402192227824757,0.0008589401985672608,0.000970613754972666,0.0010500696214474044,0.0014402280720751878,0.0015464180920881495,0.0021476084090266525,0.0009758941063029554,0.0010993212057322462
33,0.0022150258017213493,0.0013276658573785842,0.0034140822089505627,0.002012987536282772,0.0019663397056568148,0.0024894678457345063,0.004888072575831689,0.0020097547998239457,0.0043455149651423835
34,0.003243550783175218,0.0018993010084661524,0.0020627072111672994,0.0021635993202549922,0.0024998984954037007,0.0031455330236413973,0.0028717460216522396,0.0022151549347270514,0.002414636948474248
35,0.0020316363739273087,0.0008268234767718502,0.0007594271500214095,0.0013908060656562028,0.0015427362886943148,0.0011688422818838659,0.0012380057976180037,0.0009692707233401368,0.0008583060193807679
36,0.0023382900938612424,0.0011461479600888562,0.0012604794341465704,0.00169733606018859,0.0014209403700020196,0.0021705562650048416,0.001981902620353883,0.001999092179378111,0.001894404539067207
37,0.0013038026156847312,0.0032125766332006212,0.000855483066733673,0.0027304395384951355,0.0012539996642857475,0.0030192018777562583,0.0010036559982926523,0.002659194179220136,0.0005869048610782038
38,0.0015289233228368503,0.0009996609379306109,0.0021891469616059697,0.0012124642825779416,0.0023791989632925338,0.0022155765661340293,0.0034443637726886958,0.0014784935584769893,0.0024527267234403143
39,0.0021030038448293775,0.002923148176440004,0.001857352117580996,0.0028011657437025336,0.002070586894953729,0.0018883082410752164,0.002244975707235443,0.0018877194919039305,0.001698137458391472
40,0.0017922292548098633,0.0014316118062731315,0.0008155745420938135,0.0016412700047199436,0.0008058136883942751,0.0014435966040664985,0.0017421333449569672,0.0011023995815493196,0.0010564071993266857
41,0.0028561345903619253,0.0030468231885337456,0.0008348087339604902,0.002797788638332451,0.000977983366244312,0.003627872778638667,0.001457583194200643,0.003115558887144912,0.0011356884024875586
42,0.0012920430986920618,0.001657602193725091,0.0013594097750683003,0.0015300458139905393,0.001956858632390373,0.0015540784918333997,0.0007393287132471868,0.0012076098543260883,0.000668066924897032
43,0.0024677109492933693,0.0011306891638481265,0.001980391832060779,0.0028489394210215605,0.0016037198314245696,0.002420796552275956,0.0029506097492436665,0.0012849004160087971,0.002819905582195049
44,0.0008950394716142385,0.0014118837491697634,0.00149319590180634,0.0007182995511568019,0.001495830229247199,0.0013787282635384708,0.001544421276991408,0.0006846640675008397,0.0014599791649452592
45,0.004186570283159926,0.0026985217498290085,0.0010204484435888117,0.0031949932640695923,0.0010952496092855965,0.0038059002497627527,0.001557506380230307,0.003311675190337183,0.0011866192032004982
46,0.0034957103690496636,0.0028534937318241103,0.000922454783178108,0.003019633853499893,0.0007237177392986635,0.0033586973806182946,0.0018674728598681541,0.0038629621399146837,0.0017107267310947256
47,0.0007551487824439326,0.0009146772953418765,0.0013552428386477986,0.0006053957368770353,0.0012747316626309645,0.0011111789407631965,0.0008398268119067927,0.0007539867063285744,0.0009704345410605879
48,0.0030174284854046223,0.0013625757351281545,0.0010692701846527525,0.0017511304066976478,0.0015333445799424865,0.00296517307280128,0.004336863011761871,0.0025114655706580656,0.0038141250559195683
49,0.003949501661214957,0.003119997575124503,0.0023957531238344553,0.0031347757607764694,0.002540752092112153,0.003299499805802072,0.003341093101217969,0.0024203982951794874,0.0026606493157202795
50,0.0033934242155738083,0.002076813333013727,0.003090103947799008,0.0028939899189706127,0.003637023933965226,0.0023687977756385236,0.004891237892850889,0.0024921837819093886,0.003960382047914246
51,0.0019393964142067777,0.0007718486137859036,0.003199950145549102,0.001048485206219936,0.002195390224188587,0.0014634654649601185,0.004271997038261377,0.0009484351932723741,0.003849675953221435
52,0.004237681652106279,0.002332393546252843,0.0007753983686846926,0.002785309843933168,0.0005694119891818681,0.0033025429168689136,0.001855980696408193,0.0027623926368515552,0.0011657435090473142
53,0.0017020919841709595,0.0011304714894200913,0.0007921428404593919,0.0014015176717379028,0.0012470562197005855,0.0015139629914655746,0.0008954657743724526,0.001073322892340568,0.0008770282470018802
54,0.0009649815065061599,0.0015108564836757914,0.0005752933789417538,0.0009563059221930628,0.0018869637141969173,0.0010133885064493315,0.0009691967119901155,0.0004091561296449092,0.000760925571178232
55,0.004734296500676517,0.002872929911329111,0.0005725586243745592,0.003865660351461197,0.0004017889230095684,0.005860190744256908,0.001118512485016819,0.006865109397434371,0.0005543465431164205
56,0.002943531671017659,0.001410776714964096,0.0019168509013181353,0.0027214319980870135,0.0019392546831811263,0.0027818593853905535,0.003186254194853592,0.0021178070232757452,0.003212227532824774
57,0.0017914811691971029,0.0014224320046598996,0.001354870287503218,0.0017233614081842519,0.0014819972934382378,0.0011480613636847049,0.0017299160912111861,0.0018076191799355449,0.0009751500245599569
58,0.002700055786368227,0.0016505282697682267,0.0040447630564529186,0.0024711053677830175,0.004857730344190073,0.0022569688632205543,0.006238978148935663,0.002095851819978141,0.0060306797430233405
59,0.0017857079720610145,0.0012895212052503077,0.0012016014488336983,0.001358629951776479,0.0009266577282657447,0.0016024580699332625,0.0017919056929660826,0.0014105544544563164,0.0014204257677081988
60,0.003845287661951152,0.002048126524320448,0.0019395333746308585,0.002976974989108628,0.0019338069740706854,0.0026805749646479954,0.0035486472327354956,0.0024169255257055324,0.0033677198922180537
61,0.0020029561902283758,0.003004284752979469,0.001341617262474077,0.0022007147402306314,0.0012394557412777384,0.003291890134616513,0.0019787132944294253,0.002338962910822501,0.0011816710477404653
62,0.0016296806889688528,0.0009104233049022273,0.001120773087227151,0.001433834342140524,0.0009808558816605155,0.0016728388962287289,0.0005621847230874702,0.0010887769368885913,0.0006162882601964236
63,0.0010210507111649725,0.0011664043142480998,0.0013569840365900226,0.0017525787719738473,0.0013484434024432987,0.0014234735387374752,0.0021176222333248586,0.0014073386672820568,0.001633684622883998
64,0.002149666525828775,0.0010315886208018075,0.000664289176326238,0.0014777530180256683,0.0005973949848876839,0.001980897269532624,0.0012370853277434797,0.0020589583315798296,0.0010318059095935442
65,0.0022693367590689156,0.0019679284925590806,0.0021621373347483967,0.0018951350979721341,0.0028689373892025584,0.0017855908631438792,0.002136148616749908,0.001182051832188544,0.001768167596566228
66,0.0013479777205305469,0.0008046220724642067,0.0012675101589512984,0.0008396278327100964,0.0011189090281294913,0.0009544810045270341,0.0012973329554721814,0.0006828574094425806,0.0010087411621989882
67,0.00268202713183958,0.0010502788221920896,0.00197153676352678,0.0015393918713083247,0.0020687488461218952,0.002556579397518077,0.003143325617854158,0.002312744801870315,0.0028736618822335796
68,0.0014691589937355439,0.0012578675109039014,0.0034084832672525837,0.0013109795325988035,0.003144389390150958,0.0011481171142804752,0.004965611039289494,0.0008237995497854821,0.004190215055520739
69,0.0015334742139631655,0.0006625625603217349,0.0015135723398312267,0.0011479622149622082,0.0017513036819339,0.0009179294273871971,0.0022279230461827388,0.0006500590200846658,0.0013053555956506187
70,0.002703050471123635,0.0017814654232003364,0.002366245901905517,0.002484238681096381,0.001903829708922658,0.002363546483991759,0.002958641699279987,0.0022939430734711377,0.0028451289431063714
71,0.0023021842572563313,0.0018133875225677392,0.0017582437464647531,0.0019223048379978418,0.0021915852975700517,0.001974765203349207,0.0036539913032215703,0.0017542922759280722,0.0025636214632880753
72,0.0011497186805481062,0.0007988012923752277,0.0010325050714321993,0.0007950435865993768,0.0010719186765387257,0.001351380935601998,0.0014821746604807738,0.0013842462709803527,0.0013430908536521213
73,0.001907145975524128,0.001924052066028396,0.0023891272542178716,0.0015916498870935224,0.0026743127088764444,0.0023468723537732354,0.0037375258004506517,0.0021688986597607294,0.002760438256515859
74,0.001333176148296294,0.002406678360384474,0.0016281555185541372,0.0015543316280766672,0.0013585350464557205,0.002919199435866304,0.002968438156684795,0.0023664650202146692,0.0025917875132304984
75,0.00228334167544714,0.0010578789596278621,0.00230395111664111,0.0021630497158863964,0.004364451406230416,0.0014270594935077334,0.0024889618855080805,0.0010691282705915504,0.0016788229781204806
76,0.0018191040979057375,0.0014798776553511836,0.002314202024379736,0.001362743861290773,0.00302327977423764,0.0019365042357685392,0.0024805394595822303,0.001262029953461741,0.0017235809461724027
77,0.0025803985458719854,0.0018075755374792083,0.0008167174977728329,0.0022674088158313164,0.0010904971733586006,0.0022045081380848708,0.002205498807041691,0.0019358315712401427,0.0013839878551509287
78,0.0028462398109716115,0.0026995444402256154,0.0017166658771052053,0.002871685211167392,0.0021406955257478985,0.0027174708173714228,0.0015288568134077807,0.002440061685243074,0.0023100957203966584
79,0.001088596379938635,0.0017898697836936377,0.0009199147579616611,0.0013796869383537705,0.001619396168496555,0.0015339394370062955,0.0007709364704004673,0.0012403426910986542,0.0014636196358864886
80,0.0021068121177780417,0.0018123915372122742,0.0010075240645042256,0.001849621373199344,0.001882073986537071,0.0025957201605574967,0.001849154019470626,0.0019138976842180185,0.001095228619465378
81,0.0018711681716190342,0.0018917621158081378,0.0014270609906965918,0.0014468566755862725,0.0023500089118914593,0.002271451946153183,0.0010727846939929358,0.0017025748099714225,0.0006692234593762795
82,0.0017478798839926668,0.001491856263154175,0.0012225412821818796,0.001466646659837945,0.0015534157544795564,0.0017539489750442927,0.001698505733337018,0.0012287501504408057,0.0018191747484815456
83,0.0016770929443265866,0.0011594955033047835,0.0021467510713641703,0.0015326416525136158,0.0027465187445236587,0.0012350434996319533,0.002278569272650561,0.0013584615511235353,0.0018158257616127577
84,0.0014569102297959512,0.0026221565955351586,0.0017117824290831308,0.0014885915175726445,0.002376293922167205,0.002470590650789129,0.001458457137844182,0.0015605776120438388,0.0013311154925346794
85,0.0013748537502112522,0.0010333976145753836,0.0017763020130901668,0.001249854238683797,0.001892066742643684,0.001045315276369643,0.0026553645552775625,0.0011079741908859996,0.0021468061866671247
86,0.0076880657574551585,0.0022786443877871685,0.003172222608099188,0.004809691247911399,0.0034600014127688333,0.005328149286316706,0.005299394559853128,0.005156823805555713,0.005640256740630103
87,0.0016150012666684246,0.0012311774618638499,0.0015975910773413132,0.001508499663192378,0.002133487165176736,0.0009351284862217446,0.0021000048976167964,0.0010488580815553906,0.0016803530516333084
88,0.002611070382129179,0.001834242098135789,0.002560394636545876,0.0019260750175218288,0.002349560602364738,0.003084041762879261,0.0036404157220689807,0.0026696427821840053,0.002764162292647824
89,0.0017647702887244583,0.001339091888711403,0.0023541416674654593,0.0018323275577164972,0.0018882921156804025,0.001955877736012415,0.0028792145911050054,0.0014432525087154971,0.0021632002520290444
90,0.002274829604240402,0.0012191555930356525,0.0012462932386303367,0.0014842723954637134,0.001325505587713008,0.0021101417155134725,0.0016116252689717392,0.0018733756626597804,0.0013593590434567157
91,0.0022124356218289824,0.002122786586273432,0.001578880251712641,0.00186857938700499,0.0013686985045595367,0.0019498491648947524,0.0021957931483745875,0.0016472431360188273,0.0017010783662584942
92,0.0020382168474019557,0.0015273960402018298,0.0018439860165147682,0.0016183115633321243,0.0024830721505590876,0.001099642705527585,0.002205804276112572,0.0012085352343575106,0.00187731336505503
93,0.0023560214954438663,0.0016343604500772728,0.0005981317343385526,0.0019655412792171675,0.0007770202812364174,0.001959761663383521,0.0010244543607639952,0.001609277124069971,0.000623462394311284
94,0.002241568973130866,0.0017349388041518006,0.0015040944890997898,0.0021264628647233255,0.0014046359947210811,0.002091254157732578,0.001604522024002046,0.0019341036179651686,0.0010406443058740263
95,0.0025067866904046874,0.0023630559995409107,0.0010479801285184264,0.002179909567740076,0.0015942603464719303,0.0026808525706045077,0.0020131544694861046,0.0019649826376072306,0.0014560508430126815
96,0.0032910045386779813,0.005368899513418025,0.0031110305300789416,0.003565111385822836,0.003620759902614063,0.005967833234339979,0.0032609741607687735,0.0055518157238790625,0.003269683320017632
97,0.002598139208819697,0.0015567062527940005,0.0029191202557729114,0.002345064111197716,0.0017472808205542187,0.0018355296079770606,0.003660641271210101,0.0010874908468896092,0.002412999178244497
98,0.0015781152980191304,0.0010120515714868105,0.0021569919222560628,0.0010291999394975622,0.002187208023537087,0.0016940661872368963,0.004422920068822103,0.001065864836199609,0.0031169231083668842
99,0.00179041875319072,0.0015798313600424256,0.001526190403372156,0.0014277497749261335,0.002777651035459828,0.0022376482787841915,0.002192498145912697,0.0017497451212058464,0.001540756214661406
100,0.002797252257084774,0.0019252662237916047,0.0017237996578844893,0.002396859525890285,0.001629641938675035,0.0036978045423798405,0.0031794654481201003,0.003032827791395057,0.002581465524450399
101,0.0010078496971570453,0.0014335214261371038,0.002080596201749092,0.001272182857628062,0.0024864499985519733,0.0016101841542530792,0.0019205207542240077,0.0013204440040739693,0.0014925239846140547
102,0.003066195365339038,0.0026040974631990053,0.002787935011186255,0.0022710382389642767,0.0028860429537063232,0.002857322484446533,0.0038712252894607196,0.00315326572222346,0.0030445153186512484
103,0.0010404103522774514,0.001218716791596946,0.0020101739877476524,0.0009836101223911484,0.0021445050799194995,0.0011584616396960404,0.0032316548191618287,0.0009011766864554115,0.0031266788052522615
104,0.0015903692321919537,0.001770158465777419,0.002126169998065705,0.0015872786222502011,0.002251187134344077,0.002064322702901718,0.0023803691333851196,0.001665705860816058,0.0016927079456151384
105,0.0019170245816934025,0.002413401475811776,0.0031913984593502313,0.0028714780345463183,0.0033538915184143795,0.0025586405561454947,0.003999965146638779,0.0017760872886113514,0.003360076359635932
106,0.0012864235848861955,0.0010815173508725237,0.0015785949152547186,0.0009040148559621666,0.002494216530403282,0.0012931528840113937,0.000931937768656822,0.0014022455233441617,0.0009992551690259077
107,0.002782701744888776,0.0027903585798881316,0.0017868040022391708,0.003070570432010748,0.00215147584380454,0.0037101565187591112,0.0017338151053852484,0.0032573334655824756,0.0017912680924656887
108,0.002381884038284559,0.002459205852184666,0.0014995534788249934,0.0022636531271916804,0.0015248090140154537,0.0024599310707243438,0.0013755217978987113,0.002076501823380242,0.0012132790902680175
109,0.002125208482454645,0.0021409499433248783,0.0013031359258755108,0.0017691180671866962,0.0009436182040377863,0.0018758641641593858,0.0014440994133938581,0.0015253775366925982,0.0017685565734053066
110,0.0012695369482698504,0.0006883089500251586,0.0015511754047660457,0.0006566836616414754,0.0019140785125448686,0.0015291518515768265,0.0021652468384444766,0.0008527714308934622,0.0016632021344302654
111,0.0019929872033169105,0.0014467739878581906,0.00441633284366438,0.001317227198652941,0.004352787036814187,0.001881989437165979,0.004879222514705768,0.001487416105754175,0.004434071003750189
112,0.0014659999558729743,0.0005928719505959301,0.001463585707710263,0.0007770821151369523,0.00222685021958901,0.0011317997740616303,0.0022507263630465336,0.0005603450983094621,0.001669619808217017
113,0.002167690192738884,0.0007595119016979442,0.0006418599538055375,0.0017054590697379432,0.0007192660612914147,0.0014598465533023665,0.0008963770410511199,0.0010483822362205254,0.0008105305554525296
114,0.0029829539161026443,0.0008861011431247109,0.0022891463185772364,0.0013462611143313442,0.0033203448296487133,0.0026131015566561635,0.0037050604603412487,0.0018036272847331426,0.002720766906443481
115,0.0027823889525995077,0.0009879859263066143,0.002314694699026544,0.0011341980448972965,0.00221264320651587,0.002285622434473246,0.0032949177663427467,0.002206089875994623,0.0025812966091641252
116,0.0007232085992205628,0.0007170689089607598,0.0013555979698811132,0.0005305296428497817,0.0012538261011037107,0.0006316647159040822,0.00124863653684008,0.0003675257048179588,0.0008140414461798464
117,0.0021720608869588575,0.0015335027960273217,0.0031818046302154687,0.0015688596759843622,0.0035306961204886506,0.005498422835829381,0.0019055731562847966,0.005133556342792419,0.0021499474686240555
118,0.001993755502443193,0.0013961415511944998,0.000994052531634452,0.0015789020710133695,0.0015850319498507523,0.002068871137822761,0.0019992849311700213,0.0013582969652552702,0.002190956207054088
119,0.0025722298972284457,0.001510731191222167,0.0007568702892495801,0.002210762230559184,0.0009641504406921409,0.0023590616741170985,0.0010946185252120257,0.0017700282217197856,0.0007971438918410901
120,0.0022982741858491207,0.002468028909567844,0.004842778669290066,0.0027559697368917256,0.006610077500078946,0.002622874368925396,0.005318597060278218,0.0023541515227330765,0.00455592475645644
121,0.0018675837300792697,0.0017439134679666732,0.0012835668394963683,0.0016380988138093111,0.0016824980703739863,0.0015284404257490968,0.0012871429834275013,0.001189308641597831,0.0011810718624755319
122,0.002373974241935881,0.0021831032073340384,0.0008567984472309782,0.002496340205502527,0.0017016828750816518,0.0025090116308734006,0.0012673180680452512,0.00203243686082419,0.0008681495306648547
123,0.002945444293520867,0.0013315927014092533,0.0037682096150095656,0.002132478459577555,0.004394468219699175,0.003118947808508814,0.005771654813445068,0.002452774054568847,0.0052581625428002095
124,0.003254375542182044,0.0020213581273926563,0.0014981690803743627,0.0023065857491391412,0.0015748489732979138,0.002969076241573909,0.002097674402146133,0.0029140871197895274,0.0015348050989916354
125,0.003084474082697121,0.0020250336274688745,0.0014339192427132719,0.002657660194707349,0.0019337106995734132,0.0033201839825418265,0.0025134804381028338,0.0025744541301527166,0.002073572128342464
126,0.001479055168741069,0.0010051161012440404,0.0012504868422713942,0.0010458677405340664,0.0010395857169782693,0.0015001045208982873,0.0016455055147218203,0.000894969201296647,0.001093097177231881
127,0.00197772240636582,0.0008187307595767272,0.0027585943075343028,0.0018707197635424717,0.002187329650005828,0.0012024853420757556,0.0037747949059529014,0.0016716519705310328,0.004090352373167602
128,0.002547811979900084,0.0018139709634542333,0.0007729616368580891,0.0022401761299642832,0.0006969876839749051,0.0021732312711122657,0.0013191010901109199,0.0023449406487126567,0.000845699855805535
129,0.001607308636975756,0.0017242613146361834,0.0020245732233958,0.0013977225448102552,0.0016208378953995021,0.00251424060261988,0.00290916226819742,0.0018238432756759744,0.003807551900807011
130,0.0018359026766000017,0.001276484918736886,0.002048693503369328,0.0017067654929122738,0.0018835512400580442,0.0018962688664971275,0.002778826019523861,0.0017039391755707596,0.0019699281249196884
131,0.0015731921098137203,0.0007691709884833309,0.0028705586678053024,0.0008679940780330589,0.00350037339245605,0.0009857005452676528,0.0027035328799999104,0.0012974164040836552,0.0015723284382296418
132,0.0034348450883061044,0.0037410365367054155,0.0012548840380919365,0.003653047374021306,0.0016304287236442098,0.004089177579406365,0.0013906756365098865,0.0032600397600198623,0.0008155890669713635
133,0.0015147862596079458,0.0006629635768919582,0.0019146706459258844,0.0009307741110642797,0.002999902476553255,0.0009643836436257046,0.0018908064458310384,0.0006719776047970725,0.002041482016272579
134,0.0015009062587126164,0.001425241449247924,0.0009856652306778943,0.0016519925746707128,0.0009955787920304575,0.0017570717642844383,0.0013132310045034174,0.0012415833161552843,0.0009084585036667509
135,0.0029503997027302007,0.001652415189342466,0.0019882399695417474,0.0025109076548076245,0.0016923865938183401,0.0017111904462095092,0.0027450226435344932,0.0022861984442831725,0.0019135458302963577
136,0.08264605181075903,0.0021406350169968866,0.0026811851522211246,0.0021552848616874566,0.0028304009423763617,0.08262126885539106,0.0029828295743167853,0.0021891693160503646,0.0028365694429482446
137,0.0019045597651557097,0.0016992338857800945,0.001859924281490271,0.0016105784598125531,0.0017723473799998923,0.0023933608424894204,0.0033883942226227565,0.0018213563982128825,0.002041965864841735
138,0.002937137627155114,0.001422804787792449,0.0011725234733029031,0.0017097812478041455,0.002220098827740018,0.0016345034715594653,0.0008392458497092733,0.0012040455233900558,0.0005366887972279249
139,0.0009742955474469776,0.001934397094562907,0.0014126497118286464,0.0012604142350137492,0.0015986400707295033,0.0014062949660963045,0.0019982662295878594,0.0009390514545196426,0.0014536444174103249
140,0.0013511569121123798,0.0006159118368867911,0.0015768965485898952,0.0008032471170551667,0.002462896082904828,0.0012547584926401205,0.0023711114645828223,0.0007678746112378126,0.0016937409723028045
141,0.004870919091007739,0.0019385807898430355,0.0021745801412859154,0.0027025611002327167,0.0029460362091552495,0.0043995176850873995,0.0035009915194770865,0.003515312215373496,0.003384401391797572
142,0.0009461613351941025,0.002068676430721153,0.0011337555668250372,0.001418455734364277,0.0011317282625057058,0.0014158789953848756,0.0009078265123653029,0.0009806655674549352,0.0006640622887364089
143,0.004653835448241633,0.0012376564572959012,0.0018135198379336153,0.003355767085954088,0.003264843594532346,0.0031612155222198748,0.0038347228358275665,0.0028980218372001184,0.0032017912669355404
144,0.0032058383439701817,0.001582117091473592,0.0016865278759751043,0.002615144215805858,0.0012063267018091312,0.0032381504294253815,0.0024359691985724415,0.0026062679926853595,0.0017569656353581867
145,0.0009082858717423448,0.00159502389872064,0.0013467831099136462,0.0008551821850737045,0.0013779064970077522,0.0011394327714039385,0.0007300972623750332,0.000619876932912377,0.0009037466951674902
146,0.0023341969437243753,0.001234845192710599,0.002087244568426005,0.0023315963884205293,0.002020009292362346,0.0011680232276830179,0.0037354804623296292,0.0012317036568240559,0.0031954884176326236
147,0.0015182748074196231,0.0013624793230880455,0.0010239893039657004,0.0012835218485475323,0.0018079737724967233,0.0025709666854636937,0.0025131545842673846,0.0017442946897425387,0.0011818957599451267
148,0.0020747768627235744,0.0012168019027028476,0.0016310691050128922,0.0012299311484904988,0.0008626949742789532,0.0018284891802976282,0.00294566599708305,0.001443570927221671,0.002038319487390186
149,0.001770010762767564,0.001460427746910268,0.0020108938590854735,0.0012414542448269993,0.0020751061332337476,0.0021938052103277665,0.002683744864729852,0.0016189897069112122,0.0020746918291692125
150,0.0008939166792359199,0.0013074977439632256,0.0010861347408108975,0.0010040693774440229,0.0016715239868968145,0.0014475357888314728,0.0018412361854882808,0.0008718487438101963,0.0008937275520693149
151,0.001648779450470266,0.002545478487889434,0.002084141757590654,0.0018313093268600455,0.002129611339107958,0.0034628487135026412,0.0028555229014929832,0.0023572116099614586,0.002057404713434707
152,0.0016061904176842186,0.001584208340917526,0.005912061618885811,0.0015113059732465048,0.006179913976077409,0.0017800726418573255,0.00708213524740795,0.001374118133512778,0.007013603397884278
153,0.00268509316975572,0.001973866528366861,0.0032890075205225344,0.002426446414044007,0.002977087119551203,0.0027771757207128507,0.0046206752728266765,0.0025086574733298715,0.0039204328962042945
