,t,true_cdf_0.3,Standard_beran_cdf_0.3,NN_BCE_cdf_0.3,Standard_beran_mise_0.3,NN_BCE_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,NN_BCE_cdf_0.5,Standard_beran_mise_0.5,NN_BCE_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,NN_BCE_cdf_0.7,Standard_beran_mise_0.7,NN_BCE_mise_0.7
0,1.4206153137082426e-07,4.564435961240484e-07,0.0,0.0,2.0834075644265138e-13,2.0834075644265138e-13,4.86560626574413e-07,0.0,0.0,2.367412433324863e-13,2.367412433324863e-13,5.246330977324622e-07,0.0,0.0,2.7523988723635934e-13,2.7523988723635934e-13
1,0.042639680140590885,0.12803090070706444,0.1300829544080885,0.12951153406987811,0.000238902594410472,0.0002416887619399614,0.13587764401522642,0.13546390627346822,0.1355416709488597,0.00024197866523441728,0.000263922706287773,0.14569613849943416,0.14454857218280856,0.14470033027854615,0.0002658549043749975,0.0002696638584598191
2,0.0852792182196504,0.2396695428302987,0.24308156825985355,0.24225703670565393,0.0004631993032304373,0.0004955316293673746,0.2532921905687046,0.25317002973198827,0.2530340219188044,0.0004618959565737958,0.0004978927825834148,0.2701645293293782,0.2682378557496652,0.26817580684371284,0.00045617315407248235,0.00048357721125078445
3,0.1279187562987099,0.3370150334815074,0.3409653951550658,0.34050688913651495,0.0005901395997640187,0.0006584039150558546,0.3547527745301054,0.35408498572647096,0.3539939023867027,0.0005365273202074249,0.0006039225914087128,0.3764984120364353,0.37302442931962726,0.373450161766154,0.0005638169179809228,0.0006162264125849792
4,0.17055829437776943,0.42189733202885227,0.42677378119173776,0.42626650816920325,0.0006163573772214255,0.0007170227422873728,0.44242717604133364,0.44199565809638613,0.44172705952513625,0.0005609612271226911,0.0006355600148547899,0.467339906299877,0.46318656057567653,0.4637239377565605,0.0006058565708054099,0.0006806912214351221
5,0.21319783245682894,0.49591210722266477,0.501118693608756,0.5006857307448035,0.000682751198706681,0.0007729704415516972,0.5181886232973085,0.517415882754099,0.5172598455455228,0.0005848595106331752,0.0006595573283954935,0.5449461863484398,0.540345289461025,0.5407115955097253,0.0006418563865307381,0.000720868024846329
6,0.25583737053588845,0.5604507335410253,0.5658989529593348,0.5655509684081783,0.0006681756219402398,0.0007347989389230686,0.5836558154467156,0.5836556598200298,0.5833733735653364,0.0005659082680010859,0.0006540968031688482,0.6112455658534701,0.6074138624392347,0.6077740122826569,0.0006102790242844543,0.000671536483369116
7,0.29847690861494797,0.6167264470881385,0.622469996288526,0.6218905132619655,0.0006712697463965933,0.0007510159846246371,0.6402275072921271,0.63991203023112,0.6396607037928003,0.0005931597630051823,0.0006655390030740456,0.6678854114948468,0.6636272787047917,0.6638581267979159,0.0005982132739365532,0.0006947050025580358
8,0.3411164466940075,0.6657971527398914,0.6712127190151767,0.6706256514559219,0.0006419123892867613,0.0007255159554775114,0.6891123947170901,0.6880905471820795,0.6881842213079026,0.0005700735615664899,0.000646568567113902,0.716273075726841,0.7116384883800101,0.7121549771448628,0.0006209396137269357,0.000720694409365278
9,0.383755984773067,0.7085853112791002,0.713808008571048,0.7129836894967626,0.0006044181044926529,0.0006905392379581367,0.7313549393643585,0.7305726077306459,0.7307469731822527,0.0005325995037372936,0.000602247174598799,0.7576108658163994,0.7532661223755247,0.7540745942240681,0.0005809666039317547,0.0006440616908166784
10,0.4263955228521265,0.7458952803708337,0.7511165717956969,0.7503226570119148,0.0005688974407058856,0.0006325030970745066,0.7678576843285465,0.767270137263689,0.7671717690782363,0.00046292248486060934,0.0005347779644739047,0.7929259180432541,0.7887945136416195,0.7895606143887793,0.0005526060302091436,0.0005866082903646874
