,Standard_beran,True_proba,Subramanian,NN_MAR,NN_MAR_with_delta,NN_two_steps,NN_two_steps_with_delta,Standard_Beran_delta_obs_only
0,0.00042405394205342054,0.00019631281247580278,0.0008085592649077114,0.011664857342644188,0.002697190668609546,0.0008049946260043156,0.00044673162565855027,0.0009761191244127902
1,0.00020677423948702923,0.00010888795367308408,0.000554639567425446,0.012778094307131024,0.0018073867079100166,0.0008340914773254676,0.0007178157850608169,0.0018671987022515846
2,0.00012712497438498638,0.0001669015315629515,0.0003498469725872592,0.01126390009836052,0.003720130633769658,0.0007049890796473127,0.00040984248890765936,0.000784427164096092
3,0.00012607096838831172,0.0004576311940930075,0.0005528833733754226,0.007476338145255375,0.0024468109367346506,0.002048383558406853,0.000865924839866061,0.00029681832923679317
4,0.00035437654096496206,0.00020861206051438064,0.0005492076093157762,0.007759689857227655,0.002064151464622624,0.006785207819700376,0.002021925744184096,0.0005089405204305153
5,0.00018235494783905033,0.00013059379474140433,0.0003837083152189401,0.009189853150820028,0.003736509459927646,0.0007752263662330915,0.0002470741841867262,0.0005053796388951974
6,0.000436289421401196,0.00032286372983224656,0.0006379775628639976,0.014258475628433635,0.0016662520282627936,0.0006248094162870921,0.0004942652237168032,0.0007459159783290229
7,0.0008348971171474747,0.002067614782687608,0.0008702482660450522,0.0066258855033663085,0.0029809791165128006,0.0017577122803051745,0.0010333946008207566,0.0017645291335952563
8,0.00019778475345052804,0.00023203992194787795,0.00025677955838538004,0.013709934752257279,0.006194097038867391,0.0006755925137173728,0.0004533386289055828,0.0003340575421536091
9,0.0004503160052732076,0.0009557738517855755,0.0007293842834091199,0.010512111173457794,0.0021823176373870915,0.0018634165964738548,0.0005903252394871173,0.0010488058051534579
10,0.00012800414532468534,0.0010893636749410526,0.0003226554986346514,0.011728321348212275,0.0034178326232999516,0.0018021058245267592,0.0005073487648576044,0.0009570587549502613
11,0.0005004316173867423,0.0004341819119935278,0.0005559187327320012,0.008552971048253324,0.0028550130953291985,0.0004075781827725368,0.0002084115245289574,0.00036240321831344015
12,0.0001931956599900259,0.00010996084833973965,0.00041537230441956313,0.007315736722804546,0.00224901557030859,0.00020862578932344505,0.00022107405490104379,0.00032662430355983414
13,0.0012094099881414678,0.000795766071635805,0.0005145670744695742,0.012452616089684636,0.005655794251632852,0.0005909133302458164,0.0008747455991653042,0.001463871973108118
14,0.00027885951484516006,0.0001594149709162211,0.0006975066238248203,0.022151007323371517,0.002801480623168907,0.00034678692425230037,0.00015160489775614382,0.00023654187533303552
15,0.0002594363514360661,0.00028864589094137284,0.000514874205329236,0.008322876535793318,0.0020476456809045405,0.00039872988320678436,0.0003142914627571564,0.0007279107276960137
16,0.0007572959264456805,0.001460522532666957,0.0017831766958803707,0.006075581402980496,0.0024443683848269916,0.0033400889643487777,0.0014125061672818455,0.00158503744808117
17,0.00015708567169406802,8.143121304187314e-05,0.00046163149029745053,0.014368379527690992,0.0017079356136513535,0.000789948377439262,0.00033278326577469724,0.0003207732950423314
18,0.0003842008191022591,0.00020758744362784376,0.00040560772544437584,0.015958139392770545,0.004994615268848211,0.002646111103051093,0.0011689262038651262,0.0027974075325783473
19,0.00018081073483535725,0.00015688407162434535,0.00020912650316794003,0.01197296426006537,0.0048853865689484225,0.003265806423577012,0.0007686395486272101,0.00026841935692947165
20,0.0006533011994045238,0.000260020069232269,0.00039124747447179134,0.007333151329049596,0.00300613547158059,0.0009622654984814276,0.0003664156839096393,0.0014120851714229572
21,0.00038932683199762537,0.0002721040888963008,0.000484731389359464,0.007485487073485682,0.002083282421625382,0.006131742360773346,0.0017700909431706058,0.0013971786131199515
22,0.0009583046717239529,0.0002787480647786522,0.0008024726827816829,0.021777471321452323,0.0026380242157830126,0.0009584026671126796,0.0010440585026743874,0.0017578687792512637
23,0.000623026059977246,0.0003563062160691242,0.0009324929020458311,0.012071244228579827,0.0031343289188162154,0.00045357504002782324,0.0004889338849940782,0.00043245945068071833
24,0.0002775442360147561,0.00032757147217311015,0.00044172094167468906,0.012462743718652969,0.0023696274111387654,0.002606012050068481,0.0011913762272637417,0.0011398644587826067
25,0.0005294052100848395,0.00016319864738404256,0.0003763092875341912,0.012939586520550184,0.0036595357601572555,0.000567330243477427,0.0007547961772029289,0.001668430784179542
26,0.0006539848056668582,0.00043942225079461605,0.00026071597683900136,0.011936497623120781,0.004337870100031665,0.0019029485349121584,0.0007780553140017373,0.0009153404107578523
27,0.00015852499732826072,0.00010172326594114087,0.0003912659116643132,0.01156809287847107,0.002387155452439804,0.00028864861677042593,0.00019692378893146364,0.000312821366091303
28,0.00020883792689549587,0.0001762549138492994,0.00032321401434837015,0.02031754305677922,0.0021310275552385073,0.0003815192817226215,0.0002704663812421559,0.00036852124819478603
29,0.00020023126075054094,0.00012437149274762392,0.0005594277388726576,0.009282231031587254,0.0030450771338240107,0.001078494970327437,7.853286315255082e-05,0.00011394144711982616
30,0.00022420163958615736,0.00017677145936694606,0.0003758897938199145,0.011844965736296963,0.0021496182070667403,0.0002941219513717185,0.00018112370116673808,0.0003453949366305735
31,0.0004010776566063049,9.619832439594629e-05,0.0005532485457092323,0.011324586572858732,0.004858635105384377,0.0024203339937402604,0.001386456899459682,0.0007020465587191872
32,0.00040087736473687374,0.00030595112138522164,0.0003520787398825768,0.01033251691153478,0.002225728889176213,0.0003416882506088595,0.0002977168244907066,0.0009659931845648033
