,Standard_beran,True_proba,LogisticRegression,NN_BCE,NN_MSEloss,RandomForest,KNN
0,0.0003087028447609914,0.0003306403656337334,0.0008427132992607396,0.0008526955057054247,0.0008024523721732934,0.0017088240707152616,0.00030126998467550683
1,0.00011985536118244396,8.351748929394823e-05,0.0003081176663619773,0.00048681698497818847,0.0004783264900283664,0.001221258732169449,0.00012863890538501523
2,7.017119021551402e-05,7.711537917313436e-05,0.0003422430764159254,0.000778337348797041,0.0004361198861859743,0.0013142073877229618,0.00016740916684623486
3,0.00010314556699170809,0.0001607245190040563,0.0004167670707879435,0.0006379700938825558,0.0006351118940441547,0.0016485491125328685,0.0002045641321462918
4,0.0003018361389476116,0.00021113786068565398,0.00024258957627071106,0.00047264320944488474,0.0005564431139251083,0.0010739638304298382,0.000567311935286945
5,9.905804235618658e-05,0.00021551375851021598,0.0005060471854027663,0.001041868631228427,0.0007636570803196735,0.0015863384960299299,0.0006086557725769708
6,0.0002012943217139114,0.00023292636353080778,0.0005747833913244394,0.000813524057198086,0.0007083021912594142,0.001756246039116757,0.00040818423456028327
7,0.0001386598755881486,0.00017384194545134942,0.00040636755514977357,0.0007689273261956963,0.0008956381773275949,0.002069091598872001,0.00023773384426223226
8,0.00034147536640092397,0.00019711206301715163,0.00041284586058825697,0.0007710125437769424,0.0007022376617316586,0.0014757809701730332,0.00034482110773966684
9,0.0002580116549987682,0.00017378911268152062,0.00034350963449176515,0.0004512371762385212,0.00047541783870447247,0.0013746655292023995,0.000400964785023714
10,0.00024179924082889695,0.0002517091354684219,0.0005233001425168726,0.000962781833872666,0.0009097584463277693,0.0019734169734256287,0.0002340181922175629
11,0.0001118428979792985,7.535931340567715e-05,0.0003934708794546104,0.0005275631967023853,0.0004287847872510172,0.0014732623554400738,0.00018099285052511818
12,0.00017445745520570368,0.00013004530440651447,0.0003221467787188615,0.0004954756593566356,0.00042019608916256114,0.0013056182034683105,0.00020151743782404017
13,0.00021149241533444763,0.00017659826068849852,0.0004753945091572212,0.0006101743165909947,0.0005227752544498233,0.0014602635856271933,0.00022257562883485246
14,0.00017281945109792561,0.0001465014325985444,0.00044114677144841156,0.0005142354404037399,0.00046187915846094884,0.0017544464763066703,0.0005357126196436713
15,0.00016847164884770783,0.0001688523228728601,0.0005265551150231155,0.000823546371970329,0.0007377644922628077,0.0017813918479687371,0.00036523668658987893
16,0.00021779404688796126,0.00019220060167297846,0.00024716164727226576,0.0004342917841666628,0.0003356075162108323,0.0011830948545195113,0.00024380113847372422
17,0.00013036907228036455,9.796893123704269e-05,0.00039390644007901166,0.0006167745857557975,0.0005204146473132816,0.0015120178592060527,0.00011950017566585948
18,0.0002710872383608425,0.00023110714521652604,0.00045213476300182777,0.0006018210800814833,0.0005953644554378846,0.001756334758973055,0.00035296589371650933
19,0.0003619133625558676,0.0003163421737374782,0.0005832169330587424,0.0005167341530513702,0.0005455302999134113,0.0012061485296844879,0.000730477381695888
20,0.0003885426604556206,0.0002838549463926777,0.00066244859658382,0.0010034173525676074,0.0009341029464941297,0.002172994486011441,0.0006609489147520518
21,0.000261309434132689,0.00016270980053411654,0.000321145258635447,0.0005833787646099778,0.0007299049528209031,0.0016001598478184464,0.0004042381886847823
22,0.0002264057488754998,0.00015675912609570153,0.0005398158616698336,0.0010046785151749645,0.0007230207500165569,0.0019359235874663726,0.00042416325133022516
23,0.00028247906286808555,0.000231991500124242,0.00041337022715901754,0.0008308265386986962,0.0007266771163313678,0.0015723331802002807,0.0005646508083737772
24,0.00020451449348307096,8.49971565448659e-05,0.0002579007661657352,0.0004934870452785787,0.00042469819880428054,0.0012181998184470127,0.00022344088945860891
25,0.00020146160123548002,0.0001558831126999664,0.00033558033076894976,0.000389633446909073,0.0005423993441308327,0.0015825742753428622,0.00013187057949188855
26,0.00029833711484764536,0.00023507585603270746,0.0007136213652735806,0.0006883306070666775,0.000694324747437865,0.0017937575867547088,0.0003715691621012909
27,0.00018681429275115233,0.00013441861458045424,0.00043848232909149854,0.00045910174528152417,0.0005184045090191435,0.0014994205143423222,0.00020939827253738062
28,0.00039436167985709784,0.0003637386075072881,0.0005410423458038121,0.0010556180524531158,0.0008795685020825619,0.0022813351853041043,0.00036881658798563235
29,0.00034736844368235173,0.00022417401966510963,0.0004998643080483023,0.0006667277818404476,0.000689136096038919,0.0018272300544045206,0.0003949877266731304
30,0.00032105827871294404,0.00028553630682250493,0.0007637636245800399,0.0007586954661747802,0.0009611099542150637,0.0017140479078366507,0.0003104239669191836
31,0.00011757883013072186,0.00012839670247462534,0.0004329138333791327,0.0003629529538338788,0.0004061693660830803,0.0012583933282953506,0.0002495198708679459
32,0.00016463635226272963,0.00013831738243693932,0.00046773776027779414,0.0006157700600447044,0.0006382657752113538,0.0015983701337779713,0.0002308078387716068
33,0.00020496934389607126,0.00017311934295106022,0.0003608425873821289,0.00026634965571758974,0.00033085394810079236,0.001014220416912345,0.00030927287969834767
34,0.0002956577901241364,0.00027868548891359465,0.0007498566002795287,0.0010876645774322406,0.0008615741199219721,0.0020526012204376987,0.0003887774108227013
35,0.00017749799085019048,0.00019634387443727362,0.00023100872682677362,0.0006200441183591449,0.0005099471960853403,0.0016845894532009872,0.00037548086641306556
36,0.00043530725364122116,0.0004585987268911203,0.0007058218368661902,0.0013167659453078033,0.001191772613171277,0.002585405430019985,0.0006843105717837166
37,0.00018633754118328893,0.00013251662694485592,0.0004011376868037507,0.000600253092966268,0.0004921488050204178,0.001844384695389886,0.0003214690495864732
38,7.551659952693255e-05,0.00012922323166672953,0.00024159243177941225,0.0003233530303659176,0.00030958337265047265,0.0009437329686007539,0.0001629305440287062
39,0.00017615991098769276,0.00020743637736483453,0.0005914730373907887,0.0005955399883202232,0.0007640494554862274,0.0017183913689213153,0.0004793234261966116
40,0.00015602381338798515,0.00015693972084392807,0.0005007925363747234,0.000631043441636999,0.0006864422345812864,0.0016026301123121312,0.0002484146240151708
41,0.0002447663952949581,0.00019502095058698433,0.0009826047137258245,0.0006941470602991633,0.0007986622925011468,0.0017228312833621744,0.0004878959458615816
42,0.00033081929728206425,0.000303905902280673,0.0008896365968624753,0.0011665065914427805,0.0010426769253642871,0.0020624365801224422,0.00033949456990709143
43,0.00019188718274191737,0.000128592950579889,0.0006017963448772197,0.0007913664044872969,0.000527510192390093,0.001665913434746065,0.00030111817930340894
44,0.00015595102597924722,0.0001559286398376221,0.00046195250905489027,0.0004971382148530756,0.0005020969481409365,0.00121198007468896,0.00031941653780294757
45,0.00028314147630901316,0.0002241478638195656,0.0005334288183938305,0.0005341836034226094,0.00045399557773094696,0.0010460890773661624,0.000492393989963671
46,0.000495964887578324,0.00045536159067896987,0.0009601506313308339,0.001308765009717569,0.0013874062107987345,0.002468528092807816,0.0007825957309829909
47,0.00013060543386553185,0.00015208217475982656,0.00044015761925316697,0.0007280458689016419,0.0006835507564894014,0.0018262295574651237,0.0002801150170580097
48,0.00048313154794025944,0.00029616304381786704,0.00088096810438266,0.0012215778701368156,0.0010504373110849265,0.002173293898929223,0.0007151559074303107
49,0.0004921817600021858,0.00013633851426242364,0.00042673115314891956,0.0007364831127995016,0.000575013073271366,0.0015537568319781766,0.0002806240730279797
50,0.0002888288891417141,0.00025419616185928443,0.0008036407359101653,0.0006307821368358298,0.0006391458286950524,0.0015416660601660997,0.0002981066727380974
51,0.00021518587123132074,0.00025140677634585465,0.0004720460920875968,0.0006716358788098484,0.0007338122678705343,0.0017465167988449718,0.0005248781903926148
52,0.00041440083155433536,0.0001855601837355241,0.00033973612647486784,0.0007679291639560384,0.0007729747089491576,0.002130921584989465,0.0007146108757927664
53,0.00015050408226993263,0.00011116203249124886,0.00022060940565039216,0.0005162363263968972,0.0002962180972485402,0.0014740609300091885,0.00037958739914933237
54,0.0001911426466104326,0.00014999818303052935,0.00034486618511359653,0.0006282886532152573,0.0006526232284599513,0.0017446822898491065,0.00033971741657363194
55,0.00021233471542010348,0.00019853045242365365,0.0005736183488690853,0.0007726828993188667,0.0006367904198209899,0.0015798261258338764,0.00016389763071076918
56,0.00015455069845538578,0.00021113490187582093,0.00038191074107712096,0.0006638372495672059,0.0007288973505098505,0.0018070476085083294,0.0003255077313015576
57,0.00015614376759412338,0.0001420801401711827,0.0003832031714533545,0.0004479209822365002,0.00048080813525961654,0.0016157117100640869,0.00021949680980026776
58,0.000526719780217137,0.00024714085267304564,0.0004780687521132434,0.0008515479905496967,0.001021813167010385,0.0018389211222315405,0.0005908874265036258
59,0.0002867586599291881,0.0002345248793071507,0.000619714299608433,0.0008655023481816663,0.0009852072742288543,0.0022090108173976695,0.000626609918363194
60,0.00023911395590507265,0.00042848783489999665,0.0011492294925902998,0.0006752474160499211,0.0008268610389093781,0.001507783638911052,0.0006465499240455603
61,0.0001027268763096798,4.292805662503186e-05,0.0002679322699644355,0.0004925199691799355,0.0004590663359956747,0.001332763271810065,0.0001221660568166504
62,0.0006720803299056145,0.0005398077396316561,0.001087193488197067,0.0013349035888995315,0.0013161661049480482,0.0028094147461924816,0.0009660781586387838
