,Standard_beran,True_proba,NN,Linear,Linear_MAR,NN_MAR,Standard_Beran_delta_obs_only
0,0.00790926767392291,0.00026827369518843126,0.00044961056497468214,0.005932055003784144,0.002789785284602305,0.0003073268914609474,0.010066795468411951
1,0.00032594175836439624,0.0004007370669184096,0.0024256195270915683,0.0012010528325047437,0.0015220696820697217,0.0004909921247855533,0.0007093394917285226
2,0.009441620858364422,0.0012366864178616687,0.0023835410279319973,0.0047415543514841485,0.0032626187147124933,0.001130222711004765,0.008078328076264052
3,0.0019439035149892419,0.0007900580310281224,0.0026788224757089505,0.005478371829735007,0.0014485278678760965,0.0005421648547086579,0.0025728160761221016
4,0.012212649708089973,0.0002108428170710365,0.0005856507953382026,0.006884741385792223,0.0018155048123682082,0.0003659586725033113,0.015369131086718927
5,0.0009767099115231496,0.0004362293060921651,0.002141376895345255,0.0017323771807630979,0.0009815806118373875,0.0003995466582133527,0.0006321148284416444
6,0.0004151548312237319,0.0003057881912353577,0.0002739378796923608,0.0009394294429083814,0.000369516086792046,0.0007111388153623905,0.001550368746934291
7,0.0006830432715246251,0.0005060012122145088,0.0002092294993646314,0.007951351410558574,0.0042667254899777865,0.0005957178909056233,0.0011449191273019382
8,0.0007720921130137283,0.00039408298500778863,0.000904105542680388,0.006086057401767222,0.0021436357242672,0.00029392233833951933,0.0008515774019202643
9,0.004499062951120887,0.00015749118892009064,0.000246699961870991,0.005318331793018946,0.0032472839938366333,0.00020886611371936546,0.008274558480814117
