,Standard_beran,NN_BCE
0,0.0066265052573511885,0.0055732313997251945
1,0.00660567219554685,0.006594351999460176
2,0.009481052757656044,0.00946628638338022
3,0.002349285945684767,0.0023132403773889303
4,0.006493133955242468,0.006490511578637018
5,0.008179106673403568,0.008176467551403502
6,0.0030730391499682055,0.0030345478477624135
7,0.0014632839559310055,0.0014556568862389141
8,0.003396149553151777,0.003246054251155871
9,0.003668399182513913,0.0036422959452658047
10,0.006172584245183012,0.00615331353398458
11,0.006807087826267786,0.006805056957727935
12,0.004944168093173215,0.005054931989457515
13,0.004250801833878613,0.004180448603220019
14,0.0014166294949811969,0.0013791058857489233
15,0.006074388853492939,0.0019123067022254873
16,0.00899034360374531,0.008990324743101475
17,0.004740662126810875,0.004692734152731284
18,0.007313221730934794,0.007305666478575419
19,0.0030809960370333806,0.003129432997854271
20,0.00220475727581607,0.0021743481059716455
21,0.0037943814590905354,0.002790870411279597
22,0.001419655791650745,0.0010642043287903155
23,0.006537160755961665,0.0030217429187434793
24,0.0020981580443497835,0.002071782437944188
25,0.002869478414490605,0.002711309773517911
26,0.0026782313327072802,0.0026703408788806096
27,0.0075367053387182786,0.007525561625299868
28,0.009005893804990289,0.006163700702519411
29,0.002073100906566303,0.0020662815856248794
30,0.0032853906507966405,0.0032901900039361207
31,0.0013486979029518316,0.0009543202025450988
32,0.0032605927039754544,0.0032275298057326453
33,0.00435449102236387,0.00433698932370883
34,0.021155037051081908,0.0211508522977996
35,0.007142120563850224,0.0071242720643031636
36,0.004773152088248535,0.004631779028769373
37,0.002773187298972063,0.002767887698600145
38,0.0018511879665372704,0.0017838301159288142
39,0.002388217188709866,0.0023354430501564163
40,0.0011635117694950984,0.0011489292292236252
41,0.003819240068196809,0.003811132489271589
42,0.002139750976285613,0.0021367126813206074
43,0.0023479855878394064,0.002299938469662727
44,0.0013404588436214653,0.001335163605235186
45,0.014555231291602721,0.0006975117110908841
46,0.0025439618725204972,0.0022483580453178833
47,0.008011425874972226,0.00800462427811795
48,0.003330489189433436,0.0033192059710527738
49,0.0031747373502994817,0.003139169449168132
50,0.00438718606734296,0.004360577400265351
51,0.003260802117513874,0.0031717651553922854
52,0.002454985009106375,0.002466454337579066
53,0.001962515283697305,0.001969306223834637
54,0.005971233393517889,0.0059516839412817055
55,0.008582861274341365,0.008520222121731657
56,0.002019867941924673,0.002010804504225931
57,0.002689070694575425,0.003777283889091585
58,0.006683134993836489,0.00658366980247945
59,0.0025502122081137515,0.0025455769035076935
60,0.004430518714851263,0.0044268249340306655
61,0.0046001122577498535,0.004539400640884655
62,0.004627522038045977,0.004563269212675452
63,0.003361755643444438,0.0033518072891740307
64,0.0012822520155123301,0.0012894954466921855
65,0.006244559658754876,0.006244265198353635
66,0.0024013293553077565,0.0020021802948111743
67,0.0069027640786161314,0.0068963608139964334
68,0.004596691538821732,0.004579946413385032
69,0.0018682998809587984,0.0018634628895025588
70,0.0025406730889371183,0.002532710518566575
71,0.003759874087182867,0.003728166255260943
72,0.006729552096364862,0.0062162160300919785
73,0.002259871672866253,0.002267853637956685
74,0.0023436059647630194,0.0023297962803268697
75,0.002913654979648258,0.0028866641247528913
76,0.004700489853102682,0.004111596299175663
77,0.006496111050399453,0.006495064081892202
78,0.0028472178191401923,0.0027741461103577745
79,0.004028111322625453,0.004002832498314141
80,0.00560873041174475,0.005577072396422898
81,0.004404095927136432,0.004283305603545379
82,0.003408246781037827,0.003360827630625793
83,0.00871093159722372,0.00875639024919469
84,0.0027098292465916308,0.0026683190246276456
85,0.00421936716131882,0.0030437362299330652
86,0.006179474387341227,0.006166565608889984
87,0.0018793111550003663,0.0017560350831531898
88,0.0020489996024061438,0.0029543818517577167
89,0.0017492312628442257,0.0017519989903298462
90,0.0027155463746374566,0.002739350689921142
91,0.0027105960413097577,0.0027133528168940954
92,0.0026114260525858714,0.0024254539281651204
93,0.0012263101927585355,0.0012202064352020861
94,0.006723330511278774,0.006713441568533074
95,0.001618239408100715,0.001617489188142408
96,0.004333984800966091,0.004291648973015592
97,0.0028550679261329895,0.0028459360537625013
98,0.004340042086978318,0.0043594650541908956
99,0.0021064344045590585,0.0020768318336731443
100,0.0017040135601243008,0.0014739355110223666
101,0.0030090869444495214,0.003020842525671056
102,0.004529669703760233,0.004675465753929626
103,0.006200192487990246,0.006198790308789137
104,0.005277521845641834,0.005262326949487376
105,0.0008892236235224117,0.001178319981677063
106,0.0029824481375366166,0.003007911777963221
107,0.0019135158440238527,0.0019237663107459647
