,Standard_beran,True_proba,NN,NN_with_delta,Linear,Linear_with_delta,Linear_MAR,Linear_MAR_with_delta,NN_MAR,NN_MAR_with_delta,Standard_Beran_delta_obs_only
0,0.0003064674050970141,0.0003039026570307571,0.0008680897107471392,0.00048775302443999897,0.029367516317629717,0.013413851437091541,0.015547072949785771,0.008334491109569603,0.00169350134259454,0.0009763683166379348,0.0005232442689833654
1,0.0001887922830085015,0.0002149765279735478,0.0021311503873247223,0.0002119790855074061,0.018987411751922603,0.004640688740146106,0.02236664922373661,0.006293321584769168,0.002118193037444045,0.001057481499245798,0.0004626981198781289
2,0.00026856875957480383,0.00019172834921306762,0.0020151945467569814,0.0007168115051972759,0.016173102922512218,0.007045925889796825,0.01974842042756182,0.00902464066480698,0.0036218932857572978,0.0011233636433402045,0.0005235876305477244
3,0.0003116397794740895,0.00020925687808321172,0.0028800748776600313,0.0006475985107166726,0.018251667439786595,0.005772263555604701,0.010931959452062939,0.003360733225096529,0.0030031789086912997,0.0011891911025567635,0.0003640423422962184
4,0.00019901840400364537,0.00014987782059197046,0.00026831533773361726,0.0003069038885561497,0.017979926347051235,0.007222813660603647,0.009866225311636593,0.004086744906941353,0.0013667864175116783,0.0008850864486790855,0.00012274368902435794
5,0.00030329468470279106,0.0001166429305183059,0.0010471740398293504,0.0007770569022928892,0.018667744218647985,0.007297736761575712,0.01976857573817844,0.006775487087373708,0.002535413780637413,0.0012025566577329467,0.0006759950413169977
6,0.00020466559055822223,0.00011654892787700643,0.0008498611473392626,0.0005748088490595177,0.027560896147225657,0.011940104367516418,0.014247420446157661,0.0062226934393932575,0.003068355065337271,0.0014741877466573597,0.00036892935358585584
7,0.0001778571826244249,0.000321577051918239,0.0005719716261575693,0.0003005572411906627,0.035467111374994656,0.01969733054111775,0.015819611286056637,0.009768401845686923,0.003733020050523314,0.002232733765693573,0.00034235451835717555
8,0.00027401069050392784,0.000156087436238043,0.0013013420277184773,0.0006324398011200102,0.025996379866195008,0.009207830390165457,0.01750842802762638,0.006283091383352879,0.002086586714963344,0.0013372720360667186,0.0004454193096527146
9,0.0011595952260426202,0.0002153790772830682,0.0004959462081731119,0.0006499747553777095,0.018734963501134894,0.002282281349494282,0.019383416366269196,0.005808412192733273,0.0015088869463727949,0.0009544460598324773,0.00035288879806482244
10,0.00034643900360776164,0.0004083028649925928,0.001448369067844613,0.0010859766232961658,0.03459496608711645,0.014348033453617869,0.02447389014620046,0.008088692317372106,0.0024102781758617727,0.0014144001617573813,0.0005897522341538802
11,0.0001240202100000775,0.00023055424076753257,0.0012161977632416975,0.00012433935203282648,0.12582263096298157,0.0022567147781131025,0.021911189251063983,0.008630599562090826,0.003374781577490203,0.001397425278800889,0.00023995335577439722
12,0.00022051585817759413,0.00016196241886042955,0.00033816446805825395,0.00022224666960212554,0.011061767530661874,0.0022556410487967215,0.016152958734135026,0.005779168472641174,0.0016764393522870897,0.0010437394811612666,0.0003263234301507288
13,0.00017678457827210957,0.0002469684078544683,0.0013997981523919153,0.0006552174844054831,0.017245157727083682,0.005951693956527991,0.015170106891432394,0.004797403743968219,0.0025509280889925265,0.0009812574261708713,0.00020655970944492253
14,0.00013004262879909274,8.75155316826076e-05,0.0001857943833470501,0.0003401720599985629,0.016920992556132875,0.003383480287482353,0.017161221678432252,0.0069789438518128785,0.003241496205372951,0.0018383965073464396,0.00021049536573122132
15,0.00018945115154498927,0.0002208519134186541,0.0006955326751880227,0.0006572991364963933,0.018610884797460227,0.005289483051240818,0.02396080923469856,0.008223703209132363,0.004887595656142396,0.00191762351760891,0.001113615076800422
