,Standard_beran,True_proba,LogisticRegression,NN_BCE
0,0.00026534703302999094,0.0001756122645720425,0.00018247219067296278,0.00014482017226803175
1,2.5934666695913116e-05,1.6422303827509023e-05,1.4869358046443164e-05,1.9582850710148806e-05
2,6.861349476659393e-05,6.429586314455288e-05,6.878375516784794e-05,9.387321465057344e-05
3,1.6225566749649786e-05,2.1722780034114865e-05,1.9280199084772714e-05,1.971224003133229e-05
4,6.280249827134168e-05,4.311369975240968e-05,4.394015940688903e-05,6.011486303344502e-05
5,0.00011007540322319072,0.00016611714889236528,0.0001682263729594896,0.00018841952072306913
6,6.402438508610048e-05,5.242821325844595e-05,5.305173248645618e-05,5.59051587109709e-05
7,7.201776141796084e-05,6.144645814134414e-05,6.671781407972948e-05,5.5272505900086595e-05
8,0.0002117219064462153,6.724205170820576e-05,6.907773812690937e-05,8.848651365598281e-05
9,0.00017131651226009607,9.691185842885753e-05,0.00011589425068971662,0.0001221412184955864
10,4.6607960756591196e-05,3.606474548657568e-05,4.038705796566392e-05,3.8481153077557845e-05
11,8.44877118290617e-05,4.3757039730296006e-05,6.96645365680757e-05,5.583211684620263e-05
12,5.5135591322899154e-05,4.041877862499167e-05,3.1229059124452854e-05,3.3444686748733476e-05
13,5.7404801789167165e-05,6.280880693544755e-05,5.235471992204616e-05,4.973497601604793e-05
14,4.528531790649514e-05,3.399390723830396e-05,5.190886077978599e-05,6.1010764069082113e-05
15,7.484864035577506e-05,0.00010421330328757215,7.922767259581874e-05,0.0001180651141694086
16,5.7265650903328254e-05,7.729319572072713e-05,5.838054337729119e-05,4.796869430959187e-05
17,8.000772625327645e-05,2.6622906252882684e-05,3.979631128287178e-05,2.429853117885111e-05
18,3.0014348070651123e-05,3.0358096532483118e-05,2.852775206336999e-05,3.46220936335537e-05
19,3.6776164236957545e-05,1.992491112124432e-05,2.0916069462912474e-05,2.1024995259567544e-05
20,8.32421479133835e-05,5.313792194935029e-05,4.846341891545742e-05,3.958818757370222e-05
21,0.00011096845939889327,9.41954225230618e-05,0.00010127616700379688,0.00011486350811390463
22,6.753420001369748e-05,6.747961543865845e-05,5.6335858637908965e-05,4.835837500737389e-05
23,2.88018125145596e-05,1.4163011413412128e-05,2.9000692606043356e-05,2.945460052734991e-05
24,4.0893520834285934e-05,3.223828953793163e-05,3.688936464828495e-05,4.527857700340288e-05
25,4.8671687743040023e-05,6.311447250127944e-05,5.153038304655873e-05,4.734201159927172e-05
26,1.3150698068939548e-05,8.564957051819626e-05,7.106213593129875e-05,1.3954145083540278e-05
27,6.079075756343815e-05,1.766833567117707e-05,2.4138862257150017e-05,2.264600607931993e-05
28,0.00017371202951195678,0.00011351001724934158,0.0001128596871557441,9.474467059155741e-05
29,7.47594968781445e-05,4.566733353373285e-05,6.509420128607973e-05,7.642370685002367e-05
30,4.0844452074479445e-05,2.7972056032112678e-05,3.0061802151095217e-05,1.9613212993582874e-05
31,0.000104207886687662,3.4753509158719774e-05,8.397363662541421e-05,6.178194374862056e-05
32,7.274937711341388e-05,7.372051785110213e-05,6.679247805808237e-05,4.020597017855211e-05
33,4.2602138978452807e-05,2.7039023138083033e-05,2.5975672701882386e-05,1.7035884199073404e-05
34,3.524469394213792e-05,1.9855658320621373e-05,2.3810173156745494e-05,1.73244796062277e-05
35,5.6303022250090394e-05,9.217482189895577e-05,0.00011628461071490676,0.0001101579439168718
36,0.00010206993845239734,6.994409697408671e-05,9.541102890362907e-05,8.97258792096624e-05
37,4.8710997170588106e-05,6.24929669713322e-05,4.499213718361061e-05,4.508966178981887e-05
38,6.722790929383042e-05,3.9292510074363744e-05,4.627597212234923e-05,6.132889242697258e-05
39,0.00010784560167908605,6.0322510918662496e-05,6.870265636842337e-05,3.069507263121595e-05
40,3.093267166451121e-05,2.858311471634535e-05,3.0637418222737934e-05,2.0973338120959383e-05
41,3.6443088568500166e-05,3.615760359045981e-05,3.645781101593221e-05,3.199302004718634e-05
42,0.0003202223511193735,0.00043976962394843525,0.0005050745621072721,0.0003819542075348465
43,0.00022634653918415418,0.0001503728936060153,0.00021239973410474316,0.00023031625057106167
44,6.0406922057573595e-05,4.0428155198892434e-05,4.414644705745618e-05,5.7182088110255903e-05
45,4.673731125363381e-05,3.117281618055514e-05,2.4204519261416682e-05,2.0841621112373508e-05
46,0.00012073359562460179,8.1932680918508e-05,0.00011956349072077315,0.00013475813420488198
47,0.00010965574833461971,8.543846297917323e-05,8.667274832536966e-05,0.00012342655435917097
48,0.0005332127784708779,0.0003410825997930185,0.00031895276146055434,0.00024302486844792682
49,9.157348085787663e-05,8.411456617009493e-05,8.784704508535735e-05,7.162006116435729e-05
50,5.035742520933972e-05,0.0001057191025872091,5.83192612492462e-05,7.253758611379747e-05
51,5.04242041129954e-05,5.031847276493568e-05,3.959953877027593e-05,3.567855720865383e-05
52,9.227691036636145e-05,9.268712573466701e-05,9.255292375418423e-05,7.881923039387275e-05
53,3.4622604615864754e-05,2.1238162360274445e-05,2.7761099197767107e-05,2.3550971414088403e-05
54,4.245738812825454e-05,3.9744312752825656e-05,4.149062838492839e-05,4.837172179990675e-05
55,4.834024339026267e-05,3.46778455889081e-05,3.736745394226378e-05,2.4475838913030252e-05
56,5.26532833334073e-05,0.00014641325754190287,0.00014671016786005112,0.00019035224755602293
57,9.346341299775889e-05,6.867306886400753e-05,5.635603851192145e-05,4.769940738961887e-05
58,2.3462394653873732e-05,1.6307718333632287e-05,2.1805387734456174e-05,2.3131531745121496e-05
59,0.0001253409247375913,4.744700957408509e-05,5.300863314082304e-05,4.02838896815726e-05
60,7.147926093616432e-05,7.78888005855971e-05,5.8619930045832004e-05,5.1760547964710884e-05
61,1.948999169636834e-05,3.4839259686399164e-05,2.534517973773878e-05,2.2017984506565616e-05
62,0.00021367755382172078,7.578180577748148e-05,9.479744826933915e-05,7.100758684844861e-05
63,7.072574307409706e-05,2.00935094513683e-05,2.846429411464638e-05,2.627179957997034e-05
64,4.817563198153118e-05,4.849249796195053e-05,5.853594649879788e-05,5.565724433120499e-05
