,Standard_beran,True_proba,LogisticRegression,NN_BCE
65,2.2573093163576933e-05,4.857787617260354e-05,3.648886154803162e-05,3.703557628114977e-05
66,0.00011055891218626555,4.0526057295532405e-05,4.3215495447968295e-05,5.501813965084805e-05
67,6.090336621681106e-05,6.5087988029204e-05,7.843856947124999e-05,5.740438851162081e-05
68,0.00016689610581373192,0.00015325168386528008,0.00017619834940529148,0.00010289740462372976
69,4.790031873952911e-05,2.5366118695106092e-05,3.837441655350201e-05,3.678814205814688e-05
70,9.652240349301463e-05,6.891461671796134e-05,6.790479692871473e-05,6.456310881028817e-05
71,9.360979621415882e-05,3.585865079039633e-05,4.5729295249342006e-05,3.057167790875454e-05
72,0.0001313035778927745,4.9189927546045036e-05,5.387563751676078e-05,6.807324580087278e-05
73,0.00010031953782123771,4.714777822301312e-05,8.994422290277525e-05,9.475420807708647e-05
74,0.00010596053017187924,0.00011347663775100164,8.752410560334592e-05,7.728874297541399e-05
75,4.841994548213564e-05,3.1681620635566286e-05,3.037166140928411e-05,3.491860239220434e-05
76,4.50922285801928e-05,3.0169381130703524e-05,2.5580171543583076e-05,2.937004585148004e-05
77,6.697708465784426e-05,1.965175667700132e-05,6.595101444825315e-05,7.377300645322467e-05
78,6.785207161760249e-05,6.435695219045538e-05,8.524242624469675e-05,5.71632551265677e-05
79,0.00012473874123714946,9.139850208570016e-05,7.8859431830148e-05,0.0001339510730019028
80,5.531178359012407e-05,4.090815126881584e-05,3.7453423336796033e-05,4.513494258410734e-05
81,7.008374936027771e-05,7.004929348797122e-05,6.720964271608969e-05,7.757673168844318e-05
82,2.698601067240767e-05,3.5914079971116455e-05,3.459254957508923e-05,4.989137625015513e-05
83,0.00017744458926017474,8.120246029912858e-05,0.00012578856220584017,0.00016454748106656234
84,3.8244469637895e-05,3.199545520723954e-05,2.6666781527225224e-05,2.8071181650474864e-05
85,6.043803009350537e-05,5.996347124089784e-05,4.577086032078979e-05,7.575466786658713e-05
86,6.552340213005097e-05,4.309710898596254e-05,8.332218036945441e-05,9.208794154398815e-05
87,0.00022388448953767403,0.0003492750414311977,0.00041476991038309313,0.0003684720664558414
88,0.00024448194004641794,7.777238003075175e-05,0.00010513928413729565,0.0001018339982477487
89,6.068048474818373e-05,4.490245897218308e-05,5.379755341566458e-05,3.470028484437774e-05
90,1.8949926555511482e-05,3.282485504100537e-05,1.8470015073518223e-05,2.477139829667222e-05
91,6.750613252581339e-05,3.545270272685952e-05,5.131282020974012e-05,3.662269155762781e-05
92,0.00012516873122111306,7.793789292797777e-05,7.824403030327029e-05,6.359702951314665e-05
93,6.8844751218527e-05,5.658192525763295e-05,5.2840605340933794e-05,2.431881181178508e-05
94,5.140500273542785e-05,5.320090630607235e-05,4.4118113816786596e-05,5.106979229593858e-05
95,7.602830573523597e-05,3.970223033164421e-05,3.853636931633754e-05,2.836248246020159e-05
96,3.4139327294045727e-05,3.0212251162492986e-05,2.832293133782057e-05,1.5414080938503087e-05
97,4.8832177182894634e-05,6.084717737532073e-05,7.174084601433304e-05,8.465832901194165e-05
98,6.814682055802387e-05,2.8168402331397238e-05,4.3207147705151395e-05,3.369510898949227e-05
99,8.394849049043003e-05,6.50035884116894e-05,9.555392144771892e-05,6.415359605615839e-05
