,t,true_cdf_0.3,Standard_beran_cdf_0.3,NN_BCE_cdf_0.3,Standard_beran_mise_0.3,NN_BCE_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,NN_BCE_cdf_0.5,Standard_beran_mise_0.5,NN_BCE_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,NN_BCE_cdf_0.7,Standard_beran_mise_0.7,NN_BCE_mise_0.7
0,-0.946355614173283,2.1067386786827086e-08,0.0,0.0,4.438347860257647e-16,4.438347860257647e-16,1.038474877084084e-09,0.0,0.0,1.0784300703348013e-18,1.0784300703348013e-18,2.6357234777283824e-11,0.0,0.0,6.947038251048483e-22,6.947038251048483e-22
1,-0.9102656747954554,4.129827070324329e-08,0.0,0.0,1.7055471630783374e-15,1.7055471630783374e-15,2.1610183539211417e-09,0.0,0.0,4.670000325984051e-18,4.670000325984051e-18,5.86598241415041e-11,0.0,0.0,3.44097496831214e-21,3.44097496831214e-21
2,-0.8741757354176277,7.982718771478035e-08,0.0,0.0,6.372379898450933e-15,6.372379898450933e-15,4.433965947014399e-09,0.0,0.0,1.966005401928338e-17,1.966005401928338e-17,1.2871513835842374e-10,0.0,0.0,1.6567586842628e-20,1.6567586842628e-20
3,-0.8380857960398,1.5215095541038597e-07,0.0,0.0,2.3149913232293698e-14,2.3149913232293698e-14,8.970225975767757e-09,0.0,0.0,8.046495405633768e-17,8.046495405633768e-17,2.784652188660253e-10,0.0,0.0,7.75428781181042e-20,7.75428781181042e-20
4,-0.8019958566619725,2.859637334428484e-07,1.8017313678357905e-06,9.59807879636787e-07,3.245287237443048e-09,9.207640005804024e-10,1.7893592557614538e-08,0.0,0.0,3.201806546179186e-16,3.201806546179186e-16,5.93976783402265e-10,0.0,0.0,3.528084192208959e-19,3.528084192208959e-19
5,-0.7659059172841449,5.299899248008567e-07,1.8017313678357905e-06,9.59807879636787e-07,3.2446070122195164e-09,9.2049467812135e-10,3.519501496848175e-08,0.0,0.0,1.2386890786316712e-15,1.2386890786316712e-15,1.2491946722919649e-09,0.0,0.0,1.5604873292826481e-18,1.5604873292826481e-18
6,-0.7298159779063172,9.686191988928476e-07,1.8017313678357905e-06,9.59807879636787e-07,3.243683761807502e-09,9.20310012286371e-10,6.825915052695447e-08,0.0,0.0,4.659311630661496e-15,4.659311630661496e-15,2.5903481002263316e-09,0.0,0.0,6.709903280346064e-18,6.709903280346064e-18
7,-0.6937260385284896,1.7457267113766583e-06,2.6951295019856935e-06,1.4033784151908924e-06,4.038033790572415e-09,1.1161337172043487e-09,1.305400436138785e-07,4.197700180321728e-07,1.2552417882571997e-07,1.7423421184487637e-10,1.518548636065278e-11,5.296134087591772e-09,0.0,0.0,2.8049036273751285e-17,2.8049036273751285e-17
8,-0.657636099150662,3.1027488434779428e-06,6.640435685616896e-06,5.819382097470238e-06,1.4669694291634488e-08,1.495550869446726e-08,2.461711796494622e-07,4.197700180321728e-07,1.2552417882571997e-07,1.7418069442346373e-10,1.5200016900560828e-11,1.0676733893182e-08,0.0,0.0,1.1399264662582287e-16,1.1399264662582287e-16
9,-0.6215461597728345,5.43843823987088e-06,7.366452180108118e-06,6.54539859196146e-06,1.517782701984088e-08,1.5467476874993583e-08,4.5777186112709637e-07,9.009288383334812e-07,4.2275666179092397e-07,2.9588752656506045e-10,1.033708693199802e-10,2.1222793363362653e-08,0.0,0.0,4.504069581439939e-16,4.504069581439939e-16
