,Standard_beran,True_proba,NN,Linear,Linear_MAR,NN_MAR,Standard_Beran_delta_obs_only
0,0.0009303772053054364,0.0005292086433036114,0.0056026911235891345,0.005016016133602631,0.006020471254906671,0.0012834580617179323,0.0006236068663575303
1,0.0005247979392970261,0.0005753008936125564,0.0013539403094380697,0.008455973192575371,0.010656677939704992,0.0019404004999666702,0.0006810536846276707
2,0.0006053687345162946,0.0002796344946319136,0.00453102226884064,0.006992994002200382,0.010013563813559861,0.0018836422792401434,0.0006419497685338602
3,0.0006697589783135998,0.0005196500165727727,0.00029167951869207457,0.006556299547401745,0.011854271025990988,0.002150469815555743,0.00041613221644927945
4,0.0003355587081462395,0.00030548279226035713,0.005703644603103376,0.01004609419615237,0.008932014940213744,0.0024538313078780196,0.000380850586226521
5,0.0006430698927900423,0.0003232458035556169,0.0004364428292295297,0.0061906141135053185,0.004406855640251667,0.0010359628597551263,0.0006620132724669276
6,0.0005491968718911119,0.00044489755394947714,0.0069683355952225206,0.011461109379971397,0.0069938018949205075,0.0025843257887621387,0.0006978919273194609
7,0.00037902913752265566,0.000491603212205304,0.0003461785674985004,0.015109761667180071,0.007160793724176437,0.0022463700105303038,0.0006139893797483924
8,0.0004514306146951143,0.00042932360042321647,0.005108109054882711,0.006696569331837695,0.006551766315680756,0.0012807672080599516,0.000481818494065861
9,0.0005998317912187242,0.0005158741599777854,0.0004201042646990655,0.010335302958649175,0.010708312567971723,0.0020860241579708618,0.0006989842457726144
