,Standard_beran,LogisticRegression
0,0.016158461401838367,0.020843944513417957
1,0.007590602761762253,0.0089470002140986
2,0.009655370417990373,0.007588746472722016
3,0.021535914237241213,0.019042039097101872
4,0.009658968742999529,0.007667581412959006
5,0.017239022134741547,0.020569115692434848
6,0.02102566454857463,0.014354992691322883
7,0.012337473642130083,0.008515294003093511
8,0.0192687190891949,0.01897212926937605
9,0.010721187331021516,0.00906347920862674
