,t,true_cdf_0.3,Standard_beran_cdf_0.3,NN_BCE_cdf_0.3,Standard_beran_mise_0.3,NN_BCE_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,NN_BCE_cdf_0.5,Standard_beran_mise_0.5,NN_BCE_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,NN_BCE_cdf_0.7,Standard_beran_mise_0.7,NN_BCE_mise_0.7
0,-0.5214791414043735,2.39743072522901e-05,0.0,0.0,5.747674082272041e-10,5.747674082272041e-10,2.376365022402597e-06,0.0,0.0,5.647110719698449e-12,5.647110719698449e-12,1.3247988085950177e-07,0.0,0.0,1.7550918832547745e-14,1.7550918832547745e-14
1,-0.49185033089215935,3.644575352944337e-05,2.3679972728242293e-05,2.361497002728563e-05,3.285558562087977e-07,4.937223745830758e-07,3.791098740747642e-06,1.8540744658813946e-05,1.7917956964018433e-05,1.1834170641545663e-07,1.099619841937887e-07,2.231795539665388e-07,7.97742449888228e-06,6.844954727277642e-06,5.2943772538017574e-08,4.685039971970905e-08
2,-0.46222152037994524,5.489236636005802e-05,2.669836883938925e-05,2.6633366138432592e-05,3.381464458390149e-07,5.033153623726416e-07,5.991653908197518e-06,2.274040374936781e-05,2.2117616054572297e-05,1.358684447086804e-07,1.274914634443725e-07,3.724423750746178e-07,8.486663952093854e-06,7.354194180489215e-06,5.3200425472457216e-08,4.7107390725414545e-08
3,-0.4325927098677312,8.191226541724463e-05,2.669836883938925e-05,2.6633366138432592e-05,3.4040011871814096e-07,5.055725479845706e-07,9.38132131258672e-06,2.274040374936781e-05,2.2117616054572297e-05,1.357663891709905e-07,1.2739362999298036e-07,6.156990862642201e-07,8.486663952093854e-06,7.354194180489215e-06,5.319653696857805e-08,4.71040531832797e-08
4,-0.4029638993555171,0.00012110613023400614,6.243783742530351e-05,6.763060113602648e-05,9.949102336214418e-07,1.406477374414463e-06,1.4552019456907011e-05,3.73851808900344e-05,4.114005070292359e-05,3.178906801789185e-07,4.4643828431229754e-07,1.008294551563e-06,8.85803291033882e-06,7.354194180489215e-06,5.332767689410128e-08,4.709891630924326e-08
5,-0.37333508884330296,0.00017740760076523848,0.00010684941454567754,0.0001210347318956626,1.7910359646404197e-06,2.740296623829147e-06,2.2363053962796904e-05,5.9590893140048285e-05,6.241537292110977e-05,4.716660890291208e-07,6.308776600299147e-07,1.6357645877142364e-06,1.1470597663598703e-05,7.971416070336801e-06,5.541112428643118e-08,4.7470289906036194e-08
6,-0.3437062783310889,0.0002574995138087515,0.00024303525836379835,0.0002516587567793436,3.7197121713167136e-06,4.833851141770992e-06,3.404822845185975e-05,0.00010432806806736583,9.883647202747004e-05,7.120226558751928e-07,8.57045538284516e-07,2.6288988623097827e-06,1.821551603149951e-05,7.97164645967907e-06,8.17191647901745e-08,4.745869075818678e-08
7,-0.3140774678188748,0.000370329589167068,0.00036634350667706596,0.0003818305746903444,7.07328686423787e-06,8.618221042401122e-06,5.135950615135643e-05,0.00015848672402185958,0.00015519291930248303,1.2184940920424722e-06,1.4680014503807243e-06,4.185546140565973e-06,5.182499719673972e-05,5.082892212028922e-05,7.640467190375763e-07,1.2746527167237173e-06
8,-0.2844486573066607,0.0005277381588021892,0.0004440596349329415,0.00044900395123810154,7.735246364069564e-06,9.236149533295969e-06,7.675696828782754e-05,0.00020006685157647597,0.00019278175894306605,1.4494759816924129e-06,1.723039821237412e-06,6.601784262249971e-06,7.38477689362309e-05,7.091937272049442e-05,9.301588014066402e-07,1.4192158986922207e-06
9,-0.2548198467944466,0.0007452080570303893,0.0006273282952349112,0.0006291001109735641,1.077918980253356e-05,1.2539094703641462e-05,0.00011365632527989395,0.0002843665736595864,0.0002736245950890516,1.941235090900443e-06,2.2470255502918587e-06,1.0315909279335146e-05,9.368630280608359e-05,8.257986342416146e-05,1.028940616119106e-06,1.4911026572383254e-06
