,Standard_beran,True_proba,NN,Linear,Linear_MAR,NN_MAR,Standard_Beran_delta_obs_only
0,0.015243884903647474,0.0007958815476320529,0.000966124591927703,0.0007924109462271951,0.0030610813618284836,0.001528672522281092,0.006843623726065521
1,0.00036355170496735905,0.000942807699366137,0.0009817826885727909,0.0037242799203995227,0.0010788206448544457,0.001339591022325347,0.0011383826835912074
2,0.0004067024208116008,0.0007225108337202621,0.0008393078720582198,0.0032650575385733756,0.0016986816071590434,0.0015787542336851415,0.0007227147120655802
3,0.0017228224890680985,0.000680387908266573,0.0005621215338433953,0.0005210555116395739,0.001667538740438379,0.0005681032044503419,0.0010306963707751068
4,0.0016264568692751368,0.0007060716219867654,0.0009576789962026137,0.0007150952863611588,0.0008656248743138266,0.001741281408702899,0.0015954251945024052
5,0.012492830855274759,0.000658169023618533,0.000673020788139281,0.0059863502361581665,0.0018013890964037064,0.0013584600447411378,0.007323918773223506
6,0.0009515823061567406,0.0004721278008366563,0.0012376509865982262,0.0031529822818610847,0.0004452893639135259,0.0015162968010503258,0.0015179499778861774
7,0.0045797095653652194,0.0007512947040204579,0.0016348523500940878,0.011938513953458458,0.0009739443510465481,0.0015263886445981672,0.0020087581814794493
8,0.010387003044289201,0.0009584675119035181,0.0022657590106491174,0.0007548905348575019,0.0027664574513735496,0.0009126626546436678,0.002581846848559223
9,0.0013923695519249652,0.00019277380622488455,0.00021017582755235233,0.002173069439317286,0.004721662327818475,0.0015036708729175266,0.0019385059528076558
