,Standard_beran,True_proba,NN_BCE,LogisticRegression,DecisionTree,KNN
27,0.00045668913717438354,0.00035114146094759207,0.00036039594413704216,0.0005731510723741095,0.0005378838150002822,0.000601964994373313
28,0.0001869726627911236,0.00015561319865097002,0.0001601443966700835,0.000687410754478302,0.0003151058992463076,0.0003727533686256479
29,0.00022291012941625754,0.00022421803227877697,0.00041704926505188404,0.0008264949682040536,0.00025167135863052656,0.00032028893911286897
30,0.0003289085824137212,0.00011966635698784066,0.00018639258759805622,0.00047260500203509195,0.0001712208329960882,0.0002499532720229899
31,0.00035346164345704406,0.00023828380821810187,0.0003306826176980092,0.0007828252333382098,0.00031259065351820934,0.0006922887118845531
32,0.0002643897607795678,0.00016479452416684988,0.0001562722160229412,0.0005083737288769933,0.00011554844692479798,0.0006276668371435068
33,0.0002737108481529077,0.00021752664931671292,0.00027366665835138637,0.0003454488177338171,0.00021554129253225808,0.0004950958805248969
34,0.0002427647889389959,0.00020899491149758306,0.00018938498214580282,0.000574553072755245,0.00025171257824565,0.000607190507414473
35,0.0004868025027923544,0.0004086673214965796,0.0005012066098836863,0.0005946383314104065,0.0005695316251713487,0.0006184924926008391
36,0.00031906470833579505,0.0002763432810812645,0.00027619688315925795,0.0006214213829791883,0.0002331590132701869,0.0005099780328357503
37,0.0005632434627217921,0.0004609645676120976,0.00035697539784650215,0.0008215750014551717,0.0006507617916630985,0.0010045908340732305
38,0.00017058765276108234,0.0001490856574621746,0.00016970396090405616,0.0005219783508865128,0.00016490724115122084,0.0003401546075690364
39,0.0006707442842656824,0.0002425545156492112,0.00041237592683741214,0.0004431385276721168,0.0005591561080195049,0.0009482161478042619
40,0.00019173264098764598,0.000288267219880731,0.00033484077274284973,0.0004708554350385513,0.00032187417690423116,0.0003228453876519027
41,0.00016374548634037086,0.00010551239002653735,0.00015068278387104708,0.0005065793664389408,0.0001500447910406622,0.00022713189574977935
42,0.00022834642916913367,0.00013821290890006976,0.0001878915439940023,0.0004211540488539024,0.00022689250094337814,0.0002698928458083247
43,0.00026369997300081013,0.00021058885291126822,0.00027973724845721114,0.0006633179109707465,0.00037766793419183146,0.0003367361118420913
44,0.00028235538775050643,0.00021482450489092048,0.00016193740836130548,0.0004950059951387021,0.0002357545567087732,0.0002373664064196076
45,0.0005615563833444768,0.00021549758774382153,0.0003512477525971729,0.0003550336861023734,0.0005924272401398051,0.0007045633453794822
46,0.0001375722596532,0.0001083392239546626,9.337712508006498e-05,0.00041887722681408873,0.0002306320895804669,0.00016692763555421343
47,0.00015860408837879488,0.00012705336365239985,0.00011242307201323364,0.0003728861591536781,0.00015341828871712866,0.0001660799731067135
48,0.0002613080966667914,0.00024176268800222582,0.00038592580780165225,0.0007661281069050993,0.0003781512666510456,0.00038734630431308184
49,0.0006229607848215775,0.0008021631932096024,0.0007157016858244169,0.0015112723289563508,0.00090101787835471,0.0008682185890659155
50,0.00021993278210687944,0.00010045257675925955,0.00014996747868958809,0.00037464635275789306,0.00017942103643064428,0.0003285238232856728
51,0.0005485269777684198,0.000366653040437053,0.0005994182331047649,0.0009472461962195363,0.0004541015660846211,0.0006798090485204506
52,0.0001288434790135997,0.0004319870297121689,0.0004497815779645494,0.0005457007055801188,0.0005157869668593989,0.000415626860057961
53,0.00030845213238781026,0.0002297671976366863,0.00024944065106322435,0.0006093285460952683,0.00047896693529093785,0.0005278498015573198
54,0.0002847697590542987,0.00030570202563052833,0.0002586916850659606,0.0007708984563969664,0.00031081317982764513,0.0005979795818906193
55,0.0004317522298308851,0.0003874713759789929,0.00043428824055598297,0.000875593817626234,0.0004320235263750416,0.000562517346769729
56,0.0002576094402038956,0.00015176964820408603,0.00014323285849187302,0.0003186090813481971,0.00027845969303859027,0.00028510385751236075
57,0.00020536154769141367,0.00029613002125198804,0.00024481711215511396,0.00068022144516528,0.0003556293040411343,0.00033057135983799706
58,0.00036994120127513934,0.000284923746309867,0.00033082014014724305,0.0006002954631330772,0.0007448201078180342,0.0005139463960614582
59,0.000265953517464352,0.00019122133870442,0.00028526742803677634,0.00043025097811649407,0.00032432152775645976,0.0003211636507146041
60,0.00016568305926938778,0.0001616819148755979,0.00011947995994427034,0.00037013615750288017,0.0001872510513732443,0.00022818848237682137
61,0.0006757337976554667,0.0004106047959155859,0.0005617029467233118,0.0005793327976666625,0.0007561154543042134,0.0009759717164114477
62,0.00026007424399541215,0.00016818716668847762,0.00025909524934765845,0.0005818152280327619,0.00023901179449937286,0.0002912992282488179
63,0.0002005662840433616,0.00014773872792282883,0.0001932395423403019,0.00044271538493363764,0.00034651915861965685,0.00029966484586290624
64,0.0004819783334939166,0.00029950313842661377,0.00035225178281467976,0.0008092639843115875,0.00046501509376540196,0.0004510685595710043
65,0.0005348778527923325,0.0003955237398915212,0.0004931234615146839,0.0006474183393710433,0.00048826162685851375,0.0007741996863633447
66,0.000407935850221034,0.0005819370056706682,0.0005384119958005009,0.0006117602264034764,0.0006703468172944278,0.0008467024352657262
67,0.00021586229157605664,0.00024485509600769934,0.00022610909345655345,0.0004006794377526048,0.00023727871147209727,0.000305558042524104
68,0.00024228417170524697,0.00016494765934422319,0.0001946708189439123,0.0001948715340172844,0.00029642226527484215,0.0003677421071347965
69,0.00040080758974220514,0.00017487165190251014,0.00027771209486718003,0.00046514695728166815,0.000508850130687354,0.0004044962105077996
70,0.0004020079959200561,0.00031012336848603296,0.000677582642982593,0.0006110593785579905,0.0003426340961254781,0.0008104375832073465
71,0.0002053178595108677,0.0001574719300177139,0.00024065347307536302,0.00036548735270466,0.00017347273289024956,0.00020186472320602263
72,0.00032849546621909495,0.000161522489440637,0.00016140090913661616,0.0005730603933488813,0.00020635247032196443,0.0005967224978642214
73,0.0007405811194884357,0.00046365341472322176,0.0006653454852862464,0.0009082270748688765,0.0007613437729034059,0.0009408034522629372
74,0.0003004276460443685,0.0004505832187685562,0.0003960758674485893,0.0008711272641652878,0.000428568889928614,0.0005730776110432402
75,0.00037798989440946865,0.0002882532278527759,0.00022243506763905237,0.000758737933935322,0.00031210242819524307,0.0003268540880958873
76,0.0005083301664428974,0.00036391339074481573,0.000603984130110105,0.0006955841864986095,0.0007157945814236261,0.0009104175378372903
77,0.00019181659427742434,0.00023308331627304576,0.0001750633946721451,0.0004838090982832838,0.00024519671660786055,0.0002033311517335497
78,0.0004086675813065146,0.00018677009590390917,0.000153248538357972,0.0003159845194954633,0.0002078848271830037,0.0003628014601897251
79,0.00025030495062403004,0.0002201173769245864,0.0002688279272331949,0.00046625564886095943,0.0003382258153111284,0.00015908649123427468
80,0.0004367260388809032,0.00034845836343465726,0.00046776049669468273,0.000750115816055729,0.0004254955718743399,0.0006841198107324132
81,0.00032932454227333234,0.00031910580865212625,0.0003526589244351568,0.0006540168764187652,0.0005267236202896456,0.00044276255837126283
82,0.00023028972109504877,0.00036129608353253933,0.00024147122202818337,0.0006319086958764869,0.0002678496153043624,0.0005453266677202123
83,0.0005505877894398537,0.00023443959639267518,0.0003324865184429005,0.0005888060198211905,0.0002606666670480385,0.000711884492001019
84,0.0001816942283807138,0.00017416677596707484,0.00025206759983294175,0.00044441161064342864,0.0003696641687012369,0.00020259444533916144
85,0.00025237568077410473,0.000162884085794966,0.00044511421997870976,0.0003079980847419311,0.0002993306607983484,0.00022045943470376468
86,8.43052261539367e-05,0.00010131551735202774,0.00010347072381597341,0.0004036650967905712,0.0001327630267907785,9.556889728274262e-05
87,0.00029352306512944525,0.0002175475281504735,0.00026056591791918173,0.000772525772910513,0.0003574686361750469,0.0005060399054255655
88,0.0003126145558006875,0.00023139911766607255,0.00040297533336842225,0.0005235478940189909,0.00022695550262055727,0.0007618775899924925
89,0.00023782803964662253,0.0003485628550175786,0.0002454700044926827,0.001005057231490037,0.00030747122695350045,0.00028848493338260925
90,0.0005699902336665008,0.00036914155514895846,0.00039044781178631464,0.0007769931669853743,0.0004632219506516006,0.0005053903845516949
91,0.0005148442539954941,0.00039669336303505215,0.00040264887403455927,0.0009152496806683354,0.00076208327774092,0.0008757848744793155
92,0.00021352422862856818,0.00025379472072333225,0.00012601800121805952,0.000414351875478831,0.00024317392095298308,0.000167301320214522
93,0.0001346013828653841,0.00013792130862655814,0.00013329608355339983,0.00028759366831722556,0.00018029032530907988,0.00027885090271580296
94,0.0004774829201937562,0.00042450729537288763,0.000401800429501694,0.0006240719620985528,0.0007805810443358959,0.0006907613657204892
95,0.0003780373320680274,0.0003189035723021504,0.00047407369579510213,0.0006767350287931493,0.0003946082386049304,0.0006604530581981232
96,0.00041441457353368365,0.0003112968454950988,0.00035347164333110833,0.0005676516695330437,0.00042436878077421823,0.0005755790235465393
97,0.00024977691166387623,0.00024003674918988662,0.00028303604260804656,0.0006965973507647099,0.0003439212442679982,0.0002742761400467705
98,0.00016186862098048238,0.000180046280140555,0.000100049264941246,0.000533053648126295,0.00012406969951867387,0.00017636110928117025
99,0.00048325340379936374,0.0006334078484632387,0.0005326478845774107,0.0008649157129639503,0.0005105741672918098,0.0005713462616224581
