,Standard_beran,True_proba,LogisticRegression,NN_BCE
0,0.0011524045330322285,0.0007182559258414133,0.000898866464656724,0.0020071884056735573
1,0.0008900173048781861,0.000776519280461869,0.0007727792900296161,0.0032256658200251363
2,0.0013823773300944212,0.0007977523541068459,0.0006103503600152741,0.004459021423464457
3,0.001075299913170167,0.0009208638129429554,0.0011810157975758891,0.0026682036554017707
4,0.00027370810933825064,0.0002046083805845575,0.00023622095981119158,0.002468089035443227
5,0.0008035086138709354,0.00033040414686353096,0.0002779545470269881,0.00503644899143339
6,0.0004902332369287512,0.0006803072585771773,0.0005856638379768128,0.0009404865330459513
7,0.0017353576010992907,0.0008084658534698623,0.0010143493874218024,0.003143738215238768
8,0.0007698065611459223,0.0005248929260688453,0.0006835405738501931,0.0010223767421139367
9,0.00036926898171777566,0.0002855581850656992,0.00035432597968855674,0.00031352783395088005
10,0.0013922915832356856,0.0008758215957885099,0.001276338749123063,0.0036333230560898024
11,0.0006895459579413324,0.0006081055577559491,0.0011527198712890242,0.006334118019646847
12,0.0006517996984279354,0.0004966455625701947,0.0005866437979593966,0.0012607549050250564
13,0.0009918112681067764,0.001365656441891969,0.0017516847475099976,0.003528098419644252
14,0.00036375366894304806,0.0005876806678151031,0.0006574654053647023,0.002038963624634282
15,0.0012800709905896332,0.0007955598569970655,0.0013066082229497688,0.0039170016060223216
16,0.0007645026578507769,0.00035891640644409917,0.0003669232553177241,0.0007230739506870975
17,0.0007680885544335904,0.0009306233051581631,0.0011769296771066827,0.0030323661218502216
18,0.0007038763490674486,0.00027252044801749105,0.0005559386692367517,0.005944603120588139
19,0.0010203237246849965,0.00037053124273818877,0.0006501184629441915,0.004429399047598675
20,0.000326965149916336,0.0005312988749481754,0.0006100822355114117,0.0017597290748006496
21,0.0007613098026451412,0.0008452055964090506,0.0014506242859042263,0.003950603535295959
22,0.0009444632869165422,0.00040362093909031093,0.0009137259424560429,0.0024149525292392732
23,0.001114982060366128,0.0003448700202744432,0.0004670749231682413,0.0028159500644924355
24,0.0010165896243618615,0.0006383007189323911,0.0006595360586020735,0.0063658960499191584
25,0.0006042977464098929,0.0004512990767736548,0.0005489604202792962,0.0019083722067614302
26,0.000655053621730639,0.0004761745643955475,0.0006814615295410248,0.0023438477156914345
27,0.0005419509272724718,0.0008668523090827892,0.0009589131673775033,0.0026662539158559843
28,0.0009021339935734873,0.0003922517833876767,0.0008281899528195805,0.0032161579468786903
29,0.000794807435106855,0.0006898622564728989,0.000697409663204136,0.004307561847511336
30,0.0009767532507696435,0.0006405620291004436,0.0006789153117396996,0.0019916286356907852
31,0.0007820519210921149,0.0013624489360983308,0.0014520135348323213,0.0025646587564522624
32,0.00028634173621823244,0.00039733347591186036,0.0004417143680741828,0.0005243571349268406
33,0.0015736092671646822,0.0007930358013991834,0.0011270382142445205,0.0007299018528027349
