,t,true_cdf_0.3,Standard_beran_cdf_0.3,Standard_beran_mise_0.3,True_proba_cdf_0.3,True_proba_mise_0.3,Linear_cdf_0.3,Linear_mise_0.3,Linear_with_delta_cdf_0.3,Linear_with_delta_mise_0.3,NN_cdf_0.3,NN_mise_0.3,NN_with_delta_cdf_0.3,NN_with_delta_mise_0.3,Standard Beran delta obs_cdf_0.3,Standard Beran delta obs_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,Standard_beran_mise_0.5,True_proba_cdf_0.5,True_proba_mise_0.5,Linear_cdf_0.5,Linear_mise_0.5,Linear_with_delta_cdf_0.5,Linear_with_delta_mise_0.5,NN_cdf_0.5,NN_mise_0.5,NN_with_delta_cdf_0.5,NN_with_delta_mise_0.5,Standard Beran delta obs_cdf_0.5,Standard Beran delta obs_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,Standard_beran_mise_0.7,True_proba_cdf_0.7,True_proba_mise_0.7,Linear_cdf_0.7,Linear_mise_0.7,Linear_with_delta_cdf_0.7,Linear_with_delta_mise_0.7,NN_cdf_0.7,NN_mise_0.7,NN_with_delta_cdf_0.7,NN_with_delta_mise_0.7,Standard Beran delta obs_cdf_0.7,Standard Beran delta obs_mise_0.7
10,0.11616067816885961,0.01120404768920512,0.03752785009017012,0.0006929425728450509,0.02785012014372701,0.0002770917281611924,0.015436815505691315,1.791632338828131e-05,0.035297785047529784,0.0005805081798919297,0.01041089533759565,6.290906528636336e-07,0.03125287749770134,0.00040195557669004653,0.036953064868886054,0.000663011885719504,0.005023293404152449,0.008333449508353019,1.0957133434176294e-05,0.0034080701576943984,2.6089461358984854e-06,0.011051547866252176,3.6339851859825266e-05,0.012374247574947539,5.4036527221129725e-05,0.003563942122276176,2.1297061639139224e-06,0.009026673707764443,1.6027053855348462e-05,0.011971782866883052,4.8281505813678215e-05,0.0020015280755045343,0.005854349183763818,1.4844230492248298e-05,0.0005770058836011005,2.0292634752253637e-06,0.009303679793242203,5.33214197088592e-05,0.0068376177699367435,2.3387763532593425e-05,0.0013257849566341573,4.566287627006645e-07,0.006006528713614179,1.6040030111258663e-05,0.007154625977759399,2.6554417990223492e-05
11,0.1360577102837687,0.013309672056459415,0.039505295274439134,0.0006862106757783581,0.028988278892410735,0.00024581871231633945,0.02270511784818019,8.827440162516362e-05,0.036439865702370344,0.0005350058580973384,0.012923794718446624,1.4890131999183785e-07,0.03191514618062097,0.0003461636673848451,0.036953064868886054,0.0005590100236827077,0.006072581174887338,0.008333449508353019,5.1115256212678875e-06,0.0053880230281925234,4.6861985620623895e-07,0.019952072769146456,0.00019264028691510954,0.013424090924209486,5.40446955943786e-05,0.00799922873388248,3.711970816581939e-06,0.009376489507733954,1.0915810271853305e-05,0.011971782866883052,3.48005806028451e-05,0.0024648083968252274,0.005854349183763818,1.1488986746320282e-05,0.0017052196963088795,5.76974993952114e-07,0.018952378968797423,0.00027183998336576356,0.007210180002328648,2.2518551674318105e-05,0.0036824817808359667,1.4827284701281653e-06,0.006236860247763487,1.4228375166166752e-05,0.007154625977759399,2.1994388942439243e-05
12,0.1559547423986778,0.015748703145328818,0.03974626268331183,0.0005758828637790394,0.029449817143392565,0.00018772052478793836,0.029280693644031186,0.00018311476685697116,0.038780566998881105,0.0005304667525685684,0.013627454584519416,4.499695456735957e-06,0.032742900992695834,0.0002888027604754537,0.039210604176624475,0.0005504608000023122,0.007311678471237236,0.012719904397566872,2.9248907670224052e-05,0.006574157107550382,5.439377618945164e-07,0.028489671726937726,0.0004485073983384955,0.01876654519589449,0.00013121397167966002,0.010369874839849635,9.352565028994067e-06,0.013919114894086926,4.36582160820007e-05,0.019818065519745298,0.00015640971700709022,0.0030230203982484325,0.008537527943694001,3.0409793468776113e-05,0.002636225014727822,1.4961066871285604e-07,0.027308488053023106,0.0005897839392111069,0.009889699402635399,4.7151280549288787e-05,0.005541365684899602,6.34206298279816e-06,0.008919006618162473,3.476265350541626e-05,0.012746184187029108,9.45399140634558e-05
13,0.17585177451358686,0.0185615371242436,0.03974626268331183,0.0004487925970130386,0.030967632024218927,0.0001539111906671938,0.0376429232108878,0.0003640992949875789,0.042767602976133356,0.0005859336240260233,0.017656690072155867,8.187481876718619e-07,0.035629935146817227,0.00029133021105699525,0.039210604176624475,0.00042638397013372136,0.008768500610146404,0.012719904397566872,1.561359189124082e-05,0.0075434083732961454,1.5008509887907705e-06,0.03640687401809184,0.0007638796846370253,0.020225260518180743,0.000131257347590343,0.01233864364862125,1.2745921315170408e-05,0.014617587744089278,3.4211820300456056e-05,0.019818065519745298,0.00012209288469143922,0.0036926656762911853,0.008537527943694001,2.3472690390103547e-05,0.003113234746366267,3.357402025536558e-07,0.033066981951082486,0.0008628504566114692,0.010327818252418908,4.4025249708494346e-05,0.006407885054074636,7.3724162694907476e-06,0.008950023303911592,2.7639809224698465e-05,0.012746184187029108,8.19661974242742e-05
14,0.19574880662849592,0.021791229726886,0.03974626268331183,0.00032238320846633754,0.033153617958317394,0.0001291038663217706,0.04726191731670559,0.0006487559262981897,0.04521619603936644,0.0005487290467408435,0.02170339339829186,7.715220620898147e-09,0.03684586695266412,0.00022664210199978426,0.04025036163893103,0.0003407395509462792,0.010473789573328084,0.012882074100610152,5.799834364346218e-06,0.009402660486923398,1.1473175197421374e-06,0.044552379946213305,0.0011613503218029053,0.02323771663773544,0.00016291783410551057,0.015658840728778767,2.6884755484640466e-05,0.01597555929311867,3.026947004960457e-05,0.020825337758742957,0.00010715454983496595,0.0044924645295528285,0.008537527943694001,1.6362538024423438e-05,0.004690771993918319,3.932585042307028e-08,0.040612892845149684,0.0013046853417021712,0.01520020429416269,0.00011465569086660723,0.008996767103104153,2.0288741674101084e-05,0.010774989881439545,3.947012479709931e-05,0.012746184187029108,6.812388818421035e-05
15,0.21564583874340504,0.025483288479226065,0.03974626268331183,0.00020343243314641592,0.035562366201648765,0.00010158780773463757,0.0526823294693447,0.0007397878307821538,0.04947333569431722,0.0005755223653823029,0.02674774531293511,1.5988510843135081e-06,0.04132585061042071,0.00025098677488076266,0.04026677498379572,0.00021855147323079303,0.012461164265834152,0.012882074100610152,1.7716508901116015e-07,0.010422795749583713,4.154946208041015e-06,0.05062817549396337,0.0014567207460881417,0.02552523677732932,0.00017066999058560364,0.017147665362731268,2.1963292531217873e-05,0.01670684117199739,1.8025772391527833e-05,0.021227520091172125,7.684899445643702e-05,0.005443522672884404,0.008537527943694001,9.57286861579757e-06,0.006682848212906545,1.5359277941511715e-06,0.050252407024156676,0.002007836116805693,0.019625342865714823,0.00020112402398177263,0.011761443178789577,3.991611951893708e-05,0.011711285080050038,3.928484559267875e-05,0.012746184187029108,5.332886519017023e-05
16,0.2355428708583141,0.029685388094163368,0.047489946440725794,0.00031700229791614573,0.04672178888992218,0.0002902389520737314,0.07203736112609815,0.0017936896196977317,0.06588893678407437,0.0013106969377427568,0.04698287015562619,0.0002992028856666281,0.05413059001668552,0.0005975678970328807,0.040274257247438494,0.00011212414994518149,0.014767124716126914,0.015386633352058587,3.8379094999392236e-07,0.016321032630398857,2.4146298060369802e-06,0.06423457020663637,0.002447028163356524,0.03654034569322351,0.00047407315171747917,0.02754470371203388,0.00016326652499664286,0.024171586022723845,8.844389246727886e-05,0.02469216334474067,9.850639177947522e-05,0.006569484546537651,0.01117187551846821,2.1182002658507923e-05,0.008447517756463019,3.527008737582582e-06,0.05880114146225768,0.002728145984161484,0.023161039498780123,0.00027527969573328177,0.014444083435730115,6.20093076656712e-05,0.014719195050855949,6.641778130419601e-05,0.01732599466039264,0.0001157025098294647
17,0.25543990297322317,0.03444700453794485,0.05630887767966031,0.0004779414972644596,0.05260143722314947,0.0003295834261216258,0.08523589882434979,0.002579511782835616,0.07976344617522169,0.0020535798826647176,0.0571350042673433,0.0005147453317211842,0.06639338776509318,0.0010205714012958241,0.05476029311893549,0.0004126296929746046,0.01743100239640296,0.029361904707495112,0.00014234642995682406,0.019509517089124184,4.320223327858005e-06,0.07532060247157146,0.0033512057968629492,0.05298002247908651,0.0012637328288390383,0.03272051844807178,0.00023376930109423845,0.038666197969651206,0.0004509335310341019,0.03985362385915692,0.0005027739532619544,0.007896666986216884,0.02220043056624421,0.00020459765255331617,0.010575658373972785,7.1769948556702865e-06,0.06847298024564918,0.003669489728104874,0.035541428260407404,0.000764232825906984,0.017526425521959155,9.273224945670111e-05,0.02593017607293524,0.0003252074499807536,0.03323773434565891,0.0006421696949157781
18,0.2753369350881323,0.03981896491503232,0.09033993602744439,0.002552368522141175,0.06111863276253637,0.000453675850413998,0.09868435840154721,0.00346513455032223,0.11035368721352157,0.004975147049724998,0.07183213471922001,0.0010248430409117546,0.09701737855389003,0.003271658522801864,0.09202109514834911,0.002725062400896167,0.020494849079743097,0.042018051174813054,0.0004632482284252238,0.022762486748921895,5.1421805986786544e-06,0.08371914618667797,0.003997311744665974,0.06603729033374628,0.002074113955374331,0.03805207206247119,0.0003082560788652355,0.05182574877769208,0.0009816252758829398,0.05731753080566371,0.0013559098894884477,0.00945416640670526,0.02243611077957597,0.00016853087970030947,0.011198432623635957,3.042464635525725e-06,0.07469989078023465,0.0042570045490265655,0.03797932876082799,0.0008136848873290607,0.018273150824371864,7.777448615904639e-05,0.026379817507093173,0.0002864776651720626,0.03604117500345827,0.0007068690261238184
19,0.29523396720304135,0.045852912284322644,0.111653542058188,0.004329722878637297,0.06777093333255013,0.0004803996466705432,0.1121164703955212,0.004390859133556187,0.13244329324209847,0.0074978940744127465,0.08234766804137161,0.0013318671977666588,0.11966071825631541,0.005447592222399331,0.12469865816694659,0.00621665164378731,0.024003257177634626,0.057308803671444086,0.0011092594272513034,0.028768046860561114,2.2703220722522703e-05,0.09744805494053943,0.005394138318433986,0.0841498693017626,0.003617614950010298,0.04727029604013255,0.0005413550974289889,0.06923275143812557,0.002045707151059783,0.07898325552499197,0.003022800218275416,0.011273932152975974,0.025784386219106836,0.00021055327720529367,0.015026621395684447,1.4082676552339894e-05,0.08896982855271895,0.0060366523173595935,0.047377865741215386,0.0013034940205440021,0.022720008183348517,0.00013101265649306885,0.03179396788234323,0.0004210718663345089,0.04370641204465908,0.0010518657519244293
20,0.3151309993179504,0.05260068678078773,0.111653542058188,0.0034872397164135817,0.06938923696027022,0.00028185541712900155,0.11977202033721912,0.004511988051749367,0.13640537209183168,0.007023225280083107,0.08428589829587807,0.0010039526287560136,0.12134626908425206,0.004725955086242389,0.12469865816694659,0.005198117477999383,0.028003105343877153,0.057308803671444086,0.0008588239544663593,0.03212568249993819,1.6995642407676316e-05,0.10585889708425766,0.006061524307521503,0.08801335690540169,0.003601230292477458,0.05120863955880939,0.0005384968182003906,0.0710287315535022,0.0018512045107303742,0.07929880374444354,0.002631248674401869,0.013390798328404445,0.025784386219106836,0.00015360102080456495,0.016868251158194902,1.2092678183417661e-05,0.09708865293688829,0.007005330866062899,0.049398806934462525,0.0012965766837739528,0.024986825306911764,0.00013446784168626958,0.03220280587164692,0.0003538916278070119,0.04370654862738843,0.0009190447161903476
21,0.33502803143285953,0.060113626927665705,0.12164002004832664,0.003785497050438113,0.07968698231997784,0.00038311624131375454,0.13325295587055053,0.00534936143821551,0.1500556529718563,0.00808956804893386,0.09751991359374235,0.0013992302821447032,0.13280485311503032,0.005284014364622604,0.12469865816694659,0.004171226260178888,0.03254322430598133,0.05732833054513076,0.0006143014912859237,0.03894164403127953,4.093977498108508e-05,0.11675974332639882,0.007092422075916341,0.09777926351733413,0.004255740811985159,0.05992856737436558,0.0007499570149731012,0.07728016129869197,0.0020013935314897617,0.08002504039052949,0.002254522858686856,0.015842466260468334,0.025795886157146564,9.907056763959006e-05,0.01920108599234649,1.1280326503361293e-05,0.10387329810709733,0.0077494273556094695,0.05300260173333504,0.0013808756683618066,0.028042517971854974,0.0001488412617605081,0.0349627198088297,0.0003655840957536254,0.043706965560056155,0.0007764303212167301
22,0.3549250635477686,0.06844179772395116,0.12622869038962403,0.0033393249639539968,0.09196332361788806,0.000553262180379144,0.14820115057563477,0.0063615543673193695,0.15466223869575235,0.0074339644413718535,0.11295031426597579,0.00198100804477168,0.1375030571420851,0.004769457552418794,0.13339218469033676,0.0042185527670832315,0.03767397939860423,0.06299824779701968,0.0006413185699149835,0.047592811215119823,9.838322460432205e-05,0.12995557489288867,0.008515892866970739,0.1054720189857834,0.004596574171864714,0.0707385047500686,0.0010932628367176299,0.08408709146648063,0.0021541769718252542,0.08886310176051693,0.0026203262481828706,0.018669429849557186,0.025795886157146564,5.0786379503980424e-05,0.023502568252154132,2.335922681865736e-05,0.11628678309791762,0.009529147655215186,0.05868152137106175,0.0016009674679252572,0.032293309486961186,0.00018561009637447134,0.036510006773475934,0.0003182861849782621,0.04406006201247936,0.000644684201632818
23,0.37482209566267766,0.07763315490319511,0.13965913939750618,0.003847222752488517,0.09585758776362385,0.0003321299530842749,0.15745015286435415,0.006370753163531666,0.16460614703897614,0.007564301361050628,0.11807919153152902,0.0016358818789405278,0.1463676027629729,0.00472442432258851,0.14600312572797602,0.004674452910581393,0.04344676811762446,0.07113933399590822,0.0007668782049230857,0.05332130074886687,9.750639468547117e-05,0.1390342725695659,0.009136971007349925,0.11552990379878891,0.005195978449629163,0.07775430672045014,0.001177007204984374,0.09401872047824322,0.0025575223655646935,0.09726212481291963,0.00289609261624185,0.021914836402345646,0.02602351784869983,1.6881263227615096e-05,0.026279793590771483,1.9052851256790385e-05,0.12384537642745697,0.01038983498981082,0.06042018628895218,0.0014826619698899896,0.03559959585030947,0.00018727264114863523,0.03845848390651274,0.00027369227274213413,0.04695826411262127,0.0006271732714798011
24,0.3947191277775868,0.08773265759174448,0.13965913939750618,0.002696359512724101,0.10115604765663744,0.000180187400834267,0.16517469485325575,0.005997269135213301,0.16989398680542378,0.006750484018158592,0.1248228964697401,0.0013756858200267776,0.15137491204095777,0.004050336551378408,0.14638294311595634,0.003439855992071576,0.049913433165442736,0.07195419813853543,0.0004857953205991098,0.05856678825722017,7.488055434439045e-05,0.14704642777582888,0.009434818641981304,0.12053207156265189,0.004986992089075783,0.08355313570846501,0.0011316295871830193,0.09687135035890637,0.002205045987148188,0.10011410725800363,0.002520107679347514,0.025624276208227395,0.02602351784869983,1.5939388748711993e-07,0.032482737486477786,4.703849110525999e-05,0.13315356792115574,0.01156254857628404,0.06623244285664953,0.001649023198546024,0.041749638362900465,0.0002600273046193625,0.0408691900235868,0.00023240739723773602,0.04717680964490978,0.00046451169753931214
25,0.41461615989249584,0.09878134434536706,0.14248238581715678,0.0019097810257190846,0.11792755554545964,0.00036657740331855047,0.1819693348200211,0.0069202417592111294,0.18689886900785901,0.007764698152644877,0.14623106596721813,0.002251476081991161,0.16876825174920385,0.004898167207953224,0.15194418601732218,0.0028262877346373677,0.057125593879268535,0.07271825300133128,0.0002431310184968465,0.06672185440031342,9.208821598776461e-05,0.1598467415448639,0.010551634177737046,0.12572948690523633,0.0047064941383184325,0.09293866916513882,0.0012825763614314131,0.10107501232396543,0.0019315513816270636,0.10309256489504637,0.002112962424365359,0.029845495098312805,0.02602388424213853,1.460470953602909e-05,0.03821244480841801,7.000584745142959e-05,0.14410595362899092,0.013055452383640814,0.06623279412417249,0.0013240355303973295,0.04771402469143726,0.0003192843498203645,0.040869550832335344,0.00012152980482683522,0.048163994065931415,0.0003355674044266441
26,0.4345131920074049,0.11081539010265701,0.15648979621911585,0.002086151374091213,0.13005434673762062,0.00037013745240201037,0.19062255041835974,0.006369182837656277,0.20363703002371403,0.008615856837634366,0.1613316307415319,0.0025518905682847147,0.185092292257798,0.005517058193764388,0.16957727638015085,0.0034529592788891195,0.06513390156941873,0.07690280142163819,0.00013850700373157124,0.07045443490820957,2.8308075009184855e-05,0.16513221008871937,0.009999661706721235,0.13217705504312793,0.004494784427699326,0.09763026279663767,0.0010560134930098985,0.1071313280313031,0.0017637838294213854,0.10997247987989744,0.0020104981049049323,0.03462802554404867,0.02602388424213853,7.403124754323589e-05,0.03865909938800394,1.6249556335420315e-05,0.14581983295864742,0.012363618036125217,0.06682621899188301,0.0010367236613041625,0.04824096238233777,0.00018531204936324855,0.041400275842743084,4.5863374108166616e-05,0.048163994065931415,0.00018322244382540061
27,0.454410224122314,0.12386516384789031,0.17759084843525785,0.002886449184381302,0.14736608121873784,0.0005522931172714031,0.2090176562184275,0.007250946956914393,0.23140019620995866,0.011563783185111087,0.18289448000790165,0.0034844601663185757,0.21327935088702732,0.007994896843869776,0.2004335439388849,0.005862716829759017,0.07398722707294414,0.08158423555419592,5.771453786421143e-05,0.07861743790346643,2.1438852335085872e-05,0.17638979952844536,0.010486286845504176,0.13994072885179454,0.004349864396892823,0.10734715464525468,0.0011128847676298052,0.11508991191227635,0.0016894307010014704,0.11907684912815941,0.0020330740170821557,0.04002273350689895,0.02602388424213853,0.00019596778073748341,0.050045135030902355,0.00010044853230834574,0.15542819802213415,0.01331842123997721,0.07473692030109691,0.001205074764782468,0.060379786276717695,0.000414409597473185,0.04808109793190485,6.493723720620062e-05,0.04911151346463216,8.260592112009289e-05
