,Standard_beran,True_proba,NN_BCE,RandomForest
0,0.0019426403127884018,0.001374135496367361,0.002479909282018158,0.0019659598551699325
1,0.002386267984584818,0.0015606365327896304,0.0014800997750981971,0.0021985026088097524
2,0.001199508829434961,0.0026333926653066063,0.0024809539222640183,0.0026678605189348016
3,0.0011827191158657949,0.0008603637725728712,0.000996037430441592,0.0011452778655850779
4,0.0015117739033984718,0.0008082256762524966,0.001427804753446,0.0012775685400651434
5,0.0006266677065627555,0.0006249787900954604,0.0005684291440915487,0.0005820611464501
6,0.0017468132165221924,0.001350152528881704,0.0011061883041649642,0.0015453690817107887
7,0.0010255935333318511,0.0010806647202058106,0.0007047239167112236,0.0012063878470722495
8,0.0008110338425910981,0.000516126599904222,0.0006514962096319455,0.0008136926866290752
9,0.0006789432548040702,0.00039022416927678795,0.0011369729845082182,0.0006587237381068623
10,0.0007184367634978419,0.0005681373092475313,0.0008016010802975903,0.0009969298215038052
11,0.0012157438232767658,0.0008307778372085078,0.0013712209566177987,0.001340571665304277
12,0.0013119330664467734,0.001293568931482861,0.0010725979546586935,0.0013571671154900802
13,0.001716166936750949,0.0008918586108473955,0.0006826863446530872,0.0014849491155006502
14,0.0022046622459990016,0.0014052560146167762,0.0029732115856030343,0.002164320977036566
15,0.0007262875771282905,0.000861400357211821,0.0012125907543180613,0.000864940055061627
16,0.0008859176290336475,0.0018795869675696227,0.0016450013251074324,0.0008647677411264414
17,0.0009408645730371315,0.0005941827007782881,0.0008151618570265828,0.0008093578159961548
18,0.0014040014892609488,0.0009606908699821923,0.001083574119968485,0.001421215755215701
19,0.0006100500396987016,0.0005146321363072048,0.0003889763377118278,0.0004492035224150589
20,0.0009792288179994468,0.0007452833728738246,0.0007119651561237891,0.001025857265504665
21,0.0009931421020188025,0.0008396304380334196,0.0006620308659796794,0.0007680909319447321
22,0.002512898952142041,0.0010708589041507875,0.0029077724221814034,0.003384382895368412
23,0.0009893886145997672,0.0009081657478637403,0.0013511455522480667,0.0014619116831525903
24,0.0009623809167238879,0.0012012277030746812,0.0014039326862311248,0.0009366491837762229
25,0.001598745392707488,0.00038101873077303627,0.0005690699714543255,0.0011308035046957102
26,0.0023112475935330693,0.0011167732924416828,0.0031182863208749395,0.0028023640193897
27,0.0015904231902235178,0.0015140023533271993,0.0006793799197056105,0.0013514929285935709
28,0.0017128687078574933,0.0014128911693613421,0.0018391814868013734,0.00181027866840427
29,0.0009428685203627728,0.0005040601692220379,0.00046361779305395626,0.0007024457249886302
30,0.0009536826275720263,0.000708159235331737,0.0006852713006602003,0.000774250013478587
31,0.0008086503209549041,0.0007630851820585769,0.0006369428910408948,0.0009053653432430076
32,0.0008320997954786541,0.00044315511767185694,0.0005715106631658248,0.0006261516460456254
33,0.00131755455015102,0.0006196422263040491,0.0014003836332691648,0.0009437480355897895
34,0.0017997914614533842,0.0011833295459389506,0.0013283927761635664,0.0017033444810445827
35,0.000963662731907514,0.001265714755014653,0.001157232739057307,0.0009604760036972612
36,0.000608993243936492,0.0006325567967375563,0.0006467246707932584,0.0006138700192420164
37,0.0005922988201556632,0.0006995676121722172,0.0005852604253877409,0.0006356189528721333
38,0.002235013707172012,0.0014717017486070582,0.002481312759792524,0.0023040734041342675
39,0.0010478025641951685,0.0007318351624913483,0.0010186644617477573,0.0011554474280766195
40,0.001914417531801677,0.0009386185717732653,0.0013936459511727423,0.0016412459619649527
41,0.0007787283551672782,0.0005080391091712574,0.000608764258601581,0.0008944888568291339
42,0.0007857725411354418,0.0005400967989835272,0.0011879632056033007,0.000933357000395843
43,0.0019092080352078025,0.0010207871216515595,0.001272965157450944,0.001871187786267059
44,0.0005512113415132827,0.0003077095424259928,0.0003652325214737445,0.0006449213352158898
45,0.0018538132530187576,0.0010785716034171263,0.0017490146958122018,0.0015441564683684828
46,0.0011381828163902648,0.00057803392093109,0.001031078343040204,0.0007709475097041331
47,0.0015080092300989595,0.0008222544387363786,0.0016729380038519692,0.0014719317902886022
48,0.0014723888192063465,0.0008282290184821511,0.0008810635560572076,0.0014503635780300209
49,0.0010857812835249347,0.0006375606274701771,0.0008501902772195922,0.0008420344671130203
50,0.0017536330258077488,0.0005432015471721531,0.0007320872938954161,0.0018483869971321887
51,0.0010456269482892998,0.0006774544092890178,0.0009390841775055564,0.00103544766618128
52,0.0012185204829888144,0.001051087199109733,0.0008253879558352937,0.0012615723983136532
53,0.00109118523082401,0.0010987813747610016,0.0020044882814547168,0.001607218324387921
54,0.0008195914834574372,0.0007977456697814816,0.0008181807705915693,0.0009358892586976542
55,0.001200152925687782,0.001163477897719685,0.0011815386472662861,0.0014493511224430004
56,0.0012151062197581725,0.0005429634260240127,0.0012715532448634014,0.0011970940786529514
57,0.0022257849694373912,0.0011913243405800948,0.001972910457387552,0.002270779189629913
58,0.00043187177972711416,0.000562356978911663,0.00043928075996632637,0.0005178425299005382
59,0.001959947965725318,0.0011532598522836068,0.001159980099533143,0.0017122244817916754
60,0.0009699660292259006,0.0008110319158987933,0.0009633463253713395,0.001099526065697611
61,0.0008553146298168283,0.00026363418650480124,0.000329035520101743,0.0003862508733085001
62,0.000924363655130024,0.0006123102450335894,0.0005284126301592624,0.0006930107821955217
63,0.0016260660259656945,0.0010234716589410822,0.001928567454926318,0.0017196612722007428
64,0.0008373845638572151,0.00038320182734134225,0.0008830452057500324,0.00061665420666192
65,0.0008976836759647046,0.000519347231959586,0.0006260566050825885,0.0006224097648155684
66,0.0008085730678836926,0.0012824147942848958,0.0019375079797431883,0.0010076782215823919
67,0.0007532657743120204,0.0011579757841348503,0.0011527967827096063,0.0011889877818415308
68,0.0012471706376113254,0.0009570733032159996,0.0007913846800865282,0.001297156942226383
69,0.0019398648164003092,0.0008815160391193225,0.001298541968451568,0.001991389240928969
70,0.0012827667779165988,0.0010653790819871382,0.0009486766804307353,0.0009726907555150029
71,0.0008997777632346306,0.00062605665600838,0.0009951846980998486,0.0006940649742295975
72,0.0009747736868760631,0.0010289194923897881,0.0009947646892933377,0.0011314184855367904
73,0.0011806281323087442,0.0009334701609304293,0.0009995445706624053,0.0010737978296817558
74,0.001805505908305384,0.0010674717459517495,0.001164486592158987,0.0014805839054824032
75,0.0015021297876890534,0.0013259688889064522,0.001686005611332427,0.001520038495616394
76,0.00039605635927259105,0.00036254718361920264,0.0005904641936379897,0.0003632699671028347
77,0.0007504035549771717,0.0014147619945842848,0.0009810656322218744,0.0007490385195966045
78,0.0009947544840785989,0.0007109948400278646,0.0006763681470270733,0.0013575193297655518
79,0.0017035757358012482,0.0009066542814878775,0.002275796306873857,0.0017904172042072326
80,0.0021987912014672134,0.002442799970752855,0.0040416308511233385,0.004117458617411923
81,0.0010027648765006398,0.0013995304194224943,0.0011098467506315485,0.0013835996584089343
82,0.0010753291606366696,0.000626252116032999,0.0011747451125820657,0.0018854625582636032
83,0.0009159644835574232,0.0016026395335372154,0.002195300149757829,0.0010428595488358456
84,0.0003294266327683155,0.0017379046667798726,0.001451839902750638,0.0005676594311854923
85,0.0005726421453038683,0.0004272595878246643,0.0005168321240287933,0.000623919054041888
86,0.0006172109122862785,0.00032041030407234654,0.000719467830347776,0.0006431698004724117
87,0.000615777350233555,0.0008251193980038671,0.0009609181254968265,0.0006387534266361476
88,0.0004758658609192765,0.000530241463378649,0.0003531117786340105,0.0006675051320540402
89,0.0009352847107147612,0.0008974440502272216,0.0008245798814723235,0.0010445972631829285
90,0.0005191575113532629,0.0005661140430270276,0.0004802466284633518,0.0005679521648708437
91,0.0019989350466763536,0.0009934471797079566,0.001420289356461096,0.0018685822084981499
92,0.0008345215073145055,0.0006243115624507425,0.0006288276661458754,0.0009020783458116323
93,0.0009299223555448941,0.0006716963749742754,0.000792854161187306,0.0006599645055876923
94,0.0006113759664007897,0.0008843845144220142,0.0010189700050187362,0.0005477002043912581
95,0.002324764483861413,0.0010390703037698235,0.0011012999185566646,0.0021264144524636244
96,0.001636103807850267,0.000934857867956882,0.0013823757435142724,0.0017212230571769897
97,0.0009083127395887928,0.0007010467425221514,0.0033352819775206224,0.0008280031592256378
98,0.0018787932101740517,0.0006483415896055912,0.002545853966045912,0.0017190012971859691
99,0.0008761789634598967,0.0010244371446277215,0.000533368829544313,0.0008395518460795285
100,0.0017648048214360412,0.0007597987192694663,0.0015784544657499193,0.0015405814795740103
101,0.0006116548930026226,0.0006992132951492674,0.0004807688727472691,0.0006276618720415437
102,0.0006307999865767289,0.0003975491114367737,0.0006466859432748243,0.0006201642592855122
103,0.001760173471909831,0.0007729871440929841,0.0008253480163664822,0.0020176155513246317
104,0.0016023179738001649,0.000892479814560246,0.0006503689174428313,0.001343425527884291
105,0.0011734464096364845,0.0004991329157348652,0.0004629134928681295,0.001052838801408456
106,0.0006875388922519466,0.0011878650061579637,0.0019238839461406386,0.000896831050734685
107,0.0008877100048430701,0.0006620121452649337,0.0007409557390078022,0.0009039105762377273
108,0.0011678023914519977,0.0005950707328904966,0.001308005758573001,0.001087637243285844
109,0.0012428221132024196,0.0006247442162253945,0.0005448508781349645,0.0010654309660801168
110,0.0019438371446604949,0.0019749925281373143,0.0015121311265878117,0.0020906018251210918
111,0.0016307005667214453,0.001047344784439555,0.001531795614736849,0.0018512816887192743
112,0.0007539541932183409,0.0005884324085146509,0.0009806041205623053,0.0008159727699806971
113,0.0005744212339241157,0.0004588980802418212,0.0007921515496766287,0.0005872076109858767
