,t,true_cdf_0.3,Standard_beran_cdf_0.3,Standard_beran_mise_0.3,True_proba_cdf_0.3,True_proba_mise_0.3,NN_cdf_0.3,NN_mise_0.3,NN_with_delta_cdf_0.3,NN_with_delta_mise_0.3,Linear_cdf_0.3,Linear_mise_0.3,Linear_with_delta_cdf_0.3,Linear_with_delta_mise_0.3,Linear_MAR_cdf_0.3,Linear_MAR_mise_0.3,NN_MAR_cdf_0.3,NN_MAR_mise_0.3,Standard_Beran_delta_obs_only_cdf_0.3,Standard_Beran_delta_obs_only_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,Standard_beran_mise_0.5,True_proba_cdf_0.5,True_proba_mise_0.5,NN_cdf_0.5,NN_mise_0.5,NN_with_delta_cdf_0.5,NN_with_delta_mise_0.5,Linear_cdf_0.5,Linear_mise_0.5,Linear_with_delta_cdf_0.5,Linear_with_delta_mise_0.5,Linear_MAR_cdf_0.5,Linear_MAR_mise_0.5,NN_MAR_cdf_0.5,NN_MAR_mise_0.5,Standard_Beran_delta_obs_only_cdf_0.5,Standard_Beran_delta_obs_only_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,Standard_beran_mise_0.7,True_proba_cdf_0.7,True_proba_mise_0.7,NN_cdf_0.7,NN_mise_0.7,NN_with_delta_cdf_0.7,NN_with_delta_mise_0.7,Linear_cdf_0.7,Linear_mise_0.7,Linear_with_delta_cdf_0.7,Linear_with_delta_mise_0.7,Linear_MAR_cdf_0.7,Linear_MAR_mise_0.7,NN_MAR_cdf_0.7,NN_MAR_mise_0.7,Standard_Beran_delta_obs_only_cdf_0.7,Standard_Beran_delta_obs_only_mise_0.7
0,-0.26611468763499535,0.00018710831189122605,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,0.0,3.5009520378784326e-08,5.942821129706753e-05,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,0.0,3.5317122979689042e-09,1.6466727122353215e-05,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10,0.0,2.71153102122043e-10
1,-0.24027528293872494,0.0002587814459049618,0.0,6.696783674466266e-08,0.0,6.696783674466266e-08,0.0,6.696783674466266e-08,0.0,6.696783674466266e-08,8.492419013250708e-06,6.329368760866929e-08,2.9315444249888856e-07,6.681697027892758e-08,0.0,6.696783674466266e-08,0.0,6.696783674466266e-08,0.0,6.696783674466266e-08,8.416496211668732e-05,0.0,7.083740848103412e-09,0.0,7.083740848103412e-09,0.0,7.083740848103412e-09,0.0,7.083740848103412e-09,1.5071982506087434e-05,6.818321741445023e-09,1.2737820547947809e-05,6.562105203486249e-09,0.0,7.083740848103412e-09,0.0,7.083740848103412e-09,0.0,7.083740848103412e-09,2.3909296302620627e-05,0.0,5.716544496865084e-10,0.0,5.716544496865084e-10,0.0,5.716544496865084e-10,0.0,5.716544496865084e-10,1.288581346314821e-06,5.266407221090719e-10,0.0,5.716544496865084e-10,0.0,5.716544496865084e-10,0.0,5.716544496865084e-10,0.0,5.716544496865084e-10
2,-0.21443587824245453,0.00035541598905017464,0.0,1.2632052527251383e-07,0.0,1.2632052527251383e-07,0.0,1.2632052527251383e-07,0.0,1.2632052527251383e-07,8.492419013250708e-06,1.2100505407343405e-07,2.9315444249888856e-07,1.2611300111553502e-07,0.0,1.2632052527251383e-07,0.0,1.2632052527251383e-07,0.0,1.2632052527251383e-07,0.00011836222623169869,0.0,1.4009616598523821e-08,0.0,1.4009616598523821e-08,0.0,1.4009616598523821e-08,0.0,1.4009616598523821e-08,1.5071982506087434e-05,1.2713356358870423e-08,1.2737820547947809e-05,1.2616783726851079e-08,0.0,1.4009616598523821e-08,0.0,1.4009616598523821e-08,0.0,1.4009616598523821e-08,3.4470778883167226e-05,0.0,1.1882345968122074e-09,0.0,1.1882345968122074e-09,0.0,1.1882345968122074e-09,0.0,1.1882345968122074e-09,1.288581346314821e-06,1.1160022103493283e-09,0.0,1.1882345968122074e-09,0.0,1.1882345968122074e-09,0.0,1.1882345968122074e-09,0.0,1.1882345968122074e-09
3,-0.18859647354618408,0.0004847427861943318,0.0008277121764401318,6.283595025890914e-06,0.0006614375039881049,3.968717168434349e-06,7.665244165189211e-05,2.1941810060953765e-07,0.0008244908857221956,6.233495756883527e-06,0.00026590046135650526,6.404991222276559e-07,0.0004807532497680178,2.077312120635726e-06,0.00010567042729323629,2.4419200612185717e-07,0.0011204087005799112,1.1701912061728141e-05,0.0005699387954297031,2.9307304348123815e-06,0.00016528894527650622,0.0004460209559389083,1.8692227000404738e-06,0.00039937012111969096,1.4902624396725373e-06,4.546879490582301e-05,3.29635702265433e-08,0.0002935480189630857,7.919843449173083e-07,0.00017143552481552193,2.1741486147343725e-07,0.0002661541252963473,5.831565219746251e-07,6.228319448469133e-05,4.552295153314643e-08,0.00035334370228738975,1.1590305391498579e-06,0.00025320923785105976,5.847642410444259e-07,4.93474928278992e-05,0.0,2.4351750483995626e-09,3.771634895733955e-05,1.293799031578393e-08,4.1611589914669626e-06,2.197641962947898e-09,0.0,2.4351750483995626e-09,3.848447599960059e-05,1.2488900451092094e-08,4.018997516634926e-05,1.4620967064567525e-08,5.632530963306515e-06,2.196526536296252e-09,0.0,2.4351750483995626e-09,7.708666583805534e-06,2.2686037154883438e-09
4,-0.16275706884991367,0.0006565434226960993,0.0008277121764401318,6.195265765503623e-06,0.0006614375039881049,3.937520097169821e-06,7.665244165189211e-05,3.891539211971835e-07,0.0008244908857221956,6.1462733360876355e-06,0.0002847811749830842,7.271887377349314e-07,0.0004963977178264245,2.0901950626368036e-06,0.00010567042729323629,4.0395720990313883e-07,0.0011204087005799112,1.1513011903042713e-05,0.0005699387954297031,2.9309724362867e-06,0.00022920782280127087,0.00045933206602193354,1.833090008324905e-06,0.0004126812312027162,1.4600934859514441e-06,4.7484551584975335e-05,5.148331051409856e-08,0.0003068591290461109,7.753434511705374e-07,0.00019636312901792906,2.2301553847605656e-07,0.00030601889327879216,5.821209358286406e-07,6.366093970833209e-05,6.216400022843076e-08,0.00035334370228738975,1.1390756640912278e-06,0.0002708478303880657,5.726357238039166e-07,7.014777642937905e-05,0.0,4.920710537986147e-09,3.771634895733955e-05,1.3854504295920434e-08,4.1611589914669626e-06,4.51007087826776e-09,0.0,4.920710537986147e-09,4.5958790642641746e-05,1.3076125847842842e-08,4.02716721053964e-05,1.542318181802913e-08,5.632530963306515e-06,4.447745543021052e-09,0.0,4.920710537986147e-09,7.708666583805534e-06,4.433454302810116e-09
5,-0.13691766415364326,0.0008830814619807647,0.001495454327707446,9.448487156482986e-06,0.0016370606279952349,1.1781917600846187e-05,0.00023218359649337383,6.704141781906605e-07,0.00149223303698951,9.400954216833412e-06,0.0005736234936955187,1.2711010589425793e-06,0.0011641398690937388,5.493527109298183e-06,0.00024143356538590676,6.49400545400701e-07,0.0026140463886087707,3.102569304977135e-05,0.001407553797727834,8.558154763573529e-06,0.000315628608341874,0.0006481287068557772,2.038045998645647e-06,0.0006169291039899716,1.7240891976570992e-06,6.260581178658686e-05,8.310231885982252e-08,0.0004956557698799546,1.0066531034655465e-06,0.0002962865174104379,2.7293049456484274e-07,0.0004948155341126359,8.135758157937519e-07,7.68591078361358e-05,9.165641330488218e-08,0.0004994460015846025,1.2463190636206236e-06,0.0005147140157107932,1.0136720256947173e-06,9.901543897088384e-05,0.0,9.804057154596822e-09,3.771634895733955e-05,1.656028524453488e-08,4.1611589914669626e-06,9.153171627784002e-09,0.0,9.804057154596822e-09,4.5958790642641746e-05,1.5306026746278616e-08,4.02716721053964e-05,1.7981430353998377e-08,5.632530963306515e-06,9.005896153425107e-09,0.0,9.804057154596822e-09,7.708666583805534e-06,8.871738548248245e-09
6,-0.11107825945737282,0.0011795902905042694,0.001495454327707446,9.173256719802966e-06,0.0016370606279952349,1.1422712127746402e-05,0.00023218359649337383,1.1443255907512738e-06,0.0014933878933242272,9.12492288472043e-06,0.0005736234936955187,1.542532583642005e-06,0.0011652947254284563,5.4120608189038835e-06,0.00024143356538590676,1.1178265630809065e-06,0.0026140463886087707,3.0087117769944243e-05,0.0014089935537465626,8.331674977768369e-06,0.0004316097557388178,0.0006532214973223316,1.9702333083754456e-06,0.0006169291039899716,1.6676504698155423e-06,6.260581178658686e-05,1.5524569393546547e-07,0.0005247556635972872,9.61693658606329e-07,0.0002962865174104379,2.908687569149223e-07,0.0005239154278299685,7.688112739512893e-07,7.68591078361358e-05,1.6049356112049513e-07,0.0004994460015846025,1.2171319858125215e-06,0.000551465714016175,9.627254345191116e-07,0.0001387834712895764,0.0,1.926085190318468e-08,3.771634895733955e-05,2.3017270024565603e-08,4.1611589914669626e-06,1.8279004165860105e-08,8.720474302559289e-07,1.902640503139069e-08,4.5958790642641746e-05,2.110744015165727e-08,4.114371953565232e-05,2.400072791516186e-08,5.632530963306515e-06,1.8014701555243345e-08,0.0,1.926085190318468e-08,8.816459426896905e-06,1.7420201670522598e-08
7,-0.0852388547611024,0.001564815095390034,0.0017729338565770525,1.2041013549524945e-05,0.0018451837898642242,1.5013308647965208e-05,0.00024943549653149154,2.024488113975405e-06,0.0015583015587030346,9.638413125255518e-06,0.0007397172732179103,2.696664534816295e-06,0.0013324943204117367,7.3316351570821925e-06,0.0002567185579379183,1.9842685882177592e-06,0.0026840331174387668,3.1050984938694226e-05,0.0014123763573708592,8.292954390911393e-06,0.000586112683683294,0.000828420115116224,1.9472256927067425e-06,0.0007314014537344038,1.6081471734827118e-06,7.106043852452836e-05,2.8376107249605624e-07,0.0006582669002922037,1.0437361700255694e-06,0.0003368940377050489,3.628581573616236e-07,0.0006689850344367088,8.537417405277627e-07,8.821244574582776e-05,2.816904001413755e-07,0.0006028114029273058,1.2057178597335037e-06,0.0007115021155179701,1.1357103557230698e-06,0.00019316315867593314,0.00025453930121813737,5.868793336549201e-07,0.0002662700019659181,4.710378494112717e-07,2.002379896917095e-05,3.2265671266655015e-08,0.00023700487879744215,5.074639095873249e-07,4.75978964722179e-05,3.3553781742847945e-08,0.00027727655090283856,5.080583105918614e-07,2.7705135984934515e-05,3.179803568780535e-08,0.00022855365300857854,4.713834378212005e-07,0.0003087843872394247,8.250806017797113e-07
8,-0.05939945006483199,0.0020616029644767732,0.0023967334841912937,1.4745137531868954e-05,0.0025213107845812543,1.7746845098973486e-05,0.0003423899387595242,3.2827356013764776e-06,0.002055461693627636,1.2094571113492191e-05,0.0010243177921332113,3.6815396720324796e-06,0.001889945545599736,9.376594808257102e-06,0.0003508236600976433,3.2596848898077103e-06,0.0030349726599413263,3.0380657984747685e-05,0.0020811848224789654,1.154408716337199e-05,0.000790411640693728,0.0009338568985483242,1.9270562690446677e-06,0.0008808988709463339,1.9288144521746052e-06,9.049899508573045e-05,5.124296058644908e-07,0.0007157225374714749,1.0580610072144063e-06,0.00044715150995425776,5.754796423176641e-07,0.0008429795961451437,1.2301562585224775e-06,0.00010969447058249982,5.052098867870828e-07,0.0006094466247768438,1.2305840102321367e-06,0.0008670852439064625,1.5513457227104168e-06,0.0002669738768351648,0.00025453930121813737,5.832669214523349e-07,0.0002662700019659181,4.6569373431527697e-07,2.002379896917095e-05,6.327277434500784e-08,0.00023700487879744215,5.064399540074974e-07,4.9765273717594646e-05,5.975991599974696e-08,0.00027727655090283856,5.010893929328891e-07,2.7705135984934515e-05,6.167120876304498e-08,0.00022855365300857854,4.7160706433097666e-07,0.0003087843872394247,8.134604520654449e-07
9,-0.03356004536856158,0.002697530814335721,0.0037776417015187745,1.3043047885941811e-05,0.004270001464931783,1.796133249237685e-05,0.0005145016952356584,5.079318083725641e-06,0.002992921603792442,1.0624566168209697e-05,0.0013997910430807669,3.903565793128094e-06,0.0029486861306331825,7.716174997197275e-06,0.0005702474502934151,4.845672627735103e-06,0.004345492015844166,3.0386973839588634e-05,0.003269447810173709,1.0811162153691799e-05,0.0010585603479673746,0.0018525268548327367,3.2976248500535093e-06,0.0020747838577237056,4.734409142495865e-06,0.00018841954601763743,7.917682939694133e-07,0.001439096158095321,2.224777291353786e-06,0.0006409905900993884,6.563361762362624e-07,0.0016335287290824342,2.3029064957143113e-06,0.00024188893068635142,7.26068926284153e-07,0.0019620819214869354,8.56317054903972e-06,0.001802218684417034,3.97755101188161e-06,0.0003664187221190342,0.0005740950366283526,1.345043405284623e-06,0.0006408489167307408,1.6043111843259533e-06,4.112465664295462e-05,1.1126683950779298e-07,0.0005711948530984223,1.3603836449418385e-06,0.0001774068770118209,1.4812189660972558e-07,0.0006280923352966373,1.3377490021945313e-06,5.783923084723419e-05,1.0614581551519807e-07,0.000613103595574227,1.6861117141936518e-06,0.0007398771939903015,2.303992813376507e-06
