,t,true_cdf_0.3,Standard_beran_cdf_0.3,NN_BCE_cdf_0.3,Standard_beran_mise_0.3,NN_BCE_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,NN_BCE_cdf_0.5,Standard_beran_mise_0.5,NN_BCE_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,NN_BCE_cdf_0.7,Standard_beran_mise_0.7,NN_BCE_mise_0.7
0,-0.7563659689500526,6.224205053856825e-07,0.0,1.2881346449500341e-10,3.8740728552457467e-13,3.873004773474916e-13,4.198741084538241e-08,0.0,9.228252795256964e-12,1.7629426694988946e-15,1.7625878213304868e-15,1.516873944705964e-09,0.0,0.0,2.3009065641274044e-18,2.3009065641274044e-18
1,-0.7232365198462112,1.079550797671626e-06,2.415185684030985e-07,2.416473818675935e-07,5.839561556333717e-10,5.839559310561211e-10,7.690413687863362e-08,1.3972599605682756e-08,1.3981827858478014e-08,1.956100542251867e-12,1.9560995429629486e-12,2.954196954661092e-09,0.0,0.0,8.72727964692808e-18,8.72727964692808e-18
2,-0.6901070707423697,1.8505260574274769e-06,2.415185684030985e-07,2.416473818675935e-07,5.858427627157285e-10,5.858423395144895e-10,1.392014646177444e-07,1.3972599605682756e-08,1.3981827858478014e-08,1.967822432500198e-12,1.967820283420302e-12,5.685479580676166e-09,0.0,0.0,3.2324678062285123e-17,3.2324678062285123e-17
3,-0.6569776216385282,3.1350728241395075e-06,2.415185684030985e-07,2.416473818675935e-07,5.916265138470123e-10,5.916257597119345e-10,2.4900449902083715e-07,1.3972599605682756e-08,1.3981827858478014e-08,2.00738015761037e-12,2.0073759819501565e-12,1.0812769885213667e-08,0.0,0.0,1.1691599259058321e-16,1.1691599259058321e-16
4,-0.6238481725346868,5.249381732548394e-06,2.146497675093284e-06,2.146626488557779e-06,3.6877786595304826e-08,3.6877785296466834e-08,4.401958717073948e-07,2.3496100564075472e-07,2.3497023389354998e-07,4.902980060926108e-10,4.90297998388226e-10,2.0321404929269477e-08,0.0,0.0,4.129594982993711e-16,4.129594982993711e-16
5,-0.5907187234308453,8.687303605982568e-06,2.7563037919142387e-06,2.7564326053787334e-06,3.9942923134497226e-08,3.9942920949957995e-08,7.690711808470662e-07,9.76512961244813e-07,9.765221894976084e-07,4.093233563544354e-09,4.09323354977008e-09,3.774177832228618e-08,6.442155654033055e-07,6.442155654033055e-07,4.150089743838818e-09,4.150089743838818e-09
6,-0.5575892743270039,1.4209764051731013e-05,4.872306925912906e-06,4.872435739377401e-06,6.236711338235658e-08,6.236710977508282e-08,1.3279315066195832e-06,2.948040714493161e-06,2.948049942745956e-06,2.3569231443061496e-08,2.3569231418972613e-08,6.927045578321012e-08,1.5301803547887794e-06,1.5301803547887794e-06,8.170982896119216e-09,8.170982896119216e-09
7,-0.5244598252231625,2.2973277856262123e-05,5.295180681014122e-06,5.295292743330782e-06,6.437636296039019e-08,6.437621619544709e-08,2.266107520910803e-06,3.448106693555475e-06,3.4480961205573426e-06,2.606546514970014e-08,2.6065267163321585e-08,1.2564240669174023e-07,1.5787964195504988e-06,1.5787944901226592e-06,8.194444366284973e-09,8.194442490783258e-09
8,-0.491330376119321,3.6711577662732855e-05,8.642408098612198e-06,8.642520160928857e-06,1.768443876925108e-07,1.7684423784847635e-07,3.821981473720085e-06,4.054392608677082e-06,4.054382035678949e-06,2.9735399491686025e-08,2.973520153820798e-08,2.2521261078486923e-07,1.5787964195504988e-06,1.5787944901226592e-06,8.194164898826093e-09,8.194163023708607e-09
9,-0.45820092701547954,5.798790975281189e-05,2.7695775917261277e-05,2.7691317148652527e-05,6.726044091279326e-07,6.722964697878676e-07,6.371003200704178e-06,1.3381924917072496e-05,1.3380261426386541e-05,1.2188860329506014e-07,1.2184855534564428e-07,3.989545858365295e-07,4.6610842986568145e-06,4.6610603087159365e-06,3.226751879777124e-08,3.226750758080158e-08
10,-0.42507147791163813,9.053930363174191e-05,5.641916610211474e-05,5.6414706937510815e-05,1.3968266452063865e-06,1.3965189829502061e-06,1.0496551820352151e-05,2.3376425856619697e-05,2.3374761980505463e-05,2.1841860025557832e-07,2.1837855347522526e-07,6.984492843081916e-07,6.038799776967852e-06,6.0387756711144935e-06,3.902166448393727e-08,3.902165215167329e-08
11,-0.39194202880779666,0.00013973776057530604,8.010307621140287e-05,8.029964260359045e-05,1.8508476062916443e-06,1.8903870238367326e-06,1.7092829513889515e-05,3.918164443792344e-05,3.925493635614942e-05,3.9541897447014057e-07,3.9824371249948105e-07,1.2084638220621072e-06,1.107108931029932e-05,1.0496588521311812e-05,7.792182746527394e-08,7.568243330318496e-08
12,-0.3588125797039552,0.0002131963251875623,0.0001531218038650259,0.00015391107051707927,3.510353776760484e-06,3.5893922335014774e-06,2.7511809478203785e-05,7.999935641065562e-05,7.972442189839965e-05,9.009461181231289e-07,9.007123452942335e-07,2.0664593164861764e-06,2.8226977866423486e-05,2.7646605589119788e-05,3.330394583864039e-07,3.306513821750994e-07
13,-0.3256831306001138,0.0003215497046410927,0.0002482503372635887,0.000250029989963428,5.939151821579276e-06,6.094588212526517e-06,4.376956279907264e-05,0.0001237375164670934,0.00012341617122936554,1.4764274005344905e-06,1.47524191334653e-06,3.4923837053824937e-06,4.3351260839437566e-05,4.2767917482174976e-05,4.7391715236639044e-07,4.7150397606220073e-07
14,-0.2925536814962723,0.0004794385882608219,0.0003424087090177675,0.0003441356594709074,8.642684443014778e-06,8.809222349031604e-06,6.883093888723745e-05,0.0001666623854947567,0.00016460929802000285,2.0207116873831318e-06,1.99236722349809e-06,5.833467877887282e-06,5.9260484319650565e-05,5.8386599354978516e-05,6.642632962542431e-07,6.594464734048333e-07
15,-0.2594242323924309,0.0007067230356664473,0.0004805153903804789,0.00048232377996097774,1.2447854767058648e-05,1.2647737578388588e-05,0.00010699533178034415,0.0002286366489014637,0.00022592703506129705,2.7067183113258713e-06,2.672360145470102e-06,9.63052040662384e-06,7.581907280617133e-05,7.470819544890163e-05,8.462233690084803e-07,8.377640060252889e-07
16,-0.22629478328858943,0.001029942092173956,0.000709173567736075,0.0007143079793921058,1.842033840806306e-05,1.8850553924481625e-05,0.00016440973635902857,0.00033818849433648045,0.0003349984050588894,3.9424744139327935e-06,3.903232008852558e-06,1.5714464710740537e-05,0.00011436255373185426,0.00011324603941477265,1.3276347397342885e-06,1.319049911437449e-06
17,-0.19316533418474802,0.0014840230336515563,0.0009730647472929933,0.0009790046086345168,2.6025732597611107e-05,2.6530119494005994e-05,0.00024973790760463835,0.000476234035868766,0.0004727112933552033,5.775260844932104e-06,5.729047618102632e-06,2.53446114554532e-05,0.00017995545864457334,0.00017879814457786528,2.3458460264326656e-06,2.3367858538609027e-06
18,-0.1600358850809065,0.002114223425941766,0.0014112470320914428,0.001419618204473124,3.7965836706161265e-05,3.877240349450131e-05,0.00037501540774175955,0.0007055933503008829,0.0007024642252639658,8.457627428017187e-06,8.427740753745607e-06,4.0403386106448414e-05,0.0002840989151030939,0.00028247055191998313,3.719389172207492e-06,3.741435740519872e-06
19,-0.12690643597706508,0.0029782620271933593,0.0019771957279885025,0.0019911329587716585,5.3174030309624456e-05,5.4650766597732105e-05,0.0005567186973118188,0.0009897816199623793,0.0009863144208653442,1.1819621588674482e-05,1.1798368202231916e-05,6.366583437916363e-05,0.0004023914309460479,0.0003993714819491421,5.124282566751428e-06,5.136085252458667e-06
20,-0.09377698687322367,0.0041485606778511415,0.002771747701792047,0.002790121350852629,7.601223559662731e-05,7.800721472864029e-05,0.000817071090492819,0.0014061962877128353,0.0014052819184922705,1.7224694034961524e-05,1.745536356212911e-05,9.916599076457137e-05,0.000587872275457195,0.0005815304456044579,7.829574505316732e-06,7.828476806483751e-06
21,-0.06064753776938214,0.005714479875655034,0.003791298134048754,0.00381636464131818,0.00010112828825275955,0.0001039521025884705,0.0011855981938789905,0.001997566093669856,0.0019967870105576297,2.507501052607594e-05,2.5372530814869304e-05,0.00015268575287677685,0.0008956638659158052,0.000887620385466815,1.2825129066309035e-05,1.2815407536655974e-05
22,-0.02751808866554073,0.007784388050207678,0.0051433614324232725,0.005180162528601286,0.00014004244438164267,0.0001438706859763629,0.0017009293152268393,0.002784060959151133,0.002782655892737427,3.5821883695256797e-05,3.617730770136685e-05,0.00023239471377144546,0.0012946143205129308,0.0012840703458201874,1.8856870389149955e-05,1.8818840510404598e-05
23,0.005611360438300683,0.010487362245855843,0.007030852800658096,0.00706600894117899,0.00019724040007679187,0.00020115780420176886,0.002412818487698954,0.003869109137997718,0.0038684038572350003,5.068669245206988e-05,5.1204036072103454e-05,0.0003496707255493093,0.0018336203206369619,0.0018205860400177703,2.7407211534426823e-05,2.7329046719888106e-05
