,t,true_cdf_0.3,Standard_beran_cdf_0.3,Standard_beran_mise_0.3,True_proba_cdf_0.3,True_proba_mise_0.3,True_proba_test_mode_cdf_0.3,True_proba_test_mode_mise_0.3,Prior_proba_cdf_0.3,Prior_proba_mise_0.3,Prior_proba_test_mode_cdf_0.3,Prior_proba_test_mode_mise_0.3,LogisticRegression_cdf_0.3,LogisticRegression_mise_0.3,LogisticRegression_test_mode_cdf_0.3,LogisticRegression_test_mode_mise_0.3,NN_BCE_cdf_0.3,NN_BCE_mise_0.3,NN_BCE_test_mode_cdf_0.3,NN_BCE_test_mode_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,Standard_beran_mise_0.5,True_proba_cdf_0.5,True_proba_mise_0.5,True_proba_test_mode_cdf_0.5,True_proba_test_mode_mise_0.5,Prior_proba_cdf_0.5,Prior_proba_mise_0.5,Prior_proba_test_mode_cdf_0.5,Prior_proba_test_mode_mise_0.5,LogisticRegression_cdf_0.5,LogisticRegression_mise_0.5,LogisticRegression_test_mode_cdf_0.5,LogisticRegression_test_mode_mise_0.5,NN_BCE_cdf_0.5,NN_BCE_mise_0.5,NN_BCE_test_mode_cdf_0.5,NN_BCE_test_mode_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,Standard_beran_mise_0.7,True_proba_cdf_0.7,True_proba_mise_0.7,True_proba_test_mode_cdf_0.7,True_proba_test_mode_mise_0.7,Prior_proba_cdf_0.7,Prior_proba_mise_0.7,Prior_proba_test_mode_cdf_0.7,Prior_proba_test_mode_mise_0.7,LogisticRegression_cdf_0.7,LogisticRegression_mise_0.7,LogisticRegression_test_mode_cdf_0.7,LogisticRegression_test_mode_mise_0.7,NN_BCE_cdf_0.7,NN_BCE_mise_0.7,NN_BCE_test_mode_cdf_0.7,NN_BCE_test_mode_mise_0.7
63,2.1671527575973295,0.9710661526318688,0.9422634475744422,0.002084031472756157,0.9520597870608127,0.0016535761224164796,0.9507417355374195,0.001716241501025623,0.9507844318471199,0.0015875047638023313,0.9485565420704476,0.0015688943463286129,0.9527763318671114,0.0019060885106744873,0.9478583480825682,0.002156095133222683,0.9519255245914602,0.001744549792977171,0.9492373478214496,0.002002812363874166,0.9172317851000715,0.8965260843591147,0.0016759863025207417,0.9016831307970788,0.001732362790580735,0.8996728507579244,0.001858050021912076,0.9019928904461384,0.001471393157186778,0.901890907158522,0.0015616897661939562,0.8996865615135605,0.002277917387500855,0.8963026018097056,0.0023269780047313997,0.9041596459452407,0.0018204835057510332,0.9022760840189609,0.001964867688482318,0.7925499256607456,0.828841767570909,0.0053808182577919925,0.8256810553146755,0.005682789673254442,0.827018732100204,0.00753818895987619,0.8292014313433687,0.005647509401141039,0.8338617797207019,0.007392241383671612,0.8194428154417719,0.006765355849475057,0.8251635956559842,0.008631863237230796,0.8285599752558828,0.006936295185729349,0.8293404180563231,0.009207283887827671
64,2.195125965287416,0.9767013860769652,0.9512027512535828,0.0018593269272528007,0.9602562875153967,0.0014733472324735123,0.9598886652629899,0.0013410530954339464,0.9594357639572975,0.001389091989155013,0.9583206781897665,0.0011766519032744768,0.9612059627026831,0.0016919955228888995,0.958024734563611,0.0015990954051139155,0.9604205007559352,0.0015307011178860542,0.9586352585797497,0.0015306442227285876,0.9305545210417998,0.9101492001459103,0.0017214455576431394,0.9160565144277623,0.001684904065584541,0.9162880934818455,0.0015529977301701264,0.9160655726546898,0.001466843980899243,0.9176967813612485,0.0013322784694632535,0.9157135719895777,0.002118211558212886,0.9140301301024313,0.0018755412344452342,0.9188319209987408,0.0017254551550435562,0.9180346071604814,0.0016746866156209207,0.8182047800496335,0.8471934896429129,0.005168251586009518,0.846145125250298,0.005938033954387594,0.8502027444520638,0.006958732129134852,0.8490049152209947,0.005843618041793917,0.8562151523621355,0.006850365812364292,0.8412782922158345,0.0072464392329857985,0.8500509679826668,0.007987063553576555,0.8489659028344458,0.007150595408269017,0.8527399308559273,0.00831609571014992
65,2.2230991729775034,0.9813829049899473,0.9616539603598758,0.0013904225739038711,0.9694591517120231,0.0010875750776971813,0.966967533610023,0.0010278383994322636,0.968597166063233,0.0010380734020631513,0.9653052705731882,0.0009294429678725204,0.9706142844792299,0.0012483701916679276,0.9657642041458242,0.0011767538797967142,0.9693379483090862,0.0011848142276639493,0.965704982242562,0.0011983279622138105,0.9421611569650638,0.924450885416102,0.0015327871855534943,0.9309886787301487,0.0013859400985136389,0.929969873406829,0.0013845744258950134,0.9306830343264124,0.0012213208294482452,0.9307891812774665,0.0011895718895647194,0.9317193581096681,0.0016619419880588493,0.9287764355758847,0.0016574946420332525,0.9330751035168088,0.0014172007409461963,0.9315712653189152,0.0014877014332299384,0.8417772095193148,0.8686101210389576,0.004826945760635866,0.8689987439182448,0.0054309113844194816,0.8699263825599509,0.006195975517768405,0.8707001204967656,0.005323635852567438,0.8753337310980888,0.005803752541148848,0.8643418971077224,0.006689549421612186,0.8716759967815786,0.007009852601092544,0.8710649185177961,0.006351428968788928,0.8729536655413999,0.007277439909978747
66,2.25107238066759,0.9852384735645071,0.9667467743917925,0.001259233272345349,0.974425329020423,0.0008650031808662507,0.9721486201757519,0.0008673860796827225,0.9733926647892187,0.0008429223192512016,0.9709634860789158,0.0007810659794300083,0.9753625628235733,0.0010126958297139688,0.9715990237059948,0.0009916327303534753,0.9738202648681548,0.0009982190212775306,0.9712082191932985,0.0010158225844777422,0.9521852729843675,0.9347215819697854,0.0014940394544557855,0.9404266150653109,0.0012809791441402033,0.941442721682327,0.001257685074164424,0.9402135679339397,0.0011752637847163498,0.9419288449903104,0.0010842067845737249,0.9411068129060416,0.0015311571256991607,0.9407793559274436,0.0014598670654319662,0.941971569810156,0.001351915026521989,0.9428795502204763,0.0013344394650720633,0.8632488842203763,0.8850829907730434,0.004478039775864377,0.8864716280565267,0.005036203841384749,0.8876016718860386,0.005489831165266667,0.8878450737818484,0.0048650338152133365,0.8918537341014986,0.005094454820146246,0.8837140963503569,0.006370242237951471,0.8894736141543764,0.0061977089332895885,0.8887477414751069,0.005953770714955791,0.8904120918593829,0.006388570741755504
67,2.2790455883576772,0.9883863440824558,0.9727374445512688,0.0010467505089000843,0.9803612105133928,0.0006815356294052165,0.9781847063993621,0.0006707542676563602,0.9796870243302176,0.0006442108974219322,0.9773519620088187,0.0005931791514798368,0.9813235449104439,0.0007669556204624979,0.9780229617149375,0.0007230120249795863,0.9800036976807885,0.0007728643697611748,0.9774009771200067,0.0007795914057441579,0.9607677488010231,0.9466349728294392,0.001197777932206061,0.9524161491686352,0.0010435706746925763,0.950605371725485,0.0011411764392940036,0.9519881472146386,0.000971512699904261,0.9511195210036972,0.0009463397443484929,0.9533636999643843,0.0012419780615283578,0.9506352253715298,0.0013049359286816536,0.9535036983348317,0.0011363837069600145,0.9517691223311066,0.0012260659264435806,0.8826378335488432,0.9041912190184455,0.004106242176854645,0.9055247970967941,0.0047604536486624245,0.9011859623125755,0.004817994311952705,0.906630257249358,0.004554590055819501,0.9054596739219276,0.004349864677571886,0.9035316398033606,0.005977826503812769,0.9036754543086332,0.005389492691737607,0.9072204905901623,0.005590479407355836,0.9042848985533998,0.005589877813296082
68,2.307018796047764,0.9909341835843062,0.9768453845917364,0.0008552244592174179,0.9837043579505484,0.0005239429034819966,0.9838765156988825,0.00046696236017570216,0.9830388122544059,0.0005123011699664023,0.9828030460499599,0.0004338829840846738,0.9846019994556159,0.0005726792983625281,0.9834542343092256,0.000524930481580805,0.9833329964038464,0.000603434452515373,0.9828877801530774,0.0005726379583307605,0.9680523515400378,0.9546345124693605,0.0010761513657475625,0.9601655520608078,0.0008762318120676365,0.9586615770272375,0.0009619624881538288,0.9596521200982605,0.0008551492538496081,0.9590234064763091,0.0008080005435119847,0.9612423284208412,0.001025930988370672,0.9592151196223598,0.0010504487450939694,0.960970019543699,0.0009654071144970361,0.9596829172475375,0.0010373849686086797,0.8999946237872933,0.9179190474546937,0.0036170741625767043,0.9217024163430548,0.004148409281818307,0.9164511899218029,0.0041701721484968006,0.9221728640204896,0.003929921186078352,0.9196829160066204,0.0038320339688020454,0.920547984948771,0.005243664305799122,0.9191105200194164,0.004595000144896947,0.9229615048735615,0.00480154879495189,0.9196918133345815,0.004671483663848122
69,2.3349920037378507,0.9929785279371152,0.9826660637042005,0.0005171758976127692,0.9884046028261955,0.0002785899735588746,0.9870499380814027,0.00038231355269851744,0.9879667680438913,0.00027273249869229,0.986027750487379,0.0003580451259499767,0.9895288147646116,0.00027662550258020257,0.9866740153201242,0.0004348353551354232,0.9880588145334448,0.0003320292689412964,0.9860843753816512,0.000475796974205605,0.9741818640738622,0.9626494978261662,0.0007711269419833029,0.9670876826034219,0.0006735550528191456,0.9652397262626597,0.0007914863930661596,0.966851576817732,0.0006352885594136286,0.9653133433503204,0.000696855282775371,0.9685623670575049,0.0007365655496895776,0.9661521774881281,0.0008291992201028678,0.967920149330332,0.0007155904262606767,0.9662728110635936,0.0008463393202736713,0.9153978373366197,0.9305976371501604,0.002708813134905641,0.9334663091818126,0.00327072099088955,0.9286935362639426,0.003680900169124846,0.9343369621790256,0.0030401685011729536,0.9317696435082021,0.0032355833163993488,0.9331122348177974,0.0039664200539422925,0.9312970718314706,0.003979830374911011,0.934930400411686,0.003617672075866867,0.9313669559733115,0.004072644256813604
70,2.3629652114279374,0.9946046862080894,0.9854429337971112,0.0004523236966565497,0.990642480573279,0.0002245893196075464,0.9899675146138378,0.0002898966354974383,0.9902901070890203,0.0002184431523612397,0.9890066410112641,0.000273501023930345,0.9918923515187704,0.00020418403539751163,0.9896793999314039,0.0003342392515693094,0.9905837955507623,0.0002493032819841948,0.9893631080890821,0.00035973448225949835,0.9792948286272238,0.9691348843613109,0.0006484169272791136,0.9734297687512461,0.0005645345972620585,0.9720733563875217,0.0006228960385438698,0.9731122730681082,0.0005185016277765262,0.9721163980269322,0.0005455841256704809,0.9749042888407027,0.0005947813649278788,0.9730853430845892,0.0006078039816997305,0.9741902626550363,0.0005735383905983484,0.9726728375348577,0.0006540539405179892,0.9289491086367707,0.9416416189189118,0.0023432697817277674,0.9453820165142404,0.0026724456350756716,0.9407796945014252,0.003429497056261682,0.9453752808726454,0.0025410381582879,0.9429748016153172,0.0030754849913631377,0.9457489590526572,0.003254111222307811,0.9426801608999013,0.0036227860378932482,0.9469433359723755,0.0029533793155543035,0.9427767220082396,0.003729994338827689
71,2.390938419118024,0.9958870119204222,0.988413614166141,0.00033770214523534155,0.9930395412084778,0.00015496047889915028,0.9930151502273941,0.00020202991937444718,0.9927645219596514,0.000150106622542298,0.9921330018170701,0.00019182765193617761,0.9941067297763985,0.0001354342566384283,0.9929778597307596,0.0002187693749652901,0.993016654111335,0.00017131786748653108,0.992370809220376,0.0002693668799883867,0.9835229398754368,0.9756206346401568,0.0004718764809784322,0.9795996935319267,0.00043559924687974804,0.9770385806995767,0.000520190496411058,0.9790546806906493,0.00040731549867477514,0.9771775217253379,0.0004298401129320676,0.9808806531698516,0.00045042611051972664,0.9779488740220947,0.0005089149116560179,0.9803046887841663,0.000437028845997357,0.9774404010816501,0.0005590365067403288,0.9407679669242129,0.952268858014895,0.002108156779347827,0.9559417121328074,0.002324697033269937,0.9484836240525111,0.002928925596644325,0.9559556267119149,0.002235633786330714,0.9507371893348416,0.0026277792762780107,0.9559883529387675,0.002919109054472959,0.9503344640649768,0.003083038174900188,0.9570947124934048,0.0026409235201607117,0.9503511165252347,0.0032254790784762787
72,2.418911626808111,0.9968894571761159,0.9916870299618032,0.00024727797330945106,0.9950642774155852,0.00011041639070665902,0.9946363508375455,0.00015914677392066763,0.9949583342445625,0.00010592941166296336,0.9939092659460382,0.00015035969272835122,0.9960630759372187,8.67101185626252e-05,0.9945354845403085,0.0001764771277326214,0.9952016638156118,0.00011878222533963072,0.9940258032418009,0.00022084530939564775,0.9869890855285985,0.9804096932367375,0.0004161364554150993,0.9840188930697742,0.00036793128622511636,0.9819950008581105,0.0004056578396330954,0.98352061958102,0.00034725407126511227,0.9822365822381992,0.00034427422540539134,0.9851959749092108,0.00037287423568733253,0.9830027499916604,0.0003887558493358008,0.9846166370235769,0.00036261519929696955,0.9824121767406937,0.00043445742388230465,0.9509867173388336,0.9598621687944906,0.0018394975302896586,0.9628006835962295,0.0020558616541750956,0.9577002351107317,0.0027226422742006717,0.962874824803904,0.0019959977950804162,0.9596660429770921,0.00240092899949137,0.9622257318358673,0.002636669551012558,0.9593897829380371,0.002868932243561959,0.9630424489154081,0.002353799169717961,0.9593886347044775,0.002988278626444382
