,t,true_cdf_0.3,Standard_beran_cdf_0.3,True_proba_cdf_0.3,NN_BCE_cdf_0.3,LogisticRegression_cdf_0.3,DecisionTree_cdf_0.3,KNN_cdf_0.3,Standard_beran_mise_0.3,True_proba_mise_0.3,NN_BCE_mise_0.3,LogisticRegression_mise_0.3,DecisionTree_mise_0.3,KNN_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,True_proba_cdf_0.5,NN_BCE_cdf_0.5,LogisticRegression_cdf_0.5,DecisionTree_cdf_0.5,KNN_cdf_0.5,Standard_beran_mise_0.5,True_proba_mise_0.5,NN_BCE_mise_0.5,LogisticRegression_mise_0.5,DecisionTree_mise_0.5,KNN_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,True_proba_cdf_0.7,NN_BCE_cdf_0.7,LogisticRegression_cdf_0.7,DecisionTree_cdf_0.7,KNN_cdf_0.7,Standard_beran_mise_0.7,True_proba_mise_0.7,NN_BCE_mise_0.7,LogisticRegression_mise_0.7,DecisionTree_mise_0.7,KNN_mise_0.7
10,-0.41825626828512985,9.908764661536018e-05,0.00021641210278005695,0.0001950649067523036,0.00018533839558735666,7.582574227557037e-05,0.00017569026651090392,0.00018203180863991198,5.889774299426646e-07,5.691928051647755e-07,5.568390292180362e-07,8.931171787988628e-08,4.969141411719617e-07,8.629055529382068e-07,1.1615136080826784e-05,8.40741565054759e-06,8.098874202432382e-06,1.2515516738031972e-06,3.0719309263682603e-07,1.1704817636959408e-06,2.3582055757143118e-07,5.002687581732874e-09,5.0003353010252385e-09,1.4787000252210404e-10,1.2962069563848596e-10,1.445590427889795e-10,1.3499434397975681e-10,7.825871719605522e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.124426817172162e-13,6.124426817172162e-13,6.124426817172162e-13,6.124426817172162e-13,6.124426817172162e-13,6.124426817172162e-13
11,-0.38654312188533146,0.00014981438864977676,0.0003427378475828513,0.0003234346498478835,0.00031370813868293655,0.0001358704011314693,0.0003037501898044048,0.0003583686760295801,1.1167959382704768e-06,1.1107047091680315e-06,1.0993377216668103e-06,1.9359042523334814e-07,1.0385906340700884e-06,2.3502042274268124e-06,1.8486064278609686e-05,1.1013069070623383e-05,1.0704527622508175e-05,3.8572050938789905e-06,1.378537215513953e-06,3.776135183771734e-06,2.3582055757143118e-07,5.394919979841485e-09,5.396807631405927e-09,6.384372557853424e-10,3.564663121499184e-10,6.362403471149132e-10,3.385769180792534e-10,1.3199308473924372e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7422174418981189e-12,1.7422174418981189e-12,1.7422174418981189e-12,1.7422174418981189e-12,1.7422174418981189e-12,1.7422174418981189e-12
12,-0.3548299754855331,0.00022412898124439464,0.00037023830322395755,0.00035015452306908054,0.00033338200596634283,0.00014544945087261897,0.00032128746966718526,0.0003820065395662364,1.1273240862743577e-06,1.1243908471164835e-06,1.112663311342262e-06,2.0606750148378242e-07,1.046156434983708e-06,2.3700086310095607e-06,2.9109015485554464e-05,3.9401209538559854e-05,3.752288388081393e-05,3.0697291532199024e-05,6.837401392519871e-06,2.9831907653481427e-05,2.5593529624615696e-05,4.788188116088675e-08,4.7735291553202135e-08,4.320635465897557e-08,2.037823410995324e-09,4.218111704665321e-08,4.114952781100965e-08,2.2023804797912477e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.850479777765527e-12,4.850479777765527e-12,4.850479777765527e-12,4.850479777765527e-12,4.850479777765527e-12,4.850479777765527e-12
13,-0.32311682908573464,0.00033179102116413333,0.0004433926825734169,0.0004250541202941027,0.0004082815812419738,0.00018393600488486594,0.00039618706689220737,0.00044997040334788575,1.2615499924122045e-06,1.2682710584857023e-06,1.2601550479197993e-06,2.58492811248405e-07,1.1962524180643667e-06,2.599028509323179e-06,4.535052256182843e-05,5.367413462409432e-05,4.8913612805303596e-05,4.208802045668869e-05,9.98235541642689e-06,4.1193421958821694e-05,2.756915555867212e-05,6.00968911150492e-08,5.894733485798856e-08,5.4640113776621584e-08,3.564575746733722e-09,5.2888367258217813e-08,4.400573032338466e-08,3.6354889456989366e-06,1.156613291246944e-05,8.327305200467316e-06,8.327305200467316e-06,1.4062007219550753e-06,8.040272214369092e-06,2.5765515693221275e-08,1.3306662738069667e-08,6.887070318039803e-09,6.887070318039803e-09,2.0073237255679408e-10,6.419353866478391e-09,1.3095825559227049e-11
14,-0.29140368268593625,0.00048603296200281086,0.0006348189276902894,0.0006011055298002122,0.0005788135773156899,0.00025333566833873335,0.0005626083853776542,0.0006092536422954109,1.7497156530660297e-06,1.6873131765025176e-06,1.648438787265927e-06,3.587265924745284e-07,1.5670231329988785e-06,2.9808265856235307e-06,6.990659066612057e-05,0.00013005897701942381,0.00012811316371342363,0.00012128757136480872,3.5753459538351295e-05,0.00011900115478411633,9.404524368894829e-05,1.9830030329385665e-07,2.0446721714340272e-07,2.0049521548316526e-07,1.9899030648504658e-08,1.9463785421263552e-07,1.4159739512162556e-07,5.9370343609768325e-06,1.3717118033099717e-05,1.0478267516308425e-05,1.0478267516308425e-05,1.879907140980297e-06,1.0081874730379913e-05,2.5765515693221275e-08,1.371257731817106e-08,7.307893787017614e-09,7.307893787017614e-09,2.3310605460579523e-10,6.796947315062498e-09,3.500882167931548e-11
15,-0.2596905362861378,0.0007045542411941106,0.0007973914699088302,0.0007778278995959353,0.0007501063879152181,0.0003401731989731771,0.0007324931702707361,0.0007755775252663011,1.994549535622856e-06,2.0426753298194774e-06,2.0182462920686992e-06,5.39259761105459e-07,1.9343115257738705e-06,3.454128281314437e-06,0.00010662152022360708,0.00015112824205413267,0.00014777293147070548,0.00014094733912209056,4.258530277317152e-05,0.00013787160548275223,9.744967382535385e-05,2.2048663171538943e-07,2.2696145775459146e-07,2.2349065837888896e-07,2.5452975695994795e-08,2.150826229201805e-07,1.4148226310942554e-07,9.59223643385617e-06,1.3720893841826509e-05,1.0482043325035217e-05,1.0482043325035217e-05,1.8803664467625936e-06,1.0085650539106705e-05,2.5765515693221275e-08,1.3668991253206612e-08,7.287985028298682e-09,7.287985028298682e-09,2.7611700600517134e-10,6.779936347809168e-09,9.158308814615235e-11
16,-0.22797738988633942,0.0010107057220341926,0.0013054921335367742,0.0013216380339392852,0.001313971612738103,0.0006324076491390928,0.0012933005184821655,0.001277236435493455,3.2854740312993834e-06,3.817579127780675e-06,4.138271106799332e-06,1.1913618875170125e-06,4.053175557436666e-06,5.621090320679544e-06,0.00016090628220996438,0.00023784307891584145,0.00022741605419299594,0.00022048365192035792,7.207182053495131e-05,0.00021721978498263407,0.00016310577175497886,3.444832270084344e-07,3.430836700049802e-07,3.403060060801632e-07,4.434448529917119e-08,3.3129543416069704e-07,3.0115533171954537e-07,1.5332800798826205e-05,1.3735418432097024e-05,1.0482043325035217e-05,1.0482043325035217e-05,1.8803664467625936e-06,1.0085650539106705e-05,2.5765515693221275e-08,1.3654119376325955e-08,7.310723120064616e-09,7.310723120064616e-09,3.9761205730391875e-10,6.807225476177967e-09,2.3437105147717295e-10
17,-0.19626424348654103,0.001434866370082745,0.0017794581540603715,0.0018604417525329541,0.0018462847600982013,0.0008755002676669344,0.0018072614218200744,0.0017724581021024578,5.567719961513638e-06,7.332796165108093e-06,7.612773139063753e-06,2.1354588371682176e-06,7.275700178296779e-06,1.1200453934593893e-05,0.00024027777477909448,0.0003127051057542629,0.00027301957430267974,0.0002648720805247784,9.166975065962867e-05,0.00026120623278039657,0.00019381356072918797,4.374180573848481e-07,4.2822751224470617e-07,4.269865928850506e-07,6.997032321697485e-08,4.185328811965569e-07,3.5827351754964867e-07,2.4248371524060518e-05,1.9253598076418577e-05,1.0482043325035217e-05,1.0482043325035217e-05,1.8803664467625936e-06,1.0085650539106705e-05,2.5765515693221275e-08,1.653950684701055e-08,7.476705064078377e-09,7.476705064078377e-09,7.169717184453644e-10,6.980275556027563e-09,5.868003641546872e-10
18,-0.16455109708674265,0.002015999673035092,0.0025772030890756138,0.002648183071989939,0.0026637261345510677,0.001311426646031677,0.0025799270484908187,0.002557273919003913,7.978169733579689e-06,1.0271414541711547e-05,1.082710360138309e-05,3.1464393339463098e-06,1.0108808547753423e-05,1.4805907873646183e-05,0.0003550409429395076,0.0004504987642785019,0.00039429817910300425,0.00038615068267621177,0.00013930417182964172,0.0003797551771568552,0.0002482975058531944,5.020738211701511e-07,4.984871329253696e-07,4.991162680586232e-07,1.0571667925020148e-07,4.876300400518907e-07,4.2307232013721996e-07,3.794125996350834e-05,5.186618368488438e-05,4.207791216995105e-05,4.207791007821205e-05,9.068218775143411e-06,4.140299515289047e-05,2.0953794106528535e-05,6.502991565329207e-08,5.61811094440041e-08,5.6181102255618044e-08,3.5578291966066546e-09,5.4746127815944764e-08,2.2688017224026384e-08
19,-0.13283795068694415,0.002803358203157972,0.003336565311014239,0.0033932497490602163,0.0035251002843537105,0.0017301482054511942,0.0034352623479161413,0.0033589501022354227,1.1057904487991895e-05,1.34148271873939e-05,2.0622894618876297e-05,4.988800261729944e-06,1.9876811210784782e-05,2.511284246841486e-05,0.0005191346343361538,0.0006805164921543005,0.0006037528610422738,0.0005995618776122447,0.00022284837264869184,0.0005852902593266918,0.00043469175991018514,8.718719700540132e-07,8.628360796705189e-07,8.768552532015846e-07,2.0519291312037787e-07,8.377651382684226e-07,8.921659871385861e-07,5.8737860686681116e-05,6.655139085832928e-05,5.326284046473839e-05,5.3262838372999386e-05,1.2353731378536015e-05,5.215050049029557e-05,2.0953794106528535e-05,7.579493987571618e-08,6.17795564979986e-08,6.177954939661465e-08,5.370421224858751e-09,5.983068193935109e-08,2.382707891511775e-08
20,-0.10112480428714576,0.00385828103895811,0.0041716980088016145,0.004227137575176437,0.0043684411637820615,0.0021941022171085966,0.0042700556901849075,0.004155011282178489,1.4476823902536834e-05,1.6407960749389615e-05,2.588069973445284e-05,7.730163660141771e-06,2.508933827541244e-05,3.110366875467727e-05,0.0007511584779675319,0.0010058872827492626,0.0009403943524364333,0.0009362028334887174,0.0003462847400078095,0.0009111051391414915,0.0008161511726848947,1.5087925524619541e-06,1.7043703367631438e-06,1.7203329090226913e-06,3.829930305939984e-07,1.6084449111801176e-06,2.995588881003473e-06,8.99728242431482e-05,0.00019247110926089883,0.00016903416813513484,0.00018327670274351782,3.6929137533862064e-05,0.0001805529024853203,9.83281271173575e-05,3.944589725586583e-07,3.7428544360051246e-07,5.022991795026645e-07,1.7544028229013748e-08,4.922963232935825e-07,2.0548953276645557e-07
