,t,true_cdf_0.3,Standard_beran_cdf_0.3,Standard_beran_mise_0.3,True_proba_cdf_0.3,True_proba_mise_0.3,Subramanian_cdf_0.3,Subramanian_mise_0.3,NN_two_steps_cdf_0.3,NN_two_steps_mise_0.3,NN_two_steps_with_delta_cdf_0.3,NN_two_steps_with_delta_mise_0.3,NN_MAR_cdf_0.3,NN_MAR_mise_0.3,NN_MAR_with_delta_cdf_0.3,NN_MAR_with_delta_mise_0.3,Standard_Beran_delta_obs_only_cdf_0.3,Standard_Beran_delta_obs_only_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,Standard_beran_mise_0.5,True_proba_cdf_0.5,True_proba_mise_0.5,Subramanian_cdf_0.5,Subramanian_mise_0.5,NN_two_steps_cdf_0.5,NN_two_steps_mise_0.5,NN_two_steps_with_delta_cdf_0.5,NN_two_steps_with_delta_mise_0.5,NN_MAR_cdf_0.5,NN_MAR_mise_0.5,NN_MAR_with_delta_cdf_0.5,NN_MAR_with_delta_mise_0.5,Standard_Beran_delta_obs_only_cdf_0.5,Standard_Beran_delta_obs_only_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,Standard_beran_mise_0.7,True_proba_cdf_0.7,True_proba_mise_0.7,Subramanian_cdf_0.7,Subramanian_mise_0.7,NN_two_steps_cdf_0.7,NN_two_steps_mise_0.7,NN_two_steps_with_delta_cdf_0.7,NN_two_steps_with_delta_mise_0.7,NN_MAR_cdf_0.7,NN_MAR_mise_0.7,NN_MAR_with_delta_cdf_0.7,NN_MAR_with_delta_mise_0.7,Standard_Beran_delta_obs_only_cdf_0.7,Standard_Beran_delta_obs_only_mise_0.7
0,0.016365777714622047,4.3833786965707995e-06,0.0,1.921400879755066e-11,4.440205141866827e-06,1.374923188298652e-12,0.0,1.921400879755066e-11,0.0005848705977296642,3.955266389615615e-07,0.00020585246731590678,5.1738274467200985e-08,0.0007044055997713677,5.964565402039038e-07,0.00024698823702443915,7.683774389547664e-08,0.0,1.921400879755066e-11,4.3833786965707995e-06,0.0,1.921400879755066e-11,4.440205141866827e-06,1.374923188298652e-12,0.0,1.921400879755066e-11,0.0005848705977296642,3.955266389615615e-07,0.00020585246731590678,5.1738274467200985e-08,0.0007044055997713677,5.964565402039038e-07,0.00024698823702443915,7.683774389547664e-08,0.0,1.921400879755066e-11,4.3833786965707995e-06,0.0,1.921400879755066e-11,4.440205141866827e-06,1.374923188298652e-12,0.0,1.921400879755066e-11,0.0005848705977296642,3.955266389615615e-07,0.00020585246731590678,5.1738274467200985e-08,0.0007044055997713677,5.964565402039038e-07,0.00024698823702443915,7.683774389547664e-08,0.0,1.921400879755066e-11
1,0.04017041769208406,6.481939406637075e-05,5.756664672909806e-05,6.818604179472931e-08,6.483605695526917e-05,1.3473376912903165e-10,5.7024127539963e-05,1.212182413882494e-07,0.001514358369244862,2.4328746526908998e-06,0.0005741180273804975,3.584924758053618e-07,0.0018332389161598251,3.5243080013534427e-06,0.0006901338415700343,5.059515444369601e-07,7.520995905515915e-05,2.0041563275090178e-07,6.481939406637075e-05,5.756664672909806e-05,6.818604179472931e-08,6.483605695526917e-05,1.3473376912903165e-10,5.7024127539963e-05,1.212182413882494e-07,0.001514358369244862,2.4328746526908998e-06,0.0005741180273804975,3.584924758053618e-07,0.0018332389161598251,3.5243080013534427e-06,0.0006901338415700343,5.059515444369601e-07,7.520995905515915e-05,2.0041563275090178e-07,6.481939406637075e-05,5.756664672909806e-05,6.818604179472931e-08,6.483605695526917e-05,1.3473376912903165e-10,5.7024127539963e-05,1.212182413882494e-07,0.001514358369244862,2.4328746526908998e-06,0.0005741180273804975,3.584924758053618e-07,0.0018332389161598251,3.5243080013534427e-06,0.0006901338415700343,5.059515444369601e-07,7.520995905515915e-05,2.0041563275090178e-07
2,0.06397505766954607,0.0002618033515948273,0.0003119307292728885,3.0977811404367535e-07,0.00025956182765519644,1.3289101086449665e-09,0.00034251137597147876,6.360815341266514e-07,0.002515217872652288,5.823929835846304e-06,0.0011215666723192218,1.1351455472107942e-06,0.0031207632544543993,9.414480067557984e-06,0.0013441968571523966,1.6660885150219595e-06,0.00044649012194389657,1.078142434452117e-06,0.0002618033515948273,0.0003119307292728885,3.0977811404367535e-07,0.00025956182765519644,1.3289101086449665e-09,0.00034251137597147876,6.360815341266514e-07,0.002515217872652288,5.823929835846304e-06,0.0011215666723192218,1.1351455472107942e-06,0.0031207632544543993,9.414480067557984e-06,0.0013441968571523966,1.6660885150219595e-06,0.00044649012194389657,1.078142434452117e-06,0.0002618033515948273,0.0003119307292728885,3.0977811404367535e-07,0.00025956182765519644,1.3289101086449665e-09,0.00034251137597147876,6.360815341266514e-07,0.002515217872652288,5.823929835846304e-06,0.0011215666723192218,1.1351455472107942e-06,0.0031207632544543993,9.414480067557984e-06,0.0013441968571523966,1.6660885150219595e-06,0.00044649012194389657,1.078142434452117e-06
3,0.08777969764700808,0.0006761380533678782,0.0007950127571173976,7.573228278623822e-07,0.0006770988393113747,6.3577382050879506e-09,0.0009046876660038294,1.6063457074514212e-06,0.003658693000097565,1.0473049336917394e-05,0.0018879720434522506,2.407240835430021e-06,0.004610424716073805,1.7853997291064757e-05,0.0022426144700742143,3.5890414990956725e-06,0.001182608501597866,2.8638732637535988e-06,0.0006761380533678782,0.0007950127571173976,7.573228278623822e-07,0.0006770988393113747,6.3577382050879506e-09,0.0009046876660038294,1.6063457074514212e-06,0.003658693000097565,1.0473049336917394e-05,0.0018879720434522506,2.407240835430021e-06,0.004610424716073805,1.7853997291064757e-05,0.0022426144700742143,3.5890414990956725e-06,0.001182608501597866,2.8638732637535988e-06,0.0006761380533678782,0.0007950127571173976,7.573228278623822e-07,0.0006770988393113747,6.3577382050879506e-09,0.0009046876660038294,1.6063457074514212e-06,0.003658693000097565,1.0473049336917394e-05,0.0018879720434522506,2.407240835430021e-06,0.004610424716073805,1.7853997291064757e-05,0.0022426144700742143,3.5890414990956725e-06,0.001182608501597866,2.8638732637535988e-06
4,0.11158433762447009,0.0013883790828915536,0.0014686288164579243,1.6344628113644479e-06,0.0013866087673030086,2.154175257258966e-08,0.0015447924001276824,2.9969463838976595e-06,0.004909097080825745,1.4998362505596751e-05,0.002753960542137029,3.6168392835141436e-06,0.006298861453287369,2.8186829742966156e-05,0.0032743990834969787,5.657823802964347e-06,0.002034337671027634,5.645706754456201e-06,0.0013883790828915536,0.0014686288164579243,1.6344628113644479e-06,0.0013866087673030086,2.154175257258966e-08,0.0015447924001276824,2.9969463838976595e-06,0.004909097080825745,1.4998362505596751e-05,0.002753960542137029,3.6168392835141436e-06,0.006298861453287369,2.8186829742966156e-05,0.0032743990834969787,5.657823802964347e-06,0.002034337671027634,5.645706754456201e-06,0.0013883790828915536,0.0014686288164579243,1.6344628113644479e-06,0.0013866087673030086,2.154175257258966e-08,0.0015447924001276824,2.9969463838976595e-06,0.004909097080825745,1.4998362505596751e-05,0.002753960542137029,3.6168392835141436e-06,0.006298861453287369,2.8186829742966156e-05,0.0032743990834969787,5.657823802964347e-06,0.002034337671027634,5.645706754456201e-06
5,0.1353889776019321,0.002478626806420055,0.0025422153110805203,2.7400844785801228e-06,0.002491293361621189,5.903708395384537e-08,0.00264888082319377,4.959092996933878e-06,0.006322192161366369,1.864820625217185e-05,0.003989772075271924,5.187302411595718e-06,0.00825853156033818,3.947480765881282e-05,0.0047241907191929175,8.41549171251905e-06,0.0034853527551005964,9.623599187176703e-06,0.002478626806420055,0.0025422153110805203,2.7400844785801228e-06,0.002491293361621189,5.903708395384537e-08,0.00264888082319377,4.959092996933878e-06,0.006322192161366369,1.864820625217185e-05,0.003989772075271924,5.187302411595718e-06,0.00825853156033818,3.947480765881282e-05,0.0047241907191929175,8.41549171251905e-06,0.0034853527551005964,9.623599187176703e-06,0.002478626806420055,0.0025422153110805203,2.7400844785801228e-06,0.002491293361621189,5.903708395384537e-08,0.00264888082319377,4.959092996933878e-06,0.006322192161366369,1.864820625217185e-05,0.003989772075271924,5.187302411595718e-06,0.00825853156033818,3.947480765881282e-05,0.0047241907191929175,8.41549171251905e-06,0.0034853527551005964,9.623599187176703e-06
6,0.15919361757939413,0.004026254243307677,0.004003297753469115,4.22154769068895e-06,0.004061030773457651,1.2543814076586508e-07,0.004059783524794835,7.189390124453846e-06,0.007896941187067442,2.0506006500941776e-05,0.0054857479827035574,6.416651736747555e-06,0.010522550294181539,5.16648174342439e-05,0.006503541440926193,1.1219307871752085e-05,0.005369766675884419,1.4732359080226144e-05,0.004026254243307677,0.004003297753469115,4.22154769068895e-06,0.004061030773457651,1.2543814076586508e-07,0.004059783524794835,7.189390124453846e-06,0.007896941187067442,2.0506006500941776e-05,0.0054857479827035574,6.416651736747555e-06,0.010522550294181539,5.16648174342439e-05,0.006503541440926193,1.1219307871752085e-05,0.005369766675884419,1.4732359080226144e-05,0.004026254243307677,0.004003297753469115,4.22154769068895e-06,0.004061030773457651,1.2543814076586508e-07,0.004059783524794835,7.189390124453846e-06,0.007896941187067442,2.0506006500941776e-05,0.0054857479827035574,6.416651736747555e-06,0.010522550294181539,5.16648174342439e-05,0.006503541440926193,1.1219307871752085e-05,0.005369766675884419,1.4732359080226144e-05
7,0.18299825755685614,0.006109572140653621,0.006174137813852351,7.347419717423433e-06,0.006121597289679328,2.731543007817389e-07,0.00633601878680651,1.249867043735116e-05,0.00961379788396768,1.992799665814755e-05,0.00750194492533373,9.226080474716981e-06,0.013057866707153212,6.192101174491401e-05,0.008843157828093967,1.6199399758730488e-05,0.008338592605142314,2.643477022434306e-05,0.006109572140653621,0.006174137813852351,7.347419717423433e-06,0.006121597289679328,2.731543007817389e-07,0.00633601878680651,1.249867043735116e-05,0.00961379788396768,1.992799665814755e-05,0.00750194492533373,9.226080474716981e-06,0.013057866707153212,6.192101174491401e-05,0.008843157828093967,1.6199399758730488e-05,0.008338592605142314,2.643477022434306e-05,0.006109572140653621,0.006174137813852351,7.347419717423433e-06,0.006121597289679328,2.731543007817389e-07,0.00633601878680651,1.249867043735116e-05,0.00961379788396768,1.992799665814755e-05,0.00750194492533373,9.226080474716981e-06,0.013057866707153212,6.192101174491401e-05,0.008843157828093967,1.6199399758730488e-05,0.008338592605142314,2.643477022434306e-05
8,0.20680289753431816,0.008805433267681692,0.008668998047979694,1.1825022950828364e-05,0.008821447043298783,5.453728527909865e-07,0.008707539844100547,2.084041742549511e-05,0.011531313840012235,1.7121414610248353e-05,0.009709054989438866,1.232457183210712e-05,0.015988168803827592,7.054542744090575e-05,0.011485791310849515,2.1060500449058633e-05,0.011465892940937023,4.339267322562761e-05,0.008805433267681692,0.008668998047979694,1.1825022950828364e-05,0.008821447043298783,5.453728527909865e-07,0.008707539844100547,2.084041742549511e-05,0.011531313840012235,1.7121414610248353e-05,0.009709054989438866,1.232457183210712e-05,0.015988168803827592,7.054542744090575e-05,0.011485791310849515,2.1060500449058633e-05,0.011465892940937023,4.339267322562761e-05,0.008805433267681692,0.008668998047979694,1.1825022950828364e-05,0.008821447043298783,5.453728527909865e-07,0.008707539844100547,2.084041742549511e-05,0.011531313840012235,1.7121414610248353e-05,0.009709054989438866,1.232457183210712e-05,0.015988168803827592,7.054542744090575e-05,0.011485791310849515,2.1060500449058633e-05,0.011465892940937023,4.339267322562761e-05
9,0.23060753751178018,0.012188778757445827,0.012020558774831885,1.6797353471182976e-05,0.012245729045667689,8.926419746426955e-07,0.011983965163287376,2.834624401690214e-05,0.013694115800916909,1.3997527215169459e-05,0.012523338592522717,1.5445279608883202e-05,0.019366157357378663,7.499320295503738e-05,0.014813287277734628,2.5479013783575614e-05,0.015782764162352202,6.186653870868563e-05,0.012188778757445827,0.012020558774831885,1.6797353471182976e-05,0.012245729045667689,8.926419746426955e-07,0.011983965163287376,2.834624401690214e-05,0.013694115800916909,1.3997527215169459e-05,0.012523338592522717,1.5445279608883202e-05,0.019366157357378663,7.499320295503738e-05,0.014813287277734628,2.5479013783575614e-05,0.015782764162352202,6.186653870868563e-05,0.012188778757445827,0.012020558774831885,1.6797353471182976e-05,0.012245729045667689,8.926419746426955e-07,0.011983965163287376,2.834624401690214e-05,0.013694115800916909,1.3997527215169459e-05,0.012523338592522717,1.5445279608883202e-05,0.019366157357378663,7.499320295503738e-05,0.014813287277734628,2.5479013783575614e-05,0.015782764162352202,6.186653870868563e-05
