,t,true_cdf_0.3,Standard_beran_cdf_0.3,True_proba_cdf_0.3,NN_BCE_cdf_0.3,RandomForest_cdf_0.3,Standard_beran_mise_0.3,True_proba_mise_0.3,NN_BCE_mise_0.3,RandomForest_mise_0.3,true_cdf_0.5,Standard_beran_cdf_0.5,True_proba_cdf_0.5,NN_BCE_cdf_0.5,RandomForest_cdf_0.5,Standard_beran_mise_0.5,True_proba_mise_0.5,NN_BCE_mise_0.5,RandomForest_mise_0.5,true_cdf_0.7,Standard_beran_cdf_0.7,True_proba_cdf_0.7,NN_BCE_cdf_0.7,RandomForest_cdf_0.7,Standard_beran_mise_0.7,True_proba_mise_0.7,NN_BCE_mise_0.7,RandomForest_mise_0.7
0,0.21168940202765696,1.9047634464466406e-06,0.0,6.83477940910393e-13,5.121819237619007e-10,1.0096931182569047e-05,3.6281237869192003e-12,3.6281211832656665e-12,3.626279860910909e-12,1.0456139422317377e-08,1.4370463726968482e-07,0.0,8.316433208754858e-12,3.6416615009082775e-09,4.464462870013774e-05,2.0651022772811367e-14,2.0648634401669478e-14,2.1648081283909853e-14,3.017653344730204e-08,5.888945665673946e-09,0.0,3.6755019250378496e-11,1.980472225093788e-08,0.0003499492093661983,3.4679681053259655e-17,3.4274949067321083e-17,5.4349630950600924e-14,1.4031746488319347e-06
1,0.2445358260668204,3.210592248424073e-06,1.641744932842526e-06,4.204905872120746e-06,1.630384553262254e-06,0.00010511123136269773,2.6950923799893346e-09,1.7662319170745287e-08,2.5697644533502616e-09,1.2606762390480424e-07,2.556363225398056e-07,0.0,1.0784906129268635e-09,1.0008399782301947e-07,0.000556460527878308,6.534992940167552e-14,6.480486512855628e-14,1.6562333462416696e-12,8.776471060683407e-07,1.1131844165815661e-08,0.0,2.3238663100499936e-09,2.162702573029751e-07,0.002055135807068199,1.2391795453200452e-16,1.0323127749949457e-16,5.433244292130371e-12,1.1691096666873047e-05
2,0.27738225010598383,5.349637308568794e-06,1.9623159734442066e-06,4.2157737002374016e-06,2.074636686178466e-06,0.0006007403125315183,2.805715478434421e-09,1.7662531573141376e-08,2.606033444525688e-09,1.3236617547090675e-06,4.4950775423133e-07,6.215752800453611e-07,2.396389739012239e-08,1.4569836507951627e-06,0.0024035469227032457,3.859990801681367e-10,1.818658252549402e-13,4.946184339127757e-10,1.2332958195964712e-05,2.0798474781669292e-08,0.0,3.0383970336611555e-08,2.222334032745965e-06,0.005513754171733119,4.3257655324373806e-16,1.439533604235452e-15,1.3818585240575172e-09,5.174721963836269e-05
3,0.31022867414514727,8.811840839251061e-06,1.9623159734442066e-06,4.3528399096181e-06,3.3006823013677077e-06,0.0021212736352172632,2.841157523494309e-09,1.7680039363161438e-08,2.758605147258414e-09,9.737474904222047e-06,7.813055903043178e-07,6.215752800453611e-07,1.8757843311645316e-07,3.1297894859211305e-06,0.005581008561448746,3.859949867067283e-10,3.857398901011275e-13,7.31927931957197e-10,4.400794824129053e-05,3.840922007149787e-08,0.0,0.00200015532090435,0.001003413871911375,0.011812844925330405,1.4752681865007705e-15,0.0019999998463970303,0.001000001383578847,0.0021334085776952925
4,0.3430750981843107,1.4348964607297994e-05,5.71018424380676e-06,7.410239579874522e-06,6.393908586476149e-06,0.004797938592114452,1.6886631110647218e-08,2.3190665020988217e-08,3.3253601481926234e-09,3.68825949841556e-05,1.3423952193187294e-06,3.559882397017766e-06,2.7725684497577063e-06,6.2619918902036e-06,0.00960492872745857,9.012249029116772e-09,3.905523734831396e-09,1.4385245538784438e-09,0.00011412980333425357,7.011068200634932e-08,9.919708554806395e-08,0.0020004827286672347,0.0010052825461479248,0.016185981780289443,9.831067738319593e-12,0.001999999719860698,0.0010000019819368208,0.00225454054143289
5,0.37592152222347414,2.3099101447806353e-05,1.822514967426936e-05,2.2228366080046747e-05,2.0728917204453134e-05,0.008430889207518484,1.731605678394925e-07,1.7949366469446162e-07,4.847501473702638e-08,9.766980299243336e-05,2.279935416077574e-06,5.2687832998868926e-06,6.031866978960187e-06,1.3113524189162228e-05,0.014151648603158463,1.1921519972452406e-08,6.837715475636065e-09,5.0821328714770355e-09,0.00023323127956618891,1.2649778614330245e-07,9.919708554806395e-08,0.0020011731245637293,0.0010085907461607876,0.020961169245355744,9.83096704770163e-12,0.001999999495877963,0.0010000026784664185,0.002428697293312716
6,0.40876794626263757,3.676205018482398e-05,1.822514967426936e-05,2.7178261853335828e-05,3.3088088353220525e-05,0.012547072899822953,1.7348042911414013e-07,1.7982269454050687e-07,5.790913437104919e-08,0.0002012087709123586,3.827848315042839e-06,5.2687832998868926e-06,9.04873009484064e-06,2.3205031335551628e-05,0.018861497738102702,1.1914663054410451e-08,6.864727150928687e-09,1.3445214604344867e-08,0.00039972474103753506,2.2559906100322758e-07,9.919708554806395e-08,0.0020023739471457126,0.0010143895454863242,0.025523401352774953,9.846199178847691e-12,0.0019999991051521107,0.0010000096059402193,0.002637689891330155
7,0.441614370301801,5.7842167133027e-05,2.38748671883936e-05,4.430090484602556e-05,5.596205720774583e-05,0.017241660374023554,2.0597204468592025e-07,2.21255703149942e-07,9.829143175241776e-08,0.0003646131591875822,6.35308512433684e-06,1.0918500814011135e-05,1.7550177712729376e-05,3.752676099423835e-05,0.023674114558533296,4.3761284188039854e-08,1.5157659245206883e-08,2.8582482199306216e-08,0.0006169608010124173,3.976977826995244e-07,5.7489145996723056e-06,0.0020043832015212955,0.0010198781913469417,0.02986804553031968,3.1924733553533113e-08,0.0019999984351901524,0.0010000127766348675,0.0028813891712429034
8,0.47446079434096444,8.997881533923668e-05,3.592218660560298e-05,8.438820145395209e-05,8.951330264471657e-05,0.0220528051418619,2.6017864020547863e-07,5.316483170062075e-07,1.6935026703170445e-07,0.0005727749481176876,1.0423668699132022e-05,2.282174457397912e-05,3.3810408901231325e-05,5.1744639129473024e-05,0.028410825178404615,9.645639786799806e-08,4.314528355676736e-08,4.324681425189751e-08,0.0008770498215474208,6.930056410097848e-07,1.9413608057429642e-05,0.00200755963093833,0.0010265704695576723,0.03422990025115735,1.2747805208859983e-07,0.0019999973051297694,0.0010000217904278118,0.003156315796072522
9,0.5073072183801279,0.0001383879288474182,6.713971316540058e-05,0.00013041645582573057,0.00015044568323429252,0.026920059120750614,7.476892249233388e-07,7.545620321465418e-07,6.105668178510349e-07,0.0008379524727374997,1.690717916262139e-05,2.7716394294794223e-05,5.074694396497936e-05,7.228348000796426e-05,0.03319125800073762,1.0835920719585831e-07,4.8444967889041686e-08,7.051942839844208e-08,0.001185143439189657,1.1936984141379368e-06,1.9413608057429642e-05,0.0020127761178301024,0.0010329194781861155,0.038584441170437786,1.2745955624117933e-07,0.0019999954490957012,0.0010000239290269637,0.0034733301937664995
